order,关卡类型,难度,campaignType,chains,width,height,theme,subtheme,shapeRole,difficultyBand,maskName,displayShapeId,maskWidth,maskHeight,maskArea,maskCoverage,maskFill,levelId,sourceAsset,exportAsset,shapeSourceAsset,suggestedRevealPng,suggestedThumbPng,suggestedNameKey
453,普通,1,shape_character,88,30,42,Character,animals-mascots,character,main,MainBeanMascotTall,shape_main_bean_mascot_tall,30,42,786,0.624,0.973,r2_outer_strong_005_r2_006_a401_procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall_20260611_110513.asset,Levels/453_shape_character_r2_outer_strong_005_r2_006_a401_procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall_20260611_110513.asset,Art/ShapeReveal/shape_main_bean_mascot_tall.png,Art/ShapeRevealThumb/shape_main_bean_mascot_tall_thumb.png,shape.name.shape_main_bean_mascot_tall
458,普通,1,shape_nature,86,30,42,Nature,plants-creatures,natural,main,MainPineTreeTall,shape_main_pine_tree_tall,30,42,635,0.504,0.975,r2_outer_strong_005_r2_006_a401_procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall_20260611_110411.asset,Levels/458_shape_nature_r2_outer_strong_005_r2_006_a401_procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall_20260611_110411.asset,Art/ShapeReveal/shape_main_pine_tree_tall.png,Art/ShapeRevealThumb/shape_main_pine_tree_tall_thumb.png,shape.name.shape_main_pine_tree_tall
463,普通,1,shape_landmark,86,30,44,Landmark,architecture,landmark,main,MainIronTowerTall,shape_main_iron_tower_tall,30,44,634,0.480,0.984,r2_outer_strong_005_r2_006_a401_procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall_20260611_110540.asset,Levels/463_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall_20260611_110540.asset,Art/ShapeReveal/shape_main_iron_tower_tall.png,Art/ShapeRevealThumb/shape_main_iron_tower_tall_thumb.png,shape.name.shape_main_iron_tower_tall
468,普通,1,shape_toolui,84,30,42,ToolUI,digital-tools,object,main,MainToolWrenchTall,shape_main_tool_wrench_tall,30,42,622,0.494,0.987,r2_outer_strong_005_r2_006_a401_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall_20260611_124348.asset,Levels/468_shape_toolui_r2_outer_strong_005_r2_006_a401_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrencht.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall_20260611_124348.asset,Art/ShapeReveal/shape_main_tool_wrench_tall.png,Art/ShapeRevealThumb/shape_main_tool_wrench_tall_thumb.png,shape.name.shape_main_tool_wrench_tall
473,普通,1,shape_landmark,82,30,42,Landmark,architecture,landmark,main,MainPyramidTall,shape_main_pyramid_tall,30,42,622,0.494,0.974,r2_outer_strong_005_r2_006_a401_procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall_20260611_110754.asset,Levels/473_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall_20260611_110754.asset,Art/ShapeReveal/shape_main_pyramid_tall.png,Art/ShapeRevealThumb/shape_main_pyramid_tall_thumb.png,shape.name.shape_main_pyramid_tall
478,普通,1,shape_space,86,32,42,Space,sci-fi,vehicle,main,MainSpaceUfoIconTall,shape_main_space_ufo_icon_tall,32,42,762,0.567,0.975,r2_outer_strong_005_r2_006_a401_procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall_20260611_124215.asset,Levels/478_shape_space_r2_outer_strong_005_r2_006_a401_procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicon.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall_20260611_124215.asset,Art/ShapeReveal/shape_main_space_ufo_icon_tall.png,Art/ShapeRevealThumb/shape_main_space_ufo_icon_tall_thumb.png,shape.name.shape_main_space_ufo_icon_tall
483,普通,1,shape_landmark,82,30,42,Landmark,architecture,landmark,main,MainWindmillTall,shape_main_windmill_tall,30,42,746,0.592,0.975,r2_outer_strong_005_r2_006_a401_procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall_20260611_110802.asset,Levels/483_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall_20260611_110802.asset,Art/ShapeReveal/shape_main_windmill_tall.png,Art/ShapeRevealThumb/shape_main_windmill_tall_thumb.png,shape.name.shape_main_windmill_tall
487,普通,1,shape_object,84,30,40,Object,tools-items,object,main,MainTrophyTall,shape_main_trophy_tall,30,40,742,0.618,0.982,r2_outer_strong_005_r2_006_a401_procmask_05_long_maskproceduralvertical_30x40-maintrophytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_05_long_maskproceduralvertical_30x40-maintrophytall_20260611_110422.asset,Levels/487_shape_object_r2_outer_strong_005_r2_006_a401_procmask_05_long_maskproceduralvertical_30x40-maintrophytall.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_05_long_maskproceduralvertical_30x40-maintrophytall_20260611_110422.asset,Art/ShapeReveal/shape_main_trophy_tall.png,Art/ShapeRevealThumb/shape_main_trophy_tall_thumb.png,shape.name.shape_main_trophy_tall
493,普通,1,shape_object,81,30,42,Character,animals-mascots,character,main,MainFoxTall,shape_main_fox_tall,30,42,699,0.555,0.977,r2_outer_strong_005_r2_006_a401_procmask_39_long_maskproceduralvertical_30x42-mainfoxtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_39_long_maskproceduralvertical_30x42-mainfoxtall_20260611_110837.asset,Levels/493_shape_object_r2_outer_strong_005_r2_006_a401_procmask_39_long_maskproceduralvertical_30x42-mainfoxtall.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_39_long_maskproceduralvertical_30x42-mainfoxtall_20260611_110837.asset,Art/ShapeReveal/shape_main_fox_tall.png,Art/ShapeRevealThumb/shape_main_fox_tall_thumb.png,shape.name.shape_main_fox_tall
498,普通,1,shape_nature,84,32,42,Nature,plants-creatures,natural,main,MainLeaf03Tall,shape_main_leaf03_tall,32,42,780,0.580,0.976,r2_outer_strong_005_r2_006_a401_procmask_118_long_maskproceduralvertical_32x42-mainleaf03tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_118_long_maskproceduralvertical_32x42-mainleaf03tall_20260611_111813.asset,Levels/498_shape_nature_r2_outer_strong_005_r2_006_a401_procmask_118_long_maskproceduralvertical_32x42-mainleaf03tall.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_118_long_maskproceduralvertical_32x42-mainleaf03tall_20260611_111813.asset,Art/ShapeReveal/shape_main_leaf03_tall.png,Art/ShapeRevealThumb/shape_main_leaf03_tall_thumb.png,shape.name.shape_main_leaf03_tall
