order,????,??,type,slotRole,relativeDifficulty,chains,width,height,score,coverage,openers,packs,levelId,sourceAsset,exportAsset,exportMeta,qualityFlags,portableQuality
392,hole,1,hole_rescue,HoleRescue,Mechanic,75,26,28,262,0.982,10,hole_combined_20260613,hole_candidate_042_std_26x28_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_042_std_26x28_lock.asset,Levels/392_hole_rescue_hole_candidate_042_std_26x28_lock.asset,Levels/392_hole_rescue_hole_candidate_042_std_26x28_lock.asset.meta,hole10_v4:LockBuckle:keep,hole10_v4_keep
393,??,1,shape_magic,Shape,Novelty,157,36,50,384,0.982,22,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall_20260611_111115.asset,Levels/393_shape_magic_r2_outer_strong_005_r2_006_a401_procmask_51_long_maskproceduralvertical_36x50-transitioncastlega.asset,Levels/393_shape_magic_r2_outer_strong_005_r2_006_a401_procmask_51_long_maskproceduralvertical_36x50-transitioncastlega.asset.meta,rel:Hard:ShapePressure:Shape:Magic:fantasy-architecture:landmark:transition,Normal
394,??,2,lock,Pressure,Hard,214,27,50,115.2,0.973,25,direct_advanced_candidates,direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset,Levels/394_lock_direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset,Levels/394_lock_direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset.meta,ok,ok
395,??,1,dense,Normal,Normal,118,23,40,160.7,0.986,12,direct_normal_candidates,direct_normal_94_direct_normal_rect_dense_weave_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_94_direct_normal_rect_dense_weave_g3_v10.asset,Levels/395_dense_direct_normal_94_direct_normal_rect_dense_weave_g3_v10.asset,Levels/395_dense_direct_normal_94_direct_normal_rect_dense_weave_g3_v10.asset.meta,ok,ok
396,??,4,section,Peak,RelativeExtreme,181,24,46,142.7,0.986,20,direct_advanced_candidates,direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02.asset,Levels/396_section_direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02.asset,Levels/396_section_direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02.asset.meta,ok,ok
397,??,1,sweep,Recovery,Recovery,105,23,35,160.3,0.994,15,direct_normal_topup_candidates,direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05.asset,Levels/397_sweep_direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05.asset,Levels/397_sweep_direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05.asset.meta,ok,ok
398,??,1,shape_landmark,Shape,Novelty,163,36,50,400,0.986,23,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123.asset,Levels/398_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_53_long_maskproceduralvertical_36x50-transitiondomepala.asset,Levels/398_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_53_long_maskproceduralvertical_36x50-transitiondomepala.asset.meta,rel:Hard:ShapePressure:Shape:Landmark:architecture:landmark:transition,Normal
399,??,1,section,Normal,Normal,144,24,38,161.7,0.977,25,direct_pure_topup_slice08_candidates,direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset,Levels/399_section_direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset,Levels/399_section_direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset.meta,ok,ok
400,??,1,section,Normal,Normal,143,23,38,160.3,0.979,26,direct_pure_topup_slice09_candidates,direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset,Levels/400_section_direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset,Levels/400_section_direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset.meta,ok,ok
401,hole,1,hole_rescue,HoleRescue,Mechanic,73,32,26,261,0.976,7,hole_combined_20260613,hole_candidate_088_wide_32x26_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_088_wide_32x26_section.asset,Levels/401_hole_rescue_hole_candidate_088_wide_32x26_section.asset,Levels/401_hole_rescue_hole_candidate_088_wide_32x26_section.asset.meta,hole10_v4:SectionUnlock:keep,hole10_v4_keep
402,??,1,dense,Normal,Normal,127,22,36,165.3,0.982,19,direct_polish_clean_candidates,direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01.asset,Levels/402_dense_direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01.asset,Levels/402_dense_direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01.asset.meta,ok,ok
403,??,1,shape_vehicle,Shape,Novelty,170,40,50,419,0.981,24,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall_20260611_112015.asset,Levels/403_shape_vehicle_r2_outer_strong_005_r2_006_a401_procmask_137_long_maskproceduralvertical_40x50-transitioncarrier.asset,Levels/403_shape_vehicle_r2_outer_strong_005_r2_006_a401_procmask_137_long_maskproceduralvertical_40x50-transitioncarrier.asset.meta,rel:Hard:ShapePressure:Shape:Vehicle:transport:vehicle:transition,Normal
404,??,2,lock,Pressure,Hard,155,25,39,155.6,0.975,21,direct_pure_topup_slice10_candidates,direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset,Levels/404_lock_direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset,Levels/404_lock_direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset.meta,ok,ok
405,??,1,maze,Recovery,Recovery,170,25,43,109.2,0.977,25,direct_pure_topup_slice10_candidates,direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09.asset,Levels/405_maze_direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09.asset,Levels/405_maze_direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09.asset.meta,ok,ok
406,??,1,dense,Normal,Normal,84,18,36,210.3,0.992,9,direct_pure_topup_slice05_candidates,direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06.asset,Levels/406_dense_direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06.asset,Levels/406_dense_direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06.asset.meta,ok,ok
407,??,4,lock,Peak,RelativeExtreme,196,24,49,129.9,0.981,26,direct_advanced_candidates,direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02.asset,Levels/407_lock_direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02.asset,Levels/407_lock_direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02.asset.meta,ok,ok
408,??,1,shape_nature,Shape,Novelty,167,36,44,428,0.988,23,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_111757.asset,Levels/408_shape_nature_r2_outer_strong_005_r2_006_a401_procmask_114_onion_maskproceduralvertical_36x44-transitiondistin.asset,Levels/408_shape_nature_r2_outer_strong_005_r2_006_a401_procmask_114_onion_maskproceduralvertical_36x44-transitiondistin.asset.meta,rel:VeryHard:ShapePeak:Shape:Nature:plants-creatures:creature:transition,Normal
409,??,2,section,Pressure,Hard,145,23,40,171.3,0.978,15,direct_polish_hard_candidates,direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset,Levels/409_section_direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset,Levels/409_section_direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset.meta,ok,ok
410,??,1,section,Recovery,Recovery,139,21,42,146.1,0.986,23,direct_pure_topup_slice10_candidates,direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset,Levels/410_section_direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset,Levels/410_section_direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset.meta,ok,ok
411,??,1,sweep,Recovery,Recovery,114,22,41,180.4,0.981,15,direct_normal_candidates,direct_normal_145_direct_normal_rect_sweep_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_145_direct_normal_rect_sweep_g2_v15.asset,Levels/411_sweep_direct_normal_145_direct_normal_rect_sweep_g2_v15.asset,Levels/411_sweep_direct_normal_145_direct_normal_rect_sweep_g2_v15.asset.meta,ok,ok
412,??,2,section,Pressure,Hard,157,24,40,157.4,0.982,19,direct_pure_topup_slice10_candidates,direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10.asset,Levels/412_section_direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10.asset,Levels/412_section_direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10.asset.meta,ok,ok
413,??,1,shape_landmark,Shape,Novelty,179,42,58,429,0.982,25,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516.asset,Levels/413_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05.asset,Levels/413_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05.asset.meta,rel:VeryHard:ShapePeak:Shape:Landmark:architecture:landmark:big,Normal
414,??,1,sweep,Recovery,Recovery,107,22,37,196.7,0.988,15,direct_normal_candidates,direct_normal_25_direct_normal_rect_sweep_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_25_direct_normal_rect_sweep_g2_v03.asset,Levels/414_sweep_direct_normal_25_direct_normal_rect_sweep_g2_v03.asset,Levels/414_sweep_direct_normal_25_direct_normal_rect_sweep_g2_v03.asset.meta,ok,ok
415,??,1,section,Normal,Normal,141,23,38,165.6,0.977,18,direct_pure_topup_slice08_candidates,direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04.asset,Levels/415_section_direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04.asset,Levels/415_section_direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04.asset.meta,ok,ok
416,??,2,lock,Pressure,Hard,149,25,38,161.3,0.981,22,direct_pure_topup_slice08_candidates,direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05.asset,Levels/416_lock_direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05.asset,Levels/416_lock_direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05.asset.meta,ok,ok
417,hole,1,hole_rescue,HoleRescue,Mechanic,75,28,30,262,0.978,10,hole_combined_20260613,hole_topup_016_topup_tall_28x30_shell,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_016_topup_tall_28x30_shell.asset,Levels/417_hole_rescue_hole_topup_016_topup_tall_28x30_shell.asset,Levels/417_hole_rescue_hole_topup_016_topup_tall_28x30_shell.asset.meta,hole10_v4:OuterShell:keep,hole10_v4_keep
418,??,1,shape_space,Shape,Novelty,186,40,56,455,0.982,26,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158.asset,Levels/418_shape_space_r2_outer_strong_005_r2_006_a401_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall.asset,Levels/418_shape_space_r2_outer_strong_005_r2_006_a401_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall.asset.meta,rel:VeryHard:ShapePeak:Shape:Space:sci-fi:character:big,Hard
419,??,4,section,Peak,RelativeExtreme,203,27,47,113.2,0.985,21,direct_advanced_candidates,direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05.asset,Levels/419_section_direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05.asset,Levels/419_section_direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05.asset.meta,ok,ok
420,??,1,dense,Recovery,Recovery,143,22,42,153.0,0.974,22,direct_pure_topup_slice10_candidates,direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08.asset,Levels/420_dense_direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08.asset,Levels/420_dense_direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08.asset.meta,ok,ok
421,??,1,sweep,Recovery,Recovery,180,25,45,128.8,0.978,21,direct_polish_hard_candidates,direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01.asset,Levels/421_sweep_direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01.asset,Levels/421_sweep_direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01.asset.meta,ok,ok
422,??,1,dense,Normal,Normal,113,23,38,180.5,0.984,13,direct_normal_candidates,direct_normal_14_direct_normal_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_14_direct_normal_rect_dense_weave_g1_v02.asset,Levels/422_dense_direct_normal_14_direct_normal_rect_dense_weave_g1_v02.asset,Levels/422_dense_direct_normal_14_direct_normal_rect_dense_weave_g1_v02.asset.meta,ok,ok
423,??,1,shape_vehicle,Shape,Novelty,186,42,60,458,0.979,26,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535.asset,Levels/423_shape_vehicle_r2_outer_strong_005_r2_006_a401_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall.asset,Levels/423_shape_vehicle_r2_outer_strong_005_r2_006_a401_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall.asset.meta,rel:VeryHard:ShapePeak:Shape:Vehicle:transport:vehicle:big,Hard
424,??,1,maze,Normal,Normal,129,22,37,168.9,0.974,13,direct_polish_clean_candidates,direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02.asset,Levels/424_maze_direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02.asset,Levels/424_maze_direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02.asset.meta,ok,ok
425,??,2,lock,Pressure,Hard,213,28,48,107.9,0.982,27,direct_advanced_candidates,direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05.asset,Levels/425_lock_direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05.asset,Levels/425_lock_direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05.asset.meta,ok,ok
426,hole,1,hole_rescue,HoleRescue,Mechanic,77,30,26,264,0.972,7,hole_combined_20260613,hole_topup_050_topup_wide_30x26_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_050_topup_wide_30x26_dense.asset,Levels/426_hole_rescue_hole_topup_050_topup_wide_30x26_dense.asset,Levels/426_hole_rescue_hole_topup_050_topup_wide_30x26_dense.asset.meta,hole10_v4:DenseWeave:keep,hole10_v4_keep
427,??,1,shape_nature,Shape,Novelty,191,42,60,467,0.98,27,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549.asset,Levels/427_shape_nature_r2_outer_strong_005_r2_006_a401_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall.asset,Levels/427_shape_nature_r2_outer_strong_005_r2_006_a401_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall.asset.meta,rel:VeryHard:ShapePeak:Shape:Nature:plants-creatures:natural:big,Hard
428,??,1,section,Normal,Normal,146,24,39,162.3,0.972,21,direct_pure_topup_slice10_candidates,direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset,Levels/428_section_direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset,Levels/428_section_direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset.meta,ok,ok
429,??,2,dense,Pressure,Hard,205,27,48,136.8,0.973,18,direct_advanced_candidates,direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02.asset,Levels/429_dense_direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02.asset,Levels/429_dense_direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02.asset.meta,ok,ok
430,??,1,section,Normal,Normal,147,24,39,159.0,0.976,20,direct_pure_topup_slice08_candidates,direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset,Levels/430_section_direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset,Levels/430_section_direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset.meta,ok,ok
431,??,1,dense,Normal,Normal,112,23,39,167.8,0.980,13,direct_normal_candidates,direct_normal_54_direct_normal_rect_dense_weave_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset,Levels/431_dense_direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset,Levels/431_dense_direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset.meta,ok,ok
432,??,2,lock,Pressure,Hard,164,24,43,160.2,0.979,24,direct_polish_hard_candidates,direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset,Levels/432_lock_direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset,Levels/432_lock_direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset.meta,ok,ok
433,??,1,shape_vehicle,Shape,Novelty,195,46,60,464,0.979,27,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547.asset,Levels/433_shape_vehicle_r2_outer_strong_005_r2_006_a401_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall.asset,Levels/433_shape_vehicle_r2_outer_strong_005_r2_006_a401_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall.asset.meta,rel:VeryHard:ShapePeak:Shape:Vehicle:transport:vehicle:big,Hard
434,??,1,section,Normal,Normal,162,24,43,157.9,0.976,26,direct_pure_topup_slice07_candidates,direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset,Levels/434_section_direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset,Levels/434_section_direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset.meta,ok,ok
435,hole,1,hole_rescue,HoleRescue,Mechanic,79,34,26,265,0.973,8,hole_combined_20260613,hole_candidate_096_wide_34x26_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_096_wide_34x26_lock.asset,Levels/435_hole_rescue_hole_candidate_096_wide_34x26_lock.asset,Levels/435_hole_rescue_hole_candidate_096_wide_34x26_lock.asset.meta,hole10_v4:LockBuckle:keep,hole10_v4_keep
436,??,4,lock,Peak,RelativeExtreme,194,27,45,115.0,0.984,26,direct_advanced_candidates,direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset,Levels/436_lock_direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset,Levels/436_lock_direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset.meta,ok,ok
437,??,1,section,Normal,Normal,164,25,41,149.9,0.979,23,direct_pure_topup_slice08_candidates,direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset,Levels/437_section_direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset,Levels/437_section_direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset.meta,ok,ok
438,??,1,shape_nature,Shape,Novelty,207,40,60,506,0.974,29,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600.asset,Levels/438_shape_nature_r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall.asset,Levels/438_shape_nature_r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall.asset.meta,rel:VeryHard:ShapePeak:Shape:Nature:plants-creatures:natural:big,Hard
439,??,1,maze,Recovery,Recovery,158,24,40,159.2,0.981,24,direct_pure_topup_slice07_candidates,direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset,Levels/439_maze_direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset,Levels/439_maze_direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset.meta,ok,ok
