"order","section10","mainMissionId","levelName","category","difficultyNameZh","experienceRole","roleInSection","finalStatus","finalLevelId","finalAssetPath","originalLevelId","originalAssetPath","replacementSourceKind","productionLane","productionChainLanguage","productionDifficultyBand","targetWidth","targetHeight","plannedWidth","plannedHeight","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax"
"399","40","499","Main/Level_Main_399","normal","普通/恢复","Normal","","OriginalNonTarget","direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L399_direct_pure_topup_08_01_direct_polish_hard_pure_re.asset","direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L399_direct_pure_topup_08_01_direct_polish_hard_pure_re.asset","","","","","24","38","","","","","","","","","",""
"400","40","500","Main/Level_Main_400","normal","普通/恢复","Normal","","OriginalNonTarget","direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L400_direct_pure_topup_09_18_direct_polish_hard_pure_re.asset","direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L400_direct_pure_topup_09_18_direct_polish_hard_pure_re.asset","","","","","23","38","","","","","","","","","",""
"401","41","501","Main/Level_Main_401_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_candidate_088_wide_32x26_section","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L401_hole_candidate_088_wide_32x26_section.asset","hole_candidate_088_wide_32x26_section","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L401_hole_candidate_088_wide_32x26_section.asset","","","","","32","26","","","","","","","","","",""
"402","41","502","Main/Level_Main_402","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedStrict0910","c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset","direct_diff120_107_direct_diff_hard_near_square_dense_kernel_g1_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L402_direct_diff120_107_direct_diff_hard_near_square_de.asset","strict152","PeelLight","curve_chain","NormalPeelLight","30","33","22","30","0.965","10","5","4","0.866","0.109","6","4"
"403","41","503","Main/Level_Main_403","shape","困难","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb06_05_large_dialphone","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L403_r2_outer_strong_005_r2_006_a401_maskonlyb06_05_lar.asset","r2_outer_strong_005_r2_006_a401_maskonlyb06_05_large_dialphone","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L403_r2_outer_strong_005_r2_006_a401_maskonlyb06_05_lar.asset","","","","","44","38","","","","","","","","","",""
"404","41","504","Main/Level_Main_404","normal","特别困难","Pressure","","OriginalNonTarget","direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L404_direct_pure_topup_10_20_direct_polish_hard_pure_re.asset","direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L404_direct_pure_topup_10_20_direct_polish_hard_pure_re.asset","","","","","25","39","","","","","","","","","",""
"405","41","505","Main/Level_Main_405","normal","困难","Recovery","Hard","ReplacedStrict0910","c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset","direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L405_direct_pure_topup_10_17_direct_polish_hard_pure_re.asset","strict152","PeelMid","curve_chain","Hard","25","43","25","33","0.988","9","5","2","0.862","0.161","6","5"
"406","41","506","Main/Level_Main_406","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedStrict0910","campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain.asset","direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L406_direct_pure_topup_05_17_direct_normal_pure_rect_ou.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","18","36","22","30","0.985","10","6","4","0.86","0.134","5","5"
"407","41","507","Main/Level_Main_407","normal","极难","Peak","Peak","ReplacedStrict0910","campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain.asset","direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L407_direct_advanced_11_direct_advanced_veryhard_rect_c.asset","raw_rescue","","","PeakReview","24","49","26","34","0.975","11","6","2","0.831","0.234","8","6"
"408","41","508","Main/Level_Main_408","shape","困难","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb06_04_main_arcadecabinet","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L408_r2_outer_strong_005_r2_006_a401_maskonlyb06_04_mai.asset","r2_outer_strong_005_r2_006_a401_maskonlyb06_04_main_arcadecabinet","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L408_r2_outer_strong_005_r2_006_a401_maskonlyb06_04_mai.asset","","","","","36","44","","","","","","","","","",""
"409","41","509","Main/Level_Main_409","normal","困难","Pressure","","OriginalNonTarget","direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L409_direct_polish_hard_01_direct_polish_hard_rect_sect.asset","direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L409_direct_polish_hard_01_direct_polish_hard_rect_sect.asset","","","","","23","40","","","","","","","","","",""
"410","41","510","Main/Level_Main_410","normal","普通/恢复","Recovery","","OriginalNonTarget","direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L410_direct_pure_topup_10_13_direct_polish_hard_pure_re.asset","direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L410_direct_pure_topup_10_13_direct_polish_hard_pure_re.asset","","","","","21","42","","","","","","","","","",""
"411","42","511","Main/Level_Main_411","normal","普通/恢复","Recovery","NormalB_NeutralOrPeelLight","ReplacedStrict0910","campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain.asset","direct_normal_145_direct_normal_rect_sweep_g2_v15","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L411_direct_normal_145_direct_normal_rect_sweep_g2_v15.asset","strict152","PeelLight","rail_chain","NormalPeelLight","22","41","22","30","0.979","10","5","5","0.832","0.245","7","7"
"412","42","512","Main/Level_Main_412","normal","特别困难","Pressure","Hard","ReplacedStrict0910","c5nep_w12a_29_nutation_strict_mixed_hard_v1_rect_s42_o412_v04_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_29_nutation_strict_mixed_hard_v1_rect_s42_o412_v04_strictmixedhard_mixed_chain.asset","direct_diff120_139_direct_diff_veryhard_near_square_center_cross_g4_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L412_direct_diff120_139_direct_diff_veryhard_near_squar.asset","strict152","PeelMid","rail_chain","Hard","32","39","25","33","0.988","10","5","3","0.814","0.254","7","7"
"413","42","513","Main/Level_Main_413","shape","困难","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb06_06_large_payphone","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L413_r2_outer_strong_005_r2_006_a401_maskonlyb06_06_lar.asset","r2_outer_strong_005_r2_006_a401_maskonlyb06_06_large_payphone","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L413_r2_outer_strong_005_r2_006_a401_maskonlyb06_06_lar.asset","","","","","38","49","","","","","","","","","",""
"414","42","514","Main/Level_Main_414","normal","普通/恢复","Recovery","NormalA_FlowOrNeutral","ReplacedStrict0910","campaign500_normal_full_v1_s46_s50_tail_39_nutation_mixed_neutral_v1_rect_s49_o481_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_39_nutation_mixed_neutral_v1_rect_s49_o481_v02_neutralmixed_mixed_chain.asset","direct_normal_25_direct_normal_rect_sweep_g2_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L414_direct_normal_25_direct_normal_rect_sweep_g2_v03.asset","strict152","FlowRail","rail_chain","NormalFlow","22","37","20","27","0.986","10","5","3","0.913","0.161","6","6"
"415","42","515","Main/Level_Main_415","normal","普通/恢复","Normal","","OriginalNonTarget","direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L415_direct_pure_topup_08_13_direct_polish_hard_pure_re.asset","direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L415_direct_pure_topup_08_13_direct_polish_hard_pure_re.asset","","","","","23","38","","","","","","","","","",""
"416","42","516","Main/Level_Main_416","normal","特别困难","Pressure","","OriginalNonTarget","direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L416_direct_pure_topup_08_18_direct_polish_hard_pure_re.asset","direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L416_direct_pure_topup_08_18_direct_polish_hard_pure_re.asset","","","","","25","38","","","","","","","","","",""
"417","42","517","Main/Level_Main_417_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_topup_016_topup_tall_28x30_shell","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L417_hole_topup_016_topup_tall_28x30_shell.asset","hole_topup_016_topup_tall_28x30_shell","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L417_hole_topup_016_topup_tall_28x30_shell.asset","","","","","28","30","","","","","","","","","",""
"418","42","518","Main/Level_Main_418","shape","困难","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb08_04_main_crystalcluster","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L418_r2_outer_strong_005_r2_006_a401_maskonlyb08_04_mai.asset","r2_outer_strong_005_r2_006_a401_maskonlyb08_04_main_crystalcluster","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L418_r2_outer_strong_005_r2_006_a401_maskonlyb08_04_mai.asset","","","","","42","42","","","","","","","","","",""
"419","42","519","Main/Level_Main_419","normal","极难","Peak","Peak","OriginalTargetMissingStrict","direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L419_direct_advanced_40_direct_advanced_veryhard_rect_s.asset","direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L419_direct_advanced_40_direct_advanced_veryhard_rect_s.asset","","LongChainProbe","rail_chain","PeakReview","27","47","26","34","","","","","","","",""
"420","42","520","Main/Level_Main_420","normal","普通/恢复","Recovery","","OriginalNonTarget","direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L420_direct_pure_topup_10_01_direct_polish_hard_pure_re.asset","direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L420_direct_pure_topup_10_01_direct_polish_hard_pure_re.asset","","","","","22","42","","","","","","","","","",""
"421","43","521","Main/Level_Main_421","normal","普通/恢复","Recovery","","OriginalNonTarget","direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L421_direct_polish_hard_08_direct_polish_hard_rect_swee.asset","direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L421_direct_polish_hard_08_direct_polish_hard_rect_swee.asset","","","","","25","45","","","","","","","","","",""
"422","43","522","Main/Level_Main_422","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedStrict0910","campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain.asset","direct_normal_14_direct_normal_rect_dense_weave_g1_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L422_direct_normal_14_direct_normal_rect_dense_weave_g1.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","23","38","22","30","0.991","10","5","2","0.914","0.14","8","5"
"423","43","523","Main/Level_Main_423","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb05_01_large_artistpalette","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L423_r2_outer_strong_005_r2_006_a401_maskonlyb05_01_lar.asset","r2_outer_strong_005_r2_006_a401_maskonlyb05_01_large_artistpalette","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L423_r2_outer_strong_005_r2_006_a401_maskonlyb05_01_lar.asset","","","","","44","38","","","","","","","","","",""
"424","43","524","Main/Level_Main_424","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedStrict0910","c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset","direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L424_direct_polish_clean_18_direct_polish_normal_rect_m.asset","strict152","PeelLight","curve_chain","NormalPeelLight","22","37","22","30","0.985","8","6","5","0.869","0.192","6","6"
"425","43","525","Main/Level_Main_425","normal","极难","Pressure","Peak","OriginalTargetMissingStrict","direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L425_direct_advanced_33_direct_advanced_veryhard_rect_l.asset","direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L425_direct_advanced_33_direct_advanced_veryhard_rect_l.asset","","LongChainProbe","patch_chain","PeakReview","28","48","27","36","","","","","","","",""
"426","43","526","Main/Level_Main_426_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_candidate_086_wide_32x24_dense","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L426_hole_candidate_086_wide_32x24_dense.asset","hole_candidate_086_wide_32x24_dense","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L426_hole_candidate_086_wide_32x24_dense.asset","","","","","32","24","","","","","","","","","",""
"427","43","527","Main/Level_Main_427","shape","困难","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb09_25_large_treasurechest","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L427_r2_outer_strong_005_r2_006_a401_maskonlyb09_25_lar.asset","r2_outer_strong_005_r2_006_a401_maskonlyb09_25_large_treasurechest","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L427_r2_outer_strong_005_r2_006_a401_maskonlyb09_25_lar.asset","","","","","44","40","","","","","","","","","",""
"428","43","528","Main/Level_Main_428","normal","普通/恢复","Normal","","OriginalNonTarget","direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L428_direct_pure_topup_10_03_direct_polish_hard_pure_re.asset","direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L428_direct_pure_topup_10_03_direct_polish_hard_pure_re.asset","","","","","24","39","","","","","","","","","",""
"429","43","529","Main/Level_Main_429","normal","特别困难","Pressure","Hard","ReplacedStrict0910","c5nep_w11b_42_nutation_strict_mixed_hard_v1_rect_s43_o429_v01_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_42_nutation_strict_mixed_hard_v1_rect_s43_o429_v01_strictmixedhard_mixed_chain.asset","direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L429_direct_advanced_10_direct_advanced_veryhard_rect_d.asset","strict152","PeelMid","rail_chain","Hard","27","48","26","35","0.987","8","9","4","0.822","0.261","7","6"
"430","43","530","Main/Level_Main_430","normal","普通/恢复","Normal","","OriginalNonTarget","direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L430_direct_pure_topup_08_22_direct_polish_hard_pure_re.asset","direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L430_direct_pure_topup_08_22_direct_polish_hard_pure_re.asset","","","","","24","39","","","","","","","","","",""
"431","44","531","Main/Level_Main_431","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedStrict0910","campaign500_normal_full_v1_s39_s50_tail_31_nutation_mixed_neutral_v1_rect_s44_o431_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_31_nutation_mixed_neutral_v1_rect_s44_o431_v00_neutralmixed_mixed_chain.asset","direct_normal_54_direct_normal_rect_dense_weave_g5_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L431_direct_normal_54_direct_normal_rect_dense_weave_g5.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","23","39","22","30","0.994","8","5","5","0.803","0.259","7","7"
"432","44","532","Main/Level_Main_432","normal","困难","Pressure","Hard","ReplacedStrict0910","campaign500_normal_full_v1_s39_s50_tail_36_nutation_peel_rail_v1_rect_s44_o432_v02_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_36_nutation_peel_rail_v1_rect_s44_o432_v02_peelmid_rail_chain.asset","direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L432_direct_polish_hard_13_direct_polish_hard_rect_core.asset","strict152","PeelMid","rail_chain","Hard","24","43","25","33","0.99","9","5","5","0.811","0.201","7","5"
"433","44","533","Main/Level_Main_433","shape","困难","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb06_10_large_filmroll","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L433_r2_outer_strong_005_r2_006_a401_maskonlyb06_10_lar.asset","r2_outer_strong_005_r2_006_a401_maskonlyb06_10_large_filmroll","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L433_r2_outer_strong_005_r2_006_a401_maskonlyb06_10_lar.asset","","","","","43","47","","","","","","","","","",""
"434","44","534","Main/Level_Main_434","normal","普通/恢复","Normal","","OriginalNonTarget","direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L434_direct_pure_topup_07_11_direct_polish_hard_pure_re.asset","direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L434_direct_pure_topup_07_11_direct_polish_hard_pure_re.asset","","","","","24","43","","","","","","","","","",""
"435","44","535","Main/Level_Main_435_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_candidate_051_std_28x28_lock","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L435_hole_candidate_051_std_28x28_lock.asset","hole_candidate_051_std_28x28_lock","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L435_hole_candidate_051_std_28x28_lock.asset","","","","","28","28","","","","","","","","","",""
"436","44","536","Main/Level_Main_436","normal","极难","Peak","Peak","OriginalTargetMissingStrict","direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L436_direct_advanced_25_direct_advanced_veryhard_rect_l.asset","direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L436_direct_advanced_25_direct_advanced_veryhard_rect_l.asset","","LongChainProbe","curve_chain","PeakReview","27","45","26","34","","","","","","","",""
"437","44","537","Main/Level_Main_437","normal","普通/恢复","Normal","","OriginalNonTarget","direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L437_direct_pure_topup_08_23_direct_polish_hard_pure_re.asset","direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L437_direct_pure_topup_08_23_direct_polish_hard_pure_re.asset","","","","","25","41","","","","","","","","","",""
"438","44","538","Main/Level_Main_438","shape","困难","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb09_24_large_giftbox","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L438_r2_outer_strong_005_r2_006_a401_maskonlyb09_24_lar.asset","r2_outer_strong_005_r2_006_a401_maskonlyb09_24_large_giftbox","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L438_r2_outer_strong_005_r2_006_a401_maskonlyb09_24_lar.asset","","","","","43","43","","","","","","","","","",""
"439","44","539","Main/Level_Main_439","normal","普通/恢复","Recovery","NormalB_NeutralOrPeelLight","ReplacedStrict0910","c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset","direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L439_direct_pure_topup_07_09_direct_polish_hard_pure_re.asset","strict152","PeelLight","rail_chain","NormalPeelLight","24","40","24","32","0.988","9","6","5","0.836","0.236","7","7"
"440","44","540","Main/Level_Main_440","normal","普通/恢复","Normal","","OriginalNonTarget","direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L440_direct_pure_topup_08_21_direct_polish_hard_pure_re.asset","direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L440_direct_pure_topup_08_21_direct_polish_hard_pure_re.asset","","","","","23","44","","","","","","","","","",""
"441","45","541","Main/Level_Main_441","normal","普通/恢复","Recovery","NormalA_FlowOrNeutral","ReplacedStrict0910","campaign500_normal_full_v1_s46_s50_tail_09_nutation_mixed_neutral_v1_rect_s46_o457_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_09_nutation_mixed_neutral_v1_rect_s46_o457_v02_neutralmixed_mixed_chain.asset","direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L441_direct_normal_topup_48_direct_normal_topup_rect_sw.asset","strict152","FlowPatch","patch_chain","NormalFlow","22","36","20","27","0.976","10","4","4","0.805","0.178","5","4"
"442","45","542","Main/Level_Main_442_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_candidate_101_wide_34x28_shell","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L442_hole_candidate_101_wide_34x28_shell.asset","hole_candidate_101_wide_34x28_shell","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L442_hole_candidate_101_wide_34x28_shell.asset","","","","","34","28","","","","","","","","","",""
"443","45","543","Main/Level_Main_443","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb08_10_large_ufo","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L443_r2_outer_strong_005_r2_006_a401_maskonlyb08_10_lar.asset","r2_outer_strong_005_r2_006_a401_maskonlyb08_10_large_ufo","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L443_r2_outer_strong_005_r2_006_a401_maskonlyb08_10_lar.asset","","","","","39","31","","","","","","","","","",""
"444","45","544","Main/Level_Main_444","normal","特别困难","Pressure","","OriginalNonTarget","direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L444_direct_pure_topup_09_05_direct_polish_hard_pure_re.asset","direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L444_direct_pure_topup_09_05_direct_polish_hard_pure_re.asset","","","","","23","43","","","","","","","","","",""
