order,assetPath,levelId,assetName,type,levelType,difficulty,stage,width,height,chains,arrowCells,validationStatus,validationFlags,shapeId
230,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01.asset,direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01,direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01,sweep,普通,1,201-250,22,35,101,755,Green,None,
231,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice03/direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07.asset,direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07,direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07,maze,普通,1,201-250,21,31,103,639,Green,None,
232,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01.asset,direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01,direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01,lock,普通,3,201-250,23,39,143,872,Green,None,
233,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall_20260611_111640.asset,r2_outer_strong_005_r2_006_a401_procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall,procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall_20260611_111640,shape_object,普通,1,201-250,34,46,108,766,Green,None,shape_transition_distinct_scissors_tall
234,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_16_zig_river_a.asset,nomask_style_expansion_16_zig_river_a,nomask_style_expansion_16_zig_river_a,sweep,普通,1,201-250,18,25,54,440,Green,None,
235,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_045_topup_wide_28x22_dual.asset,hole_topup_045_topup_wide_28x22_dual,hole_topup_045_topup_wide_28x22_dual,hole_rescue,hole,2,201-250,28,22,58,533,Green,None,
236,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06.asset,direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06,direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06,section,普通,1,201-250,21,39,107,810,Green,PeakTooFlat,
237,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_71_direct_normal_rect_outer_shell_g1_v08.asset,direct_normal_71_direct_normal_rect_outer_shell_g1_v08,direct_normal_71_direct_normal_rect_outer_shell_g1_v08,lock,普通,1,201-250,23,34,104,771,Green,None,
238,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall_20260611_110455.asset,r2_outer_strong_005_r2_006_a401_procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall,procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall_20260611_110455,shape_character,普通,2,201-250,30,42,108,772,Green,None,shape_main_snowman_tall
239,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03.asset,direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03,direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03,section,普通,4,201-250,24,44,171,1038,Green,None,
240,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01.asset,direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01,direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01,section,普通,1,201-250,20,36,117,711,Green,None,
241,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_115_direct_normal_rect_sweep_g5_v12.asset,direct_normal_115_direct_normal_rect_sweep_g5_v12,direct_normal_115_direct_normal_rect_sweep_g5_v12,sweep,普通,4,201-250,23,42,120,946,Yellow,BottleneckHeavy|GrindyLowClear,
242,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_004_hc_32x28_dual_a.asset,hole_highchain_004_hc_32x28_dual_a,hole_highchain_004_hc_32x28_dual_a,hole_rescue,hole,1,201-250,32,28,83,802,Green,None,
243,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall_20260611_110521.asset,r2_outer_strong_005_r2_006_a401_procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall,procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall_20260611_110521,shape_space,普通,2,201-250,30,42,111,810,Green,None,shape_main_astronaut_mascot_tall
244,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_62_direct_normal_topup_rect_stair_push_g7_v08.asset,direct_normal_topup_62_direct_normal_topup_rect_stair_push_g7_v08,direct_normal_topup_62_direct_normal_topup_rect_stair_push_g7_v08,section,普通,3,201-250,22,40,115,864,Green,None,
245,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03.asset,direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03,direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03,lock,普通,4,201-250,23,41,150,925,Green,None,
246,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_150_direct_normal_rect_maze_long_chain_g2_v15.asset,direct_normal_150_direct_normal_rect_maze_long_chain_g2_v15,direct_normal_150_direct_normal_rect_maze_long_chain_g2_v15,maze,普通,1,201-250,20,42,109,827,Green,None,
247,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall_20260611_111515.asset,r2_outer_strong_005_r2_006_a401_procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall,procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall_20260611_111515,shape_object,普通,2,201-250,28,42,109,767,Green,None,shape_main_distinct_mitten_tall
248,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_07_direct_normal_rect_dual_zone_g0_v01.asset,direct_normal_07_direct_normal_rect_dual_zone_g0_v01,direct_normal_07_direct_normal_rect_dual_zone_g0_v01,section,普通,2,201-250,20,38,102,751,Green,BottleneckHeavy,
249,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03.asset,direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03,direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03,lock,普通,2,201-250,21,41,137,840,Green,None,
250,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_134_direct_normal_rect_dense_weave_g1_v14.asset,direct_normal_134_direct_normal_rect_dense_weave_g1_v14,direct_normal_134_direct_normal_rect_dense_weave_g1_v14,dense,普通,2,201-250,23,35,107,793,Green,None,
251,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_047_std_28x24_shell.asset,hole_candidate_047_std_28x24_shell,hole_candidate_047_std_28x24_shell,hole_rescue,hole,1,251-300,28,24,59,590,Green,None,
252,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_06_direct_polish_hard_pure_rect_core_burst_g14_v06.asset,direct_pure_topup_09_06_direct_polish_hard_pure_rect_core_burst_g14_v06,direct_pure_topup_09_06_direct_polish_hard_pure_rect_core_burst_g14_v06,lock,普通,3,251-300,24,38,147,894,Green,None,
253,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall_20260611_124212.asset,r2_outer_strong_005_r2_006_a401_procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall,procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall_20260611_124212,shape_space,普通,2,251-300,30,42,111,740,Green,None,shape_main_space_saturn_icon_tall
254,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05.asset,direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05,direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05,section,普通,2,251-300,21,36,101,740,Green,None,
255,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_151_direct_normal_rect_outer_shell_g3_v16.asset,direct_normal_151_direct_normal_rect_outer_shell_g3_v16,direct_normal_151_direct_normal_rect_outer_shell_g3_v16,dense,普通,1,251-300,23,37,110,839,Green,None,
256,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01.asset,direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01,direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01,section,普通,3,251-300,24,42,159,986,Green,None,
257,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_153_direct_normal_rect_lock_buckle_g3_v16.asset,direct_normal_153_direct_normal_rect_lock_buckle_g3_v16,direct_normal_153_direct_normal_rect_lock_buckle_g3_v16,lock,普通,1,251-300,23,36,107,809,Green,None,
258,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall_20260611_111225.asset,r2_outer_strong_005_r2_006_a401_procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall,procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall_20260611_111225,shape_ocean,普通,1,251-300,28,44,110,760,Green,None,shape_main_ocean_seaweed_tall
259,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09.asset,direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09,direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09,sweep,普通,1,251-300,21,38,126,777,Green,None,
260,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_78_direct_normal_rect_stair_push_g1_v08.asset,direct_normal_78_direct_normal_rect_stair_push_g1_v08,direct_normal_78_direct_normal_rect_stair_push_g1_v08,section,普通,1,251-300,21,34,101,707,Green,None,
261,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_75_direct_normal_rect_sweep_g1_v08.asset,direct_normal_75_direct_normal_rect_sweep_g1_v08,direct_normal_75_direct_normal_rect_sweep_g1_v08,sweep,普通,2,251-300,23,40,120,901,Yellow,StartFakeWide,
262,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_20_direct_normal_pure_rect_dense_weave_g11_v06.asset,direct_pure_topup_05_20_direct_normal_pure_rect_dense_weave_g11_v06,direct_pure_topup_05_20_direct_normal_pure_rect_dense_weave_g11_v06,dense,普通,1,251-300,21,37,101,760,Green,None,
263,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall_20260611_124359.asset,r2_outer_strong_005_r2_006_a401_procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall,procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall_20260611_124359,shape_toolui,普通,2,251-300,30,42,115,975,Green,None,shape_main_ui_camera_tall
264,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09.asset,direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09,direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09,lock,普通,3,251-300,25,40,157,978,Green,None,
265,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07.asset,direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07,direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07,maze,普通,1,251-300,20,39,104,767,Green,None,
266,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02.asset,direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02,direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02,section,普通,1,251-300,22,35,97,753,Green,None,
267,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_001_hc2_32x28_dual_b.asset,hole_highchain_extra_001_hc2_32x28_dual_b,hole_highchain_extra_001_hc2_32x28_dual_b,hole_rescue,hole,1,251-300,32,28,82,809,Green,BottleneckHeavy,
268,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall_20260611_111404.asset,r2_outer_strong_005_r2_006_a401_procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall,procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall_20260611_111404,shape_magic,普通,3,251-300,34,50,118,864,Green,None,shape_transition_magic_broom_tall
269,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03.asset,direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03,direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03,lock,普通,4,251-300,26,50,203,1270,Yellow,GrindyLowClear,
270,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_147_direct_normal_rect_dual_zone_g2_v15.asset,direct_normal_147_direct_normal_rect_dual_zone_g2_v15,direct_normal_147_direct_normal_rect_dual_zone_g2_v15,section,普通,1,251-300,22,39,114,843,Green,None,
271,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05.asset,direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05,direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05,maze,普通,1,251-300,22,32,114,693,Green,None,
272,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_96_direct_normal_rect_core_burst_g3_v10.asset,direct_normal_96_direct_normal_rect_core_burst_g3_v10,direct_normal_96_direct_normal_rect_core_burst_g3_v10,lock,普通,1,251-300,23,39,111,879,Green,None,
273,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall_20260611_124400.asset,r2_outer_strong_005_r2_006_a401_procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall,procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall_20260611_124400,shape_toolui,普通,1,251-300,30,42,114,828,Green,None,shape_main_ui_chat_bubble_tall
274,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02.asset,direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02,direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02,section,普通,1,251-300,21,39,110,802,Green,PeakTooFlat,
275,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_04_direct_normal_rect_dense_weave_g0_v01.asset,direct_normal_04_direct_normal_rect_dense_weave_g0_v01,direct_normal_04_direct_normal_rect_dense_weave_g0_v01,dense,普通,1,251-300,22,36,106,776,Green,None,
276,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03.asset,direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03,direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03,section,普通,4,251-300,27,45,201,1187,Green,None,
277,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_030_topup_std_26x26_dual.asset,hole_topup_030_topup_std_26x26_dual,hole_topup_030_topup_std_26x26_dual,hole_rescue,hole,1,251-300,26,26,61,586,Green,None,
278,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall_20260611_111458.asset,r2_outer_strong_005_r2_006_a401_procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall,procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall_20260611_111458,shape_ocean,普通,2,251-300,32,44,119,932,Green,None,shape_main_distinct_octopus_tall
279,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02.asset,direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02,direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02,section,普通,1,251-300,20,39,107,766,Green,None,
280,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_113_direct_normal_rect_lock_buckle_g5_v12.asset,direct_normal_113_direct_normal_rect_lock_buckle_g5_v12,direct_normal_113_direct_normal_rect_lock_buckle_g5_v12,lock,普通,1,251-300,23,35,107,791,Green,None,
281,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_95_direct_normal_rect_sweep_g3_v10.asset,direct_normal_95_direct_normal_rect_sweep_g3_v10,direct_normal_95_direct_normal_rect_sweep_g3_v10,sweep,普通,1,251-300,21,37,107,759,Green,None,
282,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_114_direct_normal_rect_dense_weave_g5_v12.asset,direct_normal_114_direct_normal_rect_dense_weave_g5_v12,direct_normal_114_direct_normal_rect_dense_weave_g5_v12,dense,普通,1,251-300,21,38,107,784,Green,None,
283,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall_20260611_124334.asset,r2_outer_strong_005_r2_006_a401_procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall,procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall_20260611_124334,shape_toolui,普通,2,251-300,28,42,118,964,Green,None,shape_main_tool_battery_tall
284,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03.asset,direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03,direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03,lock,普通,1,251-300,23,44,167,999,Green,None,
285,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_025_topup_std_24x28_maze.asset,hole_topup_025_topup_std_24x28_maze,hole_topup_025_topup_std_24x28_maze,hole_rescue,hole,1,251-300,24,28,62,587,Green,None,
286,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05.asset,direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05,direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05,section,普通,1,251-300,22,38,107,823,Green,None,
287,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02.asset,direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02,direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02,lock,普通,4,251-300,31,56,280,1703,Green,None,
288,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall_20260611_111253.asset,r2_outer_strong_005_r2_006_a401_procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall,procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall_20260611_111253,shape_ocean,普通,2,251-300,34,48,118,836,Green,None,shape_transition_ocean_diving_mask_tall
289,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_38_direct_normal_rect_stair_push_g3_v04.asset,direct_normal_38_direct_normal_rect_stair_push_g3_v04,direct_normal_38_direct_normal_rect_stair_push_g3_v04,section,普通,1,251-300,21,40,115,820,Green,PeakTooFlat,
290,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_82_direct_normal_rect_section_unlock_g2_v09.asset,direct_normal_82_direct_normal_rect_section_unlock_g2_v09,direct_normal_82_direct_normal_rect_section_unlock_g2_v09,section,普通,1,251-300,22,39,114,839,Green,None,
291,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06.asset,direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06,direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06,dense,普通,1,251-300,21,37,106,765,Green,None,
292,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_040_std_26x26_section.asset,hole_candidate_040_std_26x26_section,hole_candidate_040_std_26x26_section,hole_rescue,hole,2,251-300,26,26,62,594,Yellow,StartFakeWide|BottleneckHeavy,
293,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall_20260611_111830.asset,r2_outer_strong_005_r2_006_a401_procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall,procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall_20260611_111830,shape_landmark,普通,3,251-300,34,50,119,882,Green,None,shape_transition_wide_landmark01_tall
294,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_155_direct_normal_rect_sweep_g3_v16.asset,direct_normal_155_direct_normal_rect_sweep_g3_v16,direct_normal_155_direct_normal_rect_sweep_g3_v16,sweep,普通,2,251-300,23,36,110,814,Green,None,
295,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07.asset,direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07,direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07,section,普通,1,251-300,22,37,105,805,Green,None,
296,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08.asset,direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08,direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08,lock,普通,2,251-300,23,44,163,997,Green,None,
297,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_128_direct_normal_rect_stair_push_g0_v13.asset,direct_normal_128_direct_normal_rect_stair_push_g0_v13,direct_normal_128_direct_normal_rect_stair_push_g0_v13,section,普通,1,251-300,22,38,114,814,Green,None,
298,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall_20260611_110904.asset,r2_outer_strong_005_r2_006_a401_procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall,procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall_20260611_110904,shape_magic,普通,3,251-300,30,42,122,973,Green,BottleneckHeavy,shape_main_treasure_chest_tall
299,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01.asset,direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01,direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01,lock,普通,4,251-300,32,60,318,1890,Yellow,GrindyLowClear,
300,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11.asset,direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11,direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11,maze,普通,1,251-300,20,41,110,806,Green,None,
301,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_014_hc_34x28_shell_a.asset,hole_highchain_014_hc_34x28_shell_a,hole_highchain_014_hc_34x28_shell_a,hole_rescue,hole,2,301-350,34,28,87,859,Yellow,BottleneckHeavy|GrindyLowClear,
302,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset,direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07,direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07,dense,普通,1,301-350,20,39,102,773,Green,None,
303,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall_20260611_110752.asset,r2_outer_strong_005_r2_006_a401_procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall,procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall_20260611_110752,shape_landmark,普通,2,301-350,30,44,120,809,Green,BottleneckHeavy,shape_main_leaning_tower_tall
304,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_138_direct_normal_rect_stair_push_g1_v14.asset,direct_normal_138_direct_normal_rect_stair_push_g1_v14,direct_normal_138_direct_normal_rect_stair_push_g1_v14,section,普通,1,301-350,23,40,122,906,Green,None,
305,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03.asset,direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03,direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03,lock,普通,2,301-350,25,44,181,1078,Green,None,
306,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_24_direct_normal_pure_extra_rect_maze_long_chain_g17_v03.asset,direct_pure_normal_extra_01_24_direct_normal_pure_extra_rect_maze_long_chain_g17_v03,direct_pure_normal_extra_01_24_direct_normal_pure_extra_rect_maze_long_chain_g17_v03,maze,普通,1,301-350,21,36,108,747,Yellow,StartFakeWide,
