order,stage,currentDifficulty,proposedDifficulty,difficultyDelta,reviewWarnings,evidenceScore,difficultyScore,difficultyScorePctInStage,chainPctInStage,bottleneckPctInStage,grindPctInStage,openerPressureInStage,levelType,type,slotRole,relativeDifficulty,chains,openingGoodMoves,openingGoodMoveRatio,avgAvailableMoves,avgGoodMoveRatio,bottleneckStepRatio,hardBottleneckStepRatio,lowClearRatio,avgClearPerMove,maxLowClearStreak,validationStatus,validationSeverity,validationFlags,shapeId,levelId,assetPath,proposalReason
395,351-400,1,1,0,ValidationYellow:GrindyLowClear,0.381,182.0,0.38,0.28,0.1,0.98,0.66,普通,dense,Normal,Normal,118,7.0,0.583,9.347,0.558,0.229,0.008,0.085,7.686,10.0,Yellow,18,GrindyLowClear,,direct_normal_94_direct_normal_rect_dense_weave_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_94_direct_normal_rect_dense_weave_g3_v10.asset,grind_high
396,351-400,4,4,0,ValidationYellow:GrindyLowClear,0.859,314.0,0.94,0.88,0.32,0.98,0.66,普通,section,Peak,RelativeExtreme,181,7.0,0.35,10.177,0.507,0.287,0.011,0.077,6.017,10.0,Yellow,18,GrindyLowClear,,direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02.asset,validation_difficulty_top10;chain_top25;grind_high;rhythm=RelativeExtreme;slot=Peak
397,351-400,1,1,0,,0.228,120.0,0.04,0.16,0.7,0.3,0.5,普通,sweep,Recovery,Recovery,105,9.0,0.6,7.848,0.516,0.362,0.067,0.067,7.619,3.0,Green,0,None,,direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05.asset,slot=Recovery
398,351-400,1,3,2,ShapeOrNoveltyAsHard,0.807,288.0,0.9,0.78,1.0,0.94,0.88,普通,shape_landmark,Shape,Novelty,163,5.0,0.385,11.055,0.381,0.528,0.006,0.166,8.049,6.0,Green,14,BottleneckHeavy,shape_transition_dome_palace_tall,r2_outer_strong_005_r2_006_a401_procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123.asset,validation_difficulty_top10;chain_top25;bottleneck_high;grind_high;few_good_openers;slot=Shape;shape_visible_level
399,351-400,1,1,0,,0.275,158.0,0.18,0.56,0.04,0.46,0.24,普通,section,Normal,Normal,144,13.0,0.52,9.347,0.636,0.188,0.007,0.035,6.188,5.0,Green,0,None,,direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset,stage_relative_quota
400,351-400,1,1,0,,0.366,173.0,0.3,0.5,0.14,0.76,0.0,普通,section,Normal,Normal,143,18.0,0.692,10.021,0.567,0.245,0.014,0.091,5.986,7.0,Green,0,None,,direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset,stage_relative_quota
401,401-450,3,1,-2,,0.5,200.0,0.44,0.02,0.88,0.92,0.98,hole,hole_rescue,HoleRescue,Mechanic,73,3.0,0.429,11.479,0.428,0.384,0.027,0.164,10.164,7.0,Green,0,None,,hole_candidate_088_wide_32x26_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_088_wide_32x26_section.asset,bottleneck_high;grind_high;few_good_openers;slot=HoleRescue;hole_stage_relative
402,401-450,1,1,0,,0.27,138.0,0.08,0.28,0.54,0.46,0.04,普通,dense,Normal,Normal,127,15.0,0.789,9.583,0.518,0.315,0.024,0.079,6.126,5.0,Green,0,None,,direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01.asset,stage_relative_quota
403,401-450,1,4,3,ShapeOrNoveltyAsHard,0.87,332.0,0.98,0.7,1.0,1.0,0.84,普通,shape_vehicle,Shape,Novelty,170,5.0,0.25,11.035,0.424,0.465,0.018,0.229,7.553,8.0,Green,14,BottleneckHeavy,shape_transition_carrier03_tall,r2_outer_strong_005_r2_006_a401_procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall_20260611_112015.asset,validation_difficulty_top10;bottleneck_high;grind_high;few_good_openers;slot=Shape;shape_visible_level
404,401-450,2,1,-1,,0.367,188.0,0.34,0.48,0.1,0.78,0.1,普通,lock,Pressure,Hard,155,14.0,0.667,13.942,0.523,0.252,0.006,0.116,6.135,7.0,Green,0,None,,direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset,rhythm=Hard;slot=Pressure
405,401-450,1,1,0,,0.429,201.0,0.5,0.7,0.38,0.34,0.22,普通,maze,Recovery,Recovery,170,13.0,0.52,15.906,0.525,0.294,0.006,0.053,6.176,4.0,Green,0,None,,direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09.asset,slot=Recovery
406,401-450,1,1,0,,0.158,77.0,0.02,0.12,0.26,0.12,0.78,普通,dense,Normal,Normal,84,6.0,0.667,5.679,0.587,0.274,0.012,0.048,7.655,3.0,Green,0,None,,direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06.asset,few_good_openers
407,401-450,4,3,-1,,0.736,259.0,0.82,0.9,0.3,0.7,0.28,普通,lock,Peak,RelativeExtreme,196,12.0,0.462,11.505,0.53,0.281,0.005,0.107,5.888,6.0,Green,0,None,,direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02.asset,validation_difficulty_top25;chain_top10;rhythm=RelativeExtreme;slot=Peak
408,401-450,1,3,2,ShapeOrNoveltyAsHard,0.78,264.0,0.84,0.66,0.9,0.86,0.64,普通,shape_nature,Shape,Novelty,167,8.0,0.421,8.012,0.499,0.389,0.024,0.138,6.449,5.0,Green,0,None,shape_transition_distinct_butterfly_tall,r2_outer_strong_005_r2_006_a401_procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_111757.asset,validation_difficulty_top25;bottleneck_high;grind_high;slot=Shape;shape_visible_level
409,401-450,2,2,0,,0.629,232.0,0.68,0.4,0.78,0.34,0.68,普通,section,Pressure,Hard,145,7.0,0.467,7.883,0.556,0.366,0.041,0.083,6.207,4.0,Green,0,None,,direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset,rhythm=Hard;slot=Pressure
410,401-450,1,1,0,,0.243,157.0,0.2,0.34,0.16,0.66,0.04,普通,section,Recovery,Recovery,139,15.0,0.652,15.388,0.55,0.259,0.014,0.065,6.259,6.0,Green,0,None,,direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset,slot=Recovery
411,401-450,1,1,0,,0.352,165.0,0.24,0.26,0.82,0.22,0.68,普通,sweep,Recovery,Recovery,114,7.0,0.467,6.781,0.507,0.368,0.061,0.07,7.763,3.0,Green,0,None,,direct_normal_145_direct_normal_rect_sweep_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_145_direct_normal_rect_sweep_g2_v15.asset,slot=Recovery
412,401-450,2,1,-1,ValidationYellow:GrindyLowClear,0.481,216.0,0.56,0.5,0.02,0.96,0.34,普通,section,Pressure,Hard,157,11.0,0.579,12.809,0.498,0.217,0.006,0.096,6.006,9.0,Yellow,18,GrindyLowClear,,direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10.asset,grind_high;rhythm=Hard;slot=Pressure
413,401-450,1,2,1,,0.653,227.0,0.62,0.72,0.98,0.98,0.1,普通,shape_landmark,Shape,Novelty,179,14.0,0.538,16.531,0.413,0.464,0.006,0.196,8.346,6.0,Green,14,BottleneckHeavy,shape_big_mega_monument05_tall,r2_outer_strong_005_r2_006_a401_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516.asset,bottleneck_high;grind_high;slot=Shape;shape_visible_level
414,401-450,1,1,0,,0.32,182.0,0.3,0.2,0.66,0.12,0.84,普通,sweep,Recovery,Recovery,107,5.0,0.333,5.794,0.544,0.336,0.019,0.047,7.514,3.0,Green,0,None,,direct_normal_25_direct_normal_rect_sweep_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_25_direct_normal_rect_sweep_g2_v03.asset,few_good_openers;slot=Recovery
415,401-450,1,1,0,,0.321,155.0,0.16,0.36,0.5,0.46,0.34,普通,section,Normal,Normal,141,11.0,0.611,9.426,0.527,0.298,0.021,0.092,6.057,3.0,Green,0,None,,direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04.asset,stage_relative_quota
416,401-450,2,1,-1,,0.334,166.0,0.28,0.46,0.12,0.66,0.1,普通,lock,Pressure,Hard,149,14.0,0.636,9.51,0.552,0.255,0.007,0.074,6.255,6.0,Green,0,None,,direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05.asset,rhythm=Hard;slot=Pressure
417,401-450,3,1,-2,,0.241,127.0,0.06,0.04,0.36,0.9,0.84,hole,hole_rescue,HoleRescue,Mechanic,75,5.0,0.5,11.36,0.458,0.293,0.013,0.16,10.013,5.0,Green,0,None,,hole_topup_016_topup_tall_28x30_shell,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_016_topup_tall_28x30_shell.asset,grind_high;few_good_openers;slot=HoleRescue;hole_stage_relative
418,401-450,1,3,2,ShapeOrNoveltyAsHard,0.756,265.0,0.86,0.8,0.68,0.46,0.56,普通,shape_space,Shape,Novelty,186,9.0,0.391,12.64,0.509,0.339,0.032,0.054,7.274,5.0,Green,0,None,shape_big_giant_robot_tall,r2_outer_strong_005_r2_006_a401_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158.asset,validation_difficulty_top25;chain_top25;slot=Shape;shape_visible_level
419,401-450,4,4,0,,0.878,285.0,0.92,0.94,0.94,0.76,0.34,普通,section,Peak,RelativeExtreme,203,11.0,0.524,15.759,0.433,0.404,0.005,0.113,6.158,7.0,Green,0,None,,direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05.asset,validation_difficulty_top10;chain_top10;bottleneck_high;rhythm=RelativeExtreme;slot=Peak
420,401-450,1,1,0,,0.286,187.0,0.32,0.38,0.24,0.34,0.46,普通,dense,Recovery,Recovery,143,10.0,0.455,11.014,0.503,0.273,0.007,0.07,6.294,4.0,Green,0,None,,direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08.asset,slot=Recovery
421,401-450,1,2,1,,0.608,245.0,0.72,0.74,0.74,0.34,0.46,普通,sweep,Recovery,Recovery,180,10.0,0.476,11.506,0.456,0.35,0.011,0.067,6.111,4.0,Green,0,None,,direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01.asset,slot=Recovery
422,401-450,1,1,0,,0.277,156.0,0.18,0.24,0.14,0.34,0.78,普通,dense,Normal,Normal,113,6.0,0.462,6.442,0.568,0.257,0.027,0.053,7.611,4.0,Green,0,None,,direct_normal_14_direct_normal_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_14_direct_normal_rect_dense_weave_g1_v02.asset,few_good_openers
423,401-450,1,3,2,ShapeOrNoveltyAsHard,0.742,288.0,0.94,0.8,0.58,0.76,0.56,普通,shape_vehicle,Shape,Novelty,186,9.0,0.333,17.065,0.466,0.323,0.005,0.097,6.833,7.0,Green,0,None,shape_big_carrier04_tall,r2_outer_strong_005_r2_006_a401_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535.asset,validation_difficulty_top10;chain_top25;slot=Shape;shape_visible_level
424,401-450,1,1,0,,0.294,158.0,0.22,0.3,0.2,0.66,0.56,普通,maze,Normal,Normal,129,9.0,0.692,8.55,0.513,0.264,0.008,0.093,6.147,6.0,Green,0,None,,direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02.asset,stage_relative_quota
425,401-450,2,3,1,,0.711,249.0,0.76,1.0,0.62,0.94,0.02,普通,lock,Pressure,Hard,213,16.0,0.593,18.343,0.482,0.329,0.005,0.085,6.197,8.0,Green,0,None,,direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05.asset,validation_difficulty_top25;chain_top10;grind_high;rhythm=Hard;slot=Pressure
426,401-450,3,1,-2,ValidationYellow:GrindyLowClear,0.57,203.0,0.52,0.06,0.96,1.0,0.92,hole,hole_rescue,HoleRescue,Mechanic,77,4.0,0.571,9.455,0.468,0.416,0.078,0.182,8.935,10.0,Yellow,18,GrindyLowClear,,hole_topup_050_topup_wide_30x26_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_050_topup_wide_30x26_dense.asset,bottleneck_high;grind_high;few_good_openers;slot=HoleRescue;hole_stage_relative
427,401-450,1,4,3,ShapeOrNoveltyAsHard,0.789,307.0,0.96,0.82,0.5,0.94,0.56,普通,shape_nature,Shape,Novelty,191,9.0,0.265,10.22,0.515,0.298,0.01,0.089,7.11,8.0,Green,0,None,shape_big_grove02_tall,r2_outer_strong_005_r2_006_a401_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549.asset,validation_difficulty_top10;chain_top25;grind_high;slot=Shape;shape_visible_level
428,401-450,1,2,1,,0.608,225.0,0.6,0.42,0.86,0.66,0.46,普通,section,Normal,Normal,146,10.0,0.476,7.027,0.536,0.377,0.034,0.103,6.233,6.0,Green,0,None,,direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset,bottleneck_high
429,401-450,2,4,2,,0.923,334.0,1.0,0.96,0.92,0.94,0.68,普通,dense,Pressure,Hard,205,7.0,0.389,10.39,0.491,0.395,0.02,0.093,6.151,8.0,Green,0,None,,direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02.asset,validation_difficulty_top10;chain_top10;bottleneck_high;grind_high;rhythm=Hard;slot=Pressure
430,401-450,1,1,0,,0.4,197.0,0.42,0.44,0.04,0.94,0.34,普通,section,Normal,Normal,147,11.0,0.55,10.048,0.49,0.231,0.007,0.095,6.218,8.0,Green,0,None,,direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset,grind_high
431,401-450,1,1,0,,0.501,201.0,0.5,0.22,0.52,0.66,0.84,普通,dense,Normal,Normal,112,5.0,0.385,6.688,0.529,0.313,0.045,0.071,7.848,6.0,Green,0,None,,direct_normal_54_direct_normal_rect_dense_weave_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset,few_good_openers
432,401-450,2,3,1,,0.704,245.0,0.72,0.62,0.76,0.88,0.34,普通,lock,Pressure,Hard,164,11.0,0.458,9.835,0.458,0.36,0.024,0.146,6.159,6.0,Green,0,None,,direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset,grind_high;rhythm=Hard;slot=Pressure
433,401-450,1,2,1,,0.696,268.0,0.88,0.86,0.34,0.94,0.22,普通,shape_vehicle,Shape,Novelty,195,13.0,0.333,21.015,0.417,0.292,0.005,0.138,8.031,8.0,Green,0,None,shape_big_carrier06_tall,r2_outer_strong_005_r2_006_a401_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547.asset,validation_difficulty_top25;chain_top25;grind_high;slot=Shape;shape_visible_level
434,401-450,1,1,0,,0.472,201.0,0.5,0.58,0.44,0.6,0.1,普通,section,Normal,Normal,162,14.0,0.538,12.093,0.509,0.296,0.006,0.099,6.216,5.0,Green,0,None,,direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset,stage_relative_quota
435,401-450,4,1,-3,ValidationYellow:GrindyLowClear,0.449,193.0,0.36,0.08,0.8,1.0,0.92,hole,hole_rescue,HoleRescue,Mechanic,79,4.0,0.5,9.759,0.456,0.367,0.013,0.127,10.0,10.0,Yellow,18,GrindyLowClear,,hole_candidate_096_wide_34x26_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_096_wide_34x26_lock.asset,grind_high;few_good_openers;slot=HoleRescue;hole_stage_relative
436,401-450,4,4,0,,0.854,273.0,0.9,0.84,0.7,0.76,0.46,普通,lock,Peak,RelativeExtreme,194,10.0,0.385,13.876,0.49,0.34,0.01,0.113,6.16,4.0,Green,0,None,,direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset,validation_difficulty_top10;chain_top25;rhythm=RelativeExtreme;slot=Peak
437,401-450,1,2,1,,0.603,231.0,0.66,0.62,0.58,0.94,0.28,普通,section,Normal,Normal,164,12.0,0.522,13.567,0.537,0.323,0.006,0.091,6.116,8.0,Green,0,None,,direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset,grind_high
438,401-450,1,2,1,,0.694,252.0,0.78,0.98,0.62,0.34,0.22,普通,shape_nature,Shape,Novelty,207,13.0,0.448,12.019,0.513,0.329,0.01,0.082,6.763,4.0,Green,0,None,shape_big_grove04_tall,r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600.asset,validation_difficulty_top25;chain_top10;slot=Shape;shape_visible_level
439,401-450,1,1,0,,0.368,197.0,0.42,0.52,0.22,0.76,0.1,普通,maze,Recovery,Recovery,158,14.0,0.583,13.696,0.537,0.272,0.006,0.089,5.962,7.0,Green,0,None,,direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset,slot=Recovery
440,401-450,1,1,0,,0.415,195.0,0.38,0.56,0.72,0.02,0.34,普通,section,Normal,Normal,161,11.0,0.478,12.012,0.56,0.342,0.006,0.043,6.137,2.0,Green,0,None,,direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset,stage_relative_quota
441,401-450,1,1,0,,0.235,153.0,0.14,0.18,0.4,0.68,0.68,普通,sweep,Recovery,Recovery,105,7.0,0.5,6.438,0.538,0.295,0.01,0.105,7.467,6.0,Green,0,None,,direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset,slot=Recovery
442,401-450,4,1,-3,,0.375,166.0,0.28,0.1,0.44,0.72,0.92,hole,hole_rescue,HoleRescue,Mechanic,81,4.0,0.364,13.519,0.473,0.296,0.037,0.111,10.531,4.0,Green,0,None,,hole_candidate_101_wide_34x28_shell,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset,few_good_openers;slot=HoleRescue;hole_stage_relative
443,401-450,1,1,0,,0.293,143.0,0.1,0.14,0.64,0.42,0.64,普通,shape_symbol,Shape,Novelty,90,8.0,0.471,8.667,0.542,0.333,0.033,0.089,6.722,4.0,Green,0,None,shape_main_distinct_digit5_tall,r2_outer_strong_005_r2_006_a401_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610.asset,slot=Shape;shape_visible_level
444,401-450,2,2,0,,0.573,248.0,0.74,0.54,0.2,0.52,0.78,普通,dense,Pressure,Hard,159,6.0,0.4,9.472,0.513,0.264,0.006,0.094,6.101,5.0,Green,0,None,,direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset,few_good_openers;rhythm=Hard;slot=Pressure
445,401-450,1,3,2,RecoveryButHeavy,0.718,256.0,0.8,0.92,0.84,0.94,0.04,普通,sweep,Recovery,Recovery,197,15.0,0.6,11.569,0.533,0.371,0.01,0.122,6.086,8.0,Green,0,None,,direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04.asset,validation_difficulty_top25;chain_top10;grind_high;slot=Recovery
446,401-450,1,1,0,,0.227,150.0,0.12,0.32,0.08,0.3,0.28,普通,dense,Normal,Normal,136,12.0,0.6,10.596,0.509,0.25,0.022,0.081,6.037,3.0,Green,0,None,,direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset,stage_relative_quota
447,401-450,1,1,0,,0.261,108.0,0.04,0.16,0.46,0.94,0.68,普通,shape_object,Shape,Novelty,91,7.0,0.583,11.22,0.508,0.297,0.011,0.165,8.912,4.0,Green,0,None,shape_main_distinct_tooth_tall,r2_outer_strong_005_r2_006_a401_procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall_20260611_111520.asset,grind_high;slot=Shape;shape_visible_level
448,401-450,2,2,0,,0.573,211.0,0.54,0.9,0.3,0.62,0.1,普通,section,Pressure,Hard,196,14.0,0.636,12.964,0.482,0.281,0.015,0.102,5.755,4.0,Green,0,None,,direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset,chain_top10;rhythm=Hard;slot=Pressure
