"order","section10","mainMissionId","levelName","category","difficultyNameZh","experienceRole","roleInSection","finalStatus","finalLevelId","finalAssetPath","originalLevelId","originalAssetPath","replacementSourceKind","productionLane","productionChainLanguage","productionDifficultyBand","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax","assemblyAction","assemblySourcePool","assemblySourceRoot","assemblyGateClass","assemblySelectionReason","assemblyCopyRequired","assemblyCandidateLevelId","assemblyCandidateAssetPath","assemblyCandidateStyle","assemblyCandidateChainLanguage","assemblyCandidateRole","assemblyManualReview","assemblyRemainingGap","assemblyGapReason","assemblyCandidateWidth","assemblyCandidateHeight","assemblyCandidateChains","assemblyCandidateAvgChoices","assemblyCandidateMaxChain","assemblyCandidateAvgChain","assemblyCandidateStraightness","assemblyCandidateProfile"
"376","38","476","Main/Level_Main_376","normal","极难","Peak","Peak","ReplacedHardGate0910","campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset","direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L376_direct_advanced_32_direct_advanced_veryhard_rect_s.asset","strict152","PressurePeak","mixed_chain","Peak","0.985","9","4","4","0.884","0.169","6","6","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset","","mixed_chain","","False","False","","","","","","","","",""
"378","38","478","Main/Level_Main_378","shape","普通/恢复","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_137_L378_pretzel_sweep","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_137_L378_pretzel_sweep.asset","r2_outer_strong_005_r2_006_a401_maskonlyb05_15_large_pretzel","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L378_r2_outer_strong_005_r2_006_a401_maskonlyb05_15_lar.asset","shape_psg_inventory","","","","0.983","10","9","5","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_review_top3_rescue_137_L378_pretzel_sweep","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_137_L378_pretzel_sweep.asset","Sweep","","TraceKeeper","False","False","","","","138","4.86","","","","Sweep"
"383","39","483","Main/Level_Main_383","shape","普通/恢复","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock.asset","r2_outer_strong_005_r2_006_a401_maskonlyb04_05_main_alarmclock","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L383_r2_outer_strong_005_r2_006_a401_maskonlyb04_05_mai.asset","shape_psg_inventory","","","","0.982","10","12","2","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock.asset","LockBuckle","","TraceKeeper","False","False","","","","141","4.87","","","","LockBuckle"
"384","39","484","Main/Level_Main_384","normal","特别困难","Pressure","Hard","ReplacedHardGate0910","c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset","direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L384_direct_polish_hard_04_direct_polish_hard_rect_core.asset","strict152","PeelMid","rail_chain","Hard","0.987","8","3","3","0.918","0.142","6","6","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset","","rail_chain","","False","False","","","","","","","","",""
"386","39","486","Main/Level_Main_386","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedHardGate0910","c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset","direct_normal_61_direct_normal_rect_outer_shell_g0_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L386_direct_normal_61_direct_normal_rect_outer_shell_g0.asset","strict152","FlowCurve","curve_chain","NormalFlow","0.975","8","5","4","0.833","0.274","7","7","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset","","curve_chain","","False","False","","","","","","","","",""
"387","39","487","Main/Level_Main_387","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_no_b_r5_12_L387_d20die_r5mazeA","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_12_L387_d20die_r5mazeA.asset","r2_outer_strong_005_r2_006_a401_maskonlyb07_04_main_d20die","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L387_r2_outer_strong_005_r2_006_a401_maskonlyb07_04_mai.asset","shape_psg_inventory","","","","0.981","11","8","2","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","ManualAcceptedProposed","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_no_b_r5_12_L387_d20die_r5mazeA","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_12_L387_d20die_r5mazeA.asset","MazeLongChain","","ManualKeeper","True","False","","","","135","5.3","","","","MazeLongChain"
"389","39","489","Main/Level_Main_389","normal","极难","Peak","Peak","ExternalCandidatePlanned","nutation_longchain_candidate80_holefix_v1_15_nutation_longchain_patch_v1_rect_c80hf_04_d1_core_patch","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_15_nutation_longchain_patch_v1_rect_c80hf_04_d1_core_patch.asset","direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L389_direct_pure_topup_07_12_direct_polish_hard_pure_re.asset","nutation_longchain_strict60_campaign_gate","PressurePeak","mixed_chain","Peak","0.946","10","4","4","0.907","0.141","6","6","ActiveReplace","NutationLongChainStrict60",".worktrees/nutation-peel","CampaignHardGateGenericMatch","Generic LongChain strict candidate matched to missing Peak slot by stage difficulty, canvas, and chain-language fit.","True","nutation_longchain_candidate80_holefix_v1_15_nutation_longchain_patch_v1_rect_c80hf_04_d1_core_patch","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_15_nutation_longchain_patch_v1_rect_c80hf_04_d1_core_patch.asset","maze_long_chain","patch_chain","LongChainHardPeak","False","False","","24","34","75","6.17","21","10.29","0.283","holefix"
"393","40","493","Main/Level_Main_393","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_no_b_r4_33_L393_chessknight_r4lock","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_33_L393_chessknight_r4lock.asset","r2_outer_strong_005_r2_006_a401_maskonlyb07_03_large_chessknight","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L393_r2_outer_strong_005_r2_006_a401_maskonlyb07_03_lar.asset","shape_psg_inventory","","","","0.986","12","8","4","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","NeedsFinalManualReview","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_no_b_r4_33_L393_chessknight_r4lock","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_33_L393_chessknight_r4lock.asset","LockBuckle","","ReviewCandidate","True","False","","","","149","6.03","","","","LockBuckle"
"394","40","494","Main/Level_Main_394","normal","特别困难","Pressure","Hard","ReplacedHardGate0910","c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset","direct_diff120_140_direct_diff_veryhard_dag_unlock_stair_ladder_g4_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L394_direct_diff120_140_direct_diff_veryhard_dag_unlock.asset","strict152","PeelMid","rail_chain","Hard","0.981","8","5","3","0.872","0.177","6","6","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset","","rail_chain","","False","False","","","","","","","","",""
"395","40","495","Main/Level_Main_395","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedHardGate0910","campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain.asset","direct_diff120_94_direct_diff_hard_room_gate_vertical_gate_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L395_direct_diff120_94_direct_diff_hard_room_gate_verti.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","0.984","9","5","3","0.87","0.217","7","7","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain.asset","","mixed_chain","","False","False","","","","","","","","",""
"396","40","496","Main/Level_Main_396","normal","极难","Peak","Peak","ExternalCandidatePlanned","nutation_longchain_candidate80_holefix_s3_v1_19_nutation_longchain_patch_v1_rect_c80hf3_05_d1_section_patch","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_19_nutation_longchain_patch_v1_rect_c80hf3_05_d1_section_patch.asset","direct_diff120_124_direct_diff_veryhard_dag_unlock_stair_ladder_g0_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L396_direct_diff120_124_direct_diff_veryhard_dag_unlock.asset","nutation_longchain_strict60_campaign_gate","PressurePeak","mixed_chain","Peak","0.952","9","5","4","0.853","0.253","8","7","ActiveReplace","NutationLongChainStrict60",".worktrees/nutation-peel","CampaignHardGateGenericMatch","Generic LongChain strict candidate matched to missing Peak slot by stage difficulty, canvas, and chain-language fit.","True","nutation_longchain_candidate80_holefix_s3_v1_19_nutation_longchain_patch_v1_rect_c80hf3_05_d1_section_patch","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_19_nutation_longchain_patch_v1_rect_c80hf3_05_d1_section_patch.asset","maze_long_chain","patch_chain","LongChainHardPeak","False","False","","25","34","84","5.24","21","9.63","0.282","holefix"
"398","40","498","Main/Level_Main_398","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_next10g_06_L398_butterfly","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10G/campaign500_shape_psg_next10g_06_L398_butterfly.asset","r2_outer_strong_005_r2_006_a401_maskonlyb02_17_large_butterfly","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L398_r2_outer_strong_005_r2_006_a401_maskonlyb02_17_lar.asset","shape_psg_inventory","","","","0.990","11","12","4","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_next10g_06_L398_butterfly","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10G/campaign500_shape_psg_next10g_06_L398_butterfly.asset","DualZone","","TraceKeeper","False","False","","","","154","5.45","","","","DualZone"
"402","41","502","Main/Level_Main_402","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedHardGate0910","c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset","direct_diff120_107_direct_diff_hard_near_square_dense_kernel_g1_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L402_direct_diff120_107_direct_diff_hard_near_square_de.asset","strict152","PeelLight","curve_chain","NormalPeelLight","0.965","10","5","4","0.866","0.109","6","4","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset","","curve_chain","","False","False","","","","","","","","",""
"403","41","503","Main/Level_Main_403","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_remaining_hard_r3_24_L403_dialphone_r3dense","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_24_L403_dialphone_r3dense.asset","r2_outer_strong_005_r2_006_a401_maskonlyb06_05_large_dialphone","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L403_r2_outer_strong_005_r2_006_a401_maskonlyb06_05_lar.asset","shape_psg_inventory","","","","0.990","10","9","5","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_remaining_hard_r3_24_L403_dialphone_r3dense","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_24_L403_dialphone_r3dense.asset","DenseWeave","","TraceKeeper","False","False","","","","139","5.12","","","","DenseWeave"
"405","41","505","Main/Level_Main_405","normal","困难","Recovery","Hard","ReplacedHardGate0910","c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset","direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L405_direct_pure_topup_10_17_direct_polish_hard_pure_re.asset","strict152","PeelMid","curve_chain","Hard","0.988","9","5","2","0.862","0.161","6","5","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset","","curve_chain","","False","False","","","","","","","","",""
"406","41","506","Main/Level_Main_406","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedHardGate0910","campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain.asset","direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L406_direct_pure_topup_05_17_direct_normal_pure_rect_ou.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","0.985","10","6","4","0.86","0.134","5","5","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain.asset","","mixed_chain","","False","False","","","","","","","","",""
"407","41","507","Main/Level_Main_407","normal","极难","Peak","Peak","ReplacedHardGate0910","campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain.asset","direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L407_direct_advanced_11_direct_advanced_veryhard_rect_c.asset","raw_rescue","","","PeakReview","0.975","11","6","2","0.831","0.234","8","6","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain.asset","","","","False","False","","","","","","","","",""
"408","41","508","Main/Level_Main_408","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_152_L408_arcadecabinet_sweep","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_152_L408_arcadecabinet_sweep.asset","r2_outer_strong_005_r2_006_a401_maskonlyb06_04_main_arcadecabinet","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L408_r2_outer_strong_005_r2_006_a401_maskonlyb06_04_mai.asset","shape_psg_inventory","","","","0.989","10","9","5","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_review_top3_rescue_152_L408_arcadecabinet_sweep","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_152_L408_arcadecabinet_sweep.asset","Sweep","","TraceKeeper","False","False","","","","135","5.69","","","","Sweep"
"411","42","511","Main/Level_Main_411","normal","普通/恢复","Recovery","NormalB_NeutralOrPeelLight","ReplacedHardGate0910","campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain.asset","direct_normal_145_direct_normal_rect_sweep_g2_v15","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L411_direct_normal_145_direct_normal_rect_sweep_g2_v15.asset","strict152","PeelLight","rail_chain","NormalPeelLight","0.979","10","5","5","0.832","0.245","7","7","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain.asset","","rail_chain","","False","False","","","","","","","","",""
"412","42","512","Main/Level_Main_412","normal","特别困难","Pressure","Hard","ExternalCandidatePlanned","nutation_hub_mixed_v1_strict30_refill_08_s02_r04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_08_s02_r04.asset","direct_diff120_139_direct_diff_veryhard_near_square_center_cross_g4_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L412_direct_diff120_139_direct_diff_veryhard_near_squar.asset","hub_mixed_refill30_local9","PeelMid","rail_chain","Hard","0.962","9","9","4","0.847","0.234","8","5","ActiveReplace","HubMixedStrict30Refill",".worktrees/nutation-hub-maze-mixed","StyleLocal9ManualAllowed","User allowed a small number of Hub local9 rows; placed only on late Hard slots for style variety, not broad filler.","True","nutation_hub_mixed_v1_strict30_refill_08_s02_r04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_08_s02_r04.asset","hub_spoke","mixed_chain","HubHardStylePoint","True","False","","23","31","101","5.16","15","6.79","0.605","hub_spoke"
"413","42","513","Main/Level_Main_413","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_next10g_09_L413_payphone","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10G/campaign500_shape_psg_next10g_09_L413_payphone.asset","r2_outer_strong_005_r2_006_a401_maskonlyb06_06_large_payphone","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L413_r2_outer_strong_005_r2_006_a401_maskonlyb06_06_lar.asset","shape_psg_inventory","","","","0.986","12","14","3","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","NeedsFinalManualReview","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_next10g_09_L413_payphone","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10G/campaign500_shape_psg_next10g_09_L413_payphone.asset","LockBuckle","","ReviewCandidate","True","False","","","","153","6.57","","","","LockBuckle"
"414","42","514","Main/Level_Main_414","normal","普通/恢复","Recovery","NormalA_FlowOrNeutral","ReplacedHardGate0910","campaign500_normal_full_v1_s46_s50_tail_39_nutation_mixed_neutral_v1_rect_s49_o481_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_39_nutation_mixed_neutral_v1_rect_s49_o481_v02_neutralmixed_mixed_chain.asset","direct_normal_25_direct_normal_rect_sweep_g2_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L414_direct_normal_25_direct_normal_rect_sweep_g2_v03.asset","strict152","FlowRail","rail_chain","NormalFlow","0.986","10","5","3","0.913","0.161","6","6","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s46_s50_tail_39_nutation_mixed_neutral_v1_rect_s49_o481_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_39_nutation_mixed_neutral_v1_rect_s49_o481_v02_neutralmixed_mixed_chain.asset","","rail_chain","","False","False","","","","","","","","",""
"418","42","518","Main/Level_Main_418","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_159_L418_crystalcluster_dense","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_159_L418_crystalcluster_dense.asset","r2_outer_strong_005_r2_006_a401_maskonlyb08_04_main_crystalcluster","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L418_r2_outer_strong_005_r2_006_a401_maskonlyb08_04_mai.asset","shape_psg_inventory","","","","0.985","11","13","3","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_review_top3_rescue_159_L418_crystalcluster_dense","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_159_L418_crystalcluster_dense.asset","DenseWeave","","TraceKeeper","False","False","","","","130","5.69","","","","DenseWeave"
