"section10","order","mainMissionId","levelName","category","roleInSection","productionLane","productionStyleFamily","productionChainLanguage","productionDifficultyBand","experienceRole","originalDifficultyCode","originalDifficultyNameZh","styleHint","psgProfileHint","originalTargetWidth","originalTargetHeight","originalTargetAspect","plannedWidth","plannedHeight","plannedAspect","plannedCanvasBand","aspectStatus","targetChains","targetChainsMin","targetChainsMax","referenceArrowTiles","referenceMaxChainLength","sourceV11LevelId","sourceV11AssetPath","sourceV11Guid","reviewOnly","productionWave","selectionReason"
"44","431","531","Main/Level_Main_431","normal","NormalA_FlowOrNeutral","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","23","39","0.59","22","30","0.733","M_Neutral","TargetBand","112","101","123","879","13","direct_normal_54_direct_normal_rect_dense_weave_g5_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset","9a3a907bddda0a349b5f27ab2eea5619","0","Batch05_401_500","late section swaps flow relief for neutral PSG-like mixed"
"44","439","539","Main/Level_Main_439","normal","NormalB_NeutralOrPeelLight","PeelLight","peel_light","rail_chain","NormalPeelLight","Recovery","1","普通/恢复","maze","PSG_Normal_maze_NormalOrRecovery_Recovery","24","40","0.6","24","32","0.75","L_PeelLight","TargetBand","158","142","174","942","10","direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset","0c722329dd3e07b4b98bf6461e9d8627","0","Batch05_401_500","late normal support becomes peel-light to keep depth while staying ordinary"
"44","432","532","Main/Level_Main_432","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","2","困难","lock","PSG_Normal_lock_Hard_Pressure","24","43","0.558","25","33","0.758","L_PeelMid","TargetBand","164","148","180","1010","10","direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset","8f20ff361b5f38d45bcbf037e05392bc","0","Batch05_401_500","hard slot: stable layered peel is primary production lane"
"44","436","536","Main/Level_Main_436","normal","Peak","LongChainProbe","longchain_pressure_probe","curve_chain","PeakReview","Peak","4","极难","lock","PSG_Normal_lock_Extreme_Peak","27","45","0.6","26","34","0.765","L_Peak","TargetBand","194","175","213","1195","10","direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset","eb0b3fd59a1aaa14b8314a72047df2ac","1","Batch05_401_500","late peak longchain is review-only until体感 passes"
"45","441","541","Main/Level_Main_441","normal","NormalA_FlowOrNeutral","FlowPatch","flow_continuous","patch_chain","NormalFlow","Recovery","1","普通/恢复","sweep","PSG_Normal_sweep_NormalOrRecovery_Recovery","22","36","0.611","20","27","0.741","M_Flow","TargetBand","105","95","115","784","13","direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset","d6460c3145bb1eb489931095e6bbeeba","0","Pilot20","front/mid pacing flow relief slot; flow count target around 40"
"45","446","546","Main/Level_Main_446","normal","NormalB_NeutralOrPeelLight","PeelLight","peel_light","curve_chain","NormalPeelLight","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","22","38","0.579","22","30","0.733","M_PeelLight","TargetBand","136","122","150","821","10","direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset","dd5abd8f2e041e54e8eb8adbc33fc348","0","Pilot20","late normal support becomes peel-light to keep depth while staying ordinary"
"45","445","545","Main/Level_Main_445","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Recovery","2","困难","sweep","PSG_Normal_sweep_Hard_Recovery","24","51","0.471","26","35","0.743","XL_PeelMid","TargetBand","197","177","217","1199","10","direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04.asset","574cf8d49e5912e479a2be4d269e89dc","0","Pilot20","hard slot: stable layered peel is primary production lane"
"45","449","549","Main/Level_Main_449","normal","Peak","LongChainProbe","longchain_pressure_probe","rail_chain","PeakReview","Peak","4","极难","lock","PSG_Normal_lock_Extreme_Peak","27","41","0.659","26","34","0.765","L_Peak","TargetBand","181","163","199","1090","10","direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset","45d667c340046ad4892d91a1af855746","1","Pilot20","late peak longchain is review-only until体感 passes"
"46","457","557","Main/Level_Main_457","normal","NormalA_FlowOrNeutral","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Recovery","1","普通/恢复","sweep","PSG_Normal_sweep_NormalOrRecovery_Recovery","23","40","0.575","22","30","0.733","M_Neutral","TargetBand","117","105","129","903","13","direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09.asset","5387bdbd19029c147b775356709fbe60","0","Batch05_401_500","late section swaps flow relief for neutral PSG-like mixed"
"46","455","555","Main/Level_Main_455","normal","NormalB_NeutralOrPeelLight","PeelLight","peel_light","rail_chain","NormalPeelLight","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","22","42","0.524","24","32","0.75","L_PeelLight","TargetBand","149","134","164","906","10","direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03.asset","3f382166ea317514898165dd3ed3646b","0","Batch05_401_500","late normal support becomes peel-light to keep depth while staying ordinary"
"46","459","559","Main/Level_Main_459","normal","Hard","PeelMid","peel_mid","curve_chain","Hard","Normal","2","困难","section","PSG_Normal_section_Hard_Normal","24","47","0.511","25","33","0.758","L_PeelMid","TargetBand","180","162","198","1095","10","direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02.asset","46ca8fc15b4856c42a55caabfb3f8754","0","Batch05_401_500","hard slot: stable layered peel is primary production lane"
"46","456","556","Main/Level_Main_456","normal","Peak","LongChainProbe","longchain_pressure_probe","patch_chain","PeakReview","Peak","4","极难","section","PSG_Normal_section_Extreme_Peak","28","50","0.56","27","36","0.75","XL_Peak","TargetBand","224","202","246","1379","10","direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06.asset","58093147c74159d45aeb81daf6ef5eae","1","Batch05_401_500","late peak longchain is review-only until体感 passes"
"47","464","564","Main/Level_Main_464","normal","NormalA_FlowOrNeutral","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Pressure","1","普通/恢复","lock","PSG_Normal_lock_NormalOrRecovery_Pressure","22","38","0.579","22","30","0.733","M_Neutral","TargetBand","111","100","122","826","13","direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08.asset","fc618cf2ec539c947ac3078f107a2345","0","Batch05_401_500","late section swaps flow relief for neutral PSG-like mixed"
"47","462","562","Main/Level_Main_462","normal","NormalB_NeutralOrPeelLight","PeelLight","peel_light","curve_chain","NormalPeelLight","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","21","40","0.525","22","30","0.733","M_PeelLight","TargetBand","135","121","149","828","10","direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset","32e833476b455384f85b6bc0ea5587d4","0","Batch05_401_500","late normal support becomes peel-light to keep depth while staying ordinary"
"47","469","569","Main/Level_Main_469","normal","Hard","PeelMid","peel_mid","curve_chain","Hard","Pressure","2","困难","maze","PSG_Normal_maze_Hard_Pressure","24","42","0.571","25","33","0.758","L_PeelMid","TargetBand","160","144","176","982","10","direct_polish_hard_18_direct_polish_hard_rect_maze_long_chain_g5_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_18_direct_polish_hard_rect_maze_long_chain_g5_v02.asset","ef33a54a2ae630c469d104b4ce9cf687","0","Batch05_401_500","hard slot: stable layered peel is primary production lane"
"47","465","565","Main/Level_Main_465","normal","Peak","LongChainProbe","longchain_pressure_probe","curve_chain","PeakReview","Recovery","3","特别困难","sweep","PSG_Normal_sweep_VeryHard_Recovery","28","48","0.583","27","36","0.75","XL_Peak","TargetBand","213","192","234","1314","10","direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03.asset","7ad227ae9d046ce4b9685e9fc6ff8468","1","Batch05_401_500","late peak longchain is review-only until体感 passes"
"48","471","571","Main/Level_Main_471","normal","NormalA_FlowOrNeutral","FlowCurve","flow_continuous","curve_chain","NormalFlow","Recovery","1","普通/恢复","sweep","PSG_Normal_sweep_NormalOrRecovery_Recovery","22","38","0.579","20","27","0.741","M_Flow","TargetBand","106","95","117","824","13","direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02.asset","4ed93a4b6e853cb4fbc3e1863dfb7ebf","0","Batch05_401_500","front/mid pacing flow relief slot; flow count target around 40"
"48","476","576","Main/Level_Main_476","normal","NormalB_NeutralOrPeelLight","PeelLight","peel_light","rail_chain","NormalPeelLight","Pressure","1","普通/恢复","lock","PSG_Normal_lock_NormalOrRecovery_Pressure","23","41","0.561","22","30","0.733","M_PeelLight","TargetBand","126","113","139","926","13","direct_normal_136_direct_normal_rect_core_burst_g1_v14","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_136_direct_normal_rect_core_burst_g1_v14.asset","4b41700f384682e4daa2388813f2f849","0","Batch05_401_500","late normal support becomes peel-light to keep depth while staying ordinary"
"48","475","575","Main/Level_Main_475","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Normal","2","困难","section","PSG_Normal_section_Hard_Normal","24","51","0.471","26","35","0.743","XL_PeelMid","TargetBand","195","175","215","1207","10","direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05.asset","b6ba76d4e9bf5fc4eb5f333fd34c395c","0","Batch05_401_500","hard slot: stable layered peel is primary production lane"
"48","479","579","Main/Level_Main_479","normal","Peak","LongChainProbe","longchain_pressure_probe","rail_chain","PeakReview","Peak","4","极难","section","PSG_Normal_section_Extreme_Peak","25","44","0.568","26","34","0.765","L_Peak","TargetBand","185","167","203","1086","10","direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02.asset","6e276e5d1fa5b124b811e0770eab1cd8","1","Batch05_401_500","late peak longchain is review-only until体感 passes"
"49","481","581","Main/Level_Main_481","normal","NormalA_FlowOrNeutral","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Recovery","1","普通/恢复","maze","PSG_Normal_maze_NormalOrRecovery_Recovery","22","38","0.579","22","30","0.733","M_Neutral","TargetBand","108","97","119","824","13","direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13.asset","0c043db17a8ab10469e8f2ea81b37bd6","0","Batch05_401_500","late section swaps flow relief for neutral PSG-like mixed"
"49","482","582","Main/Level_Main_482","normal","NormalB_NeutralOrPeelLight","PeelLight","peel_light","curve_chain","NormalPeelLight","Normal","1","普通/恢复","lock","PSG_Normal_lock_NormalOrRecovery_Normal","22","43","0.512","24","32","0.75","L_PeelLight","TargetBand","150","135","165","917","10","direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10.asset","476e1e8617cc1164ea9cbff0297983e4","0","Batch05_401_500","late normal support becomes peel-light to keep depth while staying ordinary"
"49","489","589","Main/Level_Main_489","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","1","普通/恢复","lock","PSG_Normal_lock_NormalOrRecovery_Pressure","22","36","0.611","23","31","0.742","M_PeelMid","TargetBand","108","97","119","780","13","direct_normal_46_direct_normal_rect_core_burst_g4_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_46_direct_normal_rect_core_burst_g4_v05.asset","488b61e535c0b0b4ca5b414e035b14bf","0","Batch05_401_500","hard slot: stable layered peel is primary production lane"
"49","485","585","Main/Level_Main_485","normal","Peak","LongChainProbe","longchain_pressure_probe","patch_chain","PeakReview","Pressure","3","特别困难","section","PSG_Normal_section_VeryHard_Pressure","25","46","0.543","26","34","0.765","L_Peak","TargetBand","189","170","208","1133","10","direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06.asset","f256f12bb515c5048bf21dd588ee4f4b","1","Batch05_401_500","late peak longchain is review-only until体感 passes"
"50","495","595","Main/Level_Main_495","normal","NormalA_FlowOrNeutral","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Recovery","1","普通/恢复","sweep","PSG_Normal_sweep_NormalOrRecovery_Recovery","21","35","0.6","22","30","0.733","M_Neutral","TargetBand","97","87","107","716","13","direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09.asset","0f572d97dc79a2e46a0202af355f0709","0","Batch05_401_500","late section swaps flow relief for neutral PSG-like mixed"
"50","496","596","Main/Level_Main_496","normal","NormalB_NeutralOrPeelLight","PeelLight","peel_light","rail_chain","NormalPeelLight","Peak","1","普通/恢复","lock","PSG_Normal_lock_NormalOrRecovery_Peak","23","38","0.605","22","30","0.733","M_PeelLight","TargetBand","108","97","119","860","13","direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05.asset","63218eedfd49ce04fabf926cdf52fc4f","0","Batch05_401_500","late normal support becomes peel-light to keep depth while staying ordinary"
"50","491","591","Main/Level_Main_491","normal","Hard","PeelMid","peel_mid","curve_chain","Hard","Normal","1","普通/恢复","sweep","PSG_Normal_sweep_NormalOrRecovery_Normal","26","47","0.553","26","35","0.743","XL_PeelMid","TargetBand","199","179","219","1197","10","direct_advanced_22_direct_advanced_veryhard_rect_quasi_symmetry_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_22_direct_advanced_veryhard_rect_quasi_symmetry_g2_v03.asset","b5f790f49c9410943ac338212373c6f3","0","Batch05_401_500","hard slot: stable layered peel is primary production lane"
"50","500","600","Main/Level_Main_500","normal","Peak","LongChainProbe","longchain_pressure_probe","curve_chain","PeakReview","Normal","3","特别困难","section","PSG_Normal_section_VeryHard_Normal","27","47","0.574","26","34","0.765","L_Peak","TargetBand","200","180","220","1249","10","direct_advanced_45_direct_advanced_veryhard_rect_stair_push_g1_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_45_direct_advanced_veryhard_rect_stair_push_g1_v06.asset","261d094e7f4e4a64998c2d571ae53af7","1","Batch05_401_500","late peak longchain is review-only until体感 passes"
