rank,status,pack,sourceId,sourcePath,outputId,outputPath,mode,width,height,chainsBefore,chainsAfter,tilesBefore,tilesAfter,coverageBefore,coverageAfter,outer1Before,outer1After,outer2Before,outer2After,maxOuterEmptyBefore,maxOuterEmptyAfter,edgeShortBefore,edgeShortAfter,edgeLongBefore,edgeLongAfter,maxEdgeRunBefore,maxEdgeRunAfter,trimmedOuterExit,trimmedOuterShort,filled,greedy,score,details
95,kept,R1,r1_ab_178_above300_level_716_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_178_above300_level_716_final.asset,r1_outer_strong_095_r1_178_a716,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_095_r1_178_a716.asset,original,21,29,81,81,588,588,0.966,0.966,0.938,0.938,0.962,0.962,2,2,19,19,3,3,18,18,0,0,0,True,9528.7,original:greedy=True:outer1=0.938:outer2=0.962:empty=2:edgeShort=19:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.979:outer2=0.984:empty=1:edgeShort=21:edgeLong=3:filled=4:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.979:outer2=0.984:empty=1:edgeShort=21:edgeLong=3:filled=4:trim=0/0:fast greedy failed budget=450
96,repaired,R1,r1_ab_179_above300_level_717_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_179_above300_level_717_final.asset,r1_outer_strong_096_r1_179_a717,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_096_r1_179_a717.asset,fill_outer,24,26,55,56,615,618,0.986,0.990,0.979,0.990,0.984,0.995,1,1,13,14,7,7,21,21,0,0,1,True,10020.6,original:greedy=True:outer1=0.979:outer2=0.984:empty=1:edgeShort=13:edgeLong=7:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.995:empty=1:edgeShort=14:edgeLong=7:filled=1:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.995:empty=1:edgeShort=14:edgeLong=7:filled=1:trim=0/0:fast greedy budget=450
97,kept,R1,r1_ab_185_above300_level_731_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_185_above300_level_731_final.asset,r1_outer_strong_097_r1_185_a731,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_097_r1_185_a731.asset,original,21,31,42,42,538,538,0.826,0.826,0.190,0.190,0.464,0.464,80,80,1,1,6,6,27,27,0,0,0,True,-7759.9,original:greedy=True:outer1=0.190:outer2=0.464:empty=80:edgeShort=1:edgeLong=6:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.870:outer2=0.896:empty=8:edgeShort=3:edgeLong=8:filled=13:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.870:outer2=0.896:empty=8:edgeShort=3:edgeLong=8:filled=13:trim=0/0:fast greedy failed budget=450
98,repaired,R1,r1_ab_186_above300_level_735_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_186_above300_level_735_final.asset,r1_outer_strong_098_r1_186_a735,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_098_r1_186_a735.asset,fill_outer,21,32,65,66,651,654,0.969,0.973,0.961,0.990,0.959,0.974,2,1,10,11,1,1,12,12,0,0,3,True,10484.2,original:greedy=True:outer1=0.961:outer2=0.959:empty=2:edgeShort=10:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.974:empty=1:edgeShort=11:edgeLong=1:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.974:empty=1:edgeShort=11:edgeLong=1:filled=3:trim=0/0:fast greedy budget=450
99,kept,R1,r1_ab_190_above300_level_742_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_190_above300_level_742_final.asset,r1_outer_strong_099_r1_190_a742,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_099_r1_190_a742.asset,original,24,31,66,66,709,709,0.953,0.953,0.868,0.868,0.848,0.848,7,7,14,14,4,4,16,16,0,0,0,True,8153.3,original:greedy=True:outer1=0.868:outer2=0.848:empty=7:edgeShort=14:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.953:outer2=0.971:empty=4:edgeShort=16:edgeLong=4:filled=9:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.962:outer2=0.975:empty=3:edgeShort=13:edgeLong=5:filled=10:trim=1/2:fast greedy failed budget=450
100,repaired,R1,r1_ab_191_above300_level_744_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_191_above300_level_744_final.asset,r1_outer_strong_100_r1_191_a744,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_100_r1_191_a744.asset,fill_outer,23,22,44,47,464,492,0.917,0.972,0.674,1.000,0.799,0.970,23,0,6,6,0,1,9,18,0,0,3,True,10718.1,original:greedy=True:outer1=0.674:outer2=0.799:empty=23:edgeShort=6:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.970:empty=0:edgeShort=6:edgeLong=1:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.970:empty=0:edgeShort=6:edgeLong=1:filled=3:trim=0/0:fast greedy budget=450
101,repaired,R1,r1_ab_192_above300_level_747_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_192_above300_level_747_final.asset,r1_outer_strong_101_r1_192_a747,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_101_r1_192_a747.asset,fill_outer,39,65,3,140,7,2441,0.003,0.963,0.005,0.995,0.013,0.983,114,1,3,3,0,136,3,18,0,0,138,True,2253.6,original:greedy=True:outer1=0.005:outer2=0.013:empty=114:edgeShort=3:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.995:outer2=0.983:empty=1:edgeShort=3:edgeLong=136:filled=138:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.995:outer2=0.983:empty=1:edgeShort=3:edgeLong=136:filled=138:trim=0/0:fast greedy budget=450
102,repaired,R1,r1_ab_194_above300_level_753_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_194_above300_level_753_final.asset,r1_outer_strong_102_r1_194_a753,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_102_r1_194_a753.asset,fill_outer,33,39,108,108,1246,1252,0.968,0.973,0.957,1.000,0.967,0.989,2,0,16,16,13,13,28,28,0,0,6,True,9703.7,original:greedy=True:outer1=0.957:outer2=0.967:empty=2:edgeShort=16:edgeLong=13:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.989:empty=0:edgeShort=16:edgeLong=13:filled=6:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.989:empty=0:edgeShort=16:edgeLong=13:filled=6:trim=0/0:fast greedy budget=450
103,repaired,R1,r1_ab_195_above300_level_754_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_195_above300_level_754_final.asset,r1_outer_strong_103_r1_195_a754,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_103_r1_195_a754.asset,fill_outer,23,31,68,68,696,699,0.976,0.980,0.971,1.000,0.970,0.985,1,0,7,7,2,2,14,14,0,0,3,True,10752.1,original:greedy=True:outer1=0.971:outer2=0.970:empty=1:edgeShort=7:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.985:empty=0:edgeShort=7:edgeLong=2:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.985:empty=0:edgeShort=7:edgeLong=2:filled=3:trim=0/0:fast greedy budget=450
104,repaired,R1,r1_ab_196_above300_level_755_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_196_above300_level_755_final.asset,r1_outer_strong_104_r1_196_a755,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_104_r1_196_a755.asset,fill_outer,26,32,69,75,736,803,0.885,0.965,0.607,0.991,0.681,0.991,29,1,7,8,8,11,23,23,0,0,10,True,9709.3,original:greedy=True:outer1=0.607:outer2=0.681:empty=29:edgeShort=7:edgeLong=8:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.991:outer2=0.991:empty=1:edgeShort=8:edgeLong=11:filled=10:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.991:outer2=0.991:empty=1:edgeShort=8:edgeLong=11:filled=11:trim=1/0:fast greedy budget=450
105,kept,R1,r1_ab_197_above300_level_756_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_197_above300_level_756_final.asset,r1_outer_strong_105_r1_197_a756,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_105_r1_197_a756.asset,original,20,26,40,40,510,510,0.981,0.981,0.966,0.966,0.976,0.976,2,2,3,3,8,8,18,18,0,0,0,True,9783.2,original:greedy=True:outer1=0.966:outer2=0.976:empty=2:edgeShort=3:edgeLong=8:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.989:outer2=0.988:empty=1:edgeShort=4:edgeLong=8:filled=2:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.989:outer2=0.988:empty=1:edgeShort=4:edgeLong=8:filled=2:trim=0/0:fast greedy failed budget=450
106,repaired,R1,r1_ab_198_above300_level_757_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_198_above300_level_757_final.asset,r1_outer_strong_106_r1_198_a757,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_106_r1_198_a757.asset,fill_outer,23,32,78,80,708,714,0.962,0.970,0.906,0.962,0.936,0.966,4,2,13,13,3,2,21,21,0,0,6,True,9880.2,original:greedy=True:outer1=0.906:outer2=0.936:empty=4:edgeShort=13:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.962:outer2=0.966:empty=2:edgeShort=13:edgeLong=2:filled=6:trim=0/0:fast greedy budget=450 | trim_refill:greedy=False:outer1=0.962:outer2=0.966:empty=2:edgeShort=12:edgeLong=2:filled=12:trim=0/2:fast greedy failed budget=450
107,repaired,R1,r1_ab_200_above300_level_761_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_200_above300_level_761_final.asset,r1_outer_strong_107_r1_200_a761,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_107_r1_200_a761.asset,fill_outer,23,29,55,57,650,657,0.975,0.985,0.930,0.990,0.948,0.984,2,1,8,10,4,4,14,14,0,0,6,True,10328.5,original:greedy=True:outer1=0.930:outer2=0.948:empty=2:edgeShort=8:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.984:empty=1:edgeShort=10:edgeLong=4:filled=6:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.984:empty=1:edgeShort=10:edgeLong=4:filled=6:trim=0/0:fast greedy budget=450
108,repaired,R1,r1_ab_201_above300_level_764_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_201_above300_level_764_final.asset,r1_outer_strong_108_r1_201_a764,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_108_r1_201_a764.asset,fill_outer,29,34,96,97,960,964,0.974,0.978,0.967,1.000,0.983,1.000,1,0,11,11,3,3,11,11,0,0,4,True,10603.5,original:greedy=True:outer1=0.967:outer2=0.983:empty=1:edgeShort=11:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=1.000:empty=0:edgeShort=11:edgeLong=3:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=1.000:empty=0:edgeShort=11:edgeLong=3:filled=4:trim=0/0:fast greedy budget=450
109,kept,R1,r1_ab_203_above300_level_772_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_203_above300_level_772_final.asset,r1_outer_strong_109_r1_203_a772,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_109_r1_203_a772.asset,original,16,17,33,33,263,263,0.967,0.967,0.919,0.919,0.940,0.940,1,1,5,5,3,3,15,15,0,0,0,True,9682.7,original:greedy=True:outer1=0.919:outer2=0.940:empty=1:edgeShort=5:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.984:outer2=0.974:empty=1:edgeShort=7:edgeLong=3:filled=4:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.984:outer2=0.974:empty=1:edgeShort=6:edgeLong=3:filled=4:trim=1/0:fast greedy failed budget=450
110,repaired,R1,r1_ab_204_above300_level_774_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_204_above300_level_774_final.asset,r1_outer_strong_110_r1_204_a774,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_110_r1_204_a774.asset,fill_outer,22,26,50,54,535,560,0.935,0.979,0.739,1.000,0.847,0.989,22,0,8,10,5,6,20,20,0,0,4,True,10304.7,original:greedy=True:outer1=0.739:outer2=0.847:empty=22:edgeShort=8:edgeLong=5:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.989:empty=0:edgeShort=10:edgeLong=6:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.989:empty=0:edgeShort=10:edgeLong=6:filled=4:trim=0/0:fast greedy budget=450
111,repaired,R1,r1_ab_205_above300_level_775_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_205_above300_level_775_final.asset,r1_outer_strong_111_r1_205_a775,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_111_r1_205_a775.asset,fill_outer,18,20,38,41,341,348,0.947,0.967,0.875,0.972,0.919,0.971,4,1,8,10,3,2,13,13,0,0,4,True,10256.0,original:greedy=True:outer1=0.875:outer2=0.919:empty=4:edgeShort=8:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.972:outer2=0.971:empty=1:edgeShort=10:edgeLong=2:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.972:outer2=0.971:empty=1:edgeShort=10:edgeLong=2:filled=4:trim=0/0:fast greedy budget=450
112,repaired,R1,r1_ab_207_above300_level_781_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_207_above300_level_781_final.asset,r1_outer_strong_112_r1_207_a781,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_112_r1_207_a781.asset,fill_outer,25,25,71,77,557,606,0.891,0.970,0.490,1.000,0.717,0.984,48,0,14,17,0,2,6,18,0,0,9,True,10456.9,original:greedy=True:outer1=0.490:outer2=0.717:empty=48:edgeShort=14:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.984:empty=0:edgeShort=17:edgeLong=2:filled=9:trim=0/0:fast greedy budget=450 | trim_refill:greedy=False:outer1=0.990:outer2=0.984:empty=1:edgeShort=17:edgeLong=2:filled=14:trim=0/3:fast greedy failed budget=450
113,kept,R1,r1_ab_208_above300_level_782_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_208_above300_level_782_final.asset,r1_outer_strong_113_r1_208_a782,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_113_r1_208_a782.asset,original,19,31,52,52,547,547,0.929,0.929,0.896,0.896,0.929,0.929,6,6,5,5,7,7,24,24,0,0,0,True,8456.6,original:greedy=True:outer1=0.896:outer2=0.929:empty=6:edgeShort=5:edgeLong=7:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=1.000:outer2=1.000:empty=0:edgeShort=7:edgeLong=7:filled=10:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=1.000:outer2=1.000:empty=0:edgeShort=7:edgeLong=7:filled=10:trim=0/0:fast greedy failed budget=450
114,repaired,R1,r1_ab_209_above300_level_783_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_209_above300_level_783_final.asset,r1_outer_strong_114_r1_209_a783,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_114_r1_209_a783.asset,fill_outer,20,25,27,37,408,490,0.816,0.980,0.209,0.965,0.573,0.976,67,2,1,3,2,6,17,18,0,0,14,True,9775.7,original:greedy=True:outer1=0.209:outer2=0.573:empty=67:edgeShort=1:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.965:outer2=0.976:empty=2:edgeShort=3:edgeLong=6:filled=14:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.965:outer2=0.976:empty=2:edgeShort=3:edgeLong=6:filled=14:trim=0/0:fast greedy budget=450
115,repaired,R1,r1_ab_210_above300_level_787_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_210_above300_level_787_final.asset,r1_outer_strong_115_r1_210_a787,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_115_r1_210_a787.asset,fill_outer,19,20,32,35,369,378,0.971,0.995,0.878,1.000,0.929,0.993,2,0,6,7,10,10,19,19,0,0,9,True,10098.2,original:greedy=True:outer1=0.878:outer2=0.929:empty=2:edgeShort=6:edgeLong=10:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.993:empty=0:edgeShort=7:edgeLong=10:filled=9:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.993:empty=0:edgeShort=7:edgeLong=10:filled=11:trim=2/0:fast greedy budget=450
116,repaired,R1,r1_ab_211_above300_level_789_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_211_above300_level_789_final.asset,r1_outer_strong_116_r1_211_a789,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_116_r1_211_a789.asset,fill_outer,20,25,45,46,493,497,0.986,0.994,0.953,1.000,0.963,0.988,2,0,7,7,2,2,16,16,0,0,4,True,10655.0,original:greedy=True:outer1=0.953:outer2=0.963:empty=2:edgeShort=7:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.988:empty=0:edgeShort=7:edgeLong=2:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.988:empty=0:edgeShort=7:edgeLong=2:filled=4:trim=0/0:fast greedy budget=450
117,repaired,R1,r1_ab_213_above300_level_798_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_213_above300_level_798_final.asset,r1_outer_strong_117_r1_213_a798,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_117_r1_213_a798.asset,fill_outer,22,24,63,65,509,519,0.964,0.983,0.852,0.966,0.911,0.970,2,1,17,18,2,2,11,11,0,0,10,True,10103.9,original:greedy=True:outer1=0.852:outer2=0.911:empty=2:edgeShort=17:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.966:outer2=0.970:empty=1:edgeShort=18:edgeLong=2:filled=10:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.966:outer2=0.970:empty=1:edgeShort=18:edgeLong=2:filled=11:trim=1/0:fast greedy budget=450
118,repaired,R1,r1_ab_215_above300_level_805_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_215_above300_level_805_final.asset,r1_outer_strong_118_r1_215_a805,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_118_r1_215_a805.asset,fill_outer,22,24,60,60,513,518,0.972,0.981,0.932,0.989,0.952,0.982,2,1,14,14,3,3,24,24,0,0,5,True,10194.3,original:greedy=True:outer1=0.932:outer2=0.952:empty=2:edgeShort=14:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.989:outer2=0.982:empty=1:edgeShort=14:edgeLong=3:filled=5:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.989:outer2=0.982:empty=1:edgeShort=14:edgeLong=3:filled=5:trim=0/0:fast greedy budget=450
119,repaired,R1,r1_ab_217_above300_level_808_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_217_above300_level_808_final.asset,r1_outer_strong_119_r1_217_a808,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_119_r1_217_a808.asset,fill_outer,31,42,135,135,1267,1270,0.973,0.975,0.965,0.986,0.971,0.982,2,2,11,11,9,10,13,13,0,0,3,True,9751.7,original:greedy=True:outer1=0.965:outer2=0.971:empty=2:edgeShort=11:edgeLong=9:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.986:outer2=0.982:empty=2:edgeShort=11:edgeLong=10:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.986:outer2=0.982:empty=2:edgeShort=11:edgeLong=10:filled=4:trim=1/0:fast greedy budget=450
120,repaired,R1,r1_ab_218_above300_level_809_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_218_above300_level_809_final.asset,r1_outer_strong_120_r1_218_a809,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_120_r1_218_a809.asset,fill_outer,27,31,99,102,805,815,0.962,0.974,0.884,0.973,0.935,0.981,3,2,26,26,1,1,10,10,0,0,10,True,9996.1,original:greedy=True:outer1=0.884:outer2=0.935:empty=3:edgeShort=26:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.973:outer2=0.981:empty=2:edgeShort=26:edgeLong=1:filled=10:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.973:outer2=0.981:empty=2:edgeShort=26:edgeLong=1:filled=10:trim=0/0:fast greedy budget=450
121,kept,R1,r1_ab_219_above300_level_811_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_219_above300_level_811_final.asset,r1_outer_strong_121_r1_219_a811,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_121_r1_219_a811.asset,original,24,27,66,66,620,620,0.957,0.957,0.918,0.918,0.947,0.947,1,1,13,13,1,1,10,10,0,0,0,True,9683.5,original:greedy=True:outer1=0.918:outer2=0.947:empty=1:edgeShort=13:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.980:outer2=0.979:empty=1:edgeShort=13:edgeLong=1:filled=6:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.980:outer2=0.979:empty=1:edgeShort=13:edgeLong=1:filled=6:trim=0/0:fast greedy failed budget=450
122,repaired,R1,r1_ab_220_above300_level_816_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_220_above300_level_816_final.asset,r1_outer_strong_122_r1_220_a816,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_122_r1_220_a816.asset,fill_outer,20,25,48,54,426,492,0.852,0.984,0.209,0.977,0.585,0.988,44,1,0,0,3,7,21,21,0,0,9,True,9929.5,original:greedy=True:outer1=0.209:outer2=0.585:empty=44:edgeShort=0:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.977:outer2=0.988:empty=1:edgeShort=0:edgeLong=7:filled=9:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.977:outer2=0.988:empty=1:edgeShort=0:edgeLong=7:filled=9:trim=0/0:fast greedy budget=450
123,repaired,R1,r1_ab_221_above300_level_818_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_221_above300_level_818_final.asset,r1_outer_strong_123_r1_221_a818,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_123_r1_221_a818.asset,fill_outer,19,28,61,62,518,522,0.974,0.981,0.944,0.989,0.959,0.983,3,1,17,17,2,2,16,16,0,0,4,True,10329.2,original:greedy=True:outer1=0.944:outer2=0.959:empty=3:edgeShort=17:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.989:outer2=0.983:empty=1:edgeShort=17:edgeLong=2:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.989:outer2=0.983:empty=1:edgeShort=17:edgeLong=2:filled=4:trim=0/0:fast greedy budget=450
124,repaired,R1,r1_ab_224_above300_level_827_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_224_above300_level_827_final.asset,r1_outer_strong_124_r1_224_a827,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_124_r1_224_a827.asset,fill_outer,33,54,3,111,6,1770,0.003,0.993,0.000,1.000,0.000,1.000,170,0,0,0,0,108,0,18,0,0,108,True,4170.7,original:greedy=True:outer1=0.000:outer2=0.000:empty=170:edgeShort=0:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=1.000:empty=0:edgeShort=0:edgeLong=108:filled=108:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=1.000:empty=0:edgeShort=0:edgeLong=108:filled=108:trim=0/0:fast greedy budget=450
125,repaired,R1,r1_ab_225_above300_level_829_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_225_above300_level_829_final.asset,r1_outer_strong_125_r1_225_a829,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_125_r1_225_a829.asset,fill_outer,40,64,4,139,9,2412,0.004,0.942,0.000,0.995,0.008,0.985,204,1,2,2,0,134,3,18,0,0,135,True,2387.4,original:greedy=True:outer1=0.000:outer2=0.008:empty=204:edgeShort=2:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.995:outer2=0.985:empty=1:edgeShort=2:edgeLong=134:filled=135:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.995:outer2=0.985:empty=1:edgeShort=2:edgeLong=134:filled=135:trim=0/0:fast greedy budget=450
126,repaired,R1,r1_ab_227_above300_level_832_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_227_above300_level_832_final.asset,r1_outer_strong_126_r1_227_a832,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_126_r1_227_a832.asset,fill_outer,17,22,42,42,360,368,0.963,0.984,0.892,1.000,0.929,0.986,3,0,19,19,4,4,20,20,0,0,8,True,10315.4,original:greedy=True:outer1=0.892:outer2=0.929:empty=3:edgeShort=19:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.986:empty=0:edgeShort=19:edgeLong=4:filled=8:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.986:empty=0:edgeShort=19:edgeLong=4:filled=8:trim=0/0:fast greedy budget=450
