rank,status,pack,sourceId,sourcePath,outputId,outputPath,mode,width,height,chainsBefore,chainsAfter,tilesBefore,tilesAfter,coverageBefore,coverageAfter,outer1Before,outer1After,outer2Before,outer2After,maxOuterEmptyBefore,maxOuterEmptyAfter,edgeShortBefore,edgeShortAfter,edgeLongBefore,edgeLongAfter,maxEdgeRunBefore,maxEdgeRunAfter,trimmedOuterExit,trimmedOuterShort,filled,greedy,score,details
79,repaired,R2,r1_ab_151_above300_level_656_final_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_151_above300_level_656_final_rotation_vflip.asset,r2_outer_strong_076_r2_151_a656,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_076_r2_151_a656.asset,fill_outer,25,37,34,84,428,875,0.463,0.946,0.000,0.900,0.000,0.948,120,3,0,6,0,13,0,18,0,0,59,True,8507.8,original:greedy=True:outer1=0.000:outer2=0.000:empty=120:edgeShort=0:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.900:outer2=0.948:empty=3:edgeShort=6:edgeLong=13:filled=59:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.900:outer2=0.948:empty=3:edgeShort=6:edgeLong=13:filled=59:trim=0/0:fast greedy budget=450
80,repaired,R2,r1_ab_152_above300_level_661_final_take_refill_v2_p2_delta13_occ5_addcells_rewrite_v2_v2_l3_added77_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_152_above300_level_661_final_take_refill_v2_p2_delta13_occ5_addcells_rewrite_v2_v2_l3_added77_rotation_vflip.asset,r2_outer_strong_077_r2_152_a661,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_077_r2_152_a661.asset,fill_outer,23,26,55,55,589,590,0.985,0.987,0.979,0.989,0.978,0.983,1,1,14,13,5,5,21,21,0,0,1,True,10108.6,original:greedy=True:outer1=0.979:outer2=0.978:empty=1:edgeShort=14:edgeLong=5:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.989:outer2=0.983:empty=1:edgeShort=13:edgeLong=5:filled=1:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.989:outer2=0.983:empty=1:edgeShort=13:edgeLong=5:filled=2:trim=1/0:fast greedy budget=450
81,repaired,R2,r1_ab_153_above300_level_664_final_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_153_above300_level_664_final_rotation_vflip.asset,r2_outer_strong_078_r2_153_a664,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_078_r2_153_a664.asset,fill_outer,22,34,31,69,413,721,0.552,0.964,0.000,0.954,0.082,0.976,108,2,0,19,0,10,9,18,0,0,45,True,9162.6,original:greedy=True:outer1=0.000:outer2=0.082:empty=108:edgeShort=0:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.954:outer2=0.976:empty=2:edgeShort=19:edgeLong=10:filled=45:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.954:outer2=0.976:empty=2:edgeShort=19:edgeLong=10:filled=45:trim=0/0:fast greedy budget=450
82,repaired,R2,r1_ab_154_above300_level_665_final_take_refill_v2_p2_delta15_occ13_addcells_rewrite_v2_v2_t2_added50_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_154_above300_level_665_final_take_refill_v2_p2_delta15_occ13_addcells_rewrite_v2_v2_t2_added50_rotation_vflip.asset,r2_outer_strong_079_r2_154_a665,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_079_r2_154_a665.asset,fill_outer,26,33,69,72,809,829,0.943,0.966,0.842,1.000,0.900,0.986,14,0,15,15,3,4,12,14,0,0,3,True,10430.3,original:greedy=True:outer1=0.842:outer2=0.900:empty=14:edgeShort=15:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.986:empty=0:edgeShort=15:edgeLong=4:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.986:empty=0:edgeShort=15:edgeLong=4:filled=4:trim=1/0:fast greedy budget=450
83,repaired,R2,r1_ab_155_above300_level_667_final_take_refill_v2_p2_delta18_occ18_addcells_rewrite_v2_v2_t2_added35_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_155_above300_level_667_final_take_refill_v2_p2_delta18_occ18_addcells_rewrite_v2_v2_t2_added35_rotation_vflip.asset,r2_outer_strong_080_r2_155_a667,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_080_r2_155_a667.asset,fill_outer,18,27,59,65,452,468,0.930,0.963,0.779,0.942,0.854,0.951,9,4,9,13,2,1,12,12,0,0,12,True,9624.2,original:greedy=True:outer1=0.779:outer2=0.854:empty=9:edgeShort=9:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.942:outer2=0.951:empty=4:edgeShort=13:edgeLong=1:filled=12:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.942:outer2=0.951:empty=4:edgeShort=13:edgeLong=1:filled=12:trim=0/0:fast greedy budget=450
84,kept,R2,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip.asset,r2_outer_strong_081_r2_156_a672,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_081_r2_156_a672.asset,original,26,30,95,95,754,754,0.967,0.967,0.898,0.898,0.947,0.947,4,4,21,21,1,1,11,11,0,0,0,True,9031.5,original:greedy=True:outer1=0.898:outer2=0.947:empty=4:edgeShort=21:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.991:outer2=0.995:empty=1:edgeShort=23:edgeLong=1:filled=7:trim=0/0:build failed 第 36 条箭头头部前方被自身占用。 | trim_refill:greedy=False:outer1=0.991:outer2=0.995:empty=1:edgeShort=23:edgeLong=1:filled=7:trim=0/0:build failed 第 36 条箭头头部前方被自身占用。
85,repaired,R2,r1_ab_159_above300_level_677_final_take_refill_v2_p2_delta8_occ8_addcells_rewrite_v2_v2_r2_added55_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_159_above300_level_677_final_take_refill_v2_p2_delta8_occ8_addcells_rewrite_v2_v2_r2_added55_rotation_vflip.asset,r2_outer_strong_082_r2_159_a677,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_082_r2_159_a677.asset,fill_outer,23,28,69,69,626,630,0.972,0.978,0.939,0.980,0.952,0.973,3,1,15,15,1,1,11,11,0,0,4,True,10350.3,original:greedy=True:outer1=0.939:outer2=0.952:empty=3:edgeShort=15:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.980:outer2=0.973:empty=1:edgeShort=15:edgeLong=1:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.980:outer2=0.973:empty=1:edgeShort=15:edgeLong=1:filled=4:trim=0/0:fast greedy budget=450
86,repaired,R2,r1_ab_160_above300_level_681_final_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_160_above300_level_681_final_rotation_vflip.asset,r2_outer_strong_083_r2_160_a681,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_083_r2_160_a681.asset,fill_outer,21,30,38,59,338,590,0.537,0.937,0.000,0.969,0.000,0.984,98,1,0,4,0,12,0,18,0,0,25,True,9416.4,original:greedy=True:outer1=0.000:outer2=0.000:empty=98:edgeShort=0:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.969:outer2=0.984:empty=1:edgeShort=4:edgeLong=12:filled=25:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.969:outer2=0.984:empty=1:edgeShort=4:edgeLong=12:filled=25:trim=0/0:fast greedy budget=450
87,repaired,R2,r1_ab_161_above300_level_682_final_take_refill_v2_p2_delta14_occ8_addcells_rewrite_v2_v2_r2_added54_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_161_above300_level_682_final_take_refill_v2_p2_delta14_occ8_addcells_rewrite_v2_v2_r2_added54_rotation_vflip.asset,r2_outer_strong_084_r2_161_a682,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_084_r2_161_a682.asset,fill_outer,21,27,53,57,551,561,0.972,0.989,0.902,1.000,0.938,0.994,5,0,8,10,5,5,15,15,0,0,4,True,10482.3,original:greedy=True:outer1=0.902:outer2=0.938:empty=5:edgeShort=8:edgeLong=5:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.994:empty=0:edgeShort=10:edgeLong=5:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.994:empty=0:edgeShort=10:edgeLong=5:filled=4:trim=0/0:fast greedy budget=450
88,repaired,R2,r1_ab_162_above300_level_685_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added80_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_162_above300_level_685_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added80_rotation_vflip.asset,r2_outer_strong_085_r2_162_a685,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_085_r2_162_a685.asset,fill_outer,25,29,65,81,585,669,0.807,0.923,0.394,0.990,0.555,0.975,31,1,7,13,2,2,15,18,0,0,21,True,10324.4,original:greedy=True:outer1=0.394:outer2=0.555:empty=31:edgeShort=7:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.975:empty=1:edgeShort=13:edgeLong=2:filled=21:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.975:empty=1:edgeShort=13:edgeLong=2:filled=21:trim=0/0:fast greedy budget=450
89,repaired,R2,r1_ab_165_above300_level_691_final_take_refill_v2_p2_delta12_occ12_addcells_rewrite_v2_v2_t3_added47_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_165_above300_level_691_final_take_refill_v2_p2_delta12_occ12_addcells_rewrite_v2_v2_t3_added47_rotation_vflip.asset,r2_outer_strong_086_r2_165_a691,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_086_r2_165_a691.asset,fill_outer,18,35,67,70,582,602,0.924,0.956,0.804,0.971,0.872,0.969,8,2,16,18,1,1,10,10,0,0,10,True,10084.5,original:greedy=True:outer1=0.804:outer2=0.872:empty=8:edgeShort=16:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.971:outer2=0.969:empty=2:edgeShort=18:edgeLong=1:filled=10:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.971:outer2=0.969:empty=2:edgeShort=18:edgeLong=1:filled=11:trim=1/0:fast greedy budget=450
90,repaired,R2,r1_ab_168_above300_level_696_final_sparse_prefill_fill25_hole57_addcells_rewrite_v2_v2_t2_added39_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_168_above300_level_696_final_sparse_prefill_fill25_hole57_addcells_rewrite_v2_v2_t2_added39_rotation_vflip.asset,r2_outer_strong_087_r2_168_a696,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_087_r2_168_a696.asset,fill_outer,21,35,78,86,657,710,0.894,0.966,0.620,0.972,0.712,0.966,18,1,13,16,3,4,16,18,0,0,17,True,9976.5,original:greedy=True:outer1=0.620:outer2=0.712:empty=18:edgeShort=13:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.972:outer2=0.966:empty=1:edgeShort=16:edgeLong=4:filled=17:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.972:outer2=0.966:empty=1:edgeShort=16:edgeLong=4:filled=17:trim=0/0:fast greedy budget=450
91,repaired,R2,r1_ab_171_above300_level_704_final_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_171_above300_level_704_final_rotation_vflip.asset,r2_outer_strong_088_r2_171_a704,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_088_r2_171_a704.asset,fill_outer,22,28,43,65,504,587,0.818,0.953,0.000,0.854,0.473,0.924,96,3,2,9,3,4,15,18,0,0,42,True,8595.4,original:greedy=True:outer1=0.000:outer2=0.473:empty=96:edgeShort=2:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.854:outer2=0.924:empty=3:edgeShort=9:edgeLong=4:filled=42:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.854:outer2=0.924:empty=3:edgeShort=9:edgeLong=4:filled=42:trim=0/0:fast greedy budget=450
92,repaired,R2,r1_ab_172_above300_level_709_final_rotation_double_flip_180,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_172_above300_level_709_final_rotation_double_flip_180.asset,r2_outer_strong_089_r2_172_a709,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_089_r2_172_a709.asset,fill_outer,39,65,5,139,10,2409,0.004,0.950,0.000,1.000,0.010,0.995,204,0,3,3,0,134,2,18,0,0,136,True,2550.1,original:greedy=True:outer1=0.000:outer2=0.010:empty=204:edgeShort=3:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.995:empty=0:edgeShort=3:edgeLong=134:filled=136:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.995:empty=0:edgeShort=3:edgeLong=134:filled=136:trim=0/0:fast greedy budget=450
93,repaired,R2,r1_ab_173_above300_level_710_final_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_173_above300_level_710_final_rotation_vflip.asset,r2_outer_strong_090_r2_173_a710,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_090_r2_173_a710.asset,fill_outer,19,38,62,72,607,686,0.841,0.950,0.373,0.964,0.585,0.948,55,2,12,14,2,4,12,19,0,0,20,True,9697.9,original:greedy=True:outer1=0.373:outer2=0.585:empty=55:edgeShort=12:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.964:outer2=0.948:empty=2:edgeShort=14:edgeLong=4:filled=20:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.964:outer2=0.948:empty=2:edgeShort=14:edgeLong=4:filled=20:trim=0/0:fast greedy budget=450
94,repaired,R2,r1_ab_174_above300_level_711_final_take_refill_v2_p2_delta13_occ7_addcells_rewrite_v2_v2_l2_added43_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_174_above300_level_711_final_take_refill_v2_p2_delta13_occ7_addcells_rewrite_v2_v2_l2_added43_rotation_vflip.asset,r2_outer_strong_091_r2_174_a711,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_091_r2_174_a711.asset,fill_outer,18,23,41,42,399,405,0.964,0.978,0.949,0.987,0.959,0.986,2,1,10,10,3,3,21,21,0,0,3,True,10291.6,original:greedy=True:outer1=0.949:outer2=0.959:empty=2:edgeShort=10:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.987:outer2=0.986:empty=1:edgeShort=10:edgeLong=3:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.987:outer2=0.986:empty=1:edgeShort=10:edgeLong=3:filled=3:trim=0/0:fast greedy budget=450
95,kept,R2,r1_ab_178_above300_level_716_final_take_refill_v2_p2_delta16_occ16_addcells_rewrite_v2_v2_l2_added55_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_178_above300_level_716_final_take_refill_v2_p2_delta16_occ16_addcells_rewrite_v2_v2_l2_added55_rotation_vflip.asset,r2_outer_strong_092_r2_178_a716,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_092_r2_178_a716.asset,original,23,29,92,92,639,639,0.958,0.958,0.920,0.920,0.953,0.953,2,2,21,21,2,2,18,18,0,0,0,True,9373.1,original:greedy=True:outer1=0.920:outer2=0.953:empty=2:edgeShort=21:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.990:outer2=0.990:empty=1:edgeShort=22:edgeLong=2:filled=7:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.990:outer2=0.990:empty=1:edgeShort=21:edgeLong=2:filled=8:trim=0/1:fast greedy failed budget=450
96,repaired,R2,r1_ab_179_above300_level_717_final_take_refill_v2_p2_delta13_occ9_addcells_rewrite_v2_v2_b3_added69_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_179_above300_level_717_final_take_refill_v2_p2_delta13_occ9_addcells_rewrite_v2_v2_b3_added69_rotation_vflip.asset,r2_outer_strong_093_r2_179_a717,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_093_r2_179_a717.asset,fill_outer,24,29,69,70,683,688,0.981,0.989,0.961,0.980,0.959,0.974,3,2,19,20,5,5,17,17,0,0,2,True,9876.2,original:greedy=True:outer1=0.961:outer2=0.959:empty=3:edgeShort=19:edgeLong=5:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.980:outer2=0.974:empty=2:edgeShort=20:edgeLong=5:filled=2:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.961:outer2=0.964:empty=2:edgeShort=18:edgeLong=5:filled=5:trim=0/2:fast greedy budget=450
97,kept,R2,r1_ab_185_above300_level_731_final_take_refill_v2_p1_delta5_occ5_addcells_rewrite_v2_v2_b3_added57_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_185_above300_level_731_final_take_refill_v2_p1_delta5_occ5_addcells_rewrite_v2_v2_b3_added57_rotation_vflip.asset,r2_outer_strong_094_r2_185_a731,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_094_r2_185_a731.asset,original,21,34,49,49,592,592,0.829,0.829,0.179,0.179,0.466,0.466,54,54,1,1,6,6,27,27,0,0,0,True,-4745.2,original:greedy=True:outer1=0.179:outer2=0.466:empty=54:edgeShort=1:edgeLong=6:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.953:outer2=0.941:empty=2:edgeShort=3:edgeLong=9:filled=17:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.953:outer2=0.941:empty=2:edgeShort=3:edgeLong=9:filled=17:trim=0/0:fast greedy failed budget=450
98,repaired,R2,r1_ab_186_above300_level_735_final_take_refill_v2_p2_delta12_occ6_addcells_rewrite_v2_v2_r2_added62_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_186_above300_level_735_final_take_refill_v2_p2_delta12_occ6_addcells_rewrite_v2_v2_r2_added62_rotation_vflip.asset,r2_outer_strong_095_r2_186_a735,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_095_r2_186_a735.asset,fill_outer,23,32,78,79,713,717,0.969,0.974,0.943,0.981,0.971,0.990,2,1,17,17,1,1,12,12,0,0,4,True,10346.3,original:greedy=True:outer1=0.943:outer2=0.971:empty=2:edgeShort=17:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.981:outer2=0.990:empty=1:edgeShort=17:edgeLong=1:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.981:outer2=0.990:empty=1:edgeShort=17:edgeLong=1:filled=4:trim=0/0:fast greedy budget=450
99,kept,R2,r1_ab_190_above300_level_742_final_take_refill_v2_p2_delta13_occ13_addcells_rewrite_v2_v2_t2_added47_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_190_above300_level_742_final_take_refill_v2_p2_delta13_occ13_addcells_rewrite_v2_v2_t2_added47_rotation_vflip.asset,r2_outer_strong_096_r2_190_a742,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_096_r2_190_a742.asset,original,24,33,77,77,761,761,0.961,0.961,0.891,0.891,0.877,0.877,3,3,19,19,4,4,16,16,0,0,0,True,8844.1,original:greedy=True:outer1=0.891:outer2=0.877:empty=3:edgeShort=19:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.973:outer2=0.976:empty=1:edgeShort=22:edgeLong=3:filled=9:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.982:outer2=0.981:empty=1:edgeShort=21:edgeLong=4:filled=8:trim=1/0:fast greedy failed budget=450
100,repaired,R2,r1_ab_191_above300_level_744_final_take_refill_v2_p2_delta10_occ8_addcells_rewrite_v2_v2_b3_added67_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_191_above300_level_744_final_take_refill_v2_p2_delta10_occ8_addcells_rewrite_v2_v2_b3_added67_rotation_vflip.asset,r2_outer_strong_097_r2_191_a744,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_097_r2_191_a744.asset,fill_outer,23,25,60,62,537,562,0.934,0.977,0.728,1.000,0.847,0.989,23,0,13,13,0,1,9,18,0,0,4,True,10622.4,original:greedy=True:outer1=0.728:outer2=0.847:empty=23:edgeShort=13:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.989:empty=0:edgeShort=13:edgeLong=1:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.989:empty=0:edgeShort=13:edgeLong=1:filled=4:trim=0/0:fast greedy budget=450
101,repaired,R2,r1_ab_192_above300_level_747_final_rotation_double_flip_180,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_192_above300_level_747_final_rotation_double_flip_180.asset,r2_outer_strong_098_r2_192_a747,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_098_r2_192_a747.asset,fill_outer,39,65,3,140,7,2441,0.003,0.963,0.005,0.995,0.013,0.983,191,1,3,3,0,136,3,18,0,0,138,True,2253.6,original:greedy=True:outer1=0.005:outer2=0.013:empty=191:edgeShort=3:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.995:outer2=0.983:empty=1:edgeShort=3:edgeLong=136:filled=138:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.995:outer2=0.983:empty=1:edgeShort=3:edgeLong=136:filled=138:trim=0/0:fast greedy budget=450
102,repaired,R2,r1_ab_194_above300_level_753_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_r2_added75_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_194_above300_level_753_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_r2_added75_rotation_vflip.asset,r2_outer_strong_099_r2_194_a753,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_099_r2_194_a753.asset,fill_outer,35,39,123,123,1322,1326,0.968,0.971,0.958,0.986,0.971,0.986,2,1,21,21,6,6,28,28,0,0,4,True,9818.0,original:greedy=True:outer1=0.958:outer2=0.971:empty=2:edgeShort=21:edgeLong=6:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.986:outer2=0.986:empty=1:edgeShort=21:edgeLong=6:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.986:outer2=0.986:empty=1:edgeShort=21:edgeLong=6:filled=4:trim=0/0:fast greedy budget=450
103,kept,R2,r1_ab_195_above300_level_754_final_take_refill_v2_p2_delta10_occ10_addcells_rewrite_v2_v2_l2_added58_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_195_above300_level_754_final_take_refill_v2_p2_delta10_occ10_addcells_rewrite_v2_v2_l2_added58_rotation_vflip.asset,r2_outer_strong_100_r2_195_a754,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_100_r2_195_a754.asset,original,25,31,74,74,748,748,0.965,0.965,0.870,0.870,0.918,0.918,4,4,9,9,1,1,14,14,0,0,0,True,8922.4,original:greedy=True:outer1=0.870:outer2=0.918:empty=4:edgeShort=9:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.972:outer2=0.971:empty=2:edgeShort=11:edgeLong=1:filled=11:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.972:outer2=0.971:empty=2:edgeShort=11:edgeLong=1:filled=11:trim=0/0:fast greedy failed budget=450
104,repaired,R2,r1_ab_196_above300_level_755_final_take_refill_v2_p2_delta17_occ17_addcells_rewrite_v2_v2_b3_added71_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_196_above300_level_755_final_take_refill_v2_p2_delta17_occ17_addcells_rewrite_v2_v2_b3_added71_rotation_vflip.asset,r2_outer_strong_101_r2_196_a755,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_101_r2_196_a755.asset,fill_outer,26,35,79,86,812,877,0.892,0.964,0.653,0.983,0.697,0.978,28,2,7,9,6,8,23,23,0,0,15,True,9734.7,original:greedy=True:outer1=0.653:outer2=0.697:empty=28:edgeShort=7:edgeLong=6:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.983:outer2=0.978:empty=2:edgeShort=9:edgeLong=8:filled=15:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.983:outer2=0.978:empty=2:edgeShort=9:edgeLong=8:filled=15:trim=0/0:fast greedy budget=450
