rank,pairPriority,riskScore,sourceAType,sourceBType,sourceA,sourceB,basePair,layout,gap,width,height,chains,coverage,aspect,inwardPressure,crossBlocks,blockedChains,blockingChains,blockedByOtherMax,blocksOtherMax,topBlockedIndex,topBlockedOwner,topBlockedHits,topBlockerIndex,topBlockerOwner,topBlockerHits,planScore,details
3869,1,851.53,R1,R1,r1_ab_221_above300_level_818_final,r1_ab_109_above300_level_606_final,r1:a606|r1:a818|h,H0,0,47,29,138,0.921,1.621,24,24,24,11,1,7,0,0,1,69,1,7,620.827,rawOk tiles=1255
3870,1,851.672,R1,R1,r1_ab_110_above300_level_607_final,r1_ab_201_above300_level_764_final,r1:a607|r1:a764|h,H0,0,51,34,170,0.951,1.500,27,27,27,17,1,4,4,0,1,50,0,4,591.142,rawOk tiles=1649
3871,4,851.68,Seed,Seed,seed_Above300_level_742,seed_Above300_level_844,seed:a742|seed:a844|h,H0,0,44,32,134,0.908,1.375,27,27,27,11,1,5,1,0,1,7,0,5,539.142,rawOk tiles=1279
3872,0,851.708,R1,R2,r1_ab_190_above300_level_742_final,r1_ab_279_above300_level_957_final_take_refill_v2_p2_delta8_occ8_addcells_rewrite_v2_v2_r3_added85_rotation_vflip,r1:a742|r2:a957|h,H0,0,45,31,138,0.935,1.452,27,25,25,13,1,6,7,0,1,90,1,6,568.261,rawOk tiles=1305
3873,0,851.876,R1,R2,r1_ab_048_above300_level_491_final,r1_ab_067_above300_level_524_final_take_refill_v2_p2_delta13_occ7_addcells_rewrite_v2_v2_l2_added61_rotation_vflip,r1:a491|r2:a524|h,H0,0,51,32,163,0.969,1.594,26,26,26,9,1,6,20,0,1,37,0,6,649.635,rawOk tiles=1582
3874,1,851.893,R1,R1,r1_ab_264_above300_level_906_final,r1_ab_178_above300_level_716_final,r1:a716|r1:a906|h,H0,0,42,30,140,0.936,1.400,25,25,25,9,1,7,6,0,1,28,0,7,620.072,rawOk tiles=1179
3875,4,851.947,Seed,Seed,seed_above300_level_584,seed_Above300_level_987,seed:a584|seed:a987|h,H0,0,45,32,144,0.910,1.406,26,25,25,8,1,7,17,0,1,88,1,7,569.139,rawOk tiles=1310
3876,4,852.108,Seed,Seed,seed_Above300_level_607,seed_above300_level_883,seed:a607|seed:a883|h,H0,0,47,32,149,0.951,1.469,25,24,24,7,1,8,2,0,1,76,1,8,644.314,rawOk tiles=1431
3877,1,852.16,R1,R1,r1_ab_089_above300_level_565_final,r1_ab_080_above300_level_542_final,r1:a542|r1:a565|h,H0,0,44,33,164,0.931,1.333,25,25,25,10,1,7,6,0,1,116,1,7,636.175,rawOk tiles=1352
3878,2,852.205,R2,Seed,r1_ab_282_above300_level_966_final_take_refill_v2_p2_delta15_occ15_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,seed_Above300_level_966,r2:a966|seed:a966|h,H0,0,39,31,180,0.926,1.258,26,25,25,8,1,7,2,0,1,113,1,7,579.331,rawOk tiles=1119
3879,0,852.238,R2,R1,r1_ab_221_above300_level_818_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added55_rotation_vflip,r1_ab_165_above300_level_691_final,r1:a691|r2:a818|h,H0,0,37,32,131,0.933,1.156,24,23,23,12,1,8,0,0,1,120,1,8,640.919,rawOk tiles=1105
3880,0,852.249,R1,R2,r1_ab_010_above300_level_417_final,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,r1:a417|r2:a672|h,H0,0,49,30,162,0.946,1.633,27,27,27,16,1,4,9,0,1,147,1,4,602.743,rawOk tiles=1391
3881,1,852.591,R2,R2,r1_ab_154_above300_level_665_final_take_refill_v2_p2_delta15_occ13_addcells_rewrite_v2_v2_t2_added50_rotation_vflip,r1_ab_186_above300_level_735_final_take_refill_v2_p2_delta12_occ6_addcells_rewrite_v2_v2_r2_added62_rotation_vflip,r2:a665|r2:a735|h,H0,0,49,33,147,0.941,1.485,26,26,26,10,1,6,4,0,1,50,0,6,607.578,rawOk tiles=1522
3882,0,852.594,R2,R1,r1_ab_208_above300_level_782_final_take_refill_v2_p1_delta8_occ8_addcells_rewrite_v2_v2_r2_added60_rotation_vflip,r1_ab_106_above300_level_599_final,r1:a599|r2:a782|h,H0,0,52,33,153,0.939,1.576,24,23,23,11,1,8,9,0,1,54,0,8,652.687,rawOk tiles=1612
3883,3,852.642,R1,Seed,r1_ab_235_above300_level_852_final,seed_Above300_level_472,r1:a852|seed:a472|h,H0,0,43,30,133,0.907,1.433,26,25,25,7,1,7,12,0,1,20,0,7,546.462,rawOk tiles=1170
3884,0,852.665,R1,R2,r1_ab_264_above300_level_906_final,r1_ab_109_above300_level_606_final_take_refill_v2_p2_delta11_occ9_addcells_rewrite_v2_v2_b2_added53_rotation_vflip,r1:a906|r2:a606|h,H0,0,49,31,141,0.907,1.581,26,23,23,8,1,8,6,0,1,10,0,8,563.954,rawOk tiles=1378
3885,3,852.677,R1,Seed,r1_ab_055_above300_level_501_final,seed_Above300_level_672,r1:a501|seed:a672|h,H0,0,41,30,120,0.963,1.367,23,23,23,6,1,9,2,0,1,68,1,9,680.317,rawOk tiles=1185
3886,1,852.724,R2,R2,r1_ab_264_above300_level_906_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_r2_added56_rotation_vflip,r1_ab_040_above300_level_472_final_take_refill_v2_p2_delta11_occ11_addcells_rewrite_v2_v2_l2_added56_rotation_vflip,r2:a472|r2:a906|h,H0,0,43,30,136,0.918,1.433,27,25,25,13,1,6,6,0,1,62,0,6,548.69,rawOk tiles=1184
3887,1,852.832,R2,R2,r1_ab_215_above300_level_805_final_take_refill_v2_p2_delta10_occ10_addcells_rewrite_v2_v2_b3_added61_rotation_vflip,r1_ab_113_above300_level_616_final_take_refill_v2_p2_delta20_occ14_addcells_rewrite_v2_v2_r2_added50_rotation_vflip,r2:a616|r2:a805|h,H0,0,44,27,129,0.932,1.630,25,25,25,12,1,6,0,0,1,106,1,6,597.095,rawOk tiles=1107
3888,2,852.863,Seed,R2,seed_Above300_level_623,r1_ab_279_above300_level_957_final_take_refill_v2_p2_delta8_occ8_addcells_rewrite_v2_v2_r3_added85_rotation_vflip,r2:a957|seed:a623|h,H0,0,41,30,122,0.940,1.367,26,25,25,14,1,6,0,0,1,4,0,6,580.99,rawOk tiles=1156
3889,0,852.884,R2,R1,r1_ab_282_above300_level_966_final_take_refill_v2_p2_delta15_occ15_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,r1_ab_161_above300_level_682_final,r1:a682|r2:a966|h,H0,0,40,31,151,0.906,1.290,25,24,24,8,1,8,2,0,1,140,1,8,589.601,rawOk tiles=1124
3890,1,853.149,R2,R2,r1_ab_049_above300_level_492_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_r2_added54_rotation_vflip,r1_ab_093_above300_level_574_final_take_refill_v2_p2_delta19_occ19_addcells_rewrite_v2_v2_r3_added81_rotation_vflip,r2:a492|r2:a574|h,H0,0,41,30,129,0.924,1.367,26,26,26,10,1,6,0,0,1,47,0,6,567.418,rawOk tiles=1137
3891,1,853.173,R1,R1,r1_ab_092_above300_level_573_final,r1_ab_106_above300_level_599_final,r1:a573|r1:a599|h,H0,0,53,33,144,0.901,1.606,26,24,24,10,1,7,0,0,1,20,0,7,549.51,rawOk tiles=1575
3892,0,853.296,R1,R2,r1_ab_144_above300_level_641_final,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,r1:a641|r2:a672|h,H0,0,46,30,158,0.909,1.533,24,22,22,9,1,9,5,0,1,143,1,9,628.301,rawOk tiles=1255
3893,3,853.398,Seed,R1,seed_above300_level_584,r1_ab_232_above300_level_845_final,r1:a845|seed:a584|h,H0,0,49,32,169,0.923,1.531,22,21,21,8,1,10,17,0,1,160,1,10,683.278,rawOk tiles=1448
3894,2,853.45,R2,Seed,r1_ab_245_above300_level_871_final_take_refill_v2_p2_delta13_occ13_addcells_rewrite_v2_v2_r2_added49_rotation_vflip,seed_Above300_level_501,r2:a871|seed:a501|h,H0,0,43,27,121,0.925,1.593,26,24,24,9,1,7,2,0,1,57,0,7,551.531,rawOk tiles=1074
3895,4,853.454,Seed,Seed,seed_Above300_level_716,seed_Above300_level_987,seed:a716|seed:a987|h,H0,0,41,30,128,0.919,1.367,26,23,23,10,1,8,5,0,1,72,1,8,566.602,rawOk tiles=1130
3896,4,853.534,Seed,Seed,seed_Arrowz_level_103,seed_Above300_level_635,seed:a103|seed:a635|h,H0,0,53,36,140,0.932,1.472,27,23,23,9,1,8,9,0,1,28,0,8,547.121,rawOk tiles=1778
3897,0,853.712,R2,R1,r1_ab_264_above300_level_906_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_r2_added56_rotation_vflip,r1_ab_106_above300_level_599_final,r1:a599|r2:a906|h,H0,0,54,33,157,0.921,1.636,27,25,25,12,1,6,6,0,1,60,0,6,559.804,rawOk tiles=1641
3898,3,853.797,R1,Seed,r1_ab_048_above300_level_491_final,seed_above300_level_951,r1:a491|seed:a951|h,H0,0,45,32,123,0.916,1.406,26,25,25,7,1,7,20,0,1,3,0,7,540.514,rawOk tiles=1319
3899,0,853.9,R2,R1,r1_ab_190_above300_level_742_final_take_refill_v2_p2_delta13_occ13_addcells_rewrite_v2_v2_t2_added47_rotation_vflip,r1_ab_156_above300_level_672_final,r1:a672|r2:a742|h,H0,0,47,33,152,0.920,1.424,26,26,26,11,1,6,1,0,1,105,1,6,582.816,rawOk tiles=1427
3900,2,854.004,R2,Seed,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,seed_Above300_level_677,r2:a672|seed:a677|h,H0,0,45,30,145,0.944,1.500,26,26,26,10,1,6,2,0,1,50,0,6,600.829,rawOk tiles=1274
3901,0,854.045,R2,R1,r1_ab_197_above300_level_756_final_take_refill_v2_p2_delta8_occ4_addcells_rewrite_v2_v2_r2_added48_rotation_vflip,r1_ab_178_above300_level_716_final,r1:a716|r2:a756|h,H0,0,43,29,129,0.919,1.483,27,23,23,8,1,8,6,0,1,121,1,8,527.975,rawOk tiles=1146
3902,2,854.181,R2,Seed,r1_ab_178_above300_level_716_final_take_refill_v2_p2_delta16_occ16_addcells_rewrite_v2_v2_l2_added55_rotation_vflip,seed_Above300_level_771,r2:a716|seed:a771|h,H0,0,44,29,140,0.914,1.517,26,26,26,9,1,6,5,0,1,92,1,6,576.839,rawOk tiles=1166
3903,0,854.235,R2,R1,r1_ab_149_above300_level_654_final_take_refill_v2_p2_delta23_occ19_addcells_rewrite_v2_v2_l2_added57_rotation_vflip,r1_ab_071_above300_level_528_final,r1:a528|r2:a654|h,H0,0,45,30,124,0.945,1.500,26,26,26,15,1,5,2,0,1,113,1,5,584.685,rawOk tiles=1276
3904,2,854.252,R2,Seed,r1_ab_136_above300_level_623_final_take_refill_v2_p2_delta10_occ6_addcells_rewrite_v2_v2_l2_added57_rotation_vflip,seed_Above300_level_632,r2:a623|seed:a632|h,H0,0,44,32,136,0.911,1.375,25,24,24,7,1,8,0,0,1,94,1,8,580.983,rawOk tiles=1283
3905,4,854.402,Seed,Seed,seed_Above300_level_677,seed_Above300_level_954,seed:a677|seed:a954|h,H0,0,52,36,145,0.903,1.444,30,27,27,9,1,5,1,0,1,9,0,5,437.975,rawOk tiles=1691
3906,3,854.431,R1,Seed,r1_ab_140_above300_level_635_final,seed_Above300_level_946,r1:a635|seed:a946|h,H0,0,45,32,145,0.949,1.406,25,25,25,10,1,7,0,0,1,122,1,7,639.472,rawOk tiles=1367
3907,2,854.437,R2,Seed,r1_ab_055_above300_level_501_final_take_refill_v2_p2_delta11_occ7_addcells_rewrite_v2_v2_r2_added58_rotation_vflip,seed_Above300_level_754,r2:a501|seed:a754|h,H0,0,43,31,128,0.947,1.387,25,25,25,9,1,7,2,0,1,76,1,7,618.186,rawOk tiles=1262
3908,1,854.57,R1,R1,r1_ab_063_above300_level_515_final,r1_ab_290_above300_level_987_final,r1:a515|r1:a987|h,H0,0,49,35,153,0.908,1.400,25,25,25,10,1,7,3,0,1,63,0,7,597.425,rawOk tiles=1557
3909,2,854.65,R2,Seed,r1_ab_265_above300_level_907_final_take_refill_v2_p2_delta12_occ12_addcells_rewrite_v2_v2_t3_added66_rotation_vflip,seed_Arrowz_level_135,r2:a907|seed:a135|h,H0,0,46,29,127,0.942,1.586,26,24,24,10,1,7,5,0,1,64,1,7,575.817,rawOk tiles=1256
3910,0,854.872,R2,R1,r1_ab_049_above300_level_492_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_r2_added54_rotation_vflip,r1_ab_106_above300_level_599_final,r1:a599|r2:a492|h,H0,0,51,33,147,0.914,1.545,25,21,21,6,1,10,0,0,1,47,0,10,581.364,rawOk tiles=1539
3911,4,854.881,Seed,Seed,seed_Arrowz_level_103,seed_Above300_level_869,seed:a103|seed:a869|h,H0,0,58,36,172,0.984,1.611,26,26,26,9,1,6,4,0,1,28,0,6,653.937,rawOk tiles=2055
3912,1,854.983,R1,R1,r1_ab_093_above300_level_574_final,r1_ab_233_above300_level_846_final,r1:a574|r1:a846|h,H0,0,41,30,126,0.933,1.367,25,25,25,9,1,7,0,0,1,65,1,7,608.986,rawOk tiles=1148
3913,0,855.005,R2,R1,r1_ab_070_above300_level_527_final_take_refill_v2_p2_delta16_occ10_addcells_rewrite_v2_v2_t2_added35_rotation_vflip,r1_ab_080_above300_level_542_final,r1:a542|r2:a527|h,H0,0,41,33,154,0.911,1.242,26,25,25,10,1,7,5,0,1,31,0,7,576.294,rawOk tiles=1232
3914,0,855.054,R1,R2,r1_ab_144_above300_level_641_final,r1_ab_136_above300_level_623_final_take_refill_v2_p2_delta10_occ6_addcells_rewrite_v2_v2_l2_added57_rotation_vflip,r1:a641|r2:a623|h,H0,0,44,29,130,0.922,1.517,24,24,24,6,1,8,5,0,1,121,1,8,615.219,rawOk tiles=1176
3915,0,855.23,R2,R1,r1_ab_089_above300_level_565_final_take_refill_v2_p1_delta7_occ7_addcells_rewrite_v2_v2_b2_added42_rotation_vflip,r1_ab_080_above300_level_542_final,r1:a542|r2:a565|h,H0,0,44,34,174,0.936,1.294,25,25,25,10,1,7,6,0,1,103,1,7,631.817,rawOk tiles=1401
3916,0,855.369,R2,R1,r1_ab_273_above300_level_948_final_take_refill_v2_p2_delta6_occ6_addcells_rewrite_v2_v2_t3_added65_rotation_vflip,r1_ab_190_above300_level_742_final,r1:a742|r2:a948|h,H0,0,46,31,133,0.967,1.484,26,26,26,10,1,6,8,0,1,120,1,6,623.101,rawOk tiles=1379
3917,1,855.372,R2,R2,r1_ab_208_above300_level_782_final_take_refill_v2_p1_delta8_occ8_addcells_rewrite_v2_v2_r2_added60_rotation_vflip,r1_ab_096_above300_level_578_final_take_refill_v2_p2_delta20_occ20_addcells_rewrite_v2_v2_l2_added61_rotation_vflip,r2:a578|r2:a782|h,H0,0,44,31,130,0.957,1.419,28,28,28,13,1,4,9,0,1,47,0,4,563.268,rawOk tiles=1305
3918,1,855.407,R2,R2,r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,r1_ab_040_above300_level_472_final_take_refill_v2_p2_delta11_occ11_addcells_rewrite_v2_v2_l2_added56_rotation_vflip,r2:a472|r2:a857|h,H0,0,40,29,133,0.932,1.379,27,27,27,12,1,5,2,0,1,42,0,5,560.815,rawOk tiles=1081
3919,0,855.582,R1,R2,r1_ab_154_above300_level_665_final,r1_ab_186_above300_level_735_final_take_refill_v2_p2_delta12_occ6_addcells_rewrite_v2_v2_r2_added62_rotation_vflip,r1:a665|r2:a735|h,H0,0,49,32,134,0.933,1.531,26,26,26,9,1,6,4,0,1,49,0,6,583.344,rawOk tiles=1463
3920,3,855.678,R1,Seed,r1_ab_048_above300_level_491_final,seed_Above300_level_877,r1:a491|seed:a877|h,H0,0,43,32,122,0.917,1.344,26,25,25,8,1,7,20,0,1,3,0,7,542.552,rawOk tiles=1262
3921,3,855.843,R1,Seed,r1_ab_235_above300_level_852_final,seed_Above300_level_574,r1:a852|seed:a574|h,H0,0,43,30,133,0.929,1.433,26,25,25,8,1,7,12,0,1,33,0,7,574.943,rawOk tiles=1199
3922,4,855.938,Seed,Seed,seed_Above300_level_599,seed_Above300_level_761,seed:a599|seed:a761|h,H0,0,50,33,122,0.932,1.515,24,22,22,8,1,9,17,0,1,88,1,9,600.547,rawOk tiles=1537
3923,1,855.963,R1,R1,r1_ab_264_above300_level_906_final,r1_ab_106_above300_level_599_final,r1:a599|r1:a906|h,H0,0,52,33,148,0.925,1.576,24,22,22,9,1,9,6,0,1,10,0,9,627.621,rawOk tiles=1588
3924,1,856.063,R1,R1,r1_ab_279_above300_level_957_final,r1_ab_071_above300_level_528_final,r1:a528|r1:a957|h,H0,0,41,30,121,0.948,1.367,28,28,28,13,1,4,2,0,1,3,0,4,545.995,rawOk tiles=1166
3925,1,856.114,R1,R1,r1_ab_196_above300_level_755_final,r1_ab_195_above300_level_754_final,r1:a754|r1:a755|h,H0,0,49,32,137,0.913,1.531,26,26,26,9,1,6,0,0,1,69,1,6,566.949,rawOk tiles=1432
3926,1,856.136,R2,R2,r1_ab_190_above300_level_742_final_take_refill_v2_p2_delta13_occ13_addcells_rewrite_v2_v2_t2_added47_rotation_vflip,r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip,r2:a742|r2:a845|h,H0,0,53,33,185,0.909,1.606,24,24,24,11,1,7,1,0,1,158,1,7,595.961,rawOk tiles=1590
3927,0,856.183,R2,R1,r1_ab_097_above300_level_581_final_take_refill_v2_p2_delta16_occ16_addcells_rewrite_v2_v2_r2_added62_rotation_vflip,r1_ab_140_above300_level_635_final,r1:a635|r2:a581|h,H0,0,48,32,156,0.958,1.500,25,25,25,10,1,7,1,0,1,121,1,7,658.208,rawOk tiles=1472
3928,2,856.557,R2,Seed,r1_ab_069_above300_level_526_final_take_refill_v2_p2_delta22_occ18_addcells_rewrite_v2_v2_r2_added52_rotation_vflip,seed_above300_level_883,r2:a526|seed:a883|h,H0,0,47,31,145,0.918,1.516,23,19,19,4,1,12,0,0,1,72,1,12,640.919,rawOk tiles=1337
3929,2,856.571,R2,Seed,r1_ab_089_above300_level_565_final_take_refill_v2_p1_delta7_occ7_addcells_rewrite_v2_v2_b2_added42_rotation_vflip,seed_Above300_level_954,r2:a565|seed:a954|h,H0,0,55,36,185,0.945,1.528,26,24,24,11,1,7,6,0,1,147,1,7,592.097,rawOk tiles=1871
3930,0,856.571,R2,R1,r1_ab_012_above300_level_419_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added56_rotation_vflip,r1_ab_159_above300_level_677_final,r1:a677|r2:a419|h,H0,0,40,28,125,0.939,1.429,26,23,23,10,1,8,1,0,1,36,0,8,575.054,rawOk tiles=1052
3931,2,856.584,R2,Seed,r1_ab_282_above300_level_966_final_take_refill_v2_p2_delta15_occ15_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,seed_Arrowz_level_236,r2:a966|seed:a236|h,H0,0,42,31,156,0.913,1.355,25,24,24,9,1,8,2,0,1,108,1,8,599.77,rawOk tiles=1189
3932,1,856.604,R2,R2,r1_ab_070_above300_level_527_final_take_refill_v2_p2_delta16_occ10_addcells_rewrite_v2_v2_t2_added35_rotation_vflip,r1_ab_080_above300_level_542_final_take_refill_v2_p2_delta11_occ5_addcells_rewrite_v2_v2_l2_added64_rotation_vflip,r2:a527|r2:a542|h,H0,0,43,33,165,0.911,1.303,27,26,26,11,1,6,5,0,1,43,0,6,551.808,rawOk tiles=1293
3933,2,856.701,R2,Seed,r1_ab_208_above300_level_782_final_take_refill_v2_p1_delta8_occ8_addcells_rewrite_v2_v2_r2_added60_rotation_vflip,seed_Arrowz_level_222,r2:a782|seed:a222|h,H0,0,41,31,121,0.909,1.323,26,25,25,8,1,7,9,0,1,55,0,7,538.805,rawOk tiles=1155
3934,2,856.779,R2,Seed,r1_ab_040_above300_level_472_final_take_refill_v2_p2_delta11_occ11_addcells_rewrite_v2_v2_l2_added56_rotation_vflip,seed_Above300_level_845,r2:a472|seed:a845|h,H0,0,44,30,141,0.927,1.467,20,20,20,9,1,11,7,0,1,99,1,11,730.049,rawOk tiles=1223
3935,1,856.962,R1,R1,r1_ab_235_above300_level_852_final,r1_ab_219_above300_level_811_final,r1:a811|r1:a852|h,H0,0,49,30,142,0.914,1.633,24,23,23,10,1,8,12,0,1,135,1,8,606.09,rawOk tiles=1343
3936,1,857.101,R2,R2,r1_ab_221_above300_level_818_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added55_rotation_vflip,r1_ab_238_above300_level_858_final_take_refill_v2_p2_delta12_occ10_addcells_rewrite_v2_v2_l2_added60_rotation_vflip,r2:a818|r2:a858|h,H0,0,39,31,132,0.974,1.258,26,26,26,12,1,6,0,0,1,122,1,6,636.551,rawOk tiles=1178
3937,0,857.164,R1,R2,r1_ab_165_above300_level_691_final,r1_ab_093_above300_level_574_final_take_refill_v2_p2_delta19_occ19_addcells_rewrite_v2_v2_r3_added81_rotation_vflip,r1:a691|r2:a574|h,H0,0,39,32,129,0.905,1.219,27,27,27,12,1,5,3,0,1,13,0,5,530.555,rawOk tiles=1130
3938,3,857.366,R1,Seed,r1_ab_208_above300_level_782_final,seed_Above300_level_557,r1:a782|seed:a557|h,H0,0,42,31,137,0.928,1.355,24,24,24,9,1,8,9,0,1,42,0,8,634.408,rawOk tiles=1208
3939,4,857.412,Seed,Seed,seed_Above300_level_599,seed_Above300_level_574,seed:a574|seed:a599|h,H0,0,47,33,133,0.916,1.424,29,23,23,8,1,8,17,0,1,91,1,8,474.018,rawOk tiles=1420
3940,4,857.43,Seed,Seed,seed_Arrowz_level_059,seed_Above300_level_885,seed:a059|seed:a885|h,H0,0,46,32,137,0.901,1.438,29,24,24,10,1,7,1,0,1,2,0,7,485.734,rawOk tiles=1327
3941,2,857.45,R2,Seed,r1_ab_144_above300_level_641_final_sparse_prefill_fill20_hole43_addcells_rewrite_v2_v2_l3_added80_rotation_vflip,seed_Above300_level_528,r2:a641|seed:a528|h,H0,0,44,30,138,0.900,1.467,23,23,23,6,1,9,5,0,1,120,1,9,622.159,rawOk tiles=1188
3942,3,857.475,R1,Seed,r1_ab_048_above300_level_491_final,seed_Above300_level_599,r1:a491|seed:a599|h,H0,0,53,33,142,0.968,1.606,24,24,24,7,1,8,20,0,1,16,0,8,673.636,rawOk tiles=1693
3943,0,857.685,R2,R1,r1_ab_154_above300_level_665_final_take_refill_v2_p2_delta15_occ13_addcells_rewrite_v2_v2_t2_added50_rotation_vflip,r1_ab_290_above300_level_987_final,r1:a987|r2:a665|h,H0,0,48,33,136,0.922,1.455,25,25,25,9,1,7,4,0,1,63,0,7,600.513,rawOk tiles=1460
3944,0,857.803,R2,R1,r1_ab_190_above300_level_742_final_take_refill_v2_p2_delta13_occ13_addcells_rewrite_v2_v2_t2_added47_rotation_vflip,r1_ab_195_above300_level_754_final,r1:a754|r2:a742|h,H0,0,47,33,145,0.939,1.424,24,24,24,9,1,8,1,0,1,104,1,8,647.738,rawOk tiles=1457
3945,0,857.854,R1,R2,r1_ab_159_above300_level_677_final,r1_ab_284_above300_level_972_final_take_refill_v2_p2_delta16_occ16_addcells_rewrite_v2_v2_r2_added49_rotation_vflip,r1:a677|r2:a972|h,H0,0,44,28,120,0.915,1.571,26,25,25,12,1,6,1,0,1,30,0,6,534.669,rawOk tiles=1127
3946,4,857.87,Seed,Seed,seed_Above300_level_754,seed_above300_level_675,seed:a675|seed:a754|h,H0,0,51,35,150,0.929,1.457,29,26,26,9,1,6,5,0,1,86,1,6,512.207,rawOk tiles=1658
3947,3,858.03,R1,Seed,r1_ab_055_above300_level_501_final,seed_Above300_level_754,r1:a501|seed:a754|h,H0,0,41,31,120,0.946,1.323,23,23,23,7,1,9,2,0,1,99,1,9,659.058,rawOk tiles=1203
3948,0,858.032,R1,R2,r1_ab_238_above300_level_858_final,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,r1:a858|r2:a672|h,H0,0,44,31,145,0.952,1.419,23,23,23,8,1,9,7,0,1,130,1,9,689.204,rawOk tiles=1298
3949,4,858.089,Seed,Seed,seed_Above300_level_844,seed_Above300_level_845,seed:a844|seed:a845|h,H0,0,46,32,154,0.900,1.438,28,27,27,12,1,5,0,0,1,112,1,5,521.875,rawOk tiles=1325
3950,3,858.356,R1,Seed,r1_ab_159_above300_level_677_final,seed_Arrowz_level_135,r1:a677|seed:a135|h,H0,0,44,29,125,0.965,1.517,24,24,24,7,1,8,1,0,1,62,1,8,652.697,rawOk tiles=1231
3951,4,858.414,Seed,Seed,seed_Above300_level_809,seed_Above300_level_798,seed:a798|seed:a809|h,H0,0,46,28,123,0.911,1.643,29,21,21,7,1,9,5,0,1,79,1,9,453.897,rawOk tiles=1173
3952,1,858.451,R2,R2,r1_ab_221_above300_level_818_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added55_rotation_vflip,r1_ab_040_above300_level_472_final_take_refill_v2_p2_delta11_occ11_addcells_rewrite_v2_v2_l2_added56_rotation_vflip,r2:a472|r2:a818|h,H0,0,39,31,141,0.918,1.258,26,26,26,12,1,6,0,0,1,3,0,6,578.819,rawOk tiles=1110
3953,3,858.558,Seed,R1,seed_Above300_level_618,r1_ab_071_above300_level_528_final,r1:a528|seed:a618|h,H0,0,43,31,120,0.911,1.387,26,26,26,10,1,6,8,0,1,11,0,6,549.927,rawOk tiles=1215
3954,3,858.569,R1,Seed,r1_ab_278_above300_level_955_final,seed_Above300_level_652,r1:a955|seed:a652|h,H0,0,40,27,122,0.905,1.481,22,21,21,8,1,10,14,0,1,8,0,10,624.38,rawOk tiles=977
3955,3,858.712,R1,Seed,r1_ab_219_above300_level_811_final,seed_Above300_level_966,r1:a811|seed:a966|h,H0,0,42,28,138,0.940,1.500,25,24,24,7,1,8,0,0,1,110,1,8,619.298,rawOk tiles=1106
3956,2,858.858,Seed,R2,seed_Above300_level_742,r1_ab_080_above300_level_542_final_take_refill_v2_p2_delta11_occ5_addcells_rewrite_v2_v2_l2_added64_rotation_vflip,r2:a542|seed:a742|h,H0,0,46,33,148,0.922,1.394,26,25,25,10,1,7,1,0,1,7,0,7,586.242,rawOk tiles=1399
3957,2,858.859,R2,Seed,r1_ab_154_above300_level_665_final_take_refill_v2_p2_delta15_occ13_addcells_rewrite_v2_v2_t2_added50_rotation_vflip,seed_Above300_level_899,r2:a665|seed:a899|h,H0,0,49,33,137,0.963,1.485,23,23,23,7,1,9,4,0,1,47,0,9,695.427,rawOk tiles=1557
3958,1,858.975,R1,R1,r1_ab_110_above300_level_607_final,r1_ab_233_above300_level_846_final,r1:a607|r1:a846|h,H0,0,45,32,139,0.925,1.406,25,24,24,8,1,8,4,0,1,78,1,8,602.792,rawOk tiles=1332
3959,0,858.986,R1,R2,r1_ab_235_above300_level_852_final,r1_ab_279_above300_level_957_final_take_refill_v2_p2_delta8_occ8_addcells_rewrite_v2_v2_r3_added85_rotation_vflip,r1:a852|r2:a957|h,H0,0,46,30,148,0.956,1.533,26,26,26,11,1,6,4,0,1,81,1,6,627.428,rawOk tiles=1319
3960,3,859.103,R1,Seed,r1_ab_195_above300_level_754_final,seed_Above300_level_557,r1:a754|seed:a557|h,H0,0,46,31,153,0.952,1.484,27,25,25,9,1,7,14,0,1,50,0,7,600.366,rawOk tiles=1357
