rank,id,path,source,transform,reversePattern,reversed,trimmedOuterExit,trimmedOuterShort,fillMode,outerProfile,addedChains,width,height,chains,coverage,outer1,outer2,maxOuterEmptyRun,visualPenalty,edgeLong,cornerLong,edgeShort,maxEdgeRun,greedy,details
1,composite_play_cand_001_composite_portrait150_001_composite_greedy_ab_00_identity_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_001_composite_portrait150_001_composite_greedy_ab_00_identity_keep_edge120.asset,composite_portrait150_001_composite_greedy_ab_001_r1_029_a456_a845_h2_rot90,identity,keep,0,4,0,edge120,strict,14,30,47,139,0.972,0.980,0.973,2,68,7,4,13,18,True,localEmpty=0.109; fast greedy budget=450
161,composite_play_cand_161_composite_portrait150_125_composite_greedy_ab_13_rot180_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_161_composite_portrait150_125_composite_greedy_ab_13_rot180_keep_edge120.asset,composite_portrait150_125_composite_greedy_ab_137_r2_048_a491_a957_h0_rot90,rot180,keep,0,6,0,edge120,balanced,18,32,45,137,0.937,0.967,0.962,2,76,9,3,14,19,True,localEmpty=0.281; fast greedy budget=450
162,composite_play_cand_162_composite_portrait150_009_composite_greedy_ab_00_identity_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_162_composite_portrait150_009_composite_greedy_ab_00_identity_keep_edge120.asset,composite_portrait150_009_composite_greedy_ab_009_a876_a845_h2_rot90,identity,keep,0,5,0,edge120,fallback,20,30,44,136,0.964,0.958,0.968,1,63,7,2,15,19,True,localEmpty=0.125; fast greedy budget=450
163,composite_play_cand_163_composite_portrait150_015_composite_greedy_ab_01_identity_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_163_composite_portrait150_015_composite_greedy_ab_01_identity_keep_edge120.asset,composite_portrait150_015_composite_greedy_ab_015_r2_029_a456_a966_h2_rot90,identity,keep,0,2,0,edge120,fallback,15,28,43,135,0.946,0.949,0.963,3,69,7,3,18,18,True,localEmpty=0.234; fast greedy budget=450
164,composite_play_cand_164_composite_portrait150_028_composite_greedy_ab_03_identity_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_164_composite_portrait150_028_composite_greedy_ab_03_identity_keep_edge120.asset,composite_portrait150_028_composite_greedy_ab_031_r2_012_a419_a883_h0_rot90,identity,keep,0,5,0,edge120,fallback,17,31,46,159,0.946,0.940,0.959,2,55,5,2,20,16,True,localEmpty=0.328; fast greedy budget=477
165,composite_play_cand_165_composite_portrait150_057_composite_greedy_ab_06_identity_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_165_composite_portrait150_057_composite_greedy_ab_06_identity_keep_edge120.asset,composite_portrait150_057_composite_greedy_ab_063_a491_r1_198_a757_h0_rot90,identity,keep,0,3,0,edge120,fallback,13,32,47,136,0.961,0.942,0.963,4,91,11,4,13,21,True,localEmpty=0.188; fast greedy budget=450
166,composite_play_cand_166_composite_portrait150_070_composite_greedy_ab_07_identity_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_166_composite_portrait150_070_composite_greedy_ab_07_identity_keep_edge120.asset,composite_portrait150_070_composite_greedy_ab_076_r2_211_a789_a757_h0_rot90,identity,keep,0,5,0,edge120,fallback,16,32,41,134,0.947,0.958,0.975,2,78,8,5,14,18,True,localEmpty=0.359; fast greedy budget=450
167,composite_play_cand_167_composite_portrait150_071_composite_greedy_ab_07_identity_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_167_composite_portrait150_071_composite_greedy_ab_07_identity_keep_edge120.asset,composite_portrait150_071_composite_greedy_ab_078_r2_208_a782_a869_h0_rot90,identity,keep,0,6,0,edge120,fallback,13,36,48,167,0.931,0.945,0.950,2,79,7,5,14,24,True,localEmpty=0.281; fast greedy budget=501
168,composite_play_cand_168_composite_portrait150_080_composite_greedy_ab_08_identity_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_168_composite_portrait150_080_composite_greedy_ab_08_identity_keep_edge120.asset,composite_portrait150_080_composite_greedy_ab_087_r1_235_a852_a811_h0_rot90,identity,keep,0,3,0,edge120,fallback,11,30,47,139,0.948,0.953,0.952,2,63,5,3,22,18,True,localEmpty=0.219; fast greedy budget=450
169,composite_play_cand_169_composite_portrait150_015_composite_greedy_ab_01_hflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_169_composite_portrait150_015_composite_greedy_ab_01_hflip_keep_edge120.asset,composite_portrait150_015_composite_greedy_ab_015_r2_029_a456_a966_h2_rot90,hflip,keep,0,2,0,edge120,fallback,15,28,43,135,0.946,0.949,0.963,3,69,7,3,18,18,True,localEmpty=0.234; fast greedy budget=450
170,composite_play_cand_170_composite_portrait150_062_composite_greedy_ab_06_hflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_170_composite_portrait150_062_composite_greedy_ab_06_hflip_keep_edge120.asset,composite_portrait150_062_composite_greedy_ab_068_r1_195_a754_r1_198_a757__rot90,hflip,keep,0,3,0,edge120,fallback,10,32,46,149,0.954,0.954,0.953,3,45,5,1,9,21,True,localEmpty=0.250; fast greedy budget=450
171,composite_play_cand_171_composite_portrait150_070_composite_greedy_ab_07_hflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_171_composite_portrait150_070_composite_greedy_ab_07_hflip_keep_edge120.asset,composite_portrait150_070_composite_greedy_ab_076_r2_211_a789_a757_h0_rot90,hflip,keep,0,5,0,edge120,fallback,16,32,41,134,0.947,0.958,0.975,2,78,8,5,14,18,True,localEmpty=0.359; fast greedy budget=450
172,composite_play_cand_172_composite_portrait150_071_composite_greedy_ab_07_hflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_172_composite_portrait150_071_composite_greedy_ab_07_hflip_keep_edge120.asset,composite_portrait150_071_composite_greedy_ab_078_r2_208_a782_a869_h0_rot90,hflip,keep,0,6,0,edge120,fallback,13,36,48,167,0.931,0.945,0.950,2,79,7,5,14,24,True,localEmpty=0.281; fast greedy budget=501
173,composite_play_cand_173_composite_portrait150_076_composite_greedy_ab_08_hflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_173_composite_portrait150_076_composite_greedy_ab_08_hflip_keep_edge120.asset,composite_portrait150_076_composite_greedy_ab_083_r1_029_a456_r2_055_a501__rot90,hflip,keep,0,4,0,edge120,fallback,12,30,46,136,0.947,0.959,0.944,3,73,8,4,13,18,True,localEmpty=0.250; fast greedy budget=450
174,composite_play_cand_174_composite_portrait150_118_composite_greedy_ab_13_hflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_174_composite_portrait150_118_composite_greedy_ab_13_hflip_keep_edge120.asset,composite_portrait150_118_composite_greedy_ab_130_r2_029_a456_a716_h0_rot90,hflip,keep,0,3,0,edge120,fallback,18,29,44,139,0.956,0.944,0.967,3,68,6,3,22,18,True,localEmpty=0.203; fast greedy budget=450
175,composite_play_cand_175_composite_portrait150_025_composite_greedy_ab_02_vflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_175_composite_portrait150_025_composite_greedy_ab_02_vflip_keep_edge120.asset,composite_portrait150_025_composite_greedy_ab_028_r1_165_a691_a946_h2_rot90,vflip,keep,0,2,0,edge120,fallback,14,32,39,134,0.965,0.949,0.955,2,58,6,2,20,14,True,localEmpty=0.109; fast greedy budget=450
176,composite_play_cand_176_composite_portrait150_027_composite_greedy_ab_03_vflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_176_composite_portrait150_027_composite_greedy_ab_03_vflip_keep_edge120.asset,composite_portrait150_027_composite_greedy_ab_030_r2_165_a691_a946_h2_rot90,vflip,keep,0,4,0,edge120,fallback,17,35,39,145,0.950,0.951,0.964,2,69,5,5,20,18,True,localEmpty=0.188; fast greedy budget=450
177,composite_play_cand_177_composite_portrait150_028_composite_greedy_ab_03_vflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_177_composite_portrait150_028_composite_greedy_ab_03_vflip_keep_edge120.asset,composite_portrait150_028_composite_greedy_ab_031_r2_012_a419_a883_h0_rot90,vflip,keep,0,5,0,edge120,fallback,17,31,46,159,0.946,0.940,0.959,2,55,5,2,20,16,True,localEmpty=0.313; fast greedy budget=477
178,composite_play_cand_178_composite_portrait150_046_composite_greedy_ab_05_vflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_178_composite_portrait150_046_composite_greedy_ab_05_vflip_keep_edge120.asset,composite_portrait150_046_composite_greedy_ab_050_r1_154_a665_r1_198_a757__rot90,vflip,keep,0,2,0,edge120,fallback,16,32,49,142,0.941,0.956,0.961,2,66,6,3,17,21,True,localEmpty=0.313; fast greedy budget=450
179,composite_play_cand_179_composite_portrait150_067_composite_greedy_ab_07_vflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_179_composite_portrait150_067_composite_greedy_ab_07_vflip_keep_edge120.asset,composite_portrait150_067_composite_greedy_ab_073_r2_040_a472_r1_271_a943__rot90,vflip,keep,0,4,0,edge120,fallback,13,29,46,139,0.960,0.952,0.968,2,78,8,5,10,22,True,localEmpty=0.203; fast greedy budget=450
180,composite_play_cand_180_composite_portrait150_089_composite_greedy_ab_09_vflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_180_composite_portrait150_089_composite_greedy_ab_09_vflip_keep_edge120.asset,composite_portrait150_089_composite_greedy_ab_098_r2_237_a857_r2_152_a661__rot90,vflip,keep,0,3,0,edge120,fallback,23,28,43,127,0.942,0.949,0.963,3,65,6,2,20,21,True,localEmpty=0.313; fast greedy budget=450
181,composite_play_cand_181_composite_portrait150_025_composite_greedy_ab_02_rot180_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_181_composite_portrait150_025_composite_greedy_ab_02_rot180_keep_edge120.asset,composite_portrait150_025_composite_greedy_ab_028_r1_165_a691_a946_h2_rot90,rot180,keep,0,2,0,edge120,fallback,14,32,39,134,0.965,0.949,0.955,2,58,6,2,20,14,True,localEmpty=0.109; fast greedy budget=450
182,composite_play_cand_182_composite_portrait150_027_composite_greedy_ab_03_rot180_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_182_composite_portrait150_027_composite_greedy_ab_03_rot180_keep_edge120.asset,composite_portrait150_027_composite_greedy_ab_030_r2_165_a691_a946_h2_rot90,rot180,keep,0,4,0,edge120,fallback,17,35,39,145,0.950,0.951,0.964,2,69,5,5,20,18,True,localEmpty=0.203; fast greedy budget=450
183,composite_play_cand_183_composite_portrait150_046_composite_greedy_ab_05_rot180_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_183_composite_portrait150_046_composite_greedy_ab_05_rot180_keep_edge120.asset,composite_portrait150_046_composite_greedy_ab_050_r1_154_a665_r1_198_a757__rot90,rot180,keep,0,2,0,edge120,fallback,15,32,49,141,0.941,0.949,0.958,3,63,6,3,14,21,True,localEmpty=0.313; fast greedy budget=450
184,composite_play_cand_184_composite_portrait150_089_composite_greedy_ab_09_rot180_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_184_composite_portrait150_089_composite_greedy_ab_09_rot180_keep_edge120.asset,composite_portrait150_089_composite_greedy_ab_098_r2_237_a857_r2_152_a661__rot90,rot180,keep,0,3,0,edge120,fallback,23,28,43,127,0.942,0.949,0.963,3,65,6,2,20,21,True,localEmpty=0.313; fast greedy budget=450
185,composite_play_cand_185_composite_portrait150_133_composite_greedy_ab_14_hflip_keep_edge20,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_185_composite_portrait150_133_composite_greedy_ab_14_hflip_keep_edge20.asset,composite_portrait150_133_composite_greedy_ab_148_r1_278_a955_r1_178_a716__rot90,hflip,keep,0,2,0,edge20,fallback,20,29,39,146,0.965,0.947,0.965,2,60,4,2,28,18,True,localEmpty=0.156; fast greedy budget=450
186,composite_play_cand_186_composite_portrait150_133_composite_greedy_ab_14_rot180_keep_edge20,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_186_composite_portrait150_133_composite_greedy_ab_14_rot180_keep_edge20.asset,composite_portrait150_133_composite_greedy_ab_148_r1_278_a955_r1_178_a716__rot90,rot180,keep,0,2,0,edge20,fallback,20,29,39,146,0.965,0.947,0.965,2,60,4,2,28,18,True,localEmpty=0.156; fast greedy budget=450
187,composite_play_cand_187_composite_portrait150_087_composite_greedy_ab_09_identity_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_187_composite_portrait150_087_composite_greedy_ab_09_identity_keep_edge120.asset,composite_portrait150_087_composite_greedy_ab_096_r2_179_a717_a811_h0_rot90,identity,keep,0,2,2,edge120,floor,16,29,46,129,0.927,0.938,0.947,2,70,7,2,23,18,True,localEmpty=0.391; fast greedy budget=450
188,composite_play_cand_188_composite_portrait150_117_composite_greedy_ab_12_identity_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_188_composite_portrait150_117_composite_greedy_ab_12_identity_keep_edge120.asset,composite_portrait150_117_composite_greedy_ab_129_r2_071_a528_a761_h0_rot90,identity,keep,0,5,0,edge120,floor,22,33,44,134,0.972,0.933,0.959,2,88,9,3,26,19,True,localEmpty=0.078; fast greedy budget=450
189,composite_play_cand_189_composite_portrait150_118_composite_greedy_ab_13_identity_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_189_composite_portrait150_118_composite_greedy_ab_13_identity_keep_edge120.asset,composite_portrait150_118_composite_greedy_ab_130_r2_029_a456_a716_h0_rot90,identity,keep,0,3,0,edge120,floor,18,29,44,139,0.954,0.923,0.957,3,74,7,3,23,18,True,localEmpty=0.203; fast greedy budget=450
190,composite_play_cand_190_composite_portrait150_129_composite_greedy_ab_14_identity_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_190_composite_portrait150_129_composite_greedy_ab_14_identity_keep_edge120.asset,composite_portrait150_129_composite_greedy_ab_141_r2_010_a417_r1_067_a524__rot90,identity,keep,0,3,0,edge120,floor,18,32,50,172,0.930,0.931,0.913,3,108,11,4,22,29,True,localEmpty=0.234; fast greedy budget=516
191,composite_play_cand_191_composite_portrait150_028_composite_greedy_ab_03_hflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_191_composite_portrait150_028_composite_greedy_ab_03_hflip_keep_edge120.asset,composite_portrait150_028_composite_greedy_ab_031_r2_012_a419_a883_h0_rot90,hflip,keep,0,5,0,edge120,floor,16,31,46,158,0.945,0.927,0.952,2,54,5,2,19,16,True,localEmpty=0.313; fast greedy budget=474
192,composite_play_cand_192_composite_portrait150_057_composite_greedy_ab_06_hflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_192_composite_portrait150_057_composite_greedy_ab_06_hflip_keep_edge120.asset,composite_portrait150_057_composite_greedy_ab_063_a491_r1_198_a757_h0_rot90,hflip,keep,0,3,0,edge120,floor,12,32,47,135,0.961,0.935,0.960,4,88,11,4,10,21,True,localEmpty=0.188; fast greedy budget=450
193,composite_play_cand_193_composite_portrait150_087_composite_greedy_ab_09_hflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_193_composite_portrait150_087_composite_greedy_ab_09_hflip_keep_edge120.asset,composite_portrait150_087_composite_greedy_ab_096_r2_179_a717_a811_h0_rot90,hflip,keep,0,2,2,edge120,floor,16,29,46,129,0.927,0.938,0.947,2,70,7,2,23,18,True,localEmpty=0.344; fast greedy budget=450
194,composite_play_cand_194_composite_portrait150_092_composite_greedy_ab_10_hflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_194_composite_portrait150_092_composite_greedy_ab_10_hflip_keep_edge120.asset,composite_portrait150_092_composite_greedy_ab_101_r1_149_a654_r1_067_a524__rot90,hflip,keep,0,4,0,edge120,floor,26,32,45,143,0.953,0.927,0.942,3,94,10,4,22,20,True,localEmpty=0.188; fast greedy budget=450
195,composite_play_cand_195_composite_portrait150_117_composite_greedy_ab_12_hflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_195_composite_portrait150_117_composite_greedy_ab_12_hflip_keep_edge120.asset,composite_portrait150_117_composite_greedy_ab_129_r2_071_a528_a761_h0_rot90,hflip,keep,0,5,0,edge120,floor,21,33,44,133,0.971,0.927,0.952,3,87,9,3,25,19,True,localEmpty=0.109; fast greedy budget=450
196,composite_play_cand_196_composite_portrait150_057_composite_greedy_ab_06_vflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_196_composite_portrait150_057_composite_greedy_ab_06_vflip_keep_edge120.asset,composite_portrait150_057_composite_greedy_ab_063_a491_r1_198_a757_h0_rot90,vflip,keep,0,3,0,edge120,floor,12,32,47,135,0.961,0.935,0.960,4,95,12,4,12,21,True,localEmpty=0.188; fast greedy budget=450
197,composite_play_cand_197_composite_portrait150_063_composite_greedy_ab_06_vflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_197_composite_portrait150_063_composite_greedy_ab_06_vflip_keep_edge120.asset,composite_portrait150_063_composite_greedy_ab_069_r1_165_a691_a632_h0_rot90,vflip,keep,0,1,0,edge120,floor,22,32,38,132,0.943,0.934,0.947,2,59,6,1,24,15,True,localEmpty=0.250; fast greedy budget=450
198,composite_play_cand_198_composite_portrait150_070_composite_greedy_ab_07_vflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_198_composite_portrait150_070_composite_greedy_ab_07_vflip_keep_edge120.asset,composite_portrait150_070_composite_greedy_ab_076_r2_211_a789_a757_h0_rot90,vflip,keep,0,5,0,edge120,floor,19,32,41,137,0.944,0.923,0.957,2,90,9,6,17,18,True,localEmpty=0.406; fast greedy budget=450
199,composite_play_cand_199_composite_portrait150_100_composite_greedy_ab_11_vflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_199_composite_portrait150_100_composite_greedy_ab_11_vflip_keep_edge120.asset,composite_portrait150_100_composite_greedy_ab_111_r1_165_a691_r1_067_a524__rot90,vflip,keep,0,2,0,edge120,floor,20,32,43,146,0.942,0.938,0.947,3,70,7,2,24,17,True,localEmpty=0.188; fast greedy budget=450
200,composite_play_cand_200_composite_portrait150_117_composite_greedy_ab_12_vflip_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_200_composite_portrait150_117_composite_greedy_ab_12_vflip_keep_edge120.asset,composite_portrait150_117_composite_greedy_ab_129_r2_071_a528_a761_h0_rot90,vflip,keep,0,5,0,edge120,floor,22,33,44,134,0.972,0.933,0.959,2,88,9,3,26,19,True,localEmpty=0.078; fast greedy budget=450
201,composite_play_cand_201_composite_portrait150_063_composite_greedy_ab_06_rot180_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_201_composite_portrait150_063_composite_greedy_ab_06_rot180_keep_edge120.asset,composite_portrait150_063_composite_greedy_ab_069_r1_165_a691_a632_h0_rot90,rot180,keep,0,1,0,edge120,floor,22,32,38,132,0.943,0.934,0.947,2,59,6,1,24,15,True,localEmpty=0.250; fast greedy budget=450
202,composite_play_cand_202_composite_portrait150_095_composite_greedy_ab_10_rot180_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_202_composite_portrait150_095_composite_greedy_ab_10_rot180_keep_edge120.asset,composite_portrait150_095_composite_greedy_ab_105_r1_290_a987_r1_200_a761__rot90,rot180,keep,0,3,2,edge120,floor,22,32,45,136,0.962,0.920,0.942,2,61,5,3,20,18,True,localEmpty=0.156; fast greedy budget=450
203,composite_play_cand_203_composite_portrait150_100_composite_greedy_ab_11_rot180_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_203_composite_portrait150_100_composite_greedy_ab_11_rot180_keep_edge120.asset,composite_portrait150_100_composite_greedy_ab_111_r1_165_a691_r1_067_a524__rot90,rot180,keep,0,2,0,edge120,floor,20,32,43,146,0.942,0.938,0.947,3,70,7,2,24,17,True,localEmpty=0.188; fast greedy budget=450
204,composite_play_cand_204_composite_portrait150_118_composite_greedy_ab_13_rot180_keep_edge120,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_204_composite_portrait150_118_composite_greedy_ab_13_rot180_keep_edge120.asset,composite_portrait150_118_composite_greedy_ab_130_r2_029_a456_a716_h0_rot90,rot180,keep,0,3,0,edge120,floor,18,29,44,139,0.956,0.944,0.967,5,67,6,3,21,18,True,localEmpty=0.203; fast greedy budget=450
205,composite_play_cand_205_composite_portrait150_089_composite_greedy_ab_09_identity_keep_edge20,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_205_composite_portrait150_089_composite_greedy_ab_09_identity_keep_edge20.asset,composite_portrait150_089_composite_greedy_ab_098_r2_237_a857_r2_152_a661__rot90,identity,keep,0,3,0,edge20,floor,20,28,43,124,0.939,0.928,0.948,4,64,6,2,19,21,True,localEmpty=0.297; fast greedy budget=450
206,composite_play_cand_206_composite_portrait150_107_composite_greedy_ab_11_identity_keep_edge20,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_206_composite_portrait150_107_composite_greedy_ab_11_identity_keep_edge20.asset,composite_portrait150_107_composite_greedy_ab_118_a846_r1_067_a524_h0_rot90,identity,keep,0,3,0,edge20,floor,20,32,45,147,0.941,0.933,0.938,5,57,5,3,12,22,True,localEmpty=0.188; fast greedy budget=450
207,composite_play_cand_207_composite_portrait150_107_composite_greedy_ab_11_hflip_keep_edge20,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates360/composite_play_cand_207_composite_portrait150_107_composite_greedy_ab_11_hflip_keep_edge20.asset,composite_portrait150_107_composite_greedy_ab_118_a846_r1_067_a524_h0_rot90,hflip,keep,0,3,0,edge20,floor,20,32,45,147,0.941,0.933,0.938,5,57,5,3,12,22,True,localEmpty=0.188; fast greedy budget=450
