"order","sectionWaveRole","finalStatus","productionLane","productionStyle","productionChainLanguage","loadedAssetPath","width","height","chainCount","maxChainLen","avgChainLen","validEscapeChains","blockedChains","blockCellBlockedChains","openerRatio","decoyToOpenerRatio","dependencyEdges","dependencyDensity","dependencyDepth","dependencyCycleHits","crossRegionEdges","crossRegionEdgeRate","sameRegionEdgeRate","criticalBlockerChains","avgEscapeRayLength","longRayRate","immediateRayRate","shortRayRate","regionEntropy","observationPressureScore","observationClass","readDemandScore","readDemandClass","notes"
"229","Hard","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","strict_hard_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_10_nutation_strict_mixed_hard_v1_rect_s07_o070_v03_strictmixedhard_strict_hard_chain_hf1.asset","23","31","73","19","9.575","2","71","0","0.0274","35.5","71","0.9726","10","0","19","0.2676","0.7324","20","0.973","0","1","1","0.9681","78.07","HighObservation","28.58","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"230","Recovery","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_113_nutation_mixed_neutral_v1_rect_s36_o355_v01_neutralmixed_mixed_chain.asset","22","30","69","21","9.406","3","66","0","0.0435","22","66","0.9565","9","0","12","0.1818","0.8182","18","0.957","0","1","1","0.998","75.64","HighObservation","23.93","ReadLight","short_head_rays;adjacent_blockers_dominate"
"231","Recovery","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_26_nutation_strict_mixed_hard_v1_rect_s35_o345_v00_strictmixedhard_mixed_chain.asset","22","30","69","21","9.478","3","66","0","0.0435","22","66","0.9565","10","0","17","0.2576","0.7424","21","0.957","0","1","1","0.9778","77.84","HighObservation","29.03","ReadLight","short_head_rays;adjacent_blockers_dominate"
"232","Hard","ReplacedRhythmV4","maze_long_chain","longchain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_03_nutation_longchain_patch_v1_rect_c80hf_01_d1_lock_patch.asset","22","30","64","21","9.781","4","60","0","0.0625","15","60","0.9375","9","0","6","0.1","0.9","18","0.938","0","1","1","0.9722","72.89","HighObservation","19.47","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"234","Recovery","ReplacedRhythmV4","FlowCurve","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_48_nutation_flow_rail_v1_rect_s34_o337_v02_flowrail_rail_chain.asset","20","27","45","22","11.956","5","40","0","0.1111","8","40","0.8889","7","0","11","0.275","0.725","7","0.889","0","1","1","0.9936","78.5","HighObservation","18.55","ReadLight","short_head_rays;adjacent_blockers_dominate"
"236","Hard","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","choice_clamp_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_25_nutation_strict_mixed_choiceclamp_v1_rect_s18_o172_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","23","31","68","21","10.294","3","65","0","0.0441","21.667","65","0.9559","10","0","12","0.1846","0.8154","19","0.971","0","0.9853","1","0.968","75.49","HighObservation","25.5","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"237","Normal","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_53_nutation_mixed_neutral_v1_rect_s18_o174_v01_neutralmixed_mixed_chain.asset","22","30","68","21","9.441","3","65","0","0.0441","21.667","65","0.9559","10","0","8","0.1231","0.8769","18","0.956","0","1","1","0.9794","73.66","HighObservation","22.12","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"239","PeakExtreme","ReplacedRhythmV4","slot_seedweave_braid_carrier","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_26_l031_long_normal_a_sweep_s04_slot_seedweave_braid_carrier.asset","17","23","26","44","14.231","9","17","0","0.3462","1.889","17","0.6538","4","0","5","0.2941","0.7059","4","0.654","0","1","1","0.9806","58.29","ObservationHard","3.2","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"240","Recovery","ReplacedRhythmV4","PeelLight","peel","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain.asset","22","30","69","21","9.362","6","63","0","0.087","10.5","63","0.913","6","0","11","0.1746","0.8254","16","0.913","0","1","1","0.9986","75.42","HighObservation","18.03","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"241","Recovery","ReplacedRhythmV4","PeelHard","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smp/c5nep_w9smp_06_nutation_strict_mixed_peak_v1_rect_s07_o065_v01_strictmixedpeak_mixed_chain.asset","22","30","69","21","9.391","3","66","0","0.0435","22","66","0.9565","12","0","19","0.2879","0.7121","17","0.957","0","1","1","0.9806","78.8","HighObservation","29.94","ReadLight","short_head_rays;adjacent_blockers_dominate"
"244","Normal","ReplacedRhythmV4","FlowPatch","flow","patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_135_nutation_mixed_neutral_v1_rect_s38_o371_v02_neutralmixed_mixed_chain.asset","22","30","66","21","9.803","2","64","0","0.0303","32","64","0.9697","10","0","9","0.1406","0.8594","15","0.97","0","1","1","0.9935","74.32","HighObservation","21.17","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"245","PeakExtreme","ReplacedRhythmV4","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_12_nutation_longchain_spine_v1_rect_c80hf_03_d1_weave_spine.asset","24","32","51","26","14.255","4","47","0","0.0784","11.75","47","0.9216","8","0","7","0.1489","0.8511","13","0.922","0","1","1","0.9938","74.58","HighObservation","17.46","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"246","Recovery","ReplacedRhythmV4","FlowCurve","flow","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_114_nutation_mixed_neutral_v1_rect_s36_o355_v02_neutralmixed_mixed_chain.asset","22","30","66","21","9.894","2","64","0","0.0303","32","64","0.9697","12","0","13","0.2031","0.7969","18","0.97","0","1","1","0.9809","76.17","HighObservation","26.26","ReadLight","short_head_rays;adjacent_blockers_dominate"
"248","Normal","ReplacedRhythmV4","PeelLight","peel","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset","22","30","68","21","9.368","6","62","0","0.0882","10.333","62","0.9118","12","0","9","0.1452","0.8548","17","0.912","0","1","1","0.9988","74.51","HighObservation","22.79","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"249","Hard","ReplacedRhythmV4","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine.asset","22","30","50","26","12.54","3","47","0","0.06","15.667","47","0.94","8","0","17","0.3617","0.6383","15","0.94","0","1","1","0.9938","81.2","HighObservation","29.14","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"250","Normal","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain.asset","22","30","65","21","9.969","2","63","0","0.0308","31.5","63","0.9692","11","0","17","0.2698","0.7302","15","0.969","0","1","1","0.9841","78.27","HighObservation","27.72","ReadLight","short_head_rays;adjacent_blockers_dominate"
"252","Hard","ReplacedRhythmV4","maze_long_chain","longchain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_02_nutation_longchain_rail_v1_rect_c80hf3_01_d1_lock_rail.asset","22","30","56","22","11.143","4","52","0","0.0714","13","52","0.9286","6","0","14","0.2692","0.7308","15","0.929","0","1","1","0.9864","78.27","HighObservation","22.11","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"254","Normal","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","strict_hard_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_09_nutation_strict_mixed_hard_v1_rect_s16_o152_v02_strictmixedhard_strict_hard_chain_hf1.asset","23","31","70","21","9.986","1","69","0","0.0143","69","69","0.9857","9","0","9","0.1304","0.8696","23","0.986","0","1","1","0.9768","73.87","HighObservation","15.84","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"255","Recovery","ReplacedRhythmV4","FlowCurve","flow","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset","22","29","66","21","9.424","3","63","0","0.0455","21","63","0.9545","11","0","12","0.1905","0.8095","20","0.955","0","1","1","0.9932","75.87","HighObservation","25.73","ReadLight","short_head_rays;adjacent_blockers_dominate"
"256","PeakExtreme","ReplacedRhythmV4","slot_seedweave_braid_carrier","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","17","22","26","40","13.654","9","17","0","0.3462","1.889","17","0.6538","5","0","5","0.2941","0.7059","5","0.769","0","0.9231","1","0.975","62.65","ObservationHard","6.92","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"257","Normal","ReplacedRhythmV4","PeelLight","peel","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain.asset","22","30","66","21","9.803","1","65","0","0.0152","65","65","0.9848","10","0","12","0.1846","0.8154","21","0.985","0","1","1","0.9877","75.64","HighObservation","20.42","ReadLight","short_head_rays;adjacent_blockers_dominate"
"259","Recovery","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain.asset","22","30","66","21","9.909","3","63","0","0.0455","21","63","0.9545","10","0","18","0.2857","0.7143","14","0.955","0","1","1","0.9941","78.84","HighObservation","27.97","ReadLight","short_head_rays;adjacent_blockers_dominate"
"260","Normal","ReplacedRhythmV4","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_10_nutation_strict_mixed_hard_v1_rect_s12_o116_v01_strictmixedhard_mixed_chain.asset","21","28","66","21","8.788","3","63","0","0.0455","21","63","0.9545","7","0","12","0.1905","0.8095","19","0.955","0","1","1","0.9827","75.79","HighObservation","21.42","ReadLight","short_head_rays;adjacent_blockers_dominate"
"261","Recovery","ReplacedRhythmV4","PeelHard","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_01_nutation_strict_mixed_hard_v1_rect_s01_o010_v00_strictmixedhard_mixed_chain.asset","22","30","65","21","10.015","1","64","0","0.0154","64","64","0.9846","8","0","22","0.3438","0.6562","15","0.985","0","1","1","0.9854","80.58","HighObservation","23.86","ReadLight","short_head_rays;adjacent_blockers_dominate"
"262","Normal","ReplacedRhythmV4","PeelMid","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain.asset","21","28","65","20","8.862","2","63","0","0.0308","31.5","63","0.9692","8","0","15","0.2381","0.7619","17","0.969","0","1","1","0.9854","77.29","HighObservation","24.63","ReadLight","short_head_rays;adjacent_blockers_dominate"
"264","Hard","ReplacedRhythmV4","slot_seedweave_braid_carrier","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","17","22","26","40","13.654","9","17","0","0.3462","1.889","17","0.6538","5","0","5","0.2941","0.7059","5","0.769","0","0.9231","1","0.975","62.65","ObservationHard","6.92","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"265","Recovery","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","choice_clamp_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","22","30","64","21","10.203","3","61","0","0.0469","20.333","61","0.9531","13","0","14","0.2295","0.7705","18","0.953","0","1","1","0.9768","76.95","HighObservation","27.57","ReadLight","short_head_rays;adjacent_blockers_dominate"
"266","Normal","ReplacedRhythmV4","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine.asset","22","30","47","26","13.298","3","44","0","0.0638","14.667","44","0.9362","6","0","9","0.2045","0.7955","12","0.936","0","1","1","0.9901","76.28","HighObservation","16.82","ReadLight","short_head_rays;adjacent_blockers_dominate"
"269","PeakExtreme","ReplacedRhythmV4","slot_seedmaze_chamber_corridor","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_25_l031_long_normal_a_sweep_s04_slot_seedmaze_chamber_corridor.asset","17","23","22","40","16.591","9","13","0","0.4091","1.444","13","0.5909","4","0","2","0.1538","0.8462","4","0.591","0","1","1","0.9681","48.83","WatchLight","0","ReadLight","hard_role_low_observation;many_openers;mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"270","Normal","ReplacedRhythmV4","PeelMid","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_04_nutation_peel_rect_s01_o008_v03_peellight_curve_chain.asset","21","28","64","21","9.062","4","60","0","0.0625","15","60","0.9375","9","0","9","0.15","0.85","16","0.938","0","1","1","0.9943","74.62","HighObservation","20.92","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"271","Recovery","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","strict_peak_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_11_nutation_strict_mixed_peak_v1_rect_s12_o112_v04_strictmixedpeak_strict_peak_chain_hf1.asset","22","30","66","21","9.818","2","64","0","0.0303","32","64","0.9697","9","0","17","0.2656","0.7344","20","0.97","0","1","1","0.9672","78","HighObservation","27.93","ReadLight","short_head_rays;adjacent_blockers_dominate"
"272","Normal","ReplacedRhythmV4","slot_seedweave_braid_carrier","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_17_l022_long_normal_b_section_s03_slot_seedweave_braid_carrier.asset","18","21","21","42","17.143","8","13","0","0.381","1.625","13","0.619","4","0","3","0.2308","0.7692","4","0.619","0","1","1","0.978","52.62","ObservationHard","0","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate"
"274","Hard","ReplacedRhythmV4","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain.asset","21","28","63","21","9.095","5","58","0","0.0794","11.6","58","0.9206","10","0","7","0.1207","0.8793","13","0.921","0","1","1","0.999","73.75","HighObservation","18.86","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"275","Normal","ReplacedRhythmV4","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine.asset","22","30","48","26","13.062","3","45","0","0.0625","15","45","0.9375","9","0","10","0.2222","0.7778","13","0.938","0","1","1","0.9841","76.79","HighObservation","22.54","ReadLight","short_head_rays;adjacent_blockers_dominate"
"276","PeakExtreme","ReplacedRhythmV4","slot_seedmaze_section_weave","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave.asset","17","23","23","41","16.043","8","15","0","0.3478","1.875","15","0.6522","4","0","4","0.2667","0.7333","3","0.652","0","1","1","0.9668","57.19","ObservationHard","0.98","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"279","Normal","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain.asset","20","27","54","21","9.889","2","52","0","0.037","26","52","0.963","8","0","13","0.25","0.75","15","0.963","0","1","1","0.9875","77.68","HighObservation","23.93","ReadLight","short_head_rays;adjacent_blockers_dominate"
"280","Normal","ReplacedRhythmV4","FlowPatch","flow","patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain.asset","20","27","54","21","9.907","5","49","0","0.0926","9.8","49","0.9074","8","0","13","0.2653","0.7347","13","0.907","0","1","1","0.9741","78.05","HighObservation","23.25","ReadLight","short_head_rays;adjacent_blockers_dominate"
"281","Recovery","ReplacedRhythmV4","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine.asset","23","31","43","25","15.326","3","40","0","0.0698","13.333","40","0.9302","11","0","12","0.3","0.7","9","0.93","0","1","1","0.9719","79.11","HighObservation","25.15","ReadLight","short_head_rays;adjacent_blockers_dominate"
"282","Normal","ReplacedRhythmV4","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain.asset","21","28","54","20","10.796","4","50","0","0.0741","12.5","50","0.9259","5","0","11","0.22","0.78","14","0.926","0","1","1","0.9793","76.68","HighObservation","17.44","ReadLight","short_head_rays;adjacent_blockers_dominate"
"284","Hard","ReplacedRhythmV4","slot_headmix_outerclean","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean.asset","17","23","29","41","12.862","8","21","0","0.2759","2.625","21","0.7241","6","0","9","0.4286","0.5714","5","0.759","0","1","1","0.959","73.13","HighObservation","9.32","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"286","Normal","ReplacedRhythmV4","slot_seedmaze_chamber_corridor","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedmaze_chamber_corridor.asset","17","22","24","39","14.542","8","16","0","0.3333","2","16","0.6667","5","0","3","0.1875","0.8125","3","0.667","0","1","1","0.9899","60.55","ObservationHard","0","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate"
"287","PeakExtreme","ReplacedRhythmV4","slot_seedweave_dense_support","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support.asset","18","21","29","38","12.172","10","19","0","0.3448","1.9","19","0.6552","6","0","5","0.2632","0.7368","5","0.69","0","1","1","0.9921","61.93","ObservationHard","5.19","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"289","Hard","ReplacedRhythmV4","FlowRail","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain.asset","18","24","39","22","10.949","8","31","0","0.2051","3.875","31","0.7949","5","0","7","0.2258","0.7742","8","0.795","0","1","1","0.9879","75.05","HighObservation","6.73","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"290","Recovery","ReplacedRhythmV4","slot_seedweave_braid_carrier","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_02_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset","12","16","15","38","12.067","7","8","0","0.4667","1.143","8","0.5333","2","0","4","0.5","0.5","1","0.8","0","0.9333","0.9333","0.9665","40.06","WatchLight","7.06","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate"
"291","Recovery","ReplacedRhythmV4","FlowCurve","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_13_nutation_flow_rail_v1_rect_s02_o011_v00_flowrail_rail_chain.asset","18","24","40","22","10.675","5","35","0","0.125","7","35","0.875","4","0","12","0.3429","0.6571","10","0.875","0","1","1","0.9883","76.17","HighObservation","19.37","ReadLight","short_head_rays;adjacent_blockers_dominate"
"294","Recovery","ReplacedRhythmV4","slot_seedweave_braid_carrier","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset","12","16","15","38","12.067","7","8","0","0.4667","1.143","8","0.5333","2","0","4","0.5","0.5","1","0.8","0","0.9333","0.9333","0.9665","40.06","WatchLight","7.06","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate"
"295","Normal","ReplacedRhythmV4","FlowRail","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain.asset","18","24","38","21","11.316","7","31","0","0.1842","4.429","31","0.8158","4","0","12","0.3871","0.6129","9","0.816","0","1","1","0.9621","77.09","HighObservation","13.87","ReadLight","short_head_rays;adjacent_blockers_dominate"
"296","Hard","ReplacedRhythmV4","slot_seedmaze_chamber_corridor","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_10_l011_long_normal_a_normal_s02_slot_seedmaze_chamber_corridor.asset","13","17","17","36","12.294","9","8","0","0.5294","0.889","8","0.4706","4","0","2","0.25","0.75","1","0.588","0","0.9412","1","0.9857","40.29","WatchLight","0.29","ReadLight","hard_role_low_observation;many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"297","Normal","ReplacedRhythmV4","FlowPatch","flow","patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_03_nutation_flow_rail_v1_rect_s06_o060_v02_flowrail_patch_chain.asset","18","24","38","22","11.316","2","36","0","0.0526","18","36","0.9474","6","0","15","0.4167","0.5833","10","0.947","0","1","1","0.9531","82.59","HighObservation","22.6","ReadLight","short_head_rays;adjacent_blockers_dominate"
"299","PeakExtreme","ReplacedRhythmV4","slot_headmix_outerclean","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_headmix_outerclean.asset","12","16","15","34","12","8","7","0","0.5333","0.875","7","0.4667","2","0","0","0","1","2","0.667","0","0.8667","1","0.9949","26.97","LowObservation","0","ReadLight","hard_role_low_observation;many_openers;mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"300","Recovery","ReplacedRhythmV4","FlowCurve","flow","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_04_nutation_flow_rail_v1_rect_s07_o068_v00_flowrail_mixed_chain.asset","18","24","36","21","11.833","5","31","0","0.1389","6.2","31","0.8611","6","0","13","0.4194","0.5806","8","0.861","0","1","1","0.991","82.97","HighObservation","20.07","ReadLight","short_head_rays;adjacent_blockers_dominate"
"302","Normal","OriginalTargetMissingHardGate","FlowCurve","","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset","20","39","102","13","7.578","16","86","0","0.1569","5.375","86","0.8431","10","0","7","0.0814","0.9186","22","0.843","0","1","1","0.9973","72.51","HighObservation","17.09","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"304","Normal","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_138_direct_normal_rect_stair_push_g1_v14.asset","23","40","122","13","7.426","25","97","0","0.2049","3.88","97","0.7951","9","0","18","0.1856","0.8144","23","0.795","0","1","1","0.9971","73.89","HighObservation","17.04","ReadLight","short_head_rays;adjacent_blockers_dominate"
"305","Hard","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain.asset","25","33","82","21","9.976","3","79","0","0.0366","26.333","79","0.9634","11","0","21","0.2658","0.7342","21","0.963","0","1","1","0.987","78.17","HighObservation","29.54","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
