"order","sectionWaveRole","readDemandGate","readDemandScore","observationPressureScore","chainCount","openerRatio","avgEscapeRayLength","shortRayRate","crossRegionEdgeRate","dependencyDepth","dependencyEdges","productionLane","productionStyle","productionChainLanguage","loadedAssetPath","gateReasons"
"116","Hard","RegenPriority","20.98","73.83","82","0.0366","0.963","1","0.1266","9","79","PeelHard","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_09_nutation_strict_mixed_hard_v1_rect_s17_o169_v03_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"221","Hard","RegenPriority","20.97","76.31","58","0.069","0.931","1","0.2037","8","54","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_24_nutation_longchain_spine_v1_rect_c80_06_d2_lock_spine.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"77","Normal","RegenPriority","20.96","78.78","46","0.087","0.913","1","0.2857","6","42","FlowCurve","flow","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_52_nutation_flow_rail_v1_rect_s48_o471_v00_flowrail_curve_chain.asset","read_below_near;adjacent_blockers_saturated"
"471","Recovery","RegenPriority","20.96","78.78","46","0.087","0.913","1","0.2857","6","42","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_52_nutation_flow_rail_v1_rect_s48_o471_v00_flowrail_curve_chain.asset","read_below_near;adjacent_blockers_saturated"
"270","Normal","RegenPriority","20.92","74.62","64","0.0625","0.938","1","0.15","9","60","PeelMid","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_04_nutation_peel_rect_s01_o008_v03_peellight_curve_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"450","Normal","RegenPriority","20.88","73.93","165","0.1394","0.861","1","0.1268","12","142","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"364","Normal","RegenPriority","20.82","74.15","166","0.1446","0.855","1","0.1338","11","142","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"486","Recovery","RegenPriority","20.81","72.91","213","0.0986","0.901","1","0.0938","13","192","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"466","Normal","RegenPriority","20.78","73.22","166","0.1265","0.873","1","0.1034","13","145","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"420","Recovery","RegenPriority","20.75","74.57","143","0.1538","0.846","1","0.1488","12","121","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"84","Hard","RegenPriority","20.71","75.54","80","0.025","0.975","1","0.1795","8","78","PeelMid","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"405","Hard","RegenPriority","20.71","75.54","80","0.025","0.975","1","0.1795","8","78","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"444","Hard","RegenPriority","20.65","73.66","159","0.0943","0.906","1","0.1181","9","144","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"499","Recovery","RegenPriority","20.65","74.37","159","0.1509","0.849","1","0.1407","14","135","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_129_direct_diff_veryhard_long_spine_long_corridor_g2_v03.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"375","Recovery","RegenPriority","20.62","74.33","157","0.1338","0.866","1","0.1397","9","136","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"472","Hard","RegenPriority","20.53","72.74","231","0.1169","0.883","1","0.0882","16","204","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"441","Recovery","RegenPriority","20.52","75.09","105","0.1333","0.867","1","0.1648","8","91","FlowPatch","","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"257","Normal","RegenPriority","20.42","75.64","66","0.0152","0.985","1","0.1846","10","65","PeelLight","peel","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"220","Normal","RegenPriority","20.35","75.78","70","0.0143","0.986","1","0.1884","14","69","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_137_nutation_mixed_neutral_v1_rect_s25_o250_v01_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"409","Hard","RegenPriority","20.34","72.63","145","0.1034","0.897","1","0.0846","15","130","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"488","Normal","RegenPriority","20.27","73.51","195","0.1385","0.862","1","0.1131","10","168","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"460","Normal","RegenPriority","20.15","74.21","156","0.1538","0.846","1","0.1364","12","132","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"360","Recovery","RegenPriority","20.08","73.68","118","0.1441","0.856","1","0.1188","10","101","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"300","Recovery","RegenPriority","20.07","82.97","36","0.1389","0.861","1","0.4194","6","31","FlowCurve","flow","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_04_nutation_flow_rail_v1_rect_s07_o068_v00_flowrail_mixed_chain.asset","read_below_near;ray_too_local;adjacent_blockers_saturated"
"129","PeakExtreme","RegenPriority","20.04","77.99","42","0.2143","0.905","0.9762","0.3333","6","33","slot_seedmaze_chamber_corridor","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_164_l212_long_normal_b_maze_s22_slot_seedmaze_chamber_corridor.asset","read_below_near;too_many_openers"
"490","Normal","RegenPriority","19.99","73.45","199","0.1407","0.859","1","0.1111","12","171","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"209","PeakExtreme","RegenPriority","19.98","73.19","61","0.0656","0.934","1","0.1053","10","57","maze_long_chain","longchain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_03_nutation_longchain_patch_v1_rect_c80hf3_01_d1_lock_patch.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"34","Normal","RegenPriority","19.94","75.85","79","0.0127","0.987","1","0.1923","12","78","PeelLight","peel","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"439","Recovery","RegenPriority","19.94","75.85","79","0.0127","0.987","1","0.1923","12","78","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"400","Normal","RegenPriority","19.93","76.21","143","0.1818","0.818","1","0.2051","9","117","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset","read_below_near;too_many_openers;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"470","Recovery","RegenPriority","19.88","73.4","149","0.1409","0.859","1","0.1094","16","128","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"389","PeakExtreme","RegenPriority","19.82","74.84","75","0.0667","0.933","1","0.1571","7","70","PressurePeak","maze_long_chain","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_15_nutation_longchain_patch_v1_rect_c80hf_04_d1_core_patch.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"454","Hard","RegenPriority","19.79","75.59","156","0.109","0.897","1","0.1799","6","139","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"437","Normal","RegenPriority","19.75","73.28","164","0.1402","0.86","1","0.1064","10","141","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"399","Normal","RegenPriority","19.74","74.96","144","0.1736","0.826","1","0.1597","10","119","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"388","Hard","RegenPriority","19.62","72.94","164","0.0488","0.957","1","0.0962","9","156","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L388_sgp_manual_keep_outer1_repair_02_sgp_seed_hard_skeleton_newseed2026061.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"102","Normal","RegenPriority","19.6","76.7","56","0.0179","0.982","1","0.2182","8","55","Campaign500_HardGateUntil0910","hardgate","unknown_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_43_nutation_strict_mixed_localbreak_v1_rect_s19_o182_v00_strictmixedlocalbreak_local_break_chain_hf1.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"68","Normal","RegenPriority","19.54","77.85","52","0.0385","0.962","1","0.26","7","50","FlowCurve","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_30_nutation_flow_rail_v1_rect_s22_o220_v02_flowrail_rail_chain.asset","read_below_near;adjacent_blockers_saturated"
"474","Recovery","RegenPriority","19.54","74.86","178","0.1404","0.86","1","0.1569","8","153","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"372","Hard","RegenPriority","19.52","73.82","79","0.0759","0.924","1","0.1233","8","73","PeelMid","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_21_nutation_longchain_curve_v1_rect_c80hf_06_d2_lock_curve.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"379","Recovery","RegenPriority","19.51","74.95","157","0.1592","0.841","1","0.1591","9","132","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"99","Normal","RegenPriority","19.47","76","94","0.0106","0.989","1","0.1935","11","93","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_40_nutation_strict_mixed_peak_v1_rect_s23_o227_v03_strictmixedpeak_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"232","Hard","RegenPriority","19.47","72.89","64","0.0625","0.938","1","0.1","9","60","maze_long_chain","longchain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_03_nutation_longchain_patch_v1_rect_c80hf_01_d1_lock_patch.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"370","Normal","RegenPriority","19.47","74.21","148","0.1622","0.838","1","0.1371","13","124","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_141_direct_diff_veryhard_long_spine_snake_spine_g0_v06.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"436","PeakExtreme","RegenPriority","19.42","74.59","84","0.0476","0.952","1","0.15","7","80","LongChainProbe","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"11","Normal","RegenPriority","19.4","82.86","34","0.1471","0.853","1","0.4138","5","29","FlowCurve","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_12_nutation_flow_rail_v1_rect_s10_o092_v02_flowrail_rail_chain.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;dependency_depth_low"
"92","Normal","RegenPriority","19.4","76.6","42","0.0714","0.929","1","0.359","4","39","FlowPatch","flow","patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_36_nutation_flow_rail_v1_rect_s24_o234_v02_flowrail_patch_chain.asset","read_below_near;adjacent_blockers_saturated;dependency_depth_low"
"291","Recovery","RegenPriority","19.37","76.17","40","0.125","0.875","1","0.3429","4","35","FlowCurve","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_13_nutation_flow_rail_v1_rect_s02_o011_v00_flowrail_rail_chain.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;dependency_depth_low"
"404","Hard","RegenPriority","19.3","72.77","155","0.1355","0.865","1","0.0896","12","134","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"410","Recovery","RegenPriority","19.3","74.29","139","0.1655","0.835","1","0.1379","15","116","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"452","Normal","RegenPriority","19.24","74.09","154","0.1623","0.838","1","0.1318","13","129","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"382","Normal","RegenPriority","19.17","73.93","150","0.16","0.84","1","0.127","10","126","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"95","Normal","RegenPriority","18.91","78.25","52","0.1346","0.865","1","0.2667","7","45","FlowRail","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_74_nutation_flow_rail_v1_rect_s20_o197_v01_flowrail_rail_chain.asset","read_below_near;ray_too_local;adjacent_blockers_saturated"
"125","Hard","RegenPriority","18.86","73.42","76","0.0526","0.947","1","0.1111","8","72","maze_long_chain","longchain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_11_nutation_longchain_patch_v1_rect_c80hf3_03_d1_weave_patch.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"274","Hard","RegenPriority","18.86","73.75","63","0.0794","0.921","1","0.1207","10","58","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"234","Recovery","RegenPriority","18.55","78.5","45","0.1111","0.889","1","0.275","7","40","FlowCurve","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_48_nutation_flow_rail_v1_rect_s34_o337_v02_flowrail_rail_chain.asset","read_below_near;ray_too_local;adjacent_blockers_saturated"
"337","Recovery","RegenPriority","18.55","78.5","45","0.1111","0.889","1","0.275","7","40","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_48_nutation_flow_rail_v1_rect_s34_o337_v02_flowrail_rail_chain.asset","read_below_near;ray_too_local;adjacent_blockers_saturated"
"494","Normal","RegenPriority","18.32","72.44","192","0.1406","0.859","1","0.0788","17","165","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"332","Normal","RegenPriority","18.3","74.3","118","0.1441","0.856","1","0.1386","8","101","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"354","Recovery","RegenPriority","18.25","74.35","126","0.1825","0.817","1","0.1456","10","103","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01.asset","read_below_near;too_many_openers;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"319","Recovery","RegenPriority","18.18","73.43","115","0.2087","0.791","1","0.1868","12","91","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset","read_below_near;too_many_openers;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"240","Recovery","RegenPriority","18.03","75.42","69","0.087","0.913","1","0.1746","6","63","PeelLight","peel","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"411","Recovery","RegenPriority","18.03","75.42","69","0.087","0.913","1","0.1746","6","63","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"416","Hard","RegenPriority","17.77","74.16","149","0.1477","0.852","1","0.1339","8","127","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"440","Normal","RegenPriority","17.63","73.83","161","0.1429","0.857","1","0.1232","8","138","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"161","Recovery","RegenPriority","17.56","74.26","47","0.0851","0.915","1","0.3023","4","43","FlowRail","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain.asset","read_below_near;adjacent_blockers_saturated;dependency_depth_low"
"311","Normal","RegenPriority","17.56","74.26","47","0.0851","0.915","1","0.3023","4","43","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain.asset","read_below_near;adjacent_blockers_saturated;dependency_depth_low"
"159","Normal","RegenPriority","17.49","75.45","71","0.0423","0.958","1","0.1765","7","68","PeelLight","peel","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_56_nutation_strict_mixed_hard_v1_rect_s50_o496_v00_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"496","PeakExtreme","RegenPriority","17.49","75.45","71","0.0423","0.958","1","0.1765","7","68","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_56_nutation_strict_mixed_hard_v1_rect_s50_o496_v00_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"245","PeakExtreme","RegenPriority","17.46","74.58","51","0.0784","0.922","1","0.1489","8","47","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_12_nutation_longchain_spine_v1_rect_c80hf_03_d1_weave_spine.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"282","Normal","RegenPriority","17.44","76.68","54","0.0741","0.926","1","0.22","5","50","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain.asset","read_below_near;adjacent_blockers_saturated;dependency_depth_low"
"361","Recovery","RegenPriority","17.4","73.89","177","0.1469","0.853","1","0.1258","8","151","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"390","Normal","RegenPriority","17.24","73.9","136","0.1324","0.868","1","0.1271","7","118","NeutralMixed","","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"302","Normal","RegenPriority","17.09","72.51","102","0.1569","0.843","1","0.0814","10","86","FlowCurve","","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"320","Normal","RegenPriority","17.05","73.78","114","0.1491","0.851","1","0.1237","8","97","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"304","Normal","RegenPriority","17.04","73.89","122","0.2049","0.795","1","0.1856","9","97","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_138_direct_normal_rect_stair_push_g1_v14.asset","read_below_near;too_many_openers;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"121","Recovery","RegenPriority","17.02","76.82","45","0.1111","0.889","1","0.225","5","40","FlowRail","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_33_nutation_flow_rail_v1_rect_s23_o230_v02_flowrail_rail_chain.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;dependency_depth_low"
"266","Normal","RegenPriority","16.82","76.28","47","0.0638","0.936","1","0.2045","6","44","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"434","Normal","RegenPriority","16.77","72.5","162","0.1605","0.84","1","0.0809","13","136","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
