"order","category","replacementMark","isPatch","finalStatus","sourceRoot","sourceKind","templateW","templateH","templateArea","actualW","actualH","actualArea","areaDelta","areaRatio","templateChains","actualChains","chainDelta","productionLane","chainLanguage","placementReason"
"376","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","26","44","1144","26","34","884","-260","0.773","186","89","-97","PressurePeak","mixed_chain","strict_complete_explicit_replacement"
"377","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","32","24","768","32","24","768","0","1","72","72","0","","","unchanged_from_v3_or_non_normal"
"378","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","44","38","1672","44","38","1672","0","1","134","138","4","","","unchanged_from_v3_or_non_normal"
"379","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","22","44","968","22","44","968","0","1","157","157","0","","","unchanged_from_v3_or_non_normal"
"380","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","22","40","880","22","40","880","0","1","144","144","0","","","unchanged_from_v3_or_non_normal"
"381","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","24","38","912","24","38","912","0","1","145","145","0","","","unchanged_from_v3_or_non_normal"
"382","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","22","44","968","22","44","968","0","1","150","150","0","","","unchanged_from_v3_or_non_normal"
"383","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","38","42","1596","38","42","1596","0","1","142","141","-1","","","unchanged_from_v3_or_non_normal"
"384","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","26","41","1066","25","33","825","-241","0.774","172","84","-88","PeelMid","rail_chain","strict_complete_explicit_replacement"
"385","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","24","30","720","24","30","720","0","1","71","71","0","","","unchanged_from_v3_or_non_normal"
"386","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","22","39","858","22","29","638","-220","0.744","116","66","-50","FlowCurve","curve_chain","strict_complete_explicit_replacement"
"387","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","42","42","1764","42","42","1764","0","1","149","135","-14","","","unchanged_from_v3_or_non_normal"
"388","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","34","48","1632","34","48","1632","0","1","164","164","0","","","unchanged_from_v3_or_non_normal"
"389","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","25","45","1125","24","34","816","-309","0.725","181","75","-106","PressurePeak","mixed_chain","unchanged_from_v3_or_non_normal"
"390","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictGapfill","21","41","861","21","41","861","0","1","136","84","-52","NeutralMixed","mixed_chain","strict_complete_explicit_replacement"
"391","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","23","39","897","23","39","897","0","1","137","137","0","","","unchanged_from_v3_or_non_normal"
"392","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","34","28","952","34","28","952","0","1","87","87","0","","","unchanged_from_v3_or_non_normal"
"393","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","38","49","1862","38","49","1862","0","1","149","149","0","","","unchanged_from_v3_or_non_normal"
"394","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","26","48","1248","25","33","825","-423","0.661","173","81","-92","PeelMid","rail_chain","strict_complete_explicit_replacement"
"395","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","24","39","936","24","32","768","-168","0.821","123","72","-51","NeutralMixed","mixed_chain","strict_complete_explicit_replacement"
"396","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","28","46","1288","25","34","850","-438","0.66","174","84","-90","PressurePeak","mixed_chain","unchanged_from_v3_or_non_normal"
"397","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictGapfill","23","35","805","23","35","805","0","1","105","75","-30","NeutralMixed","mixed_chain","strict_complete_explicit_replacement"
"398","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","44","43","1892","44","43","1892","0","1","153","154","1","","","unchanged_from_v3_or_non_normal"
"399","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","24","38","912","24","38","912","0","1","144","144","0","","","unchanged_from_v3_or_non_normal"
"400","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","23","38","874","23","38","874","0","1","143","143","0","","","unchanged_from_v3_or_non_normal"
"401","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","32","26","832","32","26","832","0","1","73","73","0","","","unchanged_from_v3_or_non_normal"
"402","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","30","33","990","22","30","660","-330","0.667","129","68","-61","PeelLight","curve_chain","strict_complete_explicit_replacement"
"403","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","44","38","1672","44","38","1672","0","1","150","139","-11","","","unchanged_from_v3_or_non_normal"
"404","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","25","39","975","25","39","975","0","1","155","155","0","","","unchanged_from_v3_or_non_normal"
"405","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","25","43","1075","25","33","825","-250","0.767","170","80","-90","PeelMid","curve_chain","strict_complete_explicit_replacement"
"406","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","18","36","648","22","30","660","12","1.019","84","71","-13","NeutralMixed","mixed_chain","strict_complete_explicit_replacement"
"407","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","24","49","1176","26","34","884","-292","0.752","196","92","-104","","","strict_complete_explicit_replacement"
"408","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","36","44","1584","36","44","1584","0","1","153","135","-18","","","unchanged_from_v3_or_non_normal"
"409","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","23","40","920","23","40","920","0","1","145","145","0","","","unchanged_from_v3_or_non_normal"
"410","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","21","42","882","21","42","882","0","1","139","139","0","","","unchanged_from_v3_or_non_normal"
"411","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","22","41","902","22","30","660","-242","0.732","114","69","-45","PeelLight","rail_chain","strict_complete_explicit_replacement"
"412","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-hub-maze-mixed","hub_mixed_refill30_local9","32","39","1248","23","31","713","-535","0.571","158","101","-57","PeelMid","rail_chain","unchanged_from_v3_or_non_normal"
"413","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","38","49","1862","38","49","1862","0","1","153","153","0","","","unchanged_from_v3_or_non_normal"
"414","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","22","37","814","22","30","660","-154","0.811","107","73","-34","FlowRail","rail_chain","strict_complete_explicit_replacement"
"415","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","23","38","874","23","38","874","0","1","141","141","0","","","unchanged_from_v3_or_non_normal"
"416","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","25","38","950","25","38","950","0","1","149","149","0","","","unchanged_from_v3_or_non_normal"
"417","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","28","30","840","28","30","840","0","1","75","75","0","","","unchanged_from_v3_or_non_normal"
"418","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","42","42","1764","42","42","1764","0","1","157","130","-27","","","unchanged_from_v3_or_non_normal"
"419","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","27","47","1269","27","36","972","-297","0.766","203","92","-111","LongChainProbe","rail_chain","unchanged_from_v3_or_non_normal"
"420","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","22","42","924","22","42","924","0","1","143","143","0","","","unchanged_from_v3_or_non_normal"
"421","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","25","45","1125","25","45","1125","0","1","180","180","0","","","unchanged_from_v3_or_non_normal"
"422","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","23","38","874","22","30","660","-214","0.755","113","66","-47","NeutralMixed","mixed_chain","strict_complete_explicit_replacement"
"423","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","44","38","1672","44","38","1672","0","1","136","139","3","","","unchanged_from_v3_or_non_normal"
"424","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","22","37","814","22","30","660","-154","0.811","129","74","-55","PeelLight","curve_chain","strict_complete_explicit_replacement"
"425","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","28","48","1344","27","36","972","-372","0.723","213","86","-127","LongChainProbe","patch_chain","unchanged_from_v3_or_non_normal"
"426","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","32","24","768","32","24","768","0","1","80","80","0","","","unchanged_from_v3_or_non_normal"
"427","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","44","40","1760","44","40","1760","0","1","161","166","5","","","unchanged_from_v3_or_non_normal"
"428","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","24","39","936","24","39","936","0","1","146","146","0","","","unchanged_from_v3_or_non_normal"
"429","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","27","48","1296","28","38","1064","-232","0.821","205","84","-121","PeelMid","rail_chain","unchanged_from_v3_or_non_normal"
"430","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","24","39","936","24","39","936","0","1","147","147","0","","","unchanged_from_v3_or_non_normal"
"431","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictGapfill","23","39","897","22","30","660","-237","0.736","112","67","-45","NeutralMixed","mixed_chain","strict_complete_explicit_replacement"
"432","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-hub-maze-mixed","hub_mixed_refill30_local9","24","43","1032","23","31","713","-319","0.691","164","99","-65","PeelMid","rail_chain","unchanged_from_v3_or_non_normal"
"433","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","43","47","2021","43","47","2021","0","1","161","162","1","","","unchanged_from_v3_or_non_normal"
"434","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","24","43","1032","24","43","1032","0","1","162","162","0","","","unchanged_from_v3_or_non_normal"
"435","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","28","28","784","28","28","784","0","1","76","76","0","","","unchanged_from_v3_or_non_normal"
"436","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","27","45","1215","26","35","910","-305","0.749","194","84","-110","LongChainProbe","curve_chain","unchanged_from_v3_or_non_normal"
"437","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","25","41","1025","25","41","1025","0","1","164","164","0","","","unchanged_from_v3_or_non_normal"
"438","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","43","43","1849","43","43","1849","0","1","166","172","6","","","unchanged_from_v3_or_non_normal"
"439","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","24","40","960","24","32","768","-192","0.8","158","79","-79","PeelLight","rail_chain","strict_complete_explicit_replacement"
"440","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","23","44","1012","23","44","1012","0","1","161","161","0","","","unchanged_from_v3_or_non_normal"
"441","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictGapfill","22","36","792","22","36","792","0","1","105","83","-22","StrictMixedLocalBreak","mixed_chain","strict_complete_explicit_replacement"
"442","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","34","28","952","34","28","952","0","1","81","81","0","","","unchanged_from_v3_or_non_normal"
"443","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","39","31","1209","39","31","1209","0","1","84","86","2","","","unchanged_from_v3_or_non_normal"
"444","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","23","43","989","23","43","989","0","1","159","159","0","","","unchanged_from_v3_or_non_normal"
"445","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","24","51","1224","26","35","910","-314","0.743","197","87","-110","PeelMid","rail_chain","strict_complete_explicit_replacement"
"446","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictGapfill","22","38","836","22","30","660","-176","0.789","136","75","-61","PeelLight","curve_chain","strict_complete_explicit_replacement"
"447","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","31","36","1116","31","36","1116","0","1","78","95","17","","","unchanged_from_v3_or_non_normal"
"448","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","24","48","1152","24","48","1152","0","1","196","196","0","","","unchanged_from_v3_or_non_normal"
"449","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","27","41","1107","27","36","972","-135","0.878","181","86","-95","LongChainProbe","rail_chain","unchanged_from_v3_or_non_normal"
"450","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","24","44","1056","24","44","1056","0","1","165","165","0","","","unchanged_from_v3_or_non_normal"
"451","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","32","30","960","32","30","960","0","1","90","90","0","","","unchanged_from_v3_or_non_normal"
"452","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","23","42","966","23","42","966","0","1","154","154","0","","","unchanged_from_v3_or_non_normal"
"453","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","44","38","1672","44","38","1672","0","1","106","111","5","","","unchanged_from_v3_or_non_normal"
"454","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","34","48","1632","34","48","1632","0","1","156","156","0","","","unchanged_from_v3_or_non_normal"
"455","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","22","42","924","24","32","768","-156","0.831","149","82","-67","PeelLight","rail_chain","strict_complete_explicit_replacement"
"456","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","28","50","1400","29","38","1102","-298","0.787","224","92","-132","LongChainProbe","patch_chain","unchanged_from_v3_or_non_normal"
"457","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","23","40","920","22","30","660","-260","0.717","117","74","-43","NeutralMixed","mixed_chain","strict_complete_explicit_replacement"
"458","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","38","38","1444","38","38","1444","0","1","112","95","-17","","","unchanged_from_v3_or_non_normal"
"459","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","24","47","1128","25","33","825","-303","0.731","180","81","-99","PeelMid","curve_chain","strict_complete_explicit_replacement"
"460","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","25","39","975","25","39","975","0","1","156","156","0","","","unchanged_from_v3_or_non_normal"
"461","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","25","41","1025","25","41","1025","0","1","168","168","0","","","unchanged_from_v3_or_non_normal"
"462","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictGapfill","21","40","840","21","40","840","0","1","135","83","-52","StrictMixedLocalBreak","mixed_chain","strict_complete_explicit_replacement"
"463","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","29","38","1102","29","38","1102","0","1","71","89","18","","","unchanged_from_v3_or_non_normal"
"464","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","22","38","836","22","30","660","-176","0.789","111","65","-46","NeutralMixed","mixed_chain","strict_complete_explicit_replacement"
"465","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","28","48","1344","29","38","1102","-242","0.82","213","104","-109","LongChainProbe","curve_chain","unchanged_from_v3_or_non_normal"
"466","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","26","40","1040","26","40","1040","0","1","166","166","0","","","unchanged_from_v3_or_non_normal"
"467","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","26","26","676","26","26","676","0","1","63","63","0","","","unchanged_from_v3_or_non_normal"
"468","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","37","29","1073","37","29","1073","0","1","73","81","8","","","unchanged_from_v3_or_non_normal"
"469","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","24","42","1008","28","36","1008","0","1","160","89","-71","PeelMid","curve_chain","unchanged_from_v3_or_non_normal"
"470","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","25","38","950","25","38","950","0","1","149","149","0","","","unchanged_from_v3_or_non_normal"
"471","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","22","38","836","20","27","540","-296","0.646","106","46","-60","FlowCurve","curve_chain","strict_complete_explicit_replacement"
"472","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","28","51","1428","28","51","1428","0","1","231","231","0","","","unchanged_from_v3_or_non_normal"
"473","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","33","29","957","33","29","957","0","1","67","78","11","","","unchanged_from_v3_or_non_normal"
"474","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","26","44","1144","26","44","1144","0","1","178","178","0","","","unchanged_from_v3_or_non_normal"
"475","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","24","51","1224","27","36","972","-252","0.794","195","73","-122","PeelMid","rail_chain","unchanged_from_v3_or_non_normal"
"476","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","23","41","943","22","30","660","-283","0.7","126","77","-49","PeelLight","rail_chain","strict_complete_explicit_replacement"
"477","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","24","28","672","24","28","672","0","1","60","60","0","","","unchanged_from_v3_or_non_normal"
"478","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","38","42","1596","38","42","1596","0","1","112","96","-16","","","unchanged_from_v3_or_non_normal"
"479","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","25","44","1100","28","38","1064","-36","0.967","185","93","-92","LongChainProbe","rail_chain","unchanged_from_v3_or_non_normal"
"480","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","21","43","903","21","43","903","0","1","141","141","0","","","unchanged_from_v3_or_non_normal"
"481","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","22","38","836","22","30","660","-176","0.789","108","71","-37","NeutralMixed","mixed_chain","strict_complete_explicit_replacement"
"482","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","22","43","946","24","32","768","-178","0.812","150","79","-71","PeelLight","curve_chain","strict_complete_explicit_replacement"
"483","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","33","31","1023","33","31","1023","0","1","64","81","17","","","unchanged_from_v3_or_non_normal"
"484","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","24","28","672","24","28","672","0","1","62","62","0","","","unchanged_from_v3_or_non_normal"
"485","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","25","46","1150","31","39","1209","59","1.051","189","121","-68","LongChainProbe","patch_chain","unchanged_from_v3_or_non_normal"
"486","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","26","50","1300","26","50","1300","0","1","213","213","0","","","unchanged_from_v3_or_non_normal"
"487","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","38","38","1444","38","38","1444","0","1","113","97","-16","","","unchanged_from_v3_or_non_normal"
"488","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","25","49","1225","25","49","1225","0","1","195","195","0","","","unchanged_from_v3_or_non_normal"
"489","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","22","36","792","24","32","768","-24","0.97","108","76","-32","PeelMid","rail_chain","unchanged_from_v3_or_non_normal"
"490","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","25","49","1225","25","49","1225","0","1","199","199","0","","","unchanged_from_v3_or_non_normal"
"491","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","26","47","1222","26","35","910","-312","0.745","199","86","-113","PeelMid","curve_chain","strict_complete_explicit_replacement"
"492","hole","KEPT_CURRENT","False","OriginalNonTarget","main","","32","30","960","32","30","960","0","1","91","91","0","","","unchanged_from_v3_or_non_normal"
"493","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","36","38","1368","36","38","1368","0","1","64","90","26","","","unchanged_from_v3_or_non_normal"
"494","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","26","45","1170","26","45","1170","0","1","192","192","0","","","unchanged_from_v3_or_non_normal"
"495","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","21","35","735","22","30","660","-75","0.898","97","71","-26","NeutralMixed","mixed_chain","strict_complete_explicit_replacement"
"496","normal","REPLACED","True","ReplacedRhythmV4FinalStrictComplete","main","NutationStrictAfter300Deferred","23","38","874","22","30","660","-214","0.755","108","71","-37","PeelLight","rail_chain","strict_complete_explicit_replacement"
"497","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","23","40","920","23","40","920","0","1","151","151","0","","","unchanged_from_v3_or_non_normal"
"498","shape","REPLACED","False","ShapeCandidatePlanned",".worktrees/mask-psg-production","shape_psg_inventory","42","34","1428","42","34","1428","0","1","72","69","-3","","","unchanged_from_v3_or_non_normal"
"499","normal","KEPT_CURRENT","False","OriginalNonTarget","main","","25","48","1200","25","48","1200","0","1","159","159","0","","","unchanged_from_v3_or_non_normal"
"500","normal","REPLACED","False","ExternalCandidatePlanned",".worktrees/nutation-peel","nutation_longchain_strict60_campaign_gate","27","47","1269","31","39","1209","-60","0.953","200","108","-92","LongChainProbe","curve_chain","unchanged_from_v3_or_non_normal"
