"order","category","finalStatus","loadMode","width","height","area","aspect","chains","arrowTiles","coverage","path"
"307","shape","ShapeCandidatePlanned","ManifestAsset","36","47","1692","0.766","118","985","0.582","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_99_L307_pear_dense.asset"
"308","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","71","649","0.983","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_53_nutation_mixed_neutral_v1_rect_s31_o308_v01_neutralmixed_mixed_chain.asset"
"309","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","26","34","884","0.765","93","871","0.985","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset"
"310","normal","OriginalNonTarget","BasePreviewFallback","23","37","851","0.622","111","838","0.985","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset"
"311","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","20","27","540","0.741","47","538","0.996","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain.asset"
"312","normal","ExternalCandidatePlanned","ManifestAsset","23","31","713","0.742","99","678","0.951","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_02_s01_r02.asset"
"313","shape","ShapeCandidatePlanned","ManifestAsset","34","38","1292","0.895","119","866","0.67","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_101_L313_apple_sweep.asset"
"314","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","72","650","0.985","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain.asset"
"315","normal","OriginalNonTarget","BasePreviewFallback","22","41","902","0.537","116","887","0.983","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10.asset"
"316","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","27","36","972","0.75","100","962","0.99","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain.asset"
"317","hole","OriginalNonTarget","BasePreviewFallback","28","28","784","1","65","694","0.885","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_053_std_28x28_maze.asset"
"318","shape","ShapeCandidatePlanned","ManifestAsset","34","42","1428","0.81","113","868","0.608","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_10_L318_flame.asset"
"319","normal","OriginalNonTarget","BasePreviewFallback","22","41","902","0.537","115","878","0.973","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset"
"320","normal","OriginalNonTarget","BasePreviewFallback","23","36","828","0.639","114","814","0.983","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset"
"321","normal","OriginalNonTarget","BasePreviewFallback","23","38","874","0.605","108","858","0.982","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset"
"322","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","20","27","540","0.741","48","535","0.991","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_45_nutation_flow_rail_v1_rect_s33_o322_v02_flowrail_patch_chain.asset"
"323","shape","ShapeCandidatePlanned","ManifestAsset","34","44","1496","0.773","118","853","0.57","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_104_L323_hotairballoon_core.asset"
"324","normal","ExternalCandidatePlanned","ManifestAsset","25","34","850","0.735","63","807","0.949","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_20_nutation_longchain_spine_v1_rect_c80hf_05_d1_section_spine.asset"
"325","hole","OriginalNonTarget","BasePreviewFallback","26","28","728","0.929","66","644","0.885","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_044_std_26x28_dense.asset"
"326","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","35","770","0.629","74","750","0.974","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/gap8a/c5v4f_gapfill_v1_gap8a_22_nutation_mixed_neutral_v1_rect_s33_o326_v09_neutralmixed_mixed_chain.asset"
"327","shape","ShapeCandidatePlanned","ManifestAsset","38","47","1786","0.809","126","1078","0.604","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_31_L327_compass_r2lock.asset"
"328","normal","OriginalNonTarget","BasePreviewFallback","24","43","1032","0.558","165","1011","0.98","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset"
"329","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","26","34","884","0.765","94","869","0.983","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13d/c5nep_w13d_13_nutation_strict_mixed_axisbreak_v1_rect_s33_o329_v00_strictmixedaxisbreak_axis_break_chain_b.asset"
"330","normal","OriginalNonTarget","BasePreviewFallback","23","38","874","0.605","113","862","0.986","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset"
"331","normal","ExternalCandidatePlanned","ManifestAsset","27","36","972","0.75","85","921","0.948","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_25_nutation_longchain_curve_v1_rect_c80hf2_07_d2_maze_curve.asset"
"332","normal","OriginalNonTarget","BasePreviewFallback","20","37","740","0.541","118","717","0.969","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02.asset"
"333","shape","ShapeCandidatePlanned","ManifestAsset","38","47","1786","0.809","132","1114","0.624","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_35_L333_leaf_r2section.asset"
"334","normal","OriginalNonTarget","BasePreviewFallback","28","46","1288","0.609","207","1262","0.98","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset"
"335","hole","OriginalNonTarget","BasePreviewFallback","32","30","960","1.067","80","859","0.895","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_094_wide_32x30_section.asset"
"336","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","27","36","972","0.75","100","954","0.981","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain.asset"
"337","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","20","27","540","0.741","45","538","0.996","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_48_nutation_flow_rail_v1_rect_s34_o337_v02_flowrail_rail_chain.asset"
"338","shape","ShapeCandidatePlanned","ManifestAsset","44","40","1760","1.1","136","1164","0.661","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_113_L338_television_sweep.asset"
"339","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","75","651","0.986","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_26_nutation_strict_mixed_hard_v1_rect_s34_o339_v00_strictmixedhard_mixed_chain.asset"
"340","normal","OriginalNonTarget","BasePreviewFallback","23","36","828","0.639","110","812","0.981","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset"
"341","normal","ExternalCandidatePlanned","ManifestAsset","26","35","910","0.743","69","849","0.933","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_21_nutation_longchain_curve_v1_rect_c80_06_d2_lock_curve.asset"
"342","hole","OriginalNonTarget","BasePreviewFallback","24","30","720","0.8","67","631","0.876","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_026_topup_std_24x30_dense.asset"
"343","shape","ShapeCandidatePlanned","ManifestAsset","38","42","1596","0.905","121","967","0.606","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_115_L343_skeletonskull_lock.asset"
"344","normal","OriginalNonTarget","BasePreviewFallback","27","48","1296","0.562","170","1263","0.975","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_146_direct_diff_veryhard_room_gate_four_pockets_g1_v07.asset"
"345","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","69","654","0.991","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_26_nutation_strict_mixed_hard_v1_rect_s35_o345_v00_strictmixedhard_mixed_chain.asset"
"346","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","29","638","0.759","54","634","0.994","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_97_nutation_flow_rail_v1_rect_s35_o346_v00_flowrail_rail_chain.asset"
"347","normal","ExternalCandidatePlanned","ManifestAsset","26","35","910","0.743","71","861","0.946","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_24_nutation_longchain_spine_v1_rect_c80hf3_06_d2_lock_spine.asset"
"348","shape","ShapeCandidatePlanned","ManifestAsset","43","43","1849","1","145","1221","0.66","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_12_L348_donut_r3lock.asset"
"349","normal","OriginalNonTarget","BasePreviewFallback","26","49","1274","0.531","213","1253","0.984","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06.asset"
"350","normal","OriginalNonTarget","BasePreviewFallback","20","38","760","0.526","120","743","0.978","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03.asset"
"351","hole","OriginalNonTarget","BasePreviewFallback","30","26","780","1.154","72","690","0.885","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_078_wide_30x26_lock.asset"
"352","normal","ExternalCandidatePlanned","ManifestAsset","23","31","713","0.742","101","686","0.962","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_04_s01_r04.asset"
"353","shape","ShapeCandidatePlanned","ManifestAsset","44","43","1892","1.023","125","1038","0.549","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_15_L353_slimecrown_r4stair.asset"
"354","normal","OriginalNonTarget","BasePreviewFallback","22","36","792","0.611","126","780","0.985","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01.asset"
"355","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","69","649","0.983","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_113_nutation_mixed_neutral_v1_rect_s36_o355_v01_neutralmixed_mixed_chain.asset"
"356","normal","OriginalNonTarget","BasePreviewFallback","22","41","902","0.537","148","888","0.984","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09.asset"
"357","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","67","653","0.989","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_32_nutation_mixed_neutral_v1_rect_s44_o431_v01_neutralmixed_mixed_chain.asset"
"358","shape","ShapeCandidatePlanned","ManifestAsset","40","47","1880","0.851","143","1142","0.607","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_125_L358_clover_sweep.asset"
"359","normal","ExternalCandidatePlanned","ManifestAsset","26","35","910","0.743","76","868","0.954","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_22_nutation_longchain_rail_v1_rect_c80hf_06_d2_lock_rail.asset"
"360","normal","OriginalNonTarget","BasePreviewFallback","23","40","920","0.575","118","908","0.987","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14.asset"
"361","normal","OriginalNonTarget","BasePreviewFallback","23","47","1081","0.489","177","1055","0.976","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02.asset"
"362","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","72","654","0.991","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_121_nutation_mixed_neutral_v1_rect_s37_o362_v00_neutralmixed_mixed_chain.asset"
"363","shape","ShapeCandidatePlanned","ManifestAsset","40","47","1880","0.851","149","1193","0.635","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_129_L363_bell_core.asset"
"364","normal","OriginalNonTarget","BasePreviewFallback","25","42","1050","0.595","166","1029","0.98","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01.asset"
"365","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","26","34","884","0.765","85","868","0.982","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain.asset"
"366","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","24","32","768","0.75","78","763","0.993","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_126_nutation_mixed_neutral_v1_rect_s37_o366_v02_neutralmixed_mixed_chain.asset"
"367","hole","OriginalNonTarget","BasePreviewFallback","34","26","884","1.308","85","796","0.9","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_010_hc_34x26_dual_a.asset"
"368","shape","ShapeCandidatePlanned","ManifestAsset","36","47","1692","0.766","154","1194","0.706","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_130_L368_hourglass_sweep.asset"
"369","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","26","35","910","0.743","84","902","0.991","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset"
"370","normal","OriginalNonTarget","BasePreviewFallback","25","47","1175","0.532","148","1159","0.986","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_141_direct_diff_veryhard_long_spine_snake_spine_g0_v06.asset"
"371","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","70","656","0.994","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_133_nutation_mixed_neutral_v1_rect_s38_o371_v00_neutralmixed_mixed_chain.asset"
"372","normal","ExternalCandidatePlanned","ManifestAsset","26","35","910","0.743","79","861","0.946","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_21_nutation_longchain_curve_v1_rect_c80hf_06_d2_lock_curve.asset"
"373","shape","ShapeCandidatePlanned","ManifestAsset","34","42","1428","0.81","114","968","0.678","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_20_L373_glove_r4core.asset"
"374","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","67","651","0.986","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_13_nutation_mixed_neutral_v1_rect_s38_o374_v00_neutralmixed_mixed_chain.asset"
"375","normal","OriginalNonTarget","BasePreviewFallback","24","41","984","0.585","157","967","0.983","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09.asset"
"376","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","26","34","884","0.765","89","871","0.985","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset"
"377","hole","OriginalNonTarget","BasePreviewFallback","32","24","768","1.333","72","673","0.876","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_085_wide_32x24_section.asset"
"378","shape","ShapeCandidatePlanned","ManifestAsset","44","38","1672","1.158","138","1134","0.678","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_137_L378_pretzel_sweep.asset"
"379","normal","OriginalNonTarget","BasePreviewFallback","22","44","968","0.5","157","951","0.982","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03.asset"
"380","normal","OriginalNonTarget","BasePreviewFallback","22","40","880","0.55","144","868","0.986","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04.asset"
"381","normal","OriginalNonTarget","BasePreviewFallback","24","38","912","0.632","145","892","0.978","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09.asset"
"382","normal","OriginalNonTarget","BasePreviewFallback","22","44","968","0.5","150","945","0.976","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset"
"383","shape","ShapeCandidatePlanned","ManifestAsset","38","42","1596","0.905","141","1017","0.637","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock.asset"
"384","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","25","33","825","0.758","84","814","0.987","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset"
"385","hole","OriginalNonTarget","BasePreviewFallback","24","30","720","0.8","71","630","0.875","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_034_std_24x30_section.asset"
"386","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","29","638","0.759","66","622","0.975","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset"
"387","shape","ShapeCandidatePlanned","ManifestAsset","42","42","1764","1","135","1096","0.621","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_12_L387_d20die_r5mazeA.asset"
"388","normal","OriginalNonTarget","BasePreviewFallback","34","48","1632","0.708","164","1575","0.965","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L388_sgp_manual_keep_outer1_repair_02_sgp_seed_hard_skeleton_newseed2026061.asset"
"389","normal","ExternalCandidatePlanned","ManifestAsset","24","34","816","0.706","75","772","0.946","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_15_nutation_longchain_patch_v1_rect_c80hf_04_d1_core_patch.asset"
"390","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","21","41","861","0.512","84","854","0.992","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/gap8a/c5v4f_gapfill_v1_gap8a_27_nutation_mixed_neutral_v1_rect_s39_o390_v02_neutralmixed_mixed_chain.asset"
"391","normal","OriginalNonTarget","BasePreviewFallback","23","39","897","0.59","137","878","0.979","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset"
"392","hole","OriginalNonTarget","BasePreviewFallback","34","28","952","1.214","87","864","0.908","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_019_hc2_34x28_dual_b.asset"
"393","shape","ShapeCandidatePlanned","ManifestAsset","38","49","1862","0.776","149","1221","0.656","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_33_L393_chessknight_r4lock.asset"
"394","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","25","33","825","0.758","81","809","0.981","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset"
"395","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","24","32","768","0.75","72","756","0.984","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain.asset"
"396","normal","ExternalCandidatePlanned","ManifestAsset","25","34","850","0.735","84","809","0.952","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_19_nutation_longchain_patch_v1_rect_c80hf3_05_d1_section_patch.asset"
"397","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","23","35","805","0.657","75","790","0.981","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/gap8a/c5v4f_gapfill_v1_gap8a_48_nutation_mixed_neutral_v1_rect_s40_o397_v11_neutralmixed_mixed_chain.asset"
"398","shape","ShapeCandidatePlanned","ManifestAsset","44","43","1892","1.023","154","1246","0.659","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10G/campaign500_shape_psg_next10g_06_L398_butterfly.asset"
"399","normal","OriginalNonTarget","BasePreviewFallback","24","38","912","0.632","144","891","0.977","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset"
"400","normal","OriginalNonTarget","BasePreviewFallback","23","38","874","0.605","143","856","0.979","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset"
"401","hole","OriginalNonTarget","BasePreviewFallback","32","26","832","1.231","73","742","0.892","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_088_wide_32x26_section.asset"
"402","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","68","637","0.965","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset"
"403","shape","ShapeCandidatePlanned","ManifestAsset","44","38","1672","1.158","139","1143","0.684","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_24_L403_dialphone_r3dense.asset"
"404","normal","OriginalNonTarget","BasePreviewFallback","25","39","975","0.641","155","951","0.975","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset"
"405","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","25","33","825","0.758","80","815","0.988","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset"
"406","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","71","650","0.985","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain.asset"
"407","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","26","34","884","0.765","92","862","0.975","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain.asset"
"408","shape","ShapeCandidatePlanned","ManifestAsset","36","44","1584","0.818","135","1085","0.685","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_152_L408_arcadecabinet_sweep.asset"
"409","normal","OriginalNonTarget","BasePreviewFallback","23","40","920","0.575","145","900","0.978","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset"
"410","normal","OriginalNonTarget","BasePreviewFallback","21","42","882","0.5","139","870","0.986","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset"
