order,backupGroup,levelId,assetName,type,levelType,difficulty,width,height,chains,assetPath,zipAsset,status
388,normal,direct_advanced_70_direct_advanced_extreme_rect_quasi_symmetry_g6_v03,direct_advanced_70_direct_advanced_extreme_rect_quasi_symmetry_g6_v03,section,普通,4,32,59,305,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_70_direct_advanced_extreme_rect_quasi_symmetry_g6_v03.asset,normal/Level_388_direct_advanced_70_direct_advanced_extreme_rect_quasi_symmetry_g6_v03.asset,ok
389,normal,direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02,direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02,lock,普通,3,25,45,181,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02.asset,normal/Level_389_direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02.asset,ok
390,normal,direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04,direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04,section,普通,2,21,41,136,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04.asset,normal/Level_390_direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04.asset,ok
391,normal,direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01,direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01,sweep,普通,1,23,39,137,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset,normal/Level_391_direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset,ok
392,hole,hole_highchain_extra_019_hc2_34x28_dual_b,hole_highchain_extra_019_hc2_34x28_dual_b,hole_rescue,hole,2,34,28,87,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_019_hc2_34x28_dual_b.asset,hole/Level_392_hole_highchain_extra_019_hc2_34x28_dual_b.asset,ok
393,shape,r2_outer_strong_005_r2_006_a401_procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall,procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall_20260611_111115,shape_magic,普通,1,36,50,157,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall_20260611_111115.asset,shape/Level_393_procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall_20260611_111115.asset,ok
394,normal,direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05,direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05,lock,普通,3,27,50,214,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset,normal/Level_394_direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset,ok
395,normal,direct_normal_94_direct_normal_rect_dense_weave_g3_v10,direct_normal_94_direct_normal_rect_dense_weave_g3_v10,dense,普通,1,23,40,118,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_94_direct_normal_rect_dense_weave_g3_v10.asset,normal/Level_395_direct_normal_94_direct_normal_rect_dense_weave_g3_v10.asset,ok
396,normal,direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02,direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02,section,普通,4,24,46,181,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02.asset,normal/Level_396_direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02.asset,ok
397,normal,direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05,direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05,sweep,普通,1,23,35,105,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05.asset,normal/Level_397_direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05.asset,ok
398,shape,r2_outer_strong_005_r2_006_a401_procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall,procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123,shape_landmark,普通,3,36,50,163,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123.asset,shape/Level_398_procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123.asset,ok
399,normal,direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03,direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03,section,普通,1,24,38,144,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset,normal/Level_399_direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset,ok
400,normal,direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07,direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07,section,普通,1,23,38,143,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset,normal/Level_400_direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset,ok
401,hole,hole_candidate_088_wide_32x26_section,hole_candidate_088_wide_32x26_section,hole_rescue,hole,1,32,26,73,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_088_wide_32x26_section.asset,hole/Level_401_hole_candidate_088_wide_32x26_section.asset,ok
402,normal,direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01,direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01,dense,普通,1,22,36,127,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01.asset,normal/Level_402_direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01.asset,ok
403,shape,r2_outer_strong_005_r2_006_a401_procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall,procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall_20260611_112015,shape_vehicle,普通,4,40,50,170,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall_20260611_112015.asset,shape/Level_403_procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall_20260611_112015.asset,ok
404,normal,direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10,direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10,lock,普通,1,25,39,155,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset,normal/Level_404_direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset,ok
405,normal,direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09,direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09,maze,普通,1,25,43,170,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09.asset,normal/Level_405_direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09.asset,ok
406,normal,direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06,direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06,dense,普通,1,18,36,84,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06.asset,normal/Level_406_direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06.asset,ok
407,normal,direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02,direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02,lock,普通,3,24,49,196,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02.asset,normal/Level_407_direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02.asset,ok
408,shape,r2_outer_strong_005_r2_006_a401_procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall,procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_111757,shape_nature,普通,3,36,44,167,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_111757.asset,shape/Level_408_procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_1.asset,ok
409,normal,direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01,direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01,section,普通,2,23,40,145,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset,normal/Level_409_direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset,ok
410,normal,direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09,direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09,section,普通,1,21,42,139,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset,normal/Level_410_direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset,ok
411,normal,direct_normal_145_direct_normal_rect_sweep_g2_v15,direct_normal_145_direct_normal_rect_sweep_g2_v15,sweep,普通,1,22,41,114,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_145_direct_normal_rect_sweep_g2_v15.asset,normal/Level_411_direct_normal_145_direct_normal_rect_sweep_g2_v15.asset,ok
412,normal,direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10,direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10,section,普通,1,24,40,157,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10.asset,normal/Level_412_direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10.asset,ok
413,shape,r2_outer_strong_005_r2_006_a401_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall,procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516,shape_landmark,普通,2,42,58,179,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516.asset,shape/Level_413_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516.asset,ok
414,normal,direct_normal_25_direct_normal_rect_sweep_g2_v03,direct_normal_25_direct_normal_rect_sweep_g2_v03,sweep,普通,1,22,37,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_25_direct_normal_rect_sweep_g2_v03.asset,normal/Level_414_direct_normal_25_direct_normal_rect_sweep_g2_v03.asset,ok
415,normal,direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04,direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04,section,普通,1,23,38,141,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04.asset,normal/Level_415_direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04.asset,ok
416,normal,direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05,direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05,lock,普通,1,25,38,149,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05.asset,normal/Level_416_direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05.asset,ok
417,hole,hole_topup_016_topup_tall_28x30_shell,hole_topup_016_topup_tall_28x30_shell,hole_rescue,hole,1,28,30,75,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_016_topup_tall_28x30_shell.asset,hole/Level_417_hole_topup_016_topup_tall_28x30_shell.asset,ok
418,shape,r2_outer_strong_005_r2_006_a401_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall,procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158,shape_space,普通,3,40,56,186,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158.asset,shape/Level_418_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158.asset,ok
419,normal,direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05,direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05,section,普通,4,27,47,203,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05.asset,normal/Level_419_direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05.asset,ok
420,normal,direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08,direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08,dense,普通,1,22,42,143,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08.asset,normal/Level_420_direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08.asset,ok
421,normal,direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01,direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01,sweep,普通,2,25,45,180,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01.asset,normal/Level_421_direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01.asset,ok
422,normal,direct_normal_14_direct_normal_rect_dense_weave_g1_v02,direct_normal_14_direct_normal_rect_dense_weave_g1_v02,dense,普通,1,23,38,113,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_14_direct_normal_rect_dense_weave_g1_v02.asset,normal/Level_422_direct_normal_14_direct_normal_rect_dense_weave_g1_v02.asset,ok
423,shape,r2_outer_strong_005_r2_006_a401_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall,procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535,shape_vehicle,普通,3,42,60,186,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535.asset,shape/Level_423_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535.asset,ok
424,normal,direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02,direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02,maze,普通,1,22,37,129,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02.asset,normal/Level_424_direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02.asset,ok
425,normal,direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05,direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05,lock,普通,3,28,48,213,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05.asset,normal/Level_425_direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05.asset,ok
426,hole,hole_topup_050_topup_wide_30x26_dense,hole_topup_050_topup_wide_30x26_dense,hole_rescue,hole,1,30,26,77,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_050_topup_wide_30x26_dense.asset,hole/Level_426_hole_topup_050_topup_wide_30x26_dense.asset,ok
427,shape,r2_outer_strong_005_r2_006_a401_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall,procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549,shape_nature,普通,4,42,60,191,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549.asset,shape/Level_427_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549.asset,ok
428,normal,direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08,direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08,section,普通,2,24,39,146,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset,normal/Level_428_direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset,ok
429,normal,direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02,direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02,dense,普通,4,27,48,205,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02.asset,normal/Level_429_direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02.asset,ok
430,normal,direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05,direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05,section,普通,1,24,39,147,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset,normal/Level_430_direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset,ok
431,normal,direct_normal_54_direct_normal_rect_dense_weave_g5_v06,direct_normal_54_direct_normal_rect_dense_weave_g5_v06,dense,普通,1,23,39,112,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset,normal/Level_431_direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset,ok
432,normal,direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02,direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02,lock,普通,3,24,43,164,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset,normal/Level_432_direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset,ok
433,shape,r2_outer_strong_005_r2_006_a401_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall,procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547,shape_vehicle,普通,2,46,60,195,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547.asset,shape/Level_433_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547.asset,ok
434,normal,direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02,direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02,section,普通,1,24,43,162,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset,normal/Level_434_direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset,ok
435,hole,hole_candidate_096_wide_34x26_lock,hole_candidate_096_wide_34x26_lock,hole_rescue,hole,1,34,26,79,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_096_wide_34x26_lock.asset,hole/Level_435_hole_candidate_096_wide_34x26_lock.asset,ok
436,normal,direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04,direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04,lock,普通,4,27,45,194,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset,normal/Level_436_direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset,ok
437,normal,direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05,direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05,section,普通,2,25,41,164,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset,normal/Level_437_direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset,ok
438,shape,r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall,procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600,shape_nature,普通,2,40,60,207,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600.asset,shape/Level_438_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600.asset,ok
439,normal,direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01,direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01,maze,普通,1,24,40,158,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset,normal/Level_439_direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset,ok
440,normal,direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05,direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05,section,普通,1,23,44,161,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset,normal/Level_440_direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset,ok
441,normal,direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06,direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06,sweep,普通,1,22,36,105,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset,normal/Level_441_direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset,ok
442,hole,hole_candidate_101_wide_34x28_shell,hole_candidate_101_wide_34x28_shell,hole_rescue,hole,1,34,28,81,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset,hole/Level_442_hole_candidate_101_wide_34x28_shell.asset,ok
443,shape,r2_outer_strong_005_r2_006_a401_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall,procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610,shape_symbol,普通,1,28,42,90,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610.asset,shape/Level_443_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610.asset,ok
444,normal,direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06,direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06,dense,普通,2,23,43,159,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset,normal/Level_444_direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset,ok
445,normal,direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04,direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04,sweep,普通,3,24,51,197,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04.asset,normal/Level_445_direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04.asset,ok
446,normal,direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03,direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03,dense,普通,1,22,38,136,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset,normal/Level_446_direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset,ok
447,shape,r2_outer_strong_005_r2_006_a401_procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall,procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall_20260611_111520,shape_object,普通,1,28,42,91,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall_20260611_111520.asset,shape/Level_447_procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall_20260611_111520.asset,ok
448,normal,direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06,direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06,section,普通,2,24,48,196,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset,normal/Level_448_direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset,ok
449,normal,direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02,direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02,lock,普通,2,27,41,181,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset,normal/Level_449_direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset,ok
