shapeName,group,serial,sizeBand,candidateIndex,levelId,width,height,chains,arrowCells,assetPath,unityAssetPath
lightningbolt,09,23,main,334,r2_outer_strong_005_r2_006_a401_maskonlyb09_23_main_lightningbolt,30,44,90,617,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_23_main_lightningbolt_20260616_111015.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_23_main_lightningbolt_20260616_111015.asset
lightningbolt,09,23,large,335,r2_outer_strong_005_r2_006_a401_maskonlyb09_23_large_lightningbolt,34,49,97,775,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_23_large_lightningbolt_20260616_111016.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_23_large_lightningbolt_20260616_111016.asset
lollipop,02,18,compact,82,r2_outer_strong_005_r2_006_a401_maskonlyb02_18_compact_lollipop,29,36,60,527,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_18_compact_lollipop_20260614_172002.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_18_compact_lollipop_20260614_172002.asset
lollipop,02,18,main,83,r2_outer_strong_005_r2_006_a401_maskonlyb02_18_main_lollipop,34,42,104,711,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_18_main_lollipop_20260614_172003.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_18_main_lollipop_20260614_172003.asset
lollipop,02,18,large,84,r2_outer_strong_005_r2_006_a401_maskonlyb02_18_large_lollipop,38,47,109,902,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_18_large_lollipop_20260614_172004.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_18_large_lollipop_20260614_172004.asset
magicbook,02,08,compact,55,r2_outer_strong_005_r2_006_a401_maskonlyb02_08_compact_magicbook,31,36,78,790,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_08_compact_magicbook_20260614_171916.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_08_compact_magicbook_20260614_171916.asset
magicbook,02,08,main,56,r2_outer_strong_005_r2_006_a401_maskonlyb02_08_main_magicbook,36,42,138,1057,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_08_main_magicbook_20260614_171918.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_08_main_magicbook_20260614_171918.asset
magicbook,02,08,large,57,r2_outer_strong_005_r2_006_a401_maskonlyb02_08_large_magicbook,40,47,155,1320,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_08_large_magicbook_20260614_171919.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_08_large_magicbook_20260614_171919.asset
magnetvarianta,09,04,compact,309,r2_outer_strong_005_r2_006_a401_maskonlyb09_04_compact_magnetvarianta,33,33,58,632,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_04_compact_magnetvarianta_20260616_110832.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_04_compact_magnetvarianta_20260616_110832.asset
magnetvarianta,09,04,main,310,r2_outer_strong_005_r2_006_a401_maskonlyb09_04_main_magnetvarianta,38,38,114,851,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_04_main_magnetvarianta_20260616_110834.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_04_main_magnetvarianta_20260616_110834.asset
magnetvarianta,09,04,large,311,r2_outer_strong_005_r2_006_a401_maskonlyb09_04_large_magnetvarianta,43,43,125,1090,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_04_large_magnetvarianta_20260616_110836.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_04_large_magnetvarianta_20260616_110836.asset
magnifier,01,03,compact,7,r2_outer_strong_005_r2_006_a401_maskonlyb01_03_compact_magnifier,29,36,43,470,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_03_compact_magnifier_20260614_170817.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_03_compact_magnifier_20260614_170817.asset
magnifier,01,03,main,8,r2_outer_strong_005_r2_006_a401_maskonlyb01_03_main_magnifier,34,42,99,641,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_03_main_magnifier_20260614_170817.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_03_main_magnifier_20260614_170817.asset
magnifier,01,03,large,9,r2_outer_strong_005_r2_006_a401_maskonlyb01_03_large_magnifier,38,47,102,804,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_03_large_magnifier_20260614_170825.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_03_large_magnifier_20260614_170825.asset
mailbox,04,14,compact,136,r2_outer_strong_005_r2_006_a401_maskonlyb04_14_compact_mailbox,34,31,62,605,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_14_compact_mailbox_20260615_154619.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_14_compact_mailbox_20260615_154619.asset
mailbox,04,14,main,137,r2_outer_strong_005_r2_006_a401_maskonlyb04_14_main_mailbox,40,36,106,814,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_14_main_mailbox_20260615_154619.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_14_main_mailbox_20260615_154619.asset
mailbox,04,14,large,138,r2_outer_strong_005_r2_006_a401_maskonlyb04_14_large_mailbox,44,40,119,991,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_14_large_mailbox_20260615_154620.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_14_large_mailbox_20260615_154620.asset
medal,04,15,compact,139,r2_outer_strong_005_r2_006_a401_maskonlyb04_15_compact_medal,28,38,68,693,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_15_compact_medal_20260615_154621.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_15_compact_medal_20260615_154621.asset
medal,04,15,main,140,r2_outer_strong_005_r2_006_a401_maskonlyb04_15_main_medal,32,44,118,913,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_15_main_medal_20260615_154622.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_15_main_medal_20260615_154622.asset
medal,04,15,large,141,r2_outer_strong_005_r2_006_a401_maskonlyb04_15_large_medal,36,49,140,1150,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_15_large_medal_20260615_154623.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_15_large_medal_20260615_154623.asset
microphone,05,10,compact,184,r2_outer_strong_005_r2_006_a401_maskonlyb05_10_compact_microphone,26,38,51,487,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_10_compact_microphone_20260615_190538.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_10_compact_microphone_20260615_190538.asset
microphone,05,10,main,185,r2_outer_strong_005_r2_006_a401_maskonlyb05_10_main_microphone,30,44,85,647,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_10_main_microphone_20260615_190539.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_10_main_microphone_20260615_190539.asset
microphone,05,10,large,186,r2_outer_strong_005_r2_006_a401_maskonlyb05_10_large_microphone,34,49,102,829,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_10_large_microphone_20260615_190540.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_10_large_microphone_20260615_190540.asset
mug,05,11,compact,187,r2_outer_strong_005_r2_006_a401_maskonlyb05_11_compact_mug,33,29,67,659,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_11_compact_mug_20260615_190541.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_11_compact_mug_20260615_190541.asset
mug,05,11,main,188,r2_outer_strong_005_r2_006_a401_maskonlyb05_11_main_mug,38,34,128,900,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_11_main_mug_20260615_190542.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_11_main_mug_20260615_190542.asset
mug,05,11,large,189,r2_outer_strong_005_r2_006_a401_maskonlyb05_11_large_mug,43,38,135,1074,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_11_large_mug_20260615_190829.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_11_large_mug_20260615_190829.asset
mushroom,01,01,compact,1,r2_outer_strong_005_r2_006_a401_maskonlyb01_01_compact_mushroom,29,29,50,510,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_01_compact_mushroom_20260614_170703.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_01_compact_mushroom_20260614_170703.asset
mushroom,01,01,main,2,r2_outer_strong_005_r2_006_a401_maskonlyb01_01_main_mushroom,34,34,96,707,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_01_main_mushroom_20260614_170705.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_01_main_mushroom_20260614_170705.asset
mushroom,01,01,large,3,r2_outer_strong_005_r2_006_a401_maskonlyb01_01_large_mushroom,38,38,102,885,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_01_large_mushroom_20260614_170706.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_01_large_mushroom_20260614_170706.asset
musicnote,01,05,compact,13,r2_outer_strong_005_r2_006_a401_maskonlyb01_05_compact_musicnote,26,36,43,395,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_05_compact_musicnote_20260614_170828.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_05_compact_musicnote_20260614_170828.asset
musicnote,01,05,main,14,r2_outer_strong_005_r2_006_a401_maskonlyb01_05_main_musicnote,30,42,77,543,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_05_main_musicnote_20260614_170828.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_05_main_musicnote_20260614_170828.asset
musicnote,01,05,large,15,r2_outer_strong_005_r2_006_a401_maskonlyb01_05_large_musicnote,34,47,94,700,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_05_large_musicnote_20260614_170850.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_05_large_musicnote_20260614_170850.asset
pager,06,02,compact,220,r2_outer_strong_005_r2_006_a401_maskonlyb06_02_compact_pager,34,26,56,590,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_02_compact_pager_20260615_223128.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_02_compact_pager_20260615_223128.asset
pager,06,02,main,221,r2_outer_strong_005_r2_006_a401_maskonlyb06_02_main_pager,38,30,104,752,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_02_main_pager_20260615_223129.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_02_main_pager_20260615_223129.asset
pager,06,02,large,222,r2_outer_strong_005_r2_006_a401_maskonlyb06_02_large_pager,42,34,111,956,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_02_large_pager_20260615_223130.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_02_large_pager_20260615_223130.asset
paintbrush,05,12,compact,190,r2_outer_strong_005_r2_006_a401_maskonlyb05_12_compact_paintbrush,31,38,44,417,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_12_compact_paintbrush_20260615_190829.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_12_compact_paintbrush_20260615_190829.asset
paintbrush,05,12,main,191,r2_outer_strong_005_r2_006_a401_maskonlyb05_12_main_paintbrush,36,44,79,551,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_12_main_paintbrush_20260615_190844.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_12_main_paintbrush_20260615_190844.asset
paintbrush,05,12,large,192,r2_outer_strong_005_r2_006_a401_maskonlyb05_12_large_paintbrush,40,49,87,684,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_12_large_paintbrush_20260615_190905.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_12_large_paintbrush_20260615_190905.asset
paperplane,02,01,compact,34,r2_outer_strong_005_r2_006_a401_maskonlyb02_01_compact_paperplane,36,29,52,520,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_01_compact_paperplane_20260614_171854.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_01_compact_paperplane_20260614_171854.asset
paperplane,02,01,main,35,r2_outer_strong_005_r2_006_a401_maskonlyb02_01_main_paperplane,42,34,102,716,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_01_main_paperplane_20260614_171855.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_01_main_paperplane_20260614_171855.asset
paperplane,02,01,large,36,r2_outer_strong_005_r2_006_a401_maskonlyb02_01_large_paperplane,44,38,102,838,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_01_large_paperplane_20260614_171856.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_01_large_paperplane_20260614_171856.asset
payphone,06,06,compact,232,r2_outer_strong_005_r2_006_a401_maskonlyb06_06_compact_payphone,29,38,75,783,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_06_compact_payphone_20260615_223645.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_06_compact_payphone_20260615_223645.asset
payphone,06,06,main,233,r2_outer_strong_005_r2_006_a401_maskonlyb06_06_main_payphone,34,44,149,1081,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_06_main_payphone_20260615_223647.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_06_main_payphone_20260615_223647.asset
payphone,06,06,large,234,r2_outer_strong_005_r2_006_a401_maskonlyb06_06_large_payphone,38,49,153,1270,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_06_large_payphone_20260615_223649.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_06_large_payphone_20260615_223649.asset
pear,05,13,compact,193,r2_outer_strong_005_r2_006_a401_maskonlyb05_13_compact_pear,28,36,55,578,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_13_compact_pear_20260615_190906.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_13_compact_pear_20260615_190906.asset
pear,05,13,main,194,r2_outer_strong_005_r2_006_a401_maskonlyb05_13_main_pear,32,42,106,764,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_13_main_pear_20260615_190907.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_13_main_pear_20260615_190907.asset
pear,05,13,large,195,r2_outer_strong_005_r2_006_a401_maskonlyb05_13_large_pear,36,47,121,982,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_13_large_pear_20260615_190908.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_13_large_pear_20260615_190908.asset
pencil,05,14,compact,196,r2_outer_strong_005_r2_006_a401_maskonlyb05_14_compact_pencil,29,38,46,413,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_14_compact_pencil_20260615_190909.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_14_compact_pencil_20260615_190909.asset
pencil,05,14,main,197,r2_outer_strong_005_r2_006_a401_maskonlyb05_14_main_pencil,34,44,80,557,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_14_main_pencil_20260615_190922.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_14_main_pencil_20260615_190922.asset
pencil,05,14,large,198,r2_outer_strong_005_r2_006_a401_maskonlyb05_14_large_pencil,38,49,87,697,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_14_large_pencil_20260615_191022.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_14_large_pencil_20260615_191022.asset
phonehandset,04,16,compact,142,r2_outer_strong_005_r2_006_a401_maskonlyb04_16_compact_phonehandset,29,36,43,415,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_16_compact_phonehandset_20260615_154624.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_16_compact_phonehandset_20260615_154624.asset
phonehandset,04,16,main,143,r2_outer_strong_005_r2_006_a401_maskonlyb04_16_main_phonehandset,34,42,87,575,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_16_main_phonehandset_20260615_154638.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_16_main_phonehandset_20260615_154638.asset
phonehandset,04,16,large,144,r2_outer_strong_005_r2_006_a401_maskonlyb04_16_large_phonehandset,38,47,87,720,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_16_large_phonehandset_20260615_154659.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_16_large_phonehandset_20260615_154659.asset
potionbottle,02,04,compact,43,r2_outer_strong_005_r2_006_a401_maskonlyb02_04_compact_potionbottle,28,36,59,588,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_04_compact_potionbottle_20260614_171906.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_04_compact_potionbottle_20260614_171906.asset
potionbottle,02,04,main,44,r2_outer_strong_005_r2_006_a401_maskonlyb02_04_main_potionbottle,32,42,113,797,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_04_main_potionbottle_20260614_171907.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_04_main_potionbottle_20260614_171907.asset
potionbottle,02,04,large,45,r2_outer_strong_005_r2_006_a401_maskonlyb02_04_large_potionbottle,36,47,118,1015,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_04_large_potionbottle_20260614_171908.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_04_large_potionbottle_20260614_171908.asset
pretzel,05,15,compact,199,r2_outer_strong_005_r2_006_a401_maskonlyb05_15_compact_pretzel,34,29,64,677,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_15_compact_pretzel_20260615_191023.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_15_compact_pretzel_20260615_191023.asset
