order,action,lockReason,oldLevelId,oldType,levelType,difficulty,oldWidth,oldHeight,oldChains,newLevelId,newType,newWidth,newHeight,newChains,chainDelta,note
396,keep,,direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02,section,普通,4,24,46,181,direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02,section,24,46,181,0,
397,keep,,direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05,sweep,普通,1,23,35,105,direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05,sweep,23,35,105,0,
398,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall,shape_landmark,普通,3,36,50,163,r2_outer_strong_005_r2_006_a401_maskonlyb02_17_large_butterfly,shape,44,43,153,-10,butterfly:large
399,keep,,direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03,section,普通,1,24,38,144,direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03,section,24,38,144,0,
400,keep,,direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07,section,普通,1,23,38,143,direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07,section,23,38,143,0,
401,keep_locked,hole_position,hole_candidate_088_wide_32x26_section,hole_rescue,hole,1,32,26,73,hole_candidate_088_wide_32x26_section,hole_rescue,32,26,73,0,hole_position
402,keep,,direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01,dense,普通,1,22,36,127,direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01,dense,22,36,127,0,
403,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall,shape_vehicle,普通,4,40,50,170,r2_outer_strong_005_r2_006_a401_maskonlyb06_06_large_payphone,shape,38,49,153,-17,payphone:large
404,keep,,direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10,lock,普通,1,25,39,155,direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10,lock,25,39,155,0,
405,keep,,direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09,maze,普通,1,25,43,170,direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09,maze,25,43,170,0,
406,keep,,direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06,dense,普通,1,18,36,84,direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06,dense,18,36,84,0,
407,keep,,direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02,lock,普通,3,24,49,196,direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02,lock,24,49,196,0,
408,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall,shape_nature,普通,3,36,44,167,r2_outer_strong_005_r2_006_a401_maskonlyb06_04_main_arcadecabinet,shape,36,44,153,-14,arcadecabinet:main
409,keep,,direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01,section,普通,2,23,40,145,direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01,section,23,40,145,0,
410,keep,,direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09,section,普通,1,21,42,139,direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09,section,21,42,139,0,
411,keep,,direct_normal_145_direct_normal_rect_sweep_g2_v15,sweep,普通,1,22,41,114,direct_normal_145_direct_normal_rect_sweep_g2_v15,sweep,22,41,114,0,
412,keep,,direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10,section,普通,1,24,40,157,direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10,section,24,40,157,0,
413,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall,shape_landmark,普通,2,42,58,179,r2_outer_strong_005_r2_006_a401_maskonlyb02_08_large_magicbook,shape,40,47,155,-24,magicbook:large
414,keep,,direct_normal_25_direct_normal_rect_sweep_g2_v03,sweep,普通,1,22,37,107,direct_normal_25_direct_normal_rect_sweep_g2_v03,sweep,22,37,107,0,
415,keep,,direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04,section,普通,1,23,38,141,direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04,section,23,38,141,0,
416,keep,,direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05,lock,普通,1,25,38,149,direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05,lock,25,38,149,0,
417,keep_locked,hole_position,hole_topup_016_topup_tall_28x30_shell,hole_rescue,hole,1,28,30,75,hole_topup_016_topup_tall_28x30_shell,hole_rescue,28,30,75,0,hole_position
418,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall,shape_space,普通,3,40,56,186,r2_outer_strong_005_r2_006_a401_maskonlyb08_04_main_crystalcluster,shape,42,42,157,-29,crystalcluster:main
419,keep,,direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05,section,普通,4,27,47,203,direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05,section,27,47,203,0,
420,keep,,direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08,dense,普通,1,22,42,143,direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08,dense,22,42,143,0,
421,keep,,direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01,sweep,普通,2,25,45,180,direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01,sweep,25,45,180,0,
422,keep,,direct_normal_14_direct_normal_rect_dense_weave_g1_v02,dense,普通,1,23,38,113,direct_normal_14_direct_normal_rect_dense_weave_g1_v02,dense,23,38,113,0,
423,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall,shape_vehicle,普通,3,42,60,186,r2_outer_strong_005_r2_006_a401_maskonlyb09_38_large_camera,shape,44,38,160,-26,camera:large
424,keep,,direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02,maze,普通,1,22,37,129,direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02,maze,22,37,129,0,
425,keep,,direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05,lock,普通,3,28,48,213,direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05,lock,28,48,213,0,
426,keep_locked,hole_position,hole_topup_050_topup_wide_30x26_dense,hole_rescue,hole,1,30,26,77,hole_topup_050_topup_wide_30x26_dense,hole_rescue,30,26,77,0,hole_position
427,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall,shape_nature,普通,4,42,60,191,r2_outer_strong_005_r2_006_a401_maskonlyb09_25_large_treasurechest,shape,44,40,161,-30,treasurechest:large
428,keep,,direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08,section,普通,2,24,39,146,direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08,section,24,39,146,0,
429,keep,,direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02,dense,普通,4,27,48,205,direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02,dense,27,48,205,0,
430,keep,,direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05,section,普通,1,24,39,147,direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05,section,24,39,147,0,
431,keep,,direct_normal_54_direct_normal_rect_dense_weave_g5_v06,dense,普通,1,23,39,112,direct_normal_54_direct_normal_rect_dense_weave_g5_v06,dense,23,39,112,0,
432,keep,,direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02,lock,普通,3,24,43,164,direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02,lock,24,43,164,0,
433,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall,shape_vehicle,普通,2,46,60,195,r2_outer_strong_005_r2_006_a401_maskonlyb06_10_large_filmroll,shape,43,47,161,-34,filmroll:large
434,keep,,direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02,section,普通,1,24,43,162,direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02,section,24,43,162,0,
435,keep_locked,hole_position,hole_candidate_096_wide_34x26_lock,hole_rescue,hole,1,34,26,79,hole_candidate_096_wide_34x26_lock,hole_rescue,34,26,79,0,hole_position
436,keep,,direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04,lock,普通,4,27,45,194,direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04,lock,27,45,194,0,
437,keep,,direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05,section,普通,2,25,41,164,direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05,section,25,41,164,0,
438,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall,shape_nature,普通,2,40,60,207,r2_outer_strong_005_r2_006_a401_maskonlyb09_24_large_giftbox,shape,43,43,166,-41,giftbox:large
439,keep,,direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01,maze,普通,1,24,40,158,direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01,maze,24,40,158,0,
440,keep,,direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05,section,普通,1,23,44,161,direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05,section,23,44,161,0,
441,keep,,direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06,sweep,普通,1,22,36,105,direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06,sweep,22,36,105,0,
442,keep_locked,hole_position,hole_candidate_101_wide_34x28_shell,hole_rescue,hole,1,34,28,81,hole_candidate_101_wide_34x28_shell,hole_rescue,34,28,81,0,hole_position
443,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall,shape_symbol,普通,1,28,42,90,r2_outer_strong_005_r2_006_a401_maskonlyb08_10_large_ufo,shape,39,31,84,-6,ufo:large
444,keep,,direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06,dense,普通,2,23,43,159,direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06,dense,23,43,159,0,
445,keep,,direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04,sweep,普通,3,24,51,197,direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04,sweep,24,51,197,0,
446,keep,,direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03,dense,普通,1,22,38,136,direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03,dense,22,38,136,0,
447,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall,shape_object,普通,1,28,42,91,r2_outer_strong_005_r2_006_a401_maskonlyb09_01_main_keyvarianta,shape,34,44,79,-12,keyvarianta:main
448,keep,,direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06,section,普通,2,24,48,196,direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06,section,24,48,196,0,
449,keep,,direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02,lock,普通,2,27,41,181,direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02,lock,27,41,181,0,
450,keep,,direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10,section,普通,1,24,44,165,direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10,section,24,44,165,0,
451,keep_locked,hole_position,hole_highchain_extra_016_hc2_32x30_dual_b,hole_rescue,hole,1,32,30,91,hole_highchain_extra_016_hc2_32x30_dual_b,hole_rescue,32,30,91,0,hole_position
452,keep,,direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01,lock,普通,1,23,42,154,direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01,lock,23,42,154,0,
453,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall,shape_character,普通,1,30,42,88,r2_outer_strong_005_r2_006_a401_maskonlyb02_09_large_fish,shape,44,38,106,18,fish:large
454,keep,,direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06,section,普通,2,25,40,159,direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06,section,25,40,159,0,
455,keep,,direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03,dense,普通,1,22,42,149,direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03,dense,22,42,149,0,
456,keep,,direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06,section,普通,2,28,50,224,direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06,section,28,50,224,0,
457,keep,,direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09,sweep,普通,1,23,40,117,direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09,sweep,23,40,117,0,
458,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall,shape_nature,普通,1,30,42,86,r2_outer_strong_005_r2_006_a401_maskonlyb09_22_main_star,shape,38,38,112,26,star:main
459,keep,,direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02,section,普通,3,24,47,180,direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02,section,24,47,180,0,
460,keep,,direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04,lock,普通,1,25,39,156,direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04,lock,25,39,156,0,
461,keep,,direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02,sweep,普通,2,25,41,168,direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02,sweep,25,41,168,0,
462,keep,,direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05,dense,普通,1,21,40,135,direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05,dense,21,40,135,0,
463,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall,shape_landmark,普通,1,30,44,86,r2_outer_strong_005_r2_006_a401_maskonlyb08_08_compact_castletower,shape,29,38,71,-15,castletower:compact
464,keep,,direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08,lock,普通,2,22,38,111,direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08,lock,22,38,111,0,
465,keep,,direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03,sweep,普通,3,28,48,213,direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03,sweep,28,48,213,0,
466,keep,,direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01,section,普通,3,26,40,166,direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01,section,26,40,166,0,
467,keep_locked,hole_position,hole_topup_031_topup_std_26x26_maze,hole_rescue,hole,1,26,26,63,hole_topup_031_topup_std_26x26_maze,hole_rescue,26,26,63,0,hole_position
468,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall,shape_toolui,普通,1,30,42,84,r2_outer_strong_005_r2_006_a401_maskonlyb06_03_compact_boombox,shape,37,29,73,-11,boombox:compact
469,keep,,direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01,maze,普通,4,38,62,366,direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01,maze,38,62,366,0,
470,keep,,direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08,section,普通,1,25,38,149,direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08,section,25,38,149,0,
471,keep,,direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02,sweep,普通,1,22,38,106,direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02,sweep,22,38,106,0,
472,keep,,direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02,section,普通,4,28,51,231,direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02,section,28,51,231,0,
473,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall,shape_landmark,普通,1,30,42,82,r2_outer_strong_005_r2_006_a401_maskonlyb05_11_compact_mug,shape,33,29,67,-15,mug:compact
474,keep,,direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06,dense,普通,1,26,44,178,direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06,dense,26,44,178,0,
475,keep,,direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05,section,普通,3,24,51,195,direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05,section,24,51,195,0,
476,keep,,direct_normal_136_direct_normal_rect_core_burst_g1_v14,lock,普通,1,23,41,126,direct_normal_136_direct_normal_rect_core_burst_g1_v14,lock,23,41,126,0,
477,keep_locked,hole_position,hole_candidate_032_std_24x28_dense,hole_rescue,hole,1,24,28,60,hole_candidate_032_std_24x28_dense,hole_rescue,24,28,60,0,hole_position
478,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall,shape_space,普通,1,32,42,86,r2_outer_strong_005_r2_006_a401_maskonlyb04_09_main_flag,shape,38,42,112,26,flag:main
479,keep,,direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02,section,普通,3,25,44,185,direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02,section,25,44,185,0,
480,keep,,direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05,sweep,普通,1,21,43,141,direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05,sweep,21,43,141,0,
481,keep,,direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13,maze,普通,1,22,38,108,direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13,maze,22,38,108,0,
482,keep,,direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10,lock,普通,1,22,43,150,direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10,lock,22,43,150,0,
483,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall,shape_landmark,普通,1,30,42,82,r2_outer_strong_005_r2_006_a401_maskonlyb01_06_compact_snowflake,shape,33,33,65,-17,snowflake:compact
484,keep_locked,hole_position,hole_candidate_103_notch_24x28_section_b,hole_rescue,hole,1,24,28,62,hole_candidate_103_notch_24x28_section_b,hole_rescue,24,28,62,0,hole_position
485,keep,,direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06,section,普通,2,25,46,189,direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06,section,25,46,189,0,
486,keep,,direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01,sweep,普通,3,26,50,213,direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01,sweep,26,50,213,0,
487,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_05_long_maskproceduralvertical_30x40-maintrophytall,shape_object,普通,1,30,40,84,r2_outer_strong_005_r2_006_a401_maskonlyb01_10_main_sun,shape,38,38,113,29,sun:main
488,keep,,direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04,section,普通,2,25,49,195,direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04,section,25,49,195,0,
489,keep,,direct_normal_46_direct_normal_rect_core_burst_g4_v05,lock,普通,2,22,36,108,direct_normal_46_direct_normal_rect_core_burst_g4_v05,lock,22,36,108,0,
490,keep,,direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03,section,普通,4,25,49,199,direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03,section,25,49,199,0,
491,keep,,direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01,sweep,普通,4,35,63,337,direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01,sweep,35,63,337,0,
492,keep_locked,hole_position,hole_highchain_extra_018_hc2_32x30_lock_a,hole_rescue,hole,2,32,30,90,hole_highchain_extra_018_hc2_32x30_lock_a,hole_rescue,32,30,90,0,hole_position
493,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_39_long_maskproceduralvertical_30x42-mainfoxtall,shape_object,普通,1,30,42,81,r2_outer_strong_005_r2_006_a401_maskonlyb07_01_compact_dragonhead,shape,36,38,64,-17,dragonhead:compact
494,keep,,direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01,dense,普通,4,26,45,192,direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01,dense,26,45,192,0,
495,keep,,direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09,sweep,普通,1,21,35,97,direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09,sweep,21,35,97,0,
496,keep,,direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05,lock,普通,2,23,38,108,direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05,lock,23,38,108,0,
497,keep,,direct_polish_hard_12_direct_polish_hard_rect_dense_weave_g5_v02,dense,普通,1,23,40,151,direct_polish_hard_12_direct_polish_hard_rect_dense_weave_g5_v02,dense,23,40,151,0,
498,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_118_long_maskproceduralvertical_32x42-mainleaf03tall,shape_nature,普通,1,32,42,84,r2_outer_strong_005_r2_006_a401_maskonlyb02_03_large_banana,shape,42,34,72,-12,banana:large
499,keep,,direct_pure_topup_09_09_direct_polish_hard_pure_rect_quasi_symmetry_g14_v06,section,普通,3,22,44,158,direct_pure_topup_09_09_direct_polish_hard_pure_rect_quasi_symmetry_g14_v06,section,22,44,158,0,
500,keep,,direct_advanced_45_direct_advanced_veryhard_rect_stair_push_g1_v06,section,普通,2,27,47,200,direct_advanced_45_direct_advanced_veryhard_rect_stair_push_g1_v06,section,27,47,200,0,
