"order","section10","category","difficultyBucket","experienceRole","projectedChain","projectedArrow","projectedAsset","sourcePool","productionLane","chainLanguage","baseChain","baseArrow","initialChain","initialArrow","projectionReason","linkedOrder","chainDeltaVsBase","chainDeltaVsInitial"
"264","27","normal","Hard","Pressure","26","355","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","SeedV5LongChain30Front300","slot_seedweave_braid_carrier","family_profile_chain","26","355","157","978","keep_current","","0","-131"
"265","27","normal","Ordinary","Recovery","104","767","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07.asset","InitialTemplateDonorRevertReviewOnly","","","64","653","104","767","v7_review_donor_revert","30","40","0"
"266","27","normal","Ordinary","Normal","47","625","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine.asset","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","47","625","97","753","keep_current","","0","-50"
"267","27","hole","HoleRescue","HoleRescue","82","809","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_001_hc2_32x28_dual_b.asset","","","","82","809","82","809","keep_current","","0","0"
"268","27","shape","Shape","Shape","95","822","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_77_L268_boot_sweep.asset","ShapeMaskInventory","","","95","822","118","813","keep_current","","0","-23"
"269","27","normal","Peak","Peak","22","365","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_25_l031_long_normal_a_sweep_s04_slot_seedmaze_chamber_corridor.asset","SeedV5LongChain30Front300","slot_seedmaze_chamber_corridor","family_profile_chain","22","365","184","1378","keep_current","","0","-162"
"270","27","normal","Ordinary","Normal","114","843","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_147_direct_normal_rect_dual_zone_g2_v15.asset","InitialTemplateDonorRevertReviewOnly","","","64","580","114","843","v7_review_donor_revert","33","50","0"
"271","28","normal","Ordinary","Recovery","114","693","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05.asset","InitialTemplateDonorRevertReviewOnly","","","66","648","114","693","v7_review_donor_revert","79","48","0"
"272","28","normal","Ordinary","Normal","21","360","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_17_l022_long_normal_b_section_s03_slot_seedweave_braid_carrier.asset","SeedV5LongChain30Front300","slot_seedweave_braid_carrier","family_profile_chain","21","360","115","880","keep_current","","0","-94"
"273","28","shape","Shape","Shape","111","829","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section.asset","ShapeMaskInventory","","","111","829","113","824","keep_current","","0","-2"
"274","28","normal","Hard","Pressure","63","573","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain.asset","Campaign500_HardGateUntil0910","PeelMid","rail_chain","63","573","131","1068","keep_current","","0","-68"
"275","28","normal","Ordinary","Normal","48","627","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine.asset","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","48","627","106","776","keep_current","","0","-58"
"276","28","normal","Peak","Peak","23","369","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave.asset","SeedV5LongChain30Front300","slot_seedmaze_section_weave","family_profile_chain","23","369","201","1187","keep_current","","0","-178"
"277","28","hole","HoleRescue","HoleRescue","61","586","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_030_topup_std_26x26_dual.asset","","","","61","586","61","586","keep_current","","0","0"
"278","28","shape","Shape","Shape","116","884","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_02_L278_tree.asset","ShapeMaskInventory","","","116","884","119","873","keep_current","","0","-3"
"279","28","normal","Ordinary","Normal","54","534","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","54","534","107","766","keep_current","","0","-53"
"280","28","normal","Ordinary","Normal","54","535","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain.asset","Campaign500NormalFullV1UnusedStrict","FlowPatch","patch_chain","54","535","107","791","keep_current","","0","-53"
"281","29","normal","Ordinary","Recovery","43","659","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine.asset","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","43","659","107","759","keep_current","","0","-64"
"282","29","normal","Ordinary","Normal","54","583","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain.asset","Campaign500_HardGateUntil0910","PeelMid","rail_chain","54","583","107","784","keep_current","","0","-53"
"283","29","shape","Shape","Shape","114","929","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep.asset","ShapeMaskInventory","","","114","929","119","906","keep_current","","0","-5"
"284","29","normal","Hard","Pressure","29","373","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean.asset","SeedV5LongChain30Front300","slot_headmix_outerclean","family_profile_chain","29","373","172","1054","keep_current","","0","-143"
"285","29","hole","HoleRescue","HoleRescue","62","587","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_025_topup_std_24x28_maze.asset","","","","62","587","62","587","keep_current","","0","0"
"286","29","normal","Ordinary","Normal","24","349","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedmaze_chamber_corridor.asset","SeedV5LongChain30Front300","slot_seedmaze_chamber_corridor","family_profile_chain","24","349","107","823","keep_current","","0","-83"
"287","29","normal","Peak","Peak","29","353","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support.asset","SeedV5LongChain30Front300","slot_seedweave_dense_support","family_profile_chain","29","353","214","1313","keep_current","","0","-185"
"288","29","shape","Shape","Shape","101","837","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_04_L288_knighthelmet.asset","ShapeMaskInventory","","","101","837","120","827","keep_current","","0","-19"
"289","29","normal","Hard","Pressure","39","427","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain.asset","Campaign500_HardGateUntil0910","FlowRail","rail_chain","39","427","115","820","keep_current","","0","-76"
"290","29","normal","Ordinary","Recovery","15","181","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_02_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset","SeedV5LongChain30Front300","slot_seedweave_braid_carrier","family_profile_chain","15","181","114","839","keep_current","","0","-99"
"291","30","normal","Ordinary","Recovery","40","427","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_13_nutation_flow_rail_v1_rect_s02_o011_v00_flowrail_rail_chain.asset","Campaign500_HardGateUntil0910","FlowCurve","rail_chain","40","427","106","765","keep_current","","0","-66"
"292","30","hole","HoleRescue","HoleRescue","60","539","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_028_std_24x26_section.asset","","","","60","539","60","539","keep_current","","0","0"
"293","30","shape","Shape","Shape","128","1026","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_26_L293_potionbottle_r2dense.asset","ShapeMaskInventory","","","128","1026","118","1015","keep_current","","0","10"
"294","30","normal","Ordinary","Recovery","15","181","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset","SeedV5LongChain30Front300","slot_seedweave_braid_carrier","family_profile_chain","15","181","110","814","keep_current","","0","-95"
"295","30","normal","Ordinary","Normal","38","430","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain.asset","Campaign500_HardGateUntil0910","FlowRail","rail_chain","38","430","105","805","keep_current","","0","-67"
"296","30","normal","Hard","Pressure","17","209","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_10_l011_long_normal_a_normal_s02_slot_seedmaze_chamber_corridor.asset","SeedV5LongChain30Front300","slot_seedmaze_chamber_corridor","family_profile_chain","17","209","163","997","keep_current","","0","-146"
"297","30","normal","Ordinary","Normal","38","430","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_03_nutation_flow_rail_v1_rect_s06_o060_v02_flowrail_patch_chain.asset","Campaign500_HardGateUntil0910","FlowPatch","patch_chain","38","430","114","814","keep_current","","0","-76"
"298","30","shape","Shape","Shape","108","841","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_93_L298_rocketvarianta_dense.asset","ShapeMaskInventory","","","108","841","123","832","keep_current","","0","-15"
"299","30","normal","Peak","Peak","15","180","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_headmix_outerclean.asset","SeedV5LongChain30Front300","slot_headmix_outerclean","family_profile_chain","15","180","178","1315","keep_current","","0","-163"
"300","30","normal","Ordinary","Recovery","36","426","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_04_nutation_flow_rail_v1_rect_s07_o068_v00_flowrail_mixed_chain.asset","Campaign500_HardGateUntil0910","FlowCurve","curve_chain","36","426","110","806","keep_current","","0","-74"
"301","31","hole","HoleRescue","HoleRescue","82","752","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_012_hc2_28x30_lock_a.asset","","","","82","752","82","752","keep_current","","0","0"
"302","31","normal","Ordinary","Normal","80","766","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/b/c5s1_b_04_nutation_strict_mixed_choiceclamp_v1_rect_s31_o302_v03_strictmixedchoiceclamp_mixed_chain.asset","C5V4FGapfillStrictSelected","StrictMixedChoiceClamp","mixed_chain","80","766","102","773","keep_current","","0","-22"
"303","31","shape","Shape","Shape","103","824","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_29_L303_virtualpetkeychain_r2dense.asset","ShapeMaskInventory","","","103","824","120","819","keep_current","","0","-17"
"304","31","normal","Ordinary","Normal","122","906","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_138_direct_normal_rect_stair_push_g1_v14.asset","","","","122","906","122","906","keep_current","","0","0"
"305","31","normal","Hard","Pressure","82","818","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","rail_chain","82","818","181","1078","keep_current","","0","-99"
"306","31","normal","Ordinary","Recovery","117","889","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_101_direct_diff_hard_long_spine_snake_spine_g0_v06.asset","","","","117","889","117","889","keep_current","","0","0"
"307","31","shape","Shape","Shape","118","985","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_99_L307_pear_dense.asset","ShapeMaskInventory","","","118","985","121","982","keep_current","","0","-3"
"308","31","normal","Ordinary","Normal","71","649","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_53_nutation_mixed_neutral_v1_rect_s31_o308_v01_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","71","649","106","767","keep_current","","0","-35"
"309","31","normal","Peak","Pressure","93","871","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PressurePeak","mixed_chain","93","871","200","1201","keep_current","","0","-107"
"310","31","normal","Ordinary","Normal","111","838","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset","","","","111","838","111","838","keep_current","","0","0"
"311","32","normal","Ordinary","Normal","47","538","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","FlowRail","rail_chain","47","538","103","728","keep_current","","0","-56"
"312","32","normal","Hard","Pressure","99","678","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_02_s01_r02.asset","HubMixedStrict30Refill","PeelMid","rail_chain","99","678","134","837","keep_current","","0","-35"
"313","32","shape","Shape","Shape","119","866","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_101_L313_apple_sweep.asset","ShapeMaskInventory","","","119","866","121","857","keep_current","","0","-2"
"314","32","normal","Ordinary","Normal","72","650","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","72","650","112","887","keep_current","","0","-40"
"315","32","normal","Ordinary","Recovery","116","887","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10.asset","","","","116","887","116","887","keep_current","","0","0"
"316","32","normal","Peak","Peak","233","1405","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_18_direct_advanced_veryhard_rect_dense_weave_g2_v03.asset","InitialTemplateDonorRevertReviewOnly","","","100","962","233","1405","v7_review_donor_revert","56","133","0"
"317","32","hole","HoleRescue","HoleRescue","65","694","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_053_std_28x28_maze.asset","","","","65","694","65","694","keep_current","","0","0"
"318","32","shape","Shape","Shape","113","868","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_10_L318_flame.asset","ShapeMaskInventory","","","113","868","125","867","keep_current","","0","-12"
"319","32","normal","Ordinary","Recovery","115","878","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset","","","","115","878","115","878","keep_current","","0","0"
"320","32","normal","Ordinary","Normal","114","814","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset","","","","114","814","114","814","keep_current","","0","0"
"321","33","normal","Ordinary","Recovery","108","858","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset","","","","108","858","108","858","keep_current","","0","0"
"322","33","normal","Ordinary","Normal","48","535","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_45_nutation_flow_rail_v1_rect_s33_o322_v02_flowrail_patch_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","FlowPatch","patch_chain","48","535","101","760","keep_current","","0","-53"
"323","33","shape","Shape","Shape","118","853","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_104_L323_hotairballoon_core.asset","ShapeMaskInventory","","","118","853","124","848","keep_current","","0","-6"
"324","33","normal","Hard","Pressure","63","807","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_20_nutation_longchain_spine_v1_rect_c80hf_05_d1_section_spine.asset","NutationLongChainStrict60","PeelMid","rail_chain","63","807","174","1329","keep_current","","0","-111"
"325","33","hole","HoleRescue","HoleRescue","66","644","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_044_std_26x28_dense.asset","","","","66","644","66","644","keep_current","","0","0"
"326","33","normal","Ordinary","Normal","74","750","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/gap8a/c5v4f_gapfill_v1_gap8a_22_nutation_mixed_neutral_v1_rect_s33_o326_v09_neutralmixed_mixed_chain.asset","C5V4FGapfillStrictSelected","NeutralMixed","mixed_chain","74","750","104","751","keep_current","","0","-30"
"327","33","shape","Shape","Shape","126","1078","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_31_L327_compass_r2lock.asset","ShapeMaskInventory","","","126","1078","130","1066","keep_current","","0","-4"
"328","33","normal","Hard","Pressure","165","1011","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset","","","","165","1011","165","1011","keep_current","","0","0"
"329","33","normal","Peak","Peak","203","1270","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03.asset","InitialTemplateDonorRevertReviewOnly","","","94","869","203","1270","v7_review_donor_revert","97","109","0"
"330","33","normal","Ordinary","Normal","113","862","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset","","","","113","862","113","862","keep_current","","0","0"
"331","34","normal","Hard","Recovery","85","921","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_25_nutation_longchain_curve_v1_rect_c80hf2_07_d2_maze_curve.asset","NutationLongChainStrict60","PeelMid","curve_chain","85","921","147","898","keep_current","","0","-62"
"332","34","normal","Ordinary","Normal","118","717","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02.asset","","","","118","717","118","717","keep_current","","0","0"
"333","34","shape","Shape","Shape","132","1114","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_35_L333_leaf_r2section.asset","ShapeMaskInventory","","","132","1114","130","1093","keep_current","","0","2"
"334","34","normal","Hard","Pressure","207","1262","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset","","","","207","1262","207","1262","keep_current","","0","0"
"335","34","hole","HoleRescue","HoleRescue","80","859","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_094_wide_32x30_section.asset","","","","80","859","80","859","keep_current","","0","0"
"336","34","normal","Peak","Peak","216","1325","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset","InitialTemplateDonorRevertReviewOnly","","","100","954","216","1325","v7_review_donor_revert","65","116","0"
"337","34","normal","Ordinary","Recovery","45","538","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_48_nutation_flow_rail_v1_rect_s34_o337_v02_flowrail_rail_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","FlowCurve","curve_chain","45","538","103","815","keep_current","","0","-58"
"338","34","shape","Shape","Shape","136","1164","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_113_L338_television_sweep.asset","ShapeMaskInventory","","","136","1164","136","1144","keep_current","","0","0"
"339","34","normal","Ordinary","Normal","75","651","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_26_nutation_strict_mixed_hard_v1_rect_s34_o339_v00_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","75","651","110","834","keep_current","","0","-35"
"340","34","normal","Ordinary","Normal","110","812","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset","","","","110","812","110","812","keep_current","","0","0"
"341","35","normal","Hard","Recovery","69","849","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_21_nutation_longchain_curve_v1_rect_c80_06_d2_lock_curve.asset","NutationLongChainStrict60","PeelMid","curve_chain","69","849","154","932","keep_current","","0","-85"
"342","35","hole","HoleRescue","HoleRescue","67","631","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_026_topup_std_24x30_dense.asset","","","","67","631","67","631","keep_current","","0","0"
"343","35","shape","Shape","Shape","121","967","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_115_L343_skeletonskull_lock.asset","ShapeMaskInventory","","","121","967","135","966","keep_current","","0","-14"
"344","35","normal","Hard","Pressure","170","1263","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_146_direct_diff_veryhard_room_gate_four_pockets_g1_v07.asset","","","","170","1263","170","1263","keep_current","","0","0"
"345","35","normal","Ordinary","Recovery","115","866","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_105_direct_normal_rect_sweep_g4_v11.asset","InitialTemplateDonorRevertReviewOnly","","","69","654","115","866","v7_review_donor_revert","57","46","0"
"346","35","normal","Ordinary","Normal","54","634","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_97_nutation_flow_rail_v1_rect_s35_o346_v00_flowrail_rail_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","FlowRail","rail_chain","54","634","112","792","keep_current","","0","-58"
"347","35","normal","Peak","Peak","71","861","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_24_nutation_longchain_spine_v1_rect_c80hf3_06_d2_lock_spine.asset","NutationLongChainStrict60","PressurePeak","mixed_chain","71","861","189","1189","keep_current","","0","-118"
"348","35","shape","Shape","Shape","145","1221","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_12_L348_donut_r3lock.asset","ShapeMaskInventory","","","145","1221","133","1204","keep_current","","0","12"
"349","35","normal","Hard","Pressure","213","1253","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06.asset","","","","213","1253","213","1253","keep_current","","0","0"
"350","35","normal","Ordinary","Recovery","120","743","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03.asset","","","","120","743","120","743","keep_current","","0","0"
"351","36","hole","HoleRescue","HoleRescue","72","690","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_078_wide_30x26_lock.asset","","","","72","690","72","690","keep_current","","0","0"
"352","36","normal","Hard","Pressure","101","686","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_04_s01_r04.asset","HubMixedStrict30Refill","PeelMid","rail_chain","101","686","154","960","keep_current","","0","-53"
"353","36","shape","Shape","Shape","125","1038","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_15_L353_slimecrown_r4stair.asset","ShapeMaskInventory","","","125","1038","128","1027","keep_current","","0","-3"
"354","36","normal","Ordinary","Recovery","126","780","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01.asset","","","","126","780","126","780","keep_current","","0","0"
"355","36","normal","Ordinary","Normal","69","649","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_113_nutation_mixed_neutral_v1_rect_s36_o355_v01_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","69","649","108","864","keep_current","","0","-39"
"356","36","normal","Hard","Pressure","148","888","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09.asset","","","","148","888","148","888","keep_current","","0","0"
"357","36","normal","Ordinary","Normal","103","823","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_21_direct_normal_rect_outer_shell_g2_v03.asset","InitialTemplateDonorRevertReviewOnly","","","67","653","103","823","v7_review_donor_revert","51","36","0"
"358","36","shape","Shape","Shape","143","1142","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_125_L358_clover_sweep.asset","ShapeMaskInventory","","","143","1142","131","1125","keep_current","","0","12"
