"order","section10","category","difficultyBucket","experienceRole","sourcePool","productionLane","chainLanguage","patchKind","projectedAsset","projectedChain","projectedArrow","initialChain","initialArrow","baseChain","baseArrow","projectionReason","donorOrTarget","chainDeltaVsBase","chainDeltaVsInitial"
"258","26","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_08_L258_questionmarkvarianta.asset","107","792","110","783","107","792","keep_current","","0","-3"
"259","26","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain.asset","66","654","126","777","66","654","keep_current","","0","-60"
"260","26","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_10_nutation_strict_mixed_hard_v1_rect_s12_o116_v01_strictmixedhard_mixed_chain.asset","66","580","101","707","66","580","keep_current","","0","-35"
"261","27","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","PeelHard","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_01_nutation_strict_mixed_hard_v1_rect_s01_o010_v00_strictmixedhard_mixed_chain.asset","65","651","107","851","65","651","keep_current","","0","-42"
"262","27","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","PeelMid","curve_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain.asset","65","576","102","802","65","576","keep_current","","0","-37"
"263","27","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_06_L263_cherries_r3section.asset","94","745","116","738","94","745","keep_current","","0","-22"
"264","27","normal","Hard","Pressure","SeedV5LongChain30Front300","slot_seedweave_braid_carrier","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","26","355","157","978","26","355","keep_current","","0","-131"
"265","27","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","choice_clamp_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","64","653","104","767","64","653","keep_current","","0","-40"
"266","27","normal","Ordinary","Normal","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine.asset","47","625","97","753","47","625","keep_current","","0","-50"
"267","27","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_001_hc2_32x28_dual_b.asset","82","809","82","809","82","809","keep_current","","0","0"
"268","27","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_77_L268_boot_sweep.asset","95","822","118","813","95","822","keep_current","","0","-23"
"269","27","normal","Peak","Peak","SeedV5LongChain30Front300","slot_seedmaze_chamber_corridor","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_25_l031_long_normal_a_sweep_s04_slot_seedmaze_chamber_corridor.asset","22","365","184","1378","22","365","keep_current","","0","-162"
"270","27","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","PeelMid","curve_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_04_nutation_peel_rect_s01_o008_v03_peellight_curve_chain.asset","64","580","114","843","64","580","keep_current","","0","-50"
"271","28","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","strict_peak_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_11_nutation_strict_mixed_peak_v1_rect_s12_o112_v04_strictmixedpeak_strict_peak_chain_hf1.asset","66","648","114","693","66","648","keep_current","","0","-48"
"272","28","normal","Ordinary","Normal","SeedV5LongChain30Front300","slot_seedweave_braid_carrier","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_17_l022_long_normal_b_section_s03_slot_seedweave_braid_carrier.asset","21","360","115","880","21","360","keep_current","","0","-94"
"273","28","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section.asset","111","829","113","824","111","829","keep_current","","0","-2"
"274","28","normal","Hard","Pressure","Campaign500_HardGateUntil0910","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain.asset","63","573","131","1068","63","573","keep_current","","0","-68"
"275","28","normal","Ordinary","Normal","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine.asset","48","627","106","776","48","627","keep_current","","0","-58"
"276","28","normal","Peak","Peak","SeedV5LongChain30Front300","slot_seedmaze_section_weave","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave.asset","23","369","201","1187","23","369","keep_current","","0","-178"
"277","28","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_030_topup_std_26x26_dual.asset","61","586","61","586","61","586","keep_current","","0","0"
"278","28","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_02_L278_tree.asset","116","884","119","873","116","884","keep_current","","0","-3"
"279","28","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain.asset","54","534","107","766","54","534","keep_current","","0","-53"
"280","28","normal","Ordinary","Normal","Campaign500NormalFullV1UnusedStrict","FlowPatch","patch_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain.asset","54","535","107","791","54","535","keep_current","","0","-53"
"281","29","normal","Ordinary","Recovery","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine.asset","43","659","107","759","43","659","keep_current","","0","-64"
"282","29","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain.asset","54","583","107","784","54","583","keep_current","","0","-53"
"283","29","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep.asset","114","929","119","906","114","929","keep_current","","0","-5"
"284","29","normal","Hard","Pressure","SeedV5LongChain30Front300","slot_headmix_outerclean","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean.asset","29","373","172","1054","29","373","keep_current","","0","-143"
"285","29","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_025_topup_std_24x28_maze.asset","62","587","62","587","62","587","keep_current","","0","0"
"286","29","normal","Ordinary","Normal","SeedV5LongChain30Front300","slot_seedmaze_chamber_corridor","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedmaze_chamber_corridor.asset","24","349","107","823","24","349","keep_current","","0","-83"
"287","29","normal","Peak","Peak","SeedV5LongChain30Front300","slot_seedweave_dense_support","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support.asset","29","353","214","1313","29","353","keep_current","","0","-185"
"288","29","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_04_L288_knighthelmet.asset","101","837","120","827","101","837","keep_current","","0","-19"
"289","29","normal","Hard","Pressure","Campaign500_HardGateUntil0910","FlowRail","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain.asset","39","427","115","820","39","427","keep_current","","0","-76"
"290","29","normal","Ordinary","Recovery","SeedV5LongChain30Front300","slot_seedweave_braid_carrier","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_02_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset","15","181","114","839","15","181","keep_current","","0","-99"
"291","30","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","FlowCurve","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_13_nutation_flow_rail_v1_rect_s02_o011_v00_flowrail_rail_chain.asset","40","427","106","765","40","427","keep_current","","0","-66"
"292","30","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_028_std_24x26_section.asset","60","539","60","539","60","539","keep_current","","0","0"
"293","30","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_26_L293_potionbottle_r2dense.asset","128","1026","118","1015","128","1026","keep_current","","0","10"
"294","30","normal","Ordinary","Recovery","SeedV5LongChain30Front300","slot_seedweave_braid_carrier","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset","15","181","110","814","15","181","keep_current","","0","-95"
"295","30","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","FlowRail","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain.asset","38","430","105","805","38","430","keep_current","","0","-67"
"296","30","normal","Hard","Pressure","SeedV5LongChain30Front300","slot_seedmaze_chamber_corridor","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_10_l011_long_normal_a_normal_s02_slot_seedmaze_chamber_corridor.asset","17","209","163","997","17","209","keep_current","","0","-146"
"297","30","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","FlowPatch","patch_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_03_nutation_flow_rail_v1_rect_s06_o060_v02_flowrail_patch_chain.asset","38","430","114","814","38","430","keep_current","","0","-76"
"298","30","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_93_L298_rocketvarianta_dense.asset","108","841","123","832","108","841","keep_current","","0","-15"
"299","30","normal","Peak","Peak","SeedV5LongChain30Front300","slot_headmix_outerclean","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_headmix_outerclean.asset","15","180","178","1315","15","180","keep_current","","0","-163"
"300","30","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","FlowCurve","curve_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_04_nutation_flow_rail_v1_rect_s07_o068_v00_flowrail_mixed_chain.asset","36","426","110","806","36","426","keep_current","","0","-74"
"301","31","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_012_hc2_28x30_lock_a.asset","82","752","82","752","82","752","keep_current","","0","0"
"302","31","normal","Ordinary","Normal","C5V4FGapfillStrictSelected","StrictMixedChoiceClamp","mixed_chain","NutationStrictGapfill","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/b/c5s1_b_04_nutation_strict_mixed_choiceclamp_v1_rect_s31_o302_v03_strictmixedchoiceclamp_mixed_chain.asset","80","766","102","773","80","766","keep_current","","0","-22"
"303","31","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_29_L303_virtualpetkeychain_r2dense.asset","103","824","120","819","103","824","keep_current","","0","-17"
"304","31","normal","Ordinary","Normal","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_138_direct_normal_rect_stair_push_g1_v14.asset","122","906","122","906","122","906","keep_current","","0","0"
"305","31","normal","Hard","Pressure","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","rail_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain.asset","82","818","181","1078","82","818","keep_current","","0","-99"
"306","31","normal","Ordinary","Recovery","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_101_direct_diff_hard_long_spine_snake_spine_g0_v06.asset","117","889","117","889","117","889","keep_current","","0","0"
"307","31","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_99_L307_pear_dense.asset","118","985","121","982","118","985","keep_current","","0","-3"
"308","31","normal","Ordinary","Normal","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05.asset","106","767","106","767","71","649","donor_revert_to_initial","35","35","0"
"309","31","normal","Peak","Pressure","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06.asset","200","1201","200","1201","93","871","donor_revert_to_initial","75","107","0"
"310","31","normal","Ordinary","Normal","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset","111","838","111","838","111","838","keep_current","","0","0"
"311","32","normal","Ordinary","Normal","Campaign500HardGateUntil0910After300Reclaimed","FlowRail","rail_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain.asset","47","538","103","728","47","538","keep_current","","0","-56"
"312","32","normal","Hard","Pressure","HubMixedStrict30Refill","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_02_s01_r02.asset","99","678","134","837","99","678","keep_current","","0","-35"
"313","32","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_101_L313_apple_sweep.asset","119","866","121","857","119","866","keep_current","","0","-2"
"314","32","normal","Ordinary","Normal","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain.asset","72","650","112","887","72","650","keep_current","","0","-40"
"315","32","normal","Ordinary","Recovery","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10.asset","116","887","116","887","116","887","keep_current","","0","0"
"316","32","normal","Peak","Peak","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_18_direct_advanced_veryhard_rect_dense_weave_g2_v03.asset","233","1405","233","1405","100","962","donor_revert_to_initial","72","133","0"
"317","32","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_053_std_28x28_maze.asset","65","694","65","694","65","694","keep_current","","0","0"
"318","32","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_10_L318_flame.asset","113","868","125","867","113","868","keep_current","","0","-12"
"319","32","normal","Ordinary","Recovery","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset","115","878","115","878","115","878","keep_current","","0","0"
"320","32","normal","Ordinary","Normal","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset","114","814","114","814","114","814","keep_current","","0","0"
"321","33","normal","Ordinary","Recovery","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset","108","858","108","858","108","858","keep_current","","0","0"
"322","33","normal","Ordinary","Normal","Campaign500HardGateUntil0910After300Reclaimed","FlowPatch","patch_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_45_nutation_flow_rail_v1_rect_s33_o322_v02_flowrail_patch_chain.asset","48","535","101","760","48","535","keep_current","","0","-53"
"323","33","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_104_L323_hotairballoon_core.asset","118","853","124","848","118","853","keep_current","","0","-6"
"324","33","normal","Hard","Pressure","NutationLongChainStrict60","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_20_nutation_longchain_spine_v1_rect_c80hf_05_d1_section_spine.asset","63","807","174","1329","63","807","keep_current","","0","-111"
"325","33","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_044_std_26x28_dense.asset","66","644","66","644","66","644","keep_current","","0","0"
"326","33","normal","Ordinary","Normal","C5V4FGapfillStrictSelected","NeutralMixed","mixed_chain","NutationStrictGapfill","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/gap8a/c5v4f_gapfill_v1_gap8a_22_nutation_mixed_neutral_v1_rect_s33_o326_v09_neutralmixed_mixed_chain.asset","74","750","104","751","74","750","keep_current","","0","-30"
"327","33","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_31_L327_compass_r2lock.asset","126","1078","130","1066","126","1078","keep_current","","0","-4"
"328","33","normal","Hard","Pressure","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset","165","1011","165","1011","165","1011","keep_current","","0","0"
"329","33","normal","Peak","Peak","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03.asset","203","1270","203","1270","94","869","donor_revert_to_initial","97","109","0"
"330","33","normal","Ordinary","Normal","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset","113","862","113","862","113","862","keep_current","","0","0"
"331","34","normal","Hard","Recovery","NutationLongChainStrict60","PeelMid","curve_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_25_nutation_longchain_curve_v1_rect_c80hf2_07_d2_maze_curve.asset","85","921","147","898","85","921","keep_current","","0","-62"
"332","34","normal","Ordinary","Normal","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02.asset","118","717","118","717","118","717","keep_current","","0","0"
"333","34","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_35_L333_leaf_r2section.asset","132","1114","130","1093","132","1114","keep_current","","0","2"
"334","34","normal","Hard","Pressure","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset","207","1262","207","1262","207","1262","keep_current","","0","0"
"335","34","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_094_wide_32x30_section.asset","80","859","80","859","80","859","keep_current","","0","0"
"336","34","normal","Peak","Peak","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset","216","1325","216","1325","100","954","donor_revert_to_initial","59","116","0"
"337","34","normal","Ordinary","Recovery","Campaign500HardGateUntil0910After300Reclaimed","FlowCurve","curve_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_48_nutation_flow_rail_v1_rect_s34_o337_v02_flowrail_rail_chain.asset","45","538","103","815","45","538","keep_current","","0","-58"
"338","34","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_113_L338_television_sweep.asset","136","1164","136","1144","136","1164","keep_current","","0","0"
"339","34","normal","Ordinary","Normal","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_26_nutation_strict_mixed_hard_v1_rect_s34_o339_v00_strictmixedhard_mixed_chain.asset","75","651","110","834","75","651","keep_current","","0","-35"
"340","34","normal","Ordinary","Normal","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset","110","812","110","812","110","812","keep_current","","0","0"
"341","35","normal","Hard","Recovery","NutationLongChainStrict60","PeelMid","curve_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_21_nutation_longchain_curve_v1_rect_c80_06_d2_lock_curve.asset","69","849","154","932","69","849","keep_current","","0","-85"
"342","35","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_026_topup_std_24x30_dense.asset","67","631","67","631","67","631","keep_current","","0","0"
"343","35","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_115_L343_skeletonskull_lock.asset","121","967","135","966","121","967","keep_current","","0","-14"
"344","35","normal","Hard","Pressure","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_146_direct_diff_veryhard_room_gate_four_pockets_g1_v07.asset","170","1263","170","1263","170","1263","keep_current","","0","0"
"345","35","normal","Ordinary","Recovery","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_105_direct_normal_rect_sweep_g4_v11.asset","115","866","115","866","69","654","donor_revert_to_initial","79","46","0"
"346","35","normal","Ordinary","Normal","Campaign500HardGateUntil0910After300Reclaimed","FlowRail","rail_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_97_nutation_flow_rail_v1_rect_s35_o346_v00_flowrail_rail_chain.asset","54","634","112","792","54","634","keep_current","","0","-58"
"347","35","normal","Peak","Peak","NutationLongChainStrict60","PressurePeak","mixed_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_24_nutation_longchain_spine_v1_rect_c80hf3_06_d2_lock_spine.asset","71","861","189","1189","71","861","keep_current","","0","-118"
"348","35","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_12_L348_donut_r3lock.asset","145","1221","133","1204","145","1221","keep_current","","0","12"
"349","35","normal","Hard","Pressure","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06.asset","213","1253","213","1253","213","1253","keep_current","","0","0"
