"order","section10","category","difficultyBucket","experienceRole","projectedChain","canvasAdjustedChain","longChainCanvasBonus","isLongChain","projectedArrow","projectedArea","projectedAsset","sourcePool","productionLane","chainLanguage","baseChain","baseArrow","baseArea","initialChain","initialArrow","initialArea","projectionReason","linkedOrder","chainDeltaVsBase","chainDeltaVsInitial"
"245","25","normal","Peak","Pressure","51","56","5","True","727","768","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_12_nutation_longchain_spine_v1_rect_c80hf_03_d1_weave_spine.asset","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","51","727","768","150","925","943","keep_current","","0","-99"
"246","25","normal","Ordinary","Recovery","66","66","0","False","653","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_114_nutation_mixed_neutral_v1_rect_s36_o355_v02_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","FlowCurve","curve_chain","66","653","660","109","827","840","keep_current","","0","-43"
"247","25","shape","Shape","Shape","113","113","0","False","913","1786","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_17_L247_lollipop_r2section.asset","ShapeMaskInventory","","","113","913","1786","109","902","1786","keep_current","","0","4"
"248","25","normal","Ordinary","Normal","68","68","0","False","637","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset","Campaign500_HardGateUntil0910","PeelLight","rail_chain","68","637","660","102","751","760","keep_current","","0","-34"
"249","25","normal","Hard","Pressure","50","53","3","True","627","660","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine.asset","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","50","627","660","137","840","861","keep_current","","0","-87"
"250","25","normal","Ordinary","Normal","65","65","0","False","648","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","65","648","660","107","793","805","keep_current","","0","-42"
"251","26","hole","HoleRescue","HoleRescue","59","59","0","False","590","672","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_047_std_28x24_shell.asset","","","","59","590","672","59","590","672","keep_current","","0","0"
"252","26","normal","Hard","Pressure","56","59","3","True","624","660","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_02_nutation_longchain_rail_v1_rect_c80hf3_01_d1_lock_rail.asset","NutationLongChainStrict60Front300","maze_long_chain","rail_chain","56","624","660","147","894","912","keep_current","","0","-91"
"253","26","shape","Shape","Shape","108","108","0","False","823","1444","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_70_L253_gear_dense.asset","ShapeMaskInventory","","","108","823","1444","117","817","1444","keep_current","","0","-9"
"254","26","normal","Ordinary","Normal","70","70","0","False","699","713","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_09_nutation_strict_mixed_hard_v1_rect_s16_o152_v02_strictmixedhard_strict_hard_chain_hf1.asset","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","strict_hard_chain","70","699","713","101","740","756","keep_current","","0","-31"
"255","26","normal","Ordinary","Recovery","66","66","0","False","622","638","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset","Campaign500_HardGateUntil0910","FlowCurve","curve_chain","66","622","638","110","839","851","keep_current","","0","-44"
"256","26","normal","Peak","Peak","26","26","0","True","355","374","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","SeedV5LongChain30Front300","slot_seedweave_braid_carrier","family_profile_chain","26","355","374","159","986","1008","keep_current","","0","-133"
"257","26","normal","Ordinary","Normal","66","66","0","False","647","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain.asset","Campaign500NormalFullV1UnusedStrict","PeelLight","curve_chain","66","647","660","107","809","828","keep_current","","0","-41"
"258","26","shape","Shape","Shape","107","107","0","False","792","1496","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10D/campaign500_shape_psg_next10d_08_L258_questionmarkvarianta.asset","ShapeMaskInventory","","","107","792","1496","110","783","1496","keep_current","","0","-3"
"259","26","normal","Ordinary","Recovery","66","66","0","False","654","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","66","654","660","126","777","798","keep_current","","0","-60"
"260","26","normal","Ordinary","Normal","66","66","0","False","580","588","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_10_nutation_strict_mixed_hard_v1_rect_s12_o116_v01_strictmixedhard_mixed_chain.asset","Campaign500_HardGateUntil0910","PeelMid","rail_chain","66","580","588","101","707","714","keep_current","","0","-35"
"261","27","normal","Ordinary","Recovery","65","65","0","False","651","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_01_nutation_strict_mixed_hard_v1_rect_s01_o010_v00_strictmixedhard_mixed_chain.asset","Campaign500_HardGateUntil0910","PeelHard","rail_chain","65","651","660","107","851","851","keep_current","","0","-42"
"262","27","normal","Ordinary","Normal","65","65","0","False","576","588","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain.asset","Campaign500_HardGateUntil0910","PeelMid","curve_chain","65","576","588","102","802","814","keep_current","","0","-37"
"263","27","shape","Shape","Shape","94","94","0","False","745","1512","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_06_L263_cherries_r3section.asset","ShapeMaskInventory","","","94","745","1512","116","738","1512","keep_current","","0","-22"
"264","27","normal","Hard","Pressure","26","26","0","True","355","374","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","SeedV5LongChain30Front300","slot_seedweave_braid_carrier","family_profile_chain","26","355","374","157","978","1000","keep_current","","0","-131"
"265","27","normal","Ordinary","Recovery","64","64","0","False","653","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","choice_clamp_chain","64","653","660","104","767","780","keep_current","","0","-40"
"266","27","normal","Ordinary","Normal","47","50","3","True","625","660","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine.asset","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","47","625","660","97","753","770","keep_current","","0","-50"
"267","27","hole","HoleRescue","HoleRescue","82","82","0","False","809","896","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_001_hc2_32x28_dual_b.asset","","","","82","809","896","82","809","896","keep_current","","0","0"
"268","27","shape","Shape","Shape","95","95","0","False","822","1428","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_77_L268_boot_sweep.asset","ShapeMaskInventory","","","95","822","1428","118","813","1428","keep_current","","0","-23"
"269","27","normal","Peak","Peak","22","22","0","True","365","391","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_25_l031_long_normal_a_sweep_s04_slot_seedmaze_chamber_corridor.asset","SeedV5LongChain30Front300","slot_seedmaze_chamber_corridor","family_profile_chain","22","365","391","184","1378","1400","keep_current","","0","-162"
"270","27","normal","Ordinary","Normal","64","64","0","False","580","588","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_04_nutation_peel_rect_s01_o008_v03_peellight_curve_chain.asset","Campaign500_HardGateUntil0910","PeelMid","curve_chain","64","580","588","114","843","858","keep_current","","0","-50"
"271","28","normal","Ordinary","Recovery","66","66","0","False","648","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_11_nutation_strict_mixed_peak_v1_rect_s12_o112_v04_strictmixedpeak_strict_peak_chain_hf1.asset","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","strict_peak_chain","66","648","660","114","693","704","keep_current","","0","-48"
"272","28","normal","Ordinary","Normal","115","115","0","False","880","897","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_33_direct_normal_rect_lock_buckle_g3_v04.asset","InitialTemplateDonorRevertReviewOnly","","","21","360","378","115","880","897","v8_review_donor_revert","7","94","0"
"273","28","shape","Shape","Shape","111","111","0","False","829","1584","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section.asset","ShapeMaskInventory","","","111","829","1584","113","824","1584","keep_current","","0","-2"
"274","28","normal","Hard","Pressure","63","63","0","False","573","588","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain.asset","Campaign500_HardGateUntil0910","PeelMid","rail_chain","63","573","588","131","1068","1085","keep_current","","0","-68"
"275","28","normal","Ordinary","Normal","48","51","3","True","627","660","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine.asset","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","48","627","660","106","776","792","keep_current","","0","-58"
"276","28","normal","Peak","Peak","23","23","0","True","369","391","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave.asset","SeedV5LongChain30Front300","slot_seedmaze_section_weave","family_profile_chain","23","369","391","201","1187","1215","keep_current","","0","-178"
"277","28","hole","HoleRescue","HoleRescue","61","61","0","False","586","676","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_030_topup_std_26x26_dual.asset","","","","61","586","676","61","586","676","keep_current","","0","0"
"278","28","shape","Shape","Shape","116","116","0","False","884","1512","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_02_L278_tree.asset","ShapeMaskInventory","","","116","884","1512","119","873","1512","keep_current","","0","-3"
"279","28","normal","Ordinary","Normal","107","107","0","False","766","780","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02.asset","InitialTemplateDonorRevertReviewOnly","","","54","534","540","107","766","780","v8_review_donor_revert","34","53","0"
"280","28","normal","Ordinary","Normal","107","107","0","False","791","805","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_113_direct_normal_rect_lock_buckle_g5_v12.asset","InitialTemplateDonorRevertReviewOnly","","","54","535","540","107","791","805","v8_review_donor_revert","35","53","0"
"281","29","normal","Ordinary","Recovery","107","107","0","False","759","777","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_95_direct_normal_rect_sweep_g3_v10.asset","InitialTemplateDonorRevertReviewOnly","","","43","659","713","107","759","777","v8_review_donor_revert","24","64","0"
"282","29","normal","Ordinary","Normal","54","54","0","False","583","588","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain.asset","Campaign500_HardGateUntil0910","PeelMid","rail_chain","54","583","588","107","784","798","keep_current","","0","-53"
"283","29","shape","Shape","Shape","114","114","0","False","929","1680","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep.asset","ShapeMaskInventory","","","114","929","1680","119","906","1680","keep_current","","0","-5"
"284","29","normal","Hard","Pressure","29","29","0","True","373","391","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean.asset","SeedV5LongChain30Front300","slot_headmix_outerclean","family_profile_chain","29","373","391","172","1054","1080","keep_current","","0","-143"
"285","29","hole","HoleRescue","HoleRescue","62","62","0","False","587","672","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_025_topup_std_24x28_maze.asset","","","","62","587","672","62","587","672","keep_current","","0","0"
"286","29","normal","Ordinary","Normal","107","107","0","False","823","836","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05.asset","InitialTemplateDonorRevertReviewOnly","","","24","349","374","107","823","836","v8_review_donor_revert","11","83","0"
"287","29","normal","Peak","Peak","214","214","0","False","1313","1350","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset","InitialTemplateDonorRevertReviewOnly","","","29","353","378","214","1313","1350","v8_review_donor_revert","15","185","0"
"288","29","shape","Shape","Shape","101","101","0","False","837","1584","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_04_L288_knighthelmet.asset","ShapeMaskInventory","","","101","837","1584","120","827","1584","keep_current","","0","-19"
"289","29","normal","Hard","Pressure","39","39","0","False","427","432","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain.asset","Campaign500_HardGateUntil0910","FlowRail","rail_chain","39","427","432","115","820","840","keep_current","","0","-76"
"290","29","normal","Ordinary","Recovery","114","114","0","False","839","858","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_82_direct_normal_rect_section_unlock_g2_v09.asset","InitialTemplateDonorRevertReviewOnly","","","15","181","192","114","839","858","v8_review_donor_revert","3","99","0"
"291","30","normal","Ordinary","Recovery","106","106","0","False","765","777","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06.asset","InitialTemplateDonorRevertReviewOnly","","","40","427","432","106","765","777","v8_review_donor_revert","21","66","0"
"292","30","hole","HoleRescue","HoleRescue","60","60","0","False","539","624","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_028_std_24x26_section.asset","","","","60","539","624","60","539","624","keep_current","","0","0"
"293","30","shape","Shape","Shape","128","128","0","False","1026","1692","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_26_L293_potionbottle_r2dense.asset","ShapeMaskInventory","","","128","1026","1692","118","1015","1692","keep_current","","0","10"
"294","30","normal","Ordinary","Recovery","110","110","0","False","814","828","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_155_direct_normal_rect_sweep_g3_v16.asset","InitialTemplateDonorRevertReviewOnly","","","15","181","192","110","814","828","v8_review_donor_revert","5","95","0"
"295","30","normal","Ordinary","Normal","38","38","0","False","430","432","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain.asset","Campaign500_HardGateUntil0910","FlowRail","rail_chain","38","430","432","105","805","814","keep_current","","0","-67"
"296","30","normal","Hard","Pressure","17","17","0","True","209","221","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_10_l011_long_normal_a_normal_s02_slot_seedmaze_chamber_corridor.asset","SeedV5LongChain30Front300","slot_seedmaze_chamber_corridor","family_profile_chain","17","209","221","163","997","1012","keep_current","","0","-146"
"297","30","normal","Ordinary","Normal","38","38","0","False","430","432","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_03_nutation_flow_rail_v1_rect_s06_o060_v02_flowrail_patch_chain.asset","Campaign500_HardGateUntil0910","FlowPatch","patch_chain","38","430","432","114","814","836","keep_current","","0","-76"
"298","30","shape","Shape","Shape","108","108","0","False","841","1496","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_93_L298_rocketvarianta_dense.asset","ShapeMaskInventory","","","108","841","1496","123","832","1496","keep_current","","0","-15"
"299","30","normal","Peak","Peak","15","15","0","True","180","192","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_headmix_outerclean.asset","SeedV5LongChain30Front300","slot_headmix_outerclean","family_profile_chain","15","180","192","178","1315","1334","keep_current","","0","-163"
"300","30","normal","Ordinary","Recovery","36","36","0","False","426","432","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_04_nutation_flow_rail_v1_rect_s07_o068_v00_flowrail_mixed_chain.asset","Campaign500_HardGateUntil0910","FlowCurve","curve_chain","36","426","432","110","806","820","keep_current","","0","-74"
"301","31","hole","HoleRescue","HoleRescue","82","82","0","False","752","840","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_012_hc2_28x30_lock_a.asset","","","","82","752","840","82","752","840","keep_current","","0","0"
"302","31","normal","Ordinary","Normal","102","102","0","False","773","780","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset","InitialTemplateDonorRevertReviewOnly","","","80","766","780","102","773","780","v8_review_donor_revert","86","22","0"
"303","31","shape","Shape","Shape","103","103","0","False","824","1496","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_29_L303_virtualpetkeychain_r2dense.asset","ShapeMaskInventory","","","103","824","1496","120","819","1496","keep_current","","0","-17"
"304","31","normal","Ordinary","Normal","122","122","0","False","906","920","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_138_direct_normal_rect_stair_push_g1_v14.asset","","","","122","906","920","122","906","920","keep_current","","0","0"
"305","31","normal","Hard","Pressure","82","82","0","False","818","825","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","rail_chain","82","818","825","181","1078","1100","keep_current","","0","-99"
"306","31","normal","Ordinary","Recovery","117","125","8","True","889","902","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_101_direct_diff_hard_long_spine_snake_spine_g0_v06.asset","","","","117","889","902","117","889","902","keep_current","","0","0"
"307","31","shape","Shape","Shape","118","118","0","False","985","1692","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_99_L307_pear_dense.asset","ShapeMaskInventory","","","118","985","1692","121","982","1692","keep_current","","0","-3"
"308","31","normal","Ordinary","Normal","71","71","0","False","649","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_53_nutation_mixed_neutral_v1_rect_s31_o308_v01_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","71","649","660","106","767","777","keep_current","","0","-35"
"309","31","normal","Peak","Pressure","93","93","0","False","871","884","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PressurePeak","mixed_chain","93","871","884","200","1201","1224","keep_current","","0","-107"
"310","31","normal","Ordinary","Normal","111","111","0","False","838","851","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset","","","","111","838","851","111","838","851","keep_current","","0","0"
"311","32","normal","Ordinary","Normal","47","47","0","False","538","540","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","FlowRail","rail_chain","47","538","540","103","728","735","keep_current","","0","-56"
"312","32","normal","Hard","Pressure","99","99","0","False","678","713","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_02_s01_r02.asset","HubMixedStrict30Refill","PeelMid","rail_chain","99","678","713","134","837","858","keep_current","","0","-35"
"313","32","shape","Shape","Shape","119","119","0","False","866","1292","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_101_L313_apple_sweep.asset","ShapeMaskInventory","","","119","866","1292","121","857","1292","keep_current","","0","-2"
"314","32","normal","Ordinary","Normal","72","72","0","False","650","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","72","650","660","112","887","902","keep_current","","0","-40"
"315","32","normal","Ordinary","Recovery","116","116","0","False","887","902","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10.asset","","","","116","887","902","116","887","902","keep_current","","0","0"
"316","32","normal","Peak","Peak","233","233","0","False","1405","1428","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_18_direct_advanced_veryhard_rect_dense_weave_g2_v03.asset","InitialTemplateDonorRevertReviewOnly","","","100","962","972","233","1405","1428","v8_review_donor_revert","56","133","0"
"317","32","hole","HoleRescue","HoleRescue","65","65","0","False","694","784","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_053_std_28x28_maze.asset","","","","65","694","784","65","694","784","keep_current","","0","0"
"318","32","shape","Shape","Shape","113","113","0","False","868","1428","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_10_L318_flame.asset","ShapeMaskInventory","","","113","868","1428","125","867","1428","keep_current","","0","-12"
"319","32","normal","Ordinary","Recovery","115","115","0","False","878","902","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset","","","","115","878","902","115","878","902","keep_current","","0","0"
"320","32","normal","Ordinary","Normal","114","114","0","False","814","828","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset","","","","114","814","828","114","814","828","keep_current","","0","0"
"321","33","normal","Ordinary","Recovery","108","115","7","True","858","874","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset","","","","108","858","874","108","858","874","keep_current","","0","0"
"322","33","normal","Ordinary","Normal","48","48","0","False","535","540","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_45_nutation_flow_rail_v1_rect_s33_o322_v02_flowrail_patch_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","FlowPatch","patch_chain","48","535","540","101","760","777","keep_current","","0","-53"
"323","33","shape","Shape","Shape","118","118","0","False","853","1496","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_104_L323_hotairballoon_core.asset","ShapeMaskInventory","","","118","853","1496","124","848","1496","keep_current","","0","-6"
"324","33","normal","Hard","Pressure","63","70","7","True","807","850","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_20_nutation_longchain_spine_v1_rect_c80hf_05_d1_section_spine.asset","NutationLongChainStrict60","PeelMid","rail_chain","63","807","850","174","1329","1344","keep_current","","0","-111"
"325","33","hole","HoleRescue","HoleRescue","66","66","0","False","644","728","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_044_std_26x28_dense.asset","","","","66","644","728","66","644","728","keep_current","","0","0"
"326","33","normal","Ordinary","Normal","74","74","0","False","750","770","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/gap8a/c5v4f_gapfill_v1_gap8a_22_nutation_mixed_neutral_v1_rect_s33_o326_v09_neutralmixed_mixed_chain.asset","C5V4FGapfillStrictSelected","NeutralMixed","mixed_chain","74","750","770","104","751","770","keep_current","","0","-30"
"327","33","shape","Shape","Shape","126","126","0","False","1078","1786","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_31_L327_compass_r2lock.asset","ShapeMaskInventory","","","126","1078","1786","130","1066","1786","keep_current","","0","-4"
"328","33","normal","Hard","Pressure","165","165","0","False","1011","1032","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset","","","","165","1011","1032","165","1011","1032","keep_current","","0","0"
"329","33","normal","Peak","Peak","203","203","0","False","1270","1300","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03.asset","InitialTemplateDonorRevertReviewOnly","","","94","869","884","203","1270","1300","v8_review_donor_revert","97","109","0"
