"order","section10","category","sectionWaveRole","difficultyBucket","experienceRole","difficultyNameZh","replacementMark","finalStatus","sourcePool","productionLane","productionChainLanguage","patchKind","initialAssetPath","currentAssetPath","initialGuid","currentGuid","initialWidth","initialHeight","initialArea","initialArrowCount","initialChainCount","currentWidth","currentHeight","currentArea","currentArrowCount","currentChainCount","currentCoverage","sourceCoverage","maxChoices","localPatchSolveRunMax","solveTraceQualityScore"
"423","43","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L423_artistpalette_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_58_L423_artistpalette_r2lock.asset","b85afea4934a0dc47a5a09ffcd851ecb","604f96ddba62a4f4ca3ff562df2f52f7","44","38","1672","1147","136","44","38","1672","1157","139","0.692","0.983","11","10",""
"424","43","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","curve_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset","11ee13a83bf2a02488af27840a99ddb1","428f43c1d82505e4e9888c9760d4558b","22","37","814","793","129","22","30","660","650","74","0.9848","0.985","8","6","0.869"
"425","43","normal","PeakExtreme","Peak","Pressure","极难","REPLACED","ExternalCandidatePlanned","NutationLongChainStrict60","LongChainProbe","patch_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve.asset","2e746213f293c034eb0b2fe0fb7aebb5","ff8e17157c0848546b6b508037e14d34","28","48","1344","1320","213","27","36","972","921","86","0.9475","0.948","9","6","0.862"
"426","43","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_086_wide_32x24_dense.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_086_wide_32x24_dense.asset","85a4d8d7e9000c44c8d0c66e74189d1f","85a4d8d7e9000c44c8d0c66e74189d1f","32","24","768","672","80","32","24","768","672","80","0.875","","","",""
"427","43","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L427_treasurechest_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_46_L427_treasurechest_r4sweep.asset","88194f3f0d2299a498d2e3c38c4325a8","914fe9745ff275e479758bc8e6d25e04","44","40","1760","1311","161","44","40","1760","1311","166","0.7449","0.988","9","12",""
"428","43","normal","Normal","Ordinary","Normal","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset","a687290fde52330498ae2a87eacdd6db","a687290fde52330498ae2a87eacdd6db","24","39","936","910","146","24","39","936","910","146","0.9722","","","",""
"429","43","normal","Hard","Hard","Pressure","特别困难","REPLACED","ExternalCandidatePlanned","NutationLongChainStrict60","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_34_nutation_longchain_rail_v1_rect_c80hf_09_d2_core_rail.asset","d37b89b3f49239144929310c6b9dc4cd","dfab3bb46de81e24faed16c14983bcd1","27","48","1296","1261","205","28","38","1064","1016","84","0.9549","0.955","10","3","0.881"
"430","43","normal","Normal","Ordinary","Normal","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset","9e41036c526906f408660469dc37f81e","9e41036c526906f408660469dc37f81e","24","39","936","914","147","24","39","936","914","147","0.9765","","","",""
"431","44","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","C5V4FGapfillStrictSelected","NeutralMixed","mixed_chain","NutationStrictGapfill","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_32_nutation_mixed_neutral_v1_rect_s44_o431_v01_neutralmixed_mixed_chain.asset","9a3a907bddda0a349b5f27ab2eea5619","e08fe147aa6c429ba10392e94bf058c4","23","39","897","879","112","22","30","660","653","67","0.9894","0.989","8","5","0.911"
"432","44","normal","Hard","Hard","Pressure","困难","REPLACED","ExternalCandidatePlanned","HubMixedStrict30Refill","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_06_s02_r02.asset","8f20ff361b5f38d45bcbf037e05392bc","d313dc43f4790e14eb434fc23609b364","24","43","1032","1010","164","23","31","713","678","99","0.9509","0.951","9","9","0.842"
"433","44","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L433_filmroll_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_14_L433_filmroll_r5coreA.asset","f33da85f11d83074c98ddf4f87ccdbf6","ca3fb9873e1b7424f8658f9dcd79541d","43","47","2021","1410","161","43","47","2021","1427","162","0.7061","0.989","10","12",""
"434","44","normal","Normal","Ordinary","Normal","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset","9bc9ce0022d50774889a27fe916f66e2","9bc9ce0022d50774889a27fe916f66e2","24","43","1032","1007","162","24","43","1032","1007","162","0.9758","","","",""
"435","44","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_051_std_28x28_lock.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_051_std_28x28_lock.asset","943f79282dee10141b8dd2103ac3cb56","943f79282dee10141b8dd2103ac3cb56","28","28","784","697","76","28","28","784","697","76","0.889","","","",""
"436","44","normal","PeakExtreme","Peak","Peak","极难","REPLACED","ExternalCandidatePlanned","NutationLongChainStrict60","LongChainProbe","curve_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch.asset","eb0b3fd59a1aaa14b8314a72047df2ac","b376af9c7297ac8498f58805780ed119","27","45","1215","1195","194","26","35","910","849","84","0.933","0.933","10","4","0.851"
"437","44","normal","Normal","Ordinary","Normal","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset","1f296124da1e315479b6231f7c2d62af","1f296124da1e315479b6231f7c2d62af","25","41","1025","1003","164","25","41","1025","1003","164","0.9785","","","",""
"438","44","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L438_giftbox_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_37_L438_giftbox_r3lock.asset","ac75b57d9b0270044a7db34fcc35a557","d7aaca864b24ff84da6807949572cf3d","43","43","1849","1373","166","43","43","1849","1386","172","0.7496","0.987","12","10",""
"439","44","normal","Recovery","Ordinary","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","rail_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset","0c722329dd3e07b4b98bf6461e9d8627","5c17884fb2fd54e45a63d125d6e1b516","24","40","960","942","158","24","32","768","759","79","0.9883","0.988","9","6","0.836"
"440","44","normal","Normal","Ordinary","Normal","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset","f3517bba5d7848e428421fb39a8312c1","f3517bba5d7848e428421fb39a8312c1","23","44","1012","988","161","23","44","1012","988","161","0.9763","","","",""
"441","45","normal","Recovery","Ordinary","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","C5V4FGapfillStrictSelected","StrictMixedLocalBreak","mixed_chain","NutationStrictGapfill","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/c/c5s2_c_05_nutation_strict_mixed_localbreak_v1_rect_s45_o441_v00_strictmixedlocalbreak_mixed_chain.asset","d6460c3145bb1eb489931095e6bbeeba","fcaa52fa6c100fd488feada71446d567","22","36","792","784","105","22","36","792","782","83","0.9874","0.987","8","5","0.871"
"442","45","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset","2108406254a7548408a49a2669086551","2108406254a7548408a49a2669086551","34","28","952","853","81","34","28","952","853","81","0.896","","","",""
"443","45","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L443_ufo_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_05_L443_ufo.asset","9bed04670b8862744bf04faa2bd7972f","3d6d27dc652d12b43a1295c70778a62b","39","31","1209","714","84","39","31","1209","714","86","0.5906","0.986","9","15",""
"444","45","normal","Hard","Hard","Pressure","特别困难","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset","48698c3e7f7377841b5cdbd5af1b6c76","48698c3e7f7377841b5cdbd5af1b6c76","23","43","989","970","159","23","43","989","970","159","0.9808","","","",""
"445","45","normal","Hard","Hard","Recovery","困难","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","rail_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","574cf8d49e5912e479a2be4d269e89dc","9c30ad7f13f813e4da37101fd6be3ff6","24","51","1224","1199","197","26","35","910","893","87","0.9813","0.981","9","7","0.844"
"446","45","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","C5V4FGapfillStrictSelected","PeelLight","curve_chain","NutationStrictGapfill","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_51_nutation_peel_rect_s45_o446_v02_peellight_curve_chain.asset","dd5abd8f2e041e54e8eb8adbc33fc348","dae20c70eb53e8845ba17b897aeb357f","22","38","836","821","136","22","30","660","650","75","0.9848","0.985","11","7","0.848"
"447","45","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L447_magicbook_compact.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_06_L447_magicbook.asset","dd6745363d0f5bf4994b577b038181cc","b55b51da3be50fb4cb11486a3744e9b5","31","36","1116","790","78","31","36","1116","791","95","0.7088","0.991","7","9",""
"448","45","normal","Hard","Hard","Pressure","特别困难","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset","866208997f8604449aca97923c0479b2","866208997f8604449aca97923c0479b2","24","48","1152","1128","196","24","48","1152","1128","196","0.9792","","","",""
"449","45","normal","PeakExtreme","Peak","Peak","极难","REPLACED","ExternalCandidatePlanned","NutationLongChainStrict60","LongChainProbe","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset","45d667c340046ad4892d91a1af855746","69bcb585957b98347a7a7cb9c9703d33","27","41","1107","1090","181","27","36","972","928","86","0.9547","0.955","11","4","0.913"
"450","45","normal","Normal","Ordinary","Normal","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset","de870f60ad55e0048bf0bd7fb441ba75","de870f60ad55e0048bf0bd7fb441ba75","24","44","1056","1037","165","24","44","1056","1037","165","0.982","","","",""
"451","46","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset","dd24c797961165d4db54bd86e88b38f8","dd24c797961165d4db54bd86e88b38f8","32","30","960","866","90","32","30","960","866","90","0.9021","","","",""
"452","46","normal","Normal","Ordinary","Normal","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset","d8a81999f50821f468af4fcbe3b6f4f5","d8a81999f50821f468af4fcbe3b6f4f5","23","42","966","943","154","23","42","966","943","154","0.9762","","","",""
"453","46","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L453_fish_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_07_L453_fish.asset","165fe1d604847d4439c7b9acd492d023","a4036af41c398ef41a2e1c67272ce372","44","38","1672","902","106","44","38","1672","917","111","0.5484","0.988","9","8",""
"454","46","normal","Hard","Hard","Pressure","特别困难","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset","3c09d12b09ea5304abc68b7d7c0cb543","3c09d12b09ea5304abc68b7d7c0cb543","34","48","1632","1609","156","34","48","1632","1609","156","0.9859","","","",""
"455","46","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","rail_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset","3f382166ea317514898165dd3ed3646b","a6d89b6943155ef45971eaf89871e5a2","22","42","924","906","149","24","32","768","757","82","0.9857","0.986","10","4","0.84"
"456","46","normal","PeakExtreme","Peak","Peak","极难","REPLACED","ExternalCandidatePlanned","NutationLongChainStrict60","LongChainProbe","patch_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve.asset","58093147c74159d45aeb81daf6ef5eae","be6703660a5a1ce4e878b67b37eb9e1b","28","50","1400","1379","224","29","38","1102","1045","92","0.9483","0.948","9","5","0.828"
"457","46","normal","Recovery","Ordinary","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset","5387bdbd19029c147b775356709fbe60","b21b73112dfd4bc695089a20f26eaa07","23","40","920","903","117","22","30","660","648","74","0.9818","0.982","9","7","0.824"
"458","46","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L458_star_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_08_L458_star.asset","fcf708f1fdc0e0542b0960758be19ed5","50f721a2d7f25884aa9cb7b91e41030b","38","38","1444","763","112","38","38","1444","766","95","0.5305","0.982","10","11",""
"459","46","normal","Hard","Hard","Normal","困难","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","curve_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset","46ca8fc15b4856c42a55caabfb3f8754","c8858d8fa53432346ab0f5fe05ce6515","24","47","1128","1095","180","25","33","825","814","81","0.9867","0.987","9","6","0.823"
"460","46","normal","Normal","Ordinary","Normal","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset","2211828ffbbd76243b3ee735e2a6ecd4","2211828ffbbd76243b3ee735e2a6ecd4","25","39","975","953","156","25","39","975","953","156","0.9774","","","",""
"461","47","normal","Recovery","Ordinary","Recovery","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset","1ec4341505996ca4d9e7c49c0671bda0","1ec4341505996ca4d9e7c49c0671bda0","25","41","1025","1010","168","25","41","1025","1010","168","0.9854","","","",""
"462","47","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","C5V4FGapfillStrictSelected","StrictMixedLocalBreak","mixed_chain","NutationStrictGapfill","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/c/c5s2_c_17_nutation_strict_mixed_localbreak_v1_rect_s47_o462_v00_strictmixedlocalbreak_mixed_chain.asset","32e833476b455384f85b6bc0ea5587d4","05eba23e295428549b8acccdc3358843","21","40","840","828","135","21","40","840","829","83","0.9869","0.987","11","4","0.888"
"463","47","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L463_castletower_compact.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_172_L463_castletower_section.asset","d45776abc3e391d41b2ed83325eabcf5","58316465886219a44b1a646bbd9554e8","29","38","1102","721","71","29","38","1102","721","89","0.6543","0.986","7","11",""
"464","47","normal","Hard","Hard","Pressure","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain.asset","fc618cf2ec539c947ac3078f107a2345","a3f185398f5a4acea898eb12fd644a7c","22","38","836","826","111","22","30","660","648","65","0.9818","0.982","9","7","0.869"
"465","47","normal","PeakExtreme","Peak","Recovery","特别困难","REPLACED","ExternalCandidatePlanned","NutationLongChainStrict60","LongChainProbe","curve_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_39_nutation_longchain_patch_v1_rect_c80hf2_10_d2_section_patch.asset","7ad227ae9d046ce4b9685e9fc6ff8468","c1d50362dcce03045aa5052258825fd4","28","48","1344","1314","213","29","38","1102","1044","104","0.9474","0.947","9","6","0.867"
