campaignOrder,slotKind,idealScore,targetDifficultyTag,sourcePool,sourceKind,sourceOrder,levelId,assetName,difficultyTagV1,difficultyScoreV1,pressureTag,paceTag,startTag,clearTag,choiceTag,shapeTag,visualTag,noveltyTag,mechanicTag,riskTags,reasonTags,theme,width,height,chains,assetPath,selectionReason
407,Hole,680,VeryHard,hole_mask_early_front,hole,70,r1_ab_008_above300_level_409_final_take_refill_v2_p2_delta11_occ11_addcells_rewrite_v2_v2_t3_added103_rotation_vflip_holeblock_multiseed_final,hole_prod_34x28_wide_r02_r1_ab_008_above300_level_409_final_take_refi_20260610_141514,VeryHard,664,HighPressure,Spike,StartMedium,ClearFlow,ChoiceReadable,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,34,28,89,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_34x28_wide_r02_r1_ab_008_above300_level_409_final_take_refi_20260610_141514.asset,ideal=680|target=VeryHard|kind=Hole|hole-spacing|scoreDiff=16
408,Normal,789.874,Hard,normal_campaign500,normal,425,r1_outer_strong_006_r1_008_a409,r1_outer_strong_006_r1_008_a409,Hard,448,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Square,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,35,34,141,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_006_r1_008_a409.asset,ideal=790|target=Hard|kind=Normal|scoreDiff=342
409,Shape,520,Normal,shape_final_with_supplement,shape,96,r2_outer_strong_005_r2_006_a401_procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall,MainDistinctOctopusTall,Normal,307,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Ocean,32,44,119,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall_20260611_111458.asset,ideal=520|target=Normal|kind=Shape|theme=Ocean|scoreDiff=213
410,Normal,761.717,Normal,normal_campaign500,normal,288,direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01,direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01,Normal,270,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,38,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01.asset,ideal=762|target=Normal|kind=Normal|scoreDiff=492
411,Normal,752.355,Flow,normal_campaign500,normal,97,r2_outer_strong_153_r2_273_a948,r2_outer_strong_153_r2_273_a948,Flow,116,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,22,31,68,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_153_r2_273_a948.asset,ideal=752|target=Flow|kind=Normal|scoreDiff=636
412,Normal,751.132,Hard,normal_campaign500,normal,447,composite_play_cand_200_composite_portrait150_134_composite_greedy_ab_14_rot180_keep_edge120,composite_play_cand_200_composite_portrait150_134_composite_greedy_ab_14_rot180_keep_edge120,Hard,446,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,28,44,131,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_200_composite_portrait150_134_composite_greedy_ab_14_rot180_keep_edge120.asset,ideal=751|target=Hard|kind=Normal|scoreDiff=305
413,Shape,520,Hard,shape_final_with_supplement,shape,21,r2_outer_strong_005_r2_006_a401_procmask_21_long_maskproceduralvertical_30x42-mainraisedhandmascottall,MainRaisedHandMascotTall,Normal,266,LowPressure,Flow,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Character,30,42,101,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_21_long_maskproceduralvertical_30x42-mainraisedhandmascottall_20260611_110517.asset,ideal=520|target=Hard|kind=Shape|theme=Character|scoreDiff=254
414,Normal,775.298,Normal,normal_campaign500,normal,289,direct_normal_79_direct_normal_rect_quasi_symmetry_g1_v08,direct_normal_79_direct_normal_rect_quasi_symmetry_g1_v08,Normal,270,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,37,112,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_79_direct_normal_rect_quasi_symmetry_g1_v08.asset,ideal=775|target=Normal|kind=Normal|scoreDiff=505
415,Normal,795.762,Hard,normal_campaign500,normal,344,direct_normal_topup_59_direct_normal_topup_rect_dense_weave_g7_v08,direct_normal_topup_59_direct_normal_topup_rect_dense_weave_g7_v08,Hard,445,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,40,121,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_59_direct_normal_topup_rect_dense_weave_g7_v08.asset,ideal=796|target=Hard|kind=Normal|scoreDiff=351
416,Normal,815.867,Normal,normal_campaign500,normal,392,composite_play_cand_087_composite_portrait150_007_composite_greedy_ab_00_rot180_keep_edge120,composite_play_cand_087_composite_portrait150_007_composite_greedy_ab_00_rot180_keep_edge120,Hard,441,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,42,135,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_087_composite_portrait150_007_composite_greedy_ab_00_rot180_keep_edge120.asset,ideal=816|target=Normal|kind=Normal|scoreDiff=375
417,Normal,830.95,VeryHard,normal_campaign500,normal,465,direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06,direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06,VeryHard,655,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,28,45,204,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06.asset,ideal=831|target=VeryHard|kind=Normal|scoreDiff=176
418,Shape,520,Hard,shape_final_with_supplement,shape,120,r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall,TransitionWideLandmark06Tall,Normal,327,LowPressure,Flow,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Landmark,38,52,131,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853.asset,ideal=520|target=Hard|kind=Shape|theme=Landmark|scoreDiff=193
419,Normal,835.186,Normal,normal_campaign500,normal,209,direct_normal_topup_33_direct_normal_topup_rect_section_unlock_g10_v05,direct_normal_topup_33_direct_normal_topup_rect_section_unlock_g10_v05,Normal,269,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,38,102,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_33_direct_normal_topup_rect_section_unlock_g10_v05.asset,ideal=835|target=Normal|kind=Normal|scoreDiff=566
420,Normal,824.883,Normal,normal_campaign500,normal,442,composite_play_cand_033_composite_portrait150_006_composite_greedy_ab_00_hflip_keep_edge120,composite_play_cand_033_composite_portrait150_006_composite_greedy_ab_00_hflip_keep_edge120,Hard,440,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,47,137,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_033_composite_portrait150_006_composite_greedy_ab_00_hflip_keep_edge120.asset,ideal=825|target=Normal|kind=Normal|scoreDiff=385
421,Normal,537.388,Flow,normal_campaign500,normal,67,r1_outer_strong_045_r1_080_a542,r1_outer_strong_045_r1_080_a542,Flow,131,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,22,33,86,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_045_r1_080_a542.asset,ideal=537|target=Flow|kind=Normal|scoreDiff=406
422,Normal,525.292,Hard,normal_campaign500,normal,341,direct_normal_157_direct_normal_rect_dual_zone_g3_v16,direct_normal_157_direct_normal_rect_dual_zone_g3_v16,Hard,454,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,41,120,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_157_direct_normal_rect_dual_zone_g3_v16.asset,ideal=525|target=Hard|kind=Normal|scoreDiff=71
423,Shape,518.518,Hard,shape_final_with_supplement,shape,13,r2_outer_strong_005_r2_006_a401_procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall,MainLightningTall,Normal,263,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Symbol,28,42,92,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall_20260611_110450.asset,ideal=519|target=Hard|kind=Shape|theme=Symbol|scoreDiff=256
424,Normal,520.208,Normal,normal_campaign500,normal,388,composite_play_cand_085_composite_portrait150_003_composite_greedy_ab_00_rot180_keep_edge120,composite_play_cand_085_composite_portrait150_003_composite_greedy_ab_00_rot180_keep_edge120,Hard,444,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,44,136,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_085_composite_portrait150_003_composite_greedy_ab_00_rot180_keep_edge120.asset,ideal=520|target=Normal|kind=Normal|scoreDiff=76
425,Hole,531.184,Hard,hole_mask_early_front,hole,64,r1_ab_274_above300_level_949_final_take_refill_v2_p1_delta7_occ7_addcells_rewrite_v2_v2_l2_added69_rotation_vflip_holeblock_multiseed_final,hole_prod_30x30_standard_r01_r1_ab_274_above300_level_949_final_take_refi_20260610_134553,Hard,530,HighPressure,Spike,StartMedium,ClearBurst,ChoiceTactical,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,FlowRelief,HoleBlocker,30,30,74,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_30x30_standard_r01_r1_ab_274_above300_level_949_final_take_refi_20260610_134553.asset,ideal=531|target=Hard|kind=Hole|hole-spacing|scoreDiff=1
426,Normal,549.719,Normal,normal_campaign500,normal,219,direct_normal_158_direct_normal_rect_stair_push_g3_v16,direct_normal_158_direct_normal_rect_stair_push_g3_v16,Normal,269,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,37,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_158_direct_normal_rect_stair_push_g3_v16.asset,ideal=550|target=Normal|kind=Normal|scoreDiff=281
427,Normal,572.013,VeryHard,normal_campaign500,normal,490,direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05,direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05,VeryHard,652,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,27,50,214,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset,ideal=572|target=VeryHard|kind=Normal|scoreDiff=80
428,Normal,593.234,Hard,normal_campaign500,normal,448,composite_play_cand_005_composite_portrait150_006_composite_greedy_ab_00_identity_keep_edge120,composite_play_cand_005_composite_portrait150_006_composite_greedy_ab_00_identity_keep_edge120,Hard,439,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,47,137,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_005_composite_portrait150_006_composite_greedy_ab_00_identity_keep_edge120.asset,ideal=593|target=Hard|kind=Normal|scoreDiff=154
429,Normal,608.844,Normal,normal_campaign500,normal,224,direct_normal_07_direct_normal_rect_dual_zone_g0_v01,direct_normal_07_direct_normal_rect_dual_zone_g0_v01,Normal,269,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,38,102,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_07_direct_normal_rect_dual_zone_g0_v01.asset,ideal=609|target=Normal|kind=Normal|scoreDiff=340
430,Shape,520,Hard,shape_final_with_supplement,shape,113,r2_outer_strong_005_r2_006_a401_procmask_115_onion_maskproceduralvertical_34x48-transitiondistinctchessknighttall,TransitionDistinctChessKnightTall,Normal,295,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Magic,34,48,109,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_115_onion_maskproceduralvertical_34x48-transitiondistinctchessknighttall_20260611_111800.asset,ideal=520|target=Hard|kind=Shape|theme=Magic|scoreDiff=225
431,Normal,613.601,Flow,normal_campaign500,normal,48,r1_outer_strong_139_r1_247_a877,r1_outer_strong_139_r1_247_a877,Flow,125,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,19,31,71,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_139_r1_247_a877.asset,ideal=614|target=Flow|kind=Normal|scoreDiff=489
432,Shape,520,Hard,shape_final_with_supplement,shape,99,r2_outer_strong_005_r2_006_a401_procmask_101_long_maskproceduralvertical_30x42-maindistinctsnailtall,MainDistinctSnailTall,Normal,261,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Nature,30,42,97,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_101_long_maskproceduralvertical_30x42-maindistinctsnailtall_20260611_111509.asset,ideal=520|target=Hard|kind=Shape|theme=Nature|scoreDiff=259
433,Normal,590.996,VeryHard,normal_campaign500,normal,459,direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02,direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02,VeryHard,638,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,24,46,181,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02.asset,ideal=591|target=VeryHard|kind=Normal|scoreDiff=47
434,Normal,579.409,Normal,normal_campaign500,normal,395,composite_play_cand_031_composite_portrait150_003_composite_greedy_ab_00_hflip_keep_edge120,composite_play_cand_031_composite_portrait150_003_composite_greedy_ab_00_hflip_keep_edge120,Hard,444,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,44,136,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_031_composite_portrait150_003_composite_greedy_ab_00_hflip_keep_edge120.asset,ideal=579|target=Normal|kind=Normal|scoreDiff=135
435,Normal,573.714,Hard,normal_campaign500,normal,432,composite_play_cand_116_composite_portrait150_032_composite_greedy_ab_03_identity_keep_edge120,composite_play_cand_116_composite_portrait150_032_composite_greedy_ab_03_identity_keep_edge120,Hard,438,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,28,42,132,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_116_composite_portrait150_032_composite_greedy_ab_03_identity_keep_edge120.asset,ideal=574|target=Hard|kind=Normal|scoreDiff=136
436,Normal,576.76,Normal,normal_campaign500,normal,257,direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06,direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06,Normal,269,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,39,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06.asset,ideal=577|target=Normal|kind=Normal|scoreDiff=308
437,Shape,520,Hard,shape_final_with_supplement,shape,10,r2_outer_strong_005_r2_006_a401_procmask_10_onion_maskproceduralvertical_28x40-mainbelltall,MainBellTall,Normal,267,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Object,28,40,96,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_10_onion_maskproceduralvertical_28x40-mainbelltall_20260611_110444.asset,ideal=520|target=Hard|kind=Shape|theme=Object|scoreDiff=253
438,Normal,608.35,Hard,normal_campaign500,normal,402,composite_play_cand_006_composite_portrait150_007_composite_greedy_ab_00_identity_keep_edge120,composite_play_cand_006_composite_portrait150_007_composite_greedy_ab_00_identity_keep_edge120,Hard,442,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,42,135,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_006_composite_portrait150_007_composite_greedy_ab_00_identity_keep_edge120.asset,ideal=608|target=Hard|kind=Normal|scoreDiff=166
439,Normal,630.796,Normal,normal_campaign500,normal,273,direct_normal_topup_41_direct_normal_topup_rect_section_unlock_g11_v06,direct_normal_topup_41_direct_normal_topup_rect_section_unlock_g11_v06,Normal,269,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,39,115,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_41_direct_normal_topup_rect_section_unlock_g11_v06.asset,ideal=631|target=Normal|kind=Normal|scoreDiff=362
440,Normal,651.461,Extreme,normal_campaign500,normal,493,direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02,direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02,Extreme,800,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,31,56,280,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02.asset,ideal=651|target=Extreme|kind=Normal|scoreDiff=149
441,Normal,665.959,Flow,normal_campaign500,normal,105,nomask_style_expansion_25_double_shell_b,nomask_style_expansion_25_double_shell_b,Flow,106,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,19,27,58,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_25_double_shell_b.asset,ideal=666|target=Flow|kind=Normal|scoreDiff=560
442,Shape,520,Hard,shape_final_with_supplement,shape,64,r2_outer_strong_005_r2_006_a401_procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall,MainOceanSeaweedTall,Normal,301,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Ocean,28,44,110,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall_20260611_111225.asset,ideal=520|target=Hard|kind=Shape|theme=Ocean|scoreDiff=219
443,Normal,668.115,VeryHard,normal_campaign500,normal,456,direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04,direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04,VeryHard,654,HighPressure,Spike,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,26,44,186,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04.asset,ideal=668|target=VeryHard|kind=Normal|scoreDiff=14
444,Hole,657.752,Normal,hole_mask_early_front,hole,7,r1_ab_282_above300_level_966_final_holeblock_multiseed_final,hole_prod_22x26_standard_r01_r1_ab_282_above300_level_966_final_20260610_113915,Normal,412,HighPressure,Spike,StartMedium,ClearFlow,ChoiceTactical,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,22,26,58,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_22x26_standard_r01_r1_ab_282_above300_level_966_final_20260610_113915.asset,ideal=658|target=Normal|kind=Hole|hole-spacing|scoreDiff=246
445,Normal,644.636,Hard,normal_campaign500,normal,401,composite_play_cand_037_composite_portrait150_014_composite_greedy_ab_01_hflip_keep_edge120,composite_play_cand_037_composite_portrait150_014_composite_greedy_ab_01_hflip_keep_edge120,Hard,438,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,45,137,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_037_composite_portrait150_014_composite_greedy_ab_01_hflip_keep_edge120.asset,ideal=645|target=Hard|kind=Normal|scoreDiff=207
446,Normal,633.652,Normal,normal_campaign500,normal,296,direct_normal_72_direct_normal_rect_section_unlock_g1_v08,direct_normal_72_direct_normal_rect_section_unlock_g1_v08,Normal,269,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,37,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_72_direct_normal_rect_section_unlock_g1_v08.asset,ideal=634|target=Normal|kind=Normal|scoreDiff=365
447,Normal,629.099,VeryHard,normal_campaign500,normal,479,direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02,direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02,VeryHard,643,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale|FlowRelief,,28,51,231,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset,ideal=629|target=VeryHard|kind=Normal|scoreDiff=14
448,Shape,520,Hard,shape_final_with_supplement,shape,36,r2_outer_strong_005_r2_006_a401_procmask_36_long_maskproceduralvertical_30x42-mainowltall,MainOwlTall,Normal,259,LowPressure,Flow,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Character,30,42,99,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_36_long_maskproceduralvertical_30x42-mainowltall_20260611_110820.asset,ideal=520|target=Hard|kind=Shape|theme=Character|scoreDiff=261
449,Normal,646.962,Normal,normal_campaign500,normal,403,composite_play_cand_090_composite_portrait150_014_composite_greedy_ab_01_rot180_keep_edge120,composite_play_cand_090_composite_portrait150_014_composite_greedy_ab_01_rot180_keep_edge120,Hard,438,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,45,137,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_090_composite_portrait150_014_composite_greedy_ab_01_rot180_keep_edge120.asset,ideal=647|target=Normal|kind=Normal|scoreDiff=209
450,Normal,667.047,Extreme,normal_campaign500,normal,494,direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01,direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01,Extreme,832,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,32,60,318,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01.asset,ideal=667|target=Extreme|kind=Normal|scoreDiff=165
451,Normal,689.541,Flow,normal_campaign500,normal,116,r1_ab_136_above300_level_623_final,r1_ab_136_above300_level_623_final,Flow,115,LowPressure,Flow,StartMedium,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,22,29,60,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_136_above300_level_623_final.asset,ideal=690|target=Flow|kind=Normal|scoreDiff=575
452,Normal,709.555,Hard,normal_campaign500,normal,405,composite_play_cand_064_composite_portrait150_014_composite_greedy_ab_01_vflip_keep_edge120,composite_play_cand_064_composite_portrait150_014_composite_greedy_ab_01_vflip_keep_edge120,Hard,438,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,45,137,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_064_composite_portrait150_014_composite_greedy_ab_01_vflip_keep_edge120.asset,ideal=710|target=Hard|kind=Normal|scoreDiff=272
453,Normal,722.884,VeryHard,normal_campaign500,normal,463,direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03,direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03,VeryHard,654,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,27,45,201,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03.asset,ideal=723|target=VeryHard|kind=Normal|scoreDiff=69
