campaignOrder,slotKind,templateId,experienceRole,contentSeries,unlockTag,storyBeat,idealScore,targetDifficultyTag,stageRelativeDifficultyTag,stageDifficultyScore,sourcePool,sourceKind,sourceOrder,levelId,assetName,difficultyTagV1,difficultyScoreV1,pressureTag,paceTag,startTag,clearTag,choiceTag,shapeTag,visualTag,noveltyTag,mechanicTag,riskTags,reasonTags,theme,width,height,chains,assetPath,selectionReason
387,Shape,D-Pressure,VisualSpice,MainShape,None,VisualSpice,520,Normal,StageFlow,295,shape_final_with_supplement,shape,146,r2_outer_strong_005_r2_006_a401_procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall,MainUiCameraTall,Normal,295,LowPressure,Flow,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,ToolUI,30,42,115,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall_20260611_124359.asset,ideal=520|target=Normal|kind=Shape|template=D-Pressure|role=VisualSpice|theme=ToolUI|scoreDiff=225
388,Normal,D-Pressure,Pressure,Auto,None,Auto,711.811,Hard,StageHard,643,normal_campaign500,normal,479,direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02,direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02,VeryHard,643,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale|FlowRelief,,28,51,231,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset,ideal=712|target=Hard|kind=Normal|template=D-Pressure|role=Pressure|scoreDiff=69
389,Normal,D-Pressure,Recovery,Auto,None,Auto,587.24,Normal,StageFlow,264,normal_campaign500,normal,231,direct_normal_topup_67_direct_normal_topup_rect_dense_weave_g8_v09,direct_normal_topup_67_direct_normal_topup_rect_dense_weave_g8_v09,Normal,264,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,35,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_67_direct_normal_topup_rect_dense_weave_g8_v09.asset,ideal=587|target=Normal|kind=Normal|template=D-Pressure|role=Recovery|scoreDiff=323
390,Normal,D-Pressure,Peak,Auto,None,Auto,781.278,Extreme,StageVeryHard|Peak,799,normal_campaign500,normal,497,direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01,direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01,Extreme,799,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,30,54,263,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01.asset,ideal=781|target=Extreme|kind=Normal|template=D-Pressure|role=Peak|scoreDiff=18
391,Normal,E-Chapter,Flow,Auto,None,Auto,715.927,Normal,StageFlow,273,normal_campaign500,normal,285,direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02,direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02,Normal,273,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,39,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02.asset,ideal=716|target=Normal|kind=Normal|template=E-Chapter|role=Flow|scoreDiff=443
392,Shape,E-Chapter,VisualSpice,MainShape,None,VisualSpice,520,Normal,StageFlow,323,shape_final_with_supplement,shape,69,r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall,TransitionOceanOxygenTankTall,Normal,323,LowPressure,Flow,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Ocean,34,50,131,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257.asset,ideal=520|target=Normal|kind=Shape|template=E-Chapter|role=VisualSpice|theme=Ocean|scoreDiff=197
393,Normal,E-Chapter,Observe,Auto,None,Auto,753.605,Normal,StageFlow,262,normal_campaign500,normal,327,direct_normal_151_direct_normal_rect_outer_shell_g3_v16,direct_normal_151_direct_normal_rect_outer_shell_g3_v16,Normal,262,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,37,110,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_151_direct_normal_rect_outer_shell_g3_v16.asset,ideal=754|target=Normal|kind=Normal|template=E-Chapter|role=Observe|scoreDiff=492
394,Normal,E-Chapter,Pressure,Auto,None,Auto,798.003,Hard,StageHard,638,normal_campaign500,normal,459,direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02,direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02,VeryHard,638,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,24,46,181,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02.asset,ideal=798|target=Hard|kind=Normal|template=E-Chapter|role=Pressure|scoreDiff=160
395,Normal,E-Chapter,Recovery,Auto,None,Auto,668.116,Normal,StageFlow,271,normal_campaign500,normal,336,direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09,direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09,Normal,271,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,39,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09.asset,ideal=668|target=Normal|kind=Normal|template=E-Chapter|role=Recovery|scoreDiff=397
396,Normal,E-Chapter,Core,Auto,None,Auto,754.764,Hard,StageHard,636,normal_campaign500,normal,469,direct_advanced_22_direct_advanced_veryhard_rect_quasi_symmetry_g2_v03,direct_advanced_22_direct_advanced_veryhard_rect_quasi_symmetry_g2_v03,VeryHard,636,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale|FlowRelief,,26,47,199,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_22_direct_advanced_veryhard_rect_quasi_symmetry_g2_v03.asset,ideal=755|target=Hard|kind=Normal|template=E-Chapter|role=Core|scoreDiff=119
397,Shape,E-Chapter,VisualSpice,MainShape,None,VisualSpice,520,Normal,StageFlow,304,shape_final_with_supplement,shape,76,r2_outer_strong_005_r2_006_a401_procmask_78_onion_maskproceduralvertical_30x42-mainmagicscrolltall,MainMagicScrollTall,Normal,304,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Magic,30,42,113,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_78_onion_maskproceduralvertical_30x42-mainmagicscrolltall_20260611_111333.asset,ideal=520|target=Normal|kind=Shape|template=E-Chapter|role=VisualSpice|theme=Magic|scoreDiff=216
398,Normal,E-Chapter,Bottleneck,Auto,None,Auto,761.708,VeryHard,StageHard,635,normal_campaign500,normal,458,direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02,direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02,VeryHard,635,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,25,44,185,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02.asset,ideal=762|target=VeryHard|kind=Normal|template=E-Chapter|role=Bottleneck|scoreDiff=127
399,Normal,E-Chapter,Recovery,Auto,None,Auto,621.407,Normal,StageFlow,270,normal_campaign500,normal,200,direct_normal_topup_74_direct_normal_topup_rect_lock_buckle_g9_v10,direct_normal_topup_74_direct_normal_topup_rect_lock_buckle_g9_v10,Normal,270,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,40,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_74_direct_normal_topup_rect_lock_buckle_g9_v10.asset,ideal=621|target=Normal|kind=Normal|template=E-Chapter|role=Recovery|scoreDiff=351
400,Normal,E-Chapter,Peak,Auto,None,Auto,798.871,VeryHard,StageFlow|Peak,264,normal_campaign500,normal,331,direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01,direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01,Normal,264,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,38,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01.asset,ideal=799|target=VeryHard|kind=Normal|template=E-Chapter|role=Peak|scoreDiff=535
401,Normal,A-Standard,Flow,Auto,None,Auto,720.649,Normal,StageFlow,273,normal_campaign500,normal,314,direct_normal_topup_15_direct_normal_topup_rect_quasi_symmetry_g7_v02,direct_normal_topup_15_direct_normal_topup_rect_quasi_symmetry_g7_v02,Normal,273,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,35,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_15_direct_normal_topup_rect_quasi_symmetry_g7_v02.asset,ideal=721|target=Normal|kind=Normal|template=A-Standard|role=Flow|scoreDiff=448
402,Normal,A-Standard,Observe,Auto,None,Auto,735.734,Normal,StageFlow,272,normal_campaign500,normal,305,direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15,direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15,Normal,272,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,38,113,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15.asset,ideal=736|target=Normal|kind=Normal|template=A-Standard|role=Observe|scoreDiff=464
403,Shape,A-Standard,VisualSpice,MainShape,None,VisualSpice,520,Normal,StageFlow,294,shape_final_with_supplement,shape,15,r2_outer_strong_005_r2_006_a401_procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall,MainSnowmanTall,Normal,294,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Character,30,42,108,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall_20260611_110455.asset,ideal=520|target=Normal|kind=Shape|template=A-Standard|role=VisualSpice|theme=Character|scoreDiff=226
404,Normal,A-Standard,Pressure,Auto,None,Auto,811.304,Hard,StageFlow,263,normal_campaign500,normal,292,direct_normal_topup_35_direct_normal_topup_rect_dense_weave_g10_v05,direct_normal_topup_35_direct_normal_topup_rect_dense_weave_g10_v05,Normal,263,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,36,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_35_direct_normal_topup_rect_dense_weave_g10_v05.asset,ideal=811|target=Hard|kind=Normal|template=A-Standard|role=Pressure|scoreDiff=548
405,Shape,A-Standard,VisualRecovery,MainShape,None,VisualRecovery,425,Normal,StageFlow,333,shape_final_with_supplement,shape,52,r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall,TransitionPagodaTall,Normal,333,LowPressure,Flow,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Landmark,36,50,132,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118.asset,ideal=425|target=Normal|kind=Shape|template=A-Standard|role=VisualRecovery|theme=Landmark|scoreDiff=92
406,Normal,A-Standard,Core,Auto,None,Auto,800.464,Hard,StageFlow,268,normal_campaign500,normal,217,direct_normal_topup_54_direct_normal_topup_rect_stair_push_g6_v07,direct_normal_topup_54_direct_normal_topup_rect_stair_push_g6_v07,Normal,268,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,39,113,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_54_direct_normal_topup_rect_stair_push_g6_v07.asset,ideal=800|target=Hard|kind=Normal|template=A-Standard|role=Core|scoreDiff=532
407,Hole,A-Standard,MechanicSpice,HoleMechanic,None,HoleMechanic,680,Normal,StageFlow,391,hole_mask_early_front,hole,12,r1_ab_093_above300_level_574_final_take_refill_v2_p2_delta19_occ19_addcells_rewrite_v2_v2_r3_added81_rotation_vflip_holeblock_multiseed_final,hole_prod_20x30_long_r02_r1_ab_093_above300_level_574_final_take_refi_20260610_114605,Normal,391,HighPressure,Spike,StartMedium,ClearFlow,ChoiceReadable,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,20,30,67,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_20x30_long_r02_r1_ab_093_above300_level_574_final_take_refi_20260610_114605.asset,ideal=680|target=Normal|kind=Hole|template=A-Standard|role=MechanicSpice|hole-spacing|scoreDiff=289
408,Normal,A-Standard,Bottleneck,Auto,None,Auto,824.874,VeryHard,StageFlow,257,normal_campaign500,normal,163,direct_normal_21_direct_normal_rect_outer_shell_g2_v03,direct_normal_21_direct_normal_rect_outer_shell_g2_v03,Normal,257,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,38,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_21_direct_normal_rect_outer_shell_g2_v03.asset,ideal=825|target=VeryHard|kind=Normal|template=A-Standard|role=Bottleneck|scoreDiff=568
409,Normal,A-Standard,Recovery,Auto,None,Auto,680.795,Normal,StageFlow,273,normal_campaign500,normal,329,direct_normal_topup_65_direct_normal_topup_rect_section_unlock_g8_v09,direct_normal_topup_65_direct_normal_topup_rect_section_unlock_g8_v09,Normal,273,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceManyGood,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,37,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_65_direct_normal_topup_rect_section_unlock_g8_v09.asset,ideal=681|target=Normal|kind=Normal|template=A-Standard|role=Recovery|scoreDiff=408
410,Normal,A-Standard,Peak,Auto,None,Auto,846.717,VeryHard,StageFlow|Peak,270,normal_campaign500,normal,289,direct_normal_79_direct_normal_rect_quasi_symmetry_g1_v08,direct_normal_79_direct_normal_rect_quasi_symmetry_g1_v08,Normal,270,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,37,112,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_79_direct_normal_rect_quasi_symmetry_g1_v08.asset,ideal=847|target=VeryHard|kind=Normal|template=A-Standard|role=Peak|scoreDiff=577
411,Normal,B-Recovery,Flow,Auto,None,Auto,752.355,Normal,StageFlow,262,normal_campaign500,normal,212,direct_normal_51_direct_normal_rect_outer_shell_g5_v06,direct_normal_51_direct_normal_rect_outer_shell_g5_v06,Normal,262,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,37,101,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_51_direct_normal_rect_outer_shell_g5_v06.asset,ideal=752|target=Normal|kind=Normal|template=B-Recovery|role=Flow|scoreDiff=490
412,Normal,B-Recovery,Observe,Auto,None,Auto,751.132,Normal,StageFlow,271,normal_campaign500,normal,295,direct_normal_58_direct_normal_rect_stair_push_g5_v06,direct_normal_58_direct_normal_rect_stair_push_g5_v06,Normal,271,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,37,111,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset,ideal=751|target=Normal|kind=Normal|template=B-Recovery|role=Observe|scoreDiff=480
413,Normal,B-Recovery,Pressure,Auto,None,Auto,794.237,Hard,StageFlow,266,normal_campaign500,normal,297,direct_normal_12_direct_normal_rect_section_unlock_g1_v02,direct_normal_12_direct_normal_rect_section_unlock_g1_v02,Normal,266,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,39,111,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_12_direct_normal_rect_section_unlock_g1_v02.asset,ideal=794|target=Hard|kind=Normal|template=B-Recovery|role=Pressure|scoreDiff=528
414,Shape,B-Recovery,VisualSpice,MainShape,None,VisualSpice,520,Normal,StageFlow,294,shape_final_with_supplement,shape,141,r2_outer_strong_005_r2_006_a401_procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall,MainMusicDrumTall,Normal,294,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Music,30,42,103,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316.asset,ideal=520|target=Normal|kind=Shape|template=B-Recovery|role=VisualSpice|theme=Music|scoreDiff=226
415,Normal,B-Recovery,Recovery,Auto,None,Auto,700.762,Normal,StageFlow,261,normal_campaign500,normal,207,r2_outer_strong_163_r2_288_a984,r2_outer_strong_163_r2_288_a984,Normal,261,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,34,102,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_163_r2_288_a984.asset,ideal=701|target=Normal|kind=Normal|template=B-Recovery|role=Recovery|scoreDiff=440
416,Normal,B-Recovery,Core,Auto,None,Auto,815.867,Hard,StageFlow,272,normal_campaign500,normal,228,direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02,direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02,Normal,272,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,37,110,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02.asset,ideal=816|target=Hard|kind=Normal|template=B-Recovery|role=Core|scoreDiff=544
417,Normal,B-Recovery,Bottleneck,Auto,None,Auto,865.95,VeryHard,StageFlow,272,normal_campaign500,normal,268,direct_normal_87_direct_normal_rect_dual_zone_g2_v09,direct_normal_87_direct_normal_rect_dual_zone_g2_v09,Normal,272,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,40,109,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_87_direct_normal_rect_dual_zone_g2_v09.asset,ideal=866|target=VeryHard|kind=Normal|template=B-Recovery|role=Bottleneck|scoreDiff=594
418,Normal,B-Recovery,Normal,Auto,None,Auto,837.725,Normal,StageFlow,260,normal_campaign500,normal,178,direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07,direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07,Normal,260,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,39,102,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset,ideal=838|target=Normal|kind=Normal|template=B-Recovery|role=Normal|scoreDiff=578
419,Normal,B-Recovery,Recovery,Auto,None,Auto,740.186,Normal,StageFlow,256,normal_campaign500,normal,337,direct_normal_44_direct_normal_rect_dense_weave_g4_v05,direct_normal_44_direct_normal_rect_dense_weave_g4_v05,Normal,256,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,37,102,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_44_direct_normal_rect_dense_weave_g4_v05.asset,ideal=740|target=Normal|kind=Normal|template=B-Recovery|role=Recovery|scoreDiff=484
420,Normal,B-Recovery,Peak,Auto,None,Auto,909.883,Extreme,StageHard|Peak,832,normal_campaign500,normal,494,direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01,direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01,Extreme,832,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,32,60,318,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01.asset,ideal=910|target=Extreme|kind=Normal|template=B-Recovery|role=Peak|scoreDiff=78
421,Normal,C-Visual,Flow,Auto,None,Auto,537.388,Normal,StageFlow,272,normal_campaign500,normal,182,direct_normal_78_direct_normal_rect_stair_push_g1_v08,direct_normal_78_direct_normal_rect_stair_push_g1_v08,Normal,272,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,34,101,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_78_direct_normal_rect_stair_push_g1_v08.asset,ideal=537|target=Normal|kind=Normal|template=C-Visual|role=Flow|scoreDiff=265
422,Normal,C-Visual,Observe,Auto,None,Auto,525.292,Normal,StageFlow,272,normal_campaign500,normal,294,direct_normal_88_direct_normal_rect_stair_push_g2_v09,direct_normal_88_direct_normal_rect_stair_push_g2_v09,Normal,272,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,36,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_88_direct_normal_rect_stair_push_g2_v09.asset,ideal=525|target=Normal|kind=Normal|template=C-Visual|role=Observe|scoreDiff=253
423,Shape,C-Visual,VisualSpice,MainShape,None,VisualSpice,518.518,Normal,StageFlow,322,shape_final_with_supplement,shape,71,r2_outer_strong_005_r2_006_a401_procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall,TransitionOceanSeaTurtleTall,Normal,322,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Ocean,36,48,122,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall_20260611_111302.asset,ideal=519|target=Normal|kind=Shape|template=C-Visual|role=VisualSpice|theme=Ocean|scoreDiff=197
424,Normal,C-Visual,Normal,Auto,None,Auto,520.208,Normal,StageFlow,268,normal_campaign500,normal,315,direct_normal_42_direct_normal_rect_section_unlock_g4_v05,direct_normal_42_direct_normal_rect_section_unlock_g4_v05,Normal,268,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,38,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_42_direct_normal_rect_section_unlock_g4_v05.asset,ideal=520|target=Normal|kind=Normal|template=C-Visual|role=Normal|scoreDiff=252
425,Normal,C-Visual,Pressure,Auto,None,Auto,566.184,Hard,StageFlow,272,normal_campaign500,normal,303,direct_normal_67_direct_normal_rect_dual_zone_g0_v07,direct_normal_67_direct_normal_rect_dual_zone_g0_v07,Normal,272,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,36,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_67_direct_normal_rect_dual_zone_g0_v07.asset,ideal=566|target=Hard|kind=Normal|template=C-Visual|role=Pressure|scoreDiff=294
426,Normal,C-Visual,Recovery,Auto,None,Auto,454.719,Normal,StageFlow,299,normal_campaign500,normal,134,r1_outer_strong_076_r1_148_a652,r1_outer_strong_076_r1_148_a652,Normal,299,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceTactical,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,24,24,75,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_076_r1_148_a652.asset,ideal=455|target=Normal|kind=Normal|template=C-Visual|role=Recovery|scoreDiff=156
427,Hole,C-Visual,MechanicSpice,HoleMechanic,None,HoleMechanic,572.013,Normal,StageFlow,392,hole_mask_early_front,hole,36,r1_ab_029_above300_level_456_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_l2_added50_rotation_vflip_holeblock_multiseed_final,hole_prod_26x22_wide_r02_r1_ab_029_above300_level_456_final_take_refi_20260610_120409,Normal,392,HighPressure,Spike,StartMedium,ClearFlow,ChoiceTactical,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,26,22,56,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_26x22_wide_r02_r1_ab_029_above300_level_456_final_take_refi_20260610_120409.asset,ideal=572|target=Normal|kind=Hole|template=C-Visual|role=MechanicSpice|hole-spacing|scoreDiff=180
428,Normal,C-Visual,Bottleneck,Auto,None,Auto,628.234,VeryHard,StageFlow,269,normal_campaign500,normal,257,direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06,direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06,Normal,269,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,39,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06.asset,ideal=628|target=VeryHard|kind=Normal|template=C-Visual|role=Bottleneck|scoreDiff=359
