"pool","order","sourcePack","levelId","assetName","theme","subtheme","shapeRole","difficultyBand","maskName","maskWidth","maskHeight","maskArea","maskCoverage","maskFill","width","height","chains","arrowTiles","blockTiles","boardFill","playableFill","assetArrowCoverage","initialMovable","targetDifficultyScore","generationSeed","maskGuid","assetPath"
"shape_final_with_supplement","121","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_133_long_maskproceduralvertical_36x50-transitionwidelandmark17tall","procmask_133_long_maskproceduralvertical_36x50-transitionwidelandmark17tall_20260611_111922","Landmark","architecture","landmark","transition","TransitionWideLandmark17Tall","36","50","1169","0.649","0.978","36","50","142","1143","0","0.635","0.635","0.96","0","974","2064565","2bfb2ab2dba0e524aae2efc91a5a3bb4","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_133_long_maskproceduralvertical_36x50-transitionwidelandmark17tall_20260611_111922.asset"
"shape_final_with_supplement","122","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_135_long_maskproceduralvertical_36x50-transitioncarrier01tall","procmask_135_long_maskproceduralvertical_36x50-transitioncarrier01tall_20260611_112006","Vehicle","transport","vehicle","transition","TransitionCarrier01Tall","36","50","1059","0.588","0.978","36","50","136","1036","0","0.576","0.576","0.96","0","974","2080403","a021e5a9bb22e784581dc14f7bb1018b","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_135_long_maskproceduralvertical_36x50-transitioncarrier01tall_20260611_112006.asset"
"shape_final_with_supplement","123","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall","procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall_20260611_112008","Vehicle","transport","vehicle","transition","TransitionCarrier02Tall","38","52","1081","0.547","0.973","38","52","152","1052","0","0.532","0.532","0.96","0","974","1085024","34685a7542267874fbbd78dc87591487","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall_20260611_112008.asset"
"shape_final_with_supplement","124","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall","procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall_20260611_112015","Vehicle","transport","vehicle","transition","TransitionCarrier03Tall","40","50","1309","0.655","0.981","40","50","170","1284","0","0.642","0.642","0.96","0","974","2096389","7bf7226711232b947bcd6765513b847d","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall_20260611_112015.asset"
"shape_final_with_supplement","125","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_138_long_maskproceduralvertical_44x58-bigmegamonument03tall","procmask_138_long_maskproceduralvertical_44x58-bigmegamonument03tall_20260611_112022","Landmark","architecture","landmark","big","BigMegaMonument03Tall","44","58","1745","0.684","0.98","44","58","195","1710","0","0.67","0.67","0.96","0","974","2105264","1ff766a4a6b0214449302e49e23fe083","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_138_long_maskproceduralvertical_44x58-bigmegamonument03tall_20260611_112022.asset"
"shape_final_with_supplement","126","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall","procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516","Landmark","architecture","landmark","big","BigMegaMonument05Tall","42","58","1522","0.625","0.982","42","58","179","1494","0","0.613","0.613","0.96","0","974","2121028","476492ba7a8df1d45ab86ecc93346220","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516.asset"
"shape_final_with_supplement","127","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_141_long_maskproceduralvertical_44x60-bigmegamonument06tall","procmask_141_long_maskproceduralvertical_44x60-bigmegamonument06tall_20260611_112521","Landmark","architecture","landmark","big","BigMegaMonument06Tall","44","60","1451","0.550","0.979","44","60","174","1421","0","0.538","0.538","0.96","0","974","2129223","5be9157ea05ae3a439d34d8db250614c","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_141_long_maskproceduralvertical_44x60-bigmegamonument06tall_20260611_112521.asset"
"shape_final_with_supplement","128","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_142_long_maskproceduralvertical_44x58-bigmegamonument15tall","procmask_142_long_maskproceduralvertical_44x58-bigmegamonument15tall_20260611_112528","Landmark","architecture","landmark","big","BigMegaMonument15Tall","44","58","1723","0.675","0.974","44","58","201","1679","0","0.658","0.658","0.96","0","974","2136940","fbc5bd00c20e6894580af376b8dc8aab","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_142_long_maskproceduralvertical_44x58-bigmegamonument15tall_20260611_112528.asset"
"shape_final_with_supplement","129","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall","procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535","Vehicle","transport","vehicle","big","BigCarrier04Tall","42","60","1298","0.515","0.979","42","60","186","1271","0","0.504","0.504","0.96","0","974","1149332","fd02e50af6328a249884cc3a59a12a49","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535.asset"
"shape_final_with_supplement","130","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall","procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547","Vehicle","transport","vehicle","big","BigCarrier06Tall","46","60","1599","0.579","0.979","46","60","195","1566","0","0.567","0.567","0.96","0","974","2168892","8dbbc251d5333334781a353ada15990c","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547.asset"
"shape_final_with_supplement","131","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall","procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549","Nature","plants-creatures","natural","big","BigGrove02Tall","42","60","1386","0.550","0.98","42","60","191","1358","0","0.539","0.539","0.96","0","974","1173089","28310336c994c13408f2458aeb623b12","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549.asset"
"shape_final_with_supplement","132","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_148_long_maskproceduralvertical_44x58-biggrove03tall","procmask_148_long_maskproceduralvertical_44x58-biggrove03tall_20260611_112558","Nature","plants-creatures","natural","big","BigGrove03Tall","44","58","1547","0.606","0.974","44","58","186","1507","0","0.591","0.591","0.96","0","974","2184454","b6526759ca83d3345840bed33f757f42","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_148_long_maskproceduralvertical_44x58-biggrove03tall_20260611_112558.asset"
"shape_final_with_supplement","133","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall","procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600","Nature","plants-creatures","natural","big","BigGrove04Tall","40","60","1437","0.599","0.974","40","60","207","1400","0","0.583","0.583","0.96","0","974","1188853","2e83b352f4a5cc04e9e4061a0d3f7099","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600.asset"
"shape_final_with_supplement","134","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall","procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall_20260611_124212","Space","sci-fi","vehicle","main","MainSpaceSaturnIconTall","30","42","756","0.600","0.979","30","42","111","740","0","0.587","0.587","0.96","0","974","1228258","1a937ae6a5f48e34eaa7ed08724525e9","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall_20260611_124212.asset"
"shape_final_with_supplement","135","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall","procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall_20260611_124215","Space","sci-fi","vehicle","main","MainSpaceUfoIconTall","32","42","762","0.567","0.975","32","42","86","743","0","0.553","0.553","0.96","0","974","2239825","4ceff5d3d1ded1f458ef96b2f5917e0e","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall_20260611_124215.asset"
"shape_final_with_supplement","136","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_supp_03_long_maskfinalsupplement_30x44-mainspacesatelliteicontall","procmask_supp_03_long_maskfinalsupplement_30x44-mainspacesatelliteicontall_20260611_124232","Space","sci-fi","vehicle","main","MainSpaceSatelliteIconTall","30","44","709","0.537","0.984","30","44","86","698","0","0.529","0.529","0.96","0","974","2247872","3f3765c3c1d078f4dae61eca4c0e566f","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_03_long_maskfinalsupplement_30x44-mainspacesatelliteicontall_20260611_124232.asset"
"shape_final_with_supplement","137","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_supp_04_onion_maskfinalsupplement_30x42-mainspacecometicontall","procmask_supp_04_onion_maskfinalsupplement_30x42-mainspacecometicontall_20260611_124233","Space","sci-fi","vehicle","main","MainSpaceCometIconTall","30","42","677","0.537","0.982","30","42","96","665","0","0.528","0.528","0.96","0","974","1252015","41e9c07cbef2c434297dc18e877bafa0","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_04_onion_maskfinalsupplement_30x42-mainspacecometicontall_20260611_124233.asset"
"shape_final_with_supplement","138","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall","procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310","Music","stage","object","main","MainMusicHeadphonesTall","30","42","735","0.583","0.978","30","42","103","719","0","0.571","0.571","0.96","0","974","1259934","91472c6473adede42ac155075823270c","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310.asset"
"shape_final_with_supplement","139","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall","procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall_20260611_124312","Music","stage","object","main","MainMusicVinylRecordTall","30","42","801","0.636","0.979","30","42","121","784","0","0.622","0.622","0.96","0","974","1267853","38621292451834a47852cc1bcfd722bc","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall_20260611_124312.asset"
"shape_final_with_supplement","140","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_supp_07_long_maskfinalsupplement_30x42-mainmusicspeakertall","procmask_supp_07_long_maskfinalsupplement_30x42-mainmusicspeakertall_20260611_124315","Music","stage","object","main","MainMusicSpeakerTall","30","42","682","0.541","0.975","30","42","85","665","0","0.528","0.528","0.96","0","974","2279346","578c3c7bea090fe47907ff4818435983","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_07_long_maskfinalsupplement_30x42-mainmusicspeakertall_20260611_124315.asset"
"shape_final_with_supplement","141","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall","procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316","Music","stage","object","main","MainMusicDrumTall","30","42","688","0.546","0.977","30","42","103","672","0","0.533","0.533","0.96","0","974","1283691","c5719cbb314213a469abc9bbada9faa6","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316.asset"
"shape_final_with_supplement","142","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_supp_09_onion_maskfinalsupplement_30x42-maintoolgeartall","procmask_supp_09_onion_maskfinalsupplement_30x42-maintoolgeartall_20260611_124319","ToolUI","digital-tools","object","main","MainToolGearTall","30","42","640","0.508","0.975","30","42","96","624","0","0.495","0.495","0.96","0","974","1291610","354dbc29abf16d648970ca2254483e63","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_09_onion_maskfinalsupplement_30x42-maintoolgeartall_20260611_124319.asset"
"shape_final_with_supplement","143","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall","procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall_20260611_124334","ToolUI","digital-tools","object","main","MainToolBatteryTall","28","42","980","0.833","0.984","28","42","118","964","0","0.82","0.82","0.96","0","974","2303029","207e315c7bc61174ca75e9fd89de1be4","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall_20260611_124334.asset"
"shape_final_with_supplement","144","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall","procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall_20260611_124348","ToolUI","digital-tools","object","main","MainToolWrenchTall","30","42","622","0.494","0.987","30","42","84","614","0","0.487","0.487","0.96","0","974","1307448","90d5fed6127a634479f361c54efb1ec5","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall_20260611_124348.asset"
"shape_final_with_supplement","145","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_supp_12_onion_maskfinalsupplement_30x42-mainuiwifitall","procmask_supp_12_onion_maskfinalsupplement_30x42-mainuiwifitall_20260611_124356","ToolUI","digital-tools","object","main","MainUiWifiTall","30","42","610","0.484","0.974","30","42","85","594","0","0.471","0.471","0.96","0","974","1315367","357e74c6a69452349a822d0de4102c32","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_12_onion_maskfinalsupplement_30x42-mainuiwifitall_20260611_124356.asset"
"shape_final_with_supplement","146","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall","procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall_20260611_124359","ToolUI","digital-tools","object","main","MainUiCameraTall","30","42","992","0.787","0.983","30","42","115","975","0","0.774","0.774","0.96","0","974","2326860","f2615f06e1b7a6743806787926e71608","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall_20260611_124359.asset"
"shape_final_with_supplement","147","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall","procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall_20260611_124400","ToolUI","digital-tools","object","main","MainUiChatBubbleTall","30","42","848","0.673","0.976","30","42","114","828","0","0.657","0.657","0.96","0","974","1331205","37d9d699f24f8614f8893ccf59bcfeb3","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall_20260611_124400.asset"
"shape_early_prop","1","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/EarlyPropSatisfyingPack.asset","r2_outer_strong_005_r2_006_a401_earlyprop_01_earlyglide_v2_maskearlyprop_20x24-earlyprop01crystalball","earlyprop_01_earlyglide_v2_maskearlyprop_20x24-earlyprop01crystalball_20260611_143446","Magic","alchemy","object","early","EarlyProp01CrystalBall","20","24","330","0.688","0.991","20","24","30","327","0","0.681","0.681","0.96","0","974","2329006","232a1c3e90a61a84894c9cc1e8fe0087","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/earlyprop_01_earlyglide_v2_maskearlyprop_20x24-earlyprop01crystalball_20260611_143446.asset"
"shape_early_prop","2","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/EarlyPropSatisfyingPack.asset","r2_outer_strong_005_r2_006_a401_earlyprop_02_earlyglide_v3_maskearlyprop_26x18-earlyprop02eraser","earlyprop_02_earlyglide_v3_maskearlyprop_26x18-earlyprop02eraser_20260611_143449","Object","tools-items","object","early","EarlyProp02Eraser","26","18","372","0.795","0.992","26","18","32","369","0","0.788","0.788","0.96","0","974","2609686","8c0107506b536e1419e375134c34ff39","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/earlyprop_02_earlyglide_v3_maskearlyprop_26x18-earlyprop02eraser_20260611_143449.asset"
"shape_early_prop","3","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/EarlyPropSatisfyingPack.asset","r2_outer_strong_005_r2_006_a401_earlyprop_03_earlysweep_v2_maskearlyprop_22x22-earlyprop03ruler","earlyprop_03_earlysweep_v2_maskearlyprop_22x22-earlyprop03ruler_20260611_143450","Object","tools-items","object","early","EarlyProp03Ruler","22","22","197","0.407","0.985","22","22","32","194","0","0.401","0.401","0.96","0","974","1340911","a9bc4006119a36b45b22747336e7d316","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/earlyprop_03_earlysweep_v2_maskearlyprop_22x22-earlyprop03ruler_20260611_143450.asset"
"shape_early_prop","4","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/EarlyPropSatisfyingPack.asset","r2_outer_strong_005_r2_006_a401_earlyprop_04_earlypeel_v5_maskearlyprop_24x24-earlyprop04magicwand","earlyprop_04_earlypeel_v5_maskearlyprop_24x24-earlyprop04magicwand_20260611_143452","Magic","academy","object","early","EarlyProp04MagicWand","24","24","205","0.356","0.98","24","24","37","201","0","0.349","0.349","0.96","0","974","1159211","678656f71e3ed2342a17a8e399827372","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/earlyprop_04_earlypeel_v5_maskearlyprop_24x24-earlyprop04magicwand_20260611_143452.asset"
