"pool","order","bucket","type","score","levelId","width","height","chains","coverage","outer1","openers","avgChoices","unlockBursts","dependencyBlocks","family","qualityFlags","sourcePackTags","assetPath"
"normal_campaign500","404","hard","section","133","composite_play_cand_012_composite_portrait150_019_composite_greedy_ab_02_identity_keep_edge120","28","37","135","0.945","1","16","6.2","24","583","asset:composite_play_cand_012_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_012_composite_portrait150_019_composite_greedy_ab_02_identity_keep_edge120.asset"
"normal_campaign500","405","hard","dense","132.9","composite_play_cand_064_composite_portrait150_014_composite_greedy_ab_01_vflip_keep_edge120","30","45","137","0.979","1","17","8.36","26","543","asset:composite_play_cand_064_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_064_composite_portrait150_014_composite_greedy_ab_01_vflip_keep_edge120.asset"
"normal_campaign500","406","hard","lock","132.7","composite_play_cand_034_composite_portrait150_007_composite_greedy_ab_00_hflip_keep_edge120","30","42","135","0.969","0.986","16","8.64","29","516","asset:composite_play_cand_034_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_034_composite_portrait150_007_composite_greedy_ab_00_hflip_keep_edge120.asset"
"normal_campaign500","407","hard","maze","132.7","r2_outer_strong_162_r2_285_a974","38","45","131","0.973","0.92","18","4.83","28","773","r2:285","weak-outer","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_162_r2_285_a974.asset"
"normal_campaign500","408","hard","dense","132.7","composite_play_cand_111_composite_portrait150_010_composite_greedy_ab_01_identity_keep_edge120","32","46","151","0.957","0.974","18","6.52","34","633","asset:composite_play_cand_111_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_111_composite_portrait150_010_composite_greedy_ab_01_identity_keep_edge120.asset"
"normal_campaign500","409","hard","section","132.5","r2_outer_strong_160_r2_283_a969","30","39","144","0.974","0.985","18","8.97","28","807","r2:283","edge-short-heavy","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_160_r2_283_a969.asset"
"normal_campaign500","410","hard","maze","131.5","composite_play_cand_062_composite_portrait150_008_composite_greedy_ab_00_vflip_keep_edge120","30","44","126","0.939","0.986","18","8","27","477","asset:composite_play_cand_062_composit","low-coverage","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_062_composite_portrait150_008_composite_greedy_ab_00_vflip_keep_edge120.asset"
"normal_campaign500","411","hard","lock","131.5","composite_play_cand_002_composite_portrait150_002_composite_greedy_ab_00_identity_keep_edge120","28","38","125","0.953","0.992","14","6.49","27","487","asset:composite_play_cand_002_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_002_composite_portrait150_002_composite_greedy_ab_00_identity_keep_edge120.asset"
"normal_campaign500","412","hard","lock","131.1","composite_play_cand_040_composite_portrait150_019_composite_greedy_ab_02_hflip_keep_edge120","28","37","135","0.945","1","16","6.16","25","583","asset:composite_play_cand_040_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_040_composite_portrait150_019_composite_greedy_ab_02_hflip_keep_edge120.asset"
"normal_campaign500","413","hard","lock","131","composite_play_cand_030_composite_portrait150_002_composite_greedy_ab_00_hflip_keep_edge120","28","38","125","0.953","0.992","14","6.52","24","487","asset:composite_play_cand_030_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_030_composite_portrait150_002_composite_greedy_ab_00_hflip_keep_edge120.asset"
"normal_campaign500","414","hard","maze","130.9","composite_play_cand_088_composite_portrait150_008_composite_greedy_ab_00_rot180_keep_edge120","30","44","126","0.939","0.993","19","8.67","27","470","asset:composite_play_cand_088_composit","low-coverage","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_088_composite_portrait150_008_composite_greedy_ab_00_rot180_keep_edge120.asset"
"normal_campaign500","415","hard","lock","130.4","composite_play_cand_024_composite_portrait150_097_composite_greedy_ab_10_identity_keep_edge120","29","40","134","0.939","1","19","6.46","27","639","asset:composite_play_cand_024_composit","low-coverage","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_024_composite_portrait150_097_composite_greedy_ab_10_identity_keep_edge120.asset"
"normal_campaign500","416","hard","maze","129.6","r2_outer_strong_010_r2_014_a423","32","41","143","0.973","0.972","23","9.49","27","632","r2:014","edge-short-heavy","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_010_r2_014_a423.asset"
"normal_campaign500","417","hard","lock","129.2","composite_play_cand_133_composite_portrait150_132_composite_greedy_ab_14_identity_keep_edge120","28","41","127","0.944","0.978","19","6.9","22","545","asset:composite_play_cand_133_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_133_composite_portrait150_132_composite_greedy_ab_14_identity_keep_edge120.asset"
"normal_campaign500","418","hard","maze","129.2","composite_play_cand_166_composite_portrait150_066_composite_greedy_ab_07_vflip_keep_edge120","32","43","125","0.979","0.973","15","6.58","27","538","asset:composite_play_cand_166_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_166_composite_portrait150_066_composite_greedy_ab_07_vflip_keep_edge120.asset"
"normal_campaign500","419","hard","lock","129","composite_play_cand_156_composite_portrait150_132_composite_greedy_ab_14_hflip_keep_edge120","28","41","127","0.944","0.978","19","6.91","22","545","asset:composite_play_cand_156_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_156_composite_portrait150_132_composite_greedy_ab_14_hflip_keep_edge120.asset"
"normal_campaign500","420","hard","maze","129","composite_play_cand_186_composite_portrait150_066_composite_greedy_ab_07_rot180_keep_edge120","32","43","125","0.979","0.973","15","6.57","27","538","asset:composite_play_cand_186_composit","ok","composite_seed_variants_ab_playability_balanced120|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_186_composite_portrait150_066_composite_greedy_ab_07_rot180_keep_edge120.asset"
"normal_campaign500","421","hard","maze","128.9","composite_play_cand_120_composite_portrait150_066_composite_greedy_ab_07_identity_keep_edge120","32","43","125","0.979","0.973","15","7.18","25","538","asset:composite_play_cand_120_composit","ok","composite_seed_variants_ab_playability_balanced120|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_120_composite_portrait150_066_composite_greedy_ab_07_identity_keep_edge120.asset"
"normal_campaign500","422","hard","lock","128.8","composite_play_cand_052_composite_portrait150_097_composite_greedy_ab_10_hflip_keep_edge120","29","40","134","0.939","1","19","6.4","27","639","asset:composite_play_cand_052_composit","low-coverage","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_052_composite_portrait150_097_composite_greedy_ab_10_hflip_keep_edge120.asset"
"normal_campaign500","423","hard","maze","128.7","composite_play_cand_144_composite_portrait150_066_composite_greedy_ab_07_hflip_keep_edge120","32","43","125","0.979","0.973","15","7.15","25","538","asset:composite_play_cand_144_composit","ok","composite_seed_variants_ab_playability_balanced120|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_144_composite_portrait150_066_composite_greedy_ab_07_hflip_keep_edge120.asset"
"normal_campaign500","424","hard","maze","128.2","composite_play_cand_007_composite_portrait150_008_composite_greedy_ab_00_identity_keep_edge120","30","44","126","0.939","0.986","18","7.25","31","472","asset:composite_play_cand_007_composit","low-coverage","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_007_composite_portrait150_008_composite_greedy_ab_00_identity_keep_edge120.asset"
"normal_campaign500","425","hard","dense","128.2","r1_outer_strong_006_r1_008_a409","35","34","141","0.979","0.993","18","7.4","28","660","r1:008","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_006_r1_008_a409.asset"
"normal_campaign500","426","hard","maze","128","composite_play_cand_035_composite_portrait150_008_composite_greedy_ab_00_hflip_keep_edge120","30","44","126","0.939","0.993","19","8.02","30","470","asset:composite_play_cand_035_composit","low-coverage","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_035_composite_portrait150_008_composite_greedy_ab_00_hflip_keep_edge120.asset"
"normal_campaign500","427","hard","section","127.5","composite_play_cand_110_composite_portrait150_132_composite_greedy_ab_14_rot180_keep_edge120","28","41","126","0.934","0.985","18","7.18","25","533","asset:composite_play_cand_110_composit","low-coverage","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_110_composite_portrait150_132_composite_greedy_ab_14_rot180_keep_edge120.asset"
"normal_campaign500","428","hard","section","126.8","composite_play_cand_083_composite_portrait150_132_composite_greedy_ab_14_vflip_keep_edge120","28","41","126","0.934","0.985","18","7.25","24","533","asset:composite_play_cand_083_composit","low-coverage","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_083_composite_portrait150_132_composite_greedy_ab_14_vflip_keep_edge120.asset"
"normal_campaign500","429","hard","lock","126.8","composite_play_cand_067_composite_portrait150_019_composite_greedy_ab_02_vflip_keep_edge120","28","37","135","0.945","1","16","7.34","25","583","asset:composite_play_cand_067_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_067_composite_portrait150_019_composite_greedy_ab_02_vflip_keep_edge120.asset"
"normal_campaign500","430","hard","lock","126.7","composite_play_cand_093_composite_portrait150_019_composite_greedy_ab_02_rot180_keep_edge120","28","37","135","0.945","1","16","7.25","27","583","asset:composite_play_cand_093_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_093_composite_portrait150_019_composite_greedy_ab_02_rot180_keep_edge120.asset"
"normal_campaign500","431","hard","maze","126.3","composite_play_cand_141_composite_portrait150_032_composite_greedy_ab_03_hflip_keep_edge120","28","42","132","0.969","0.978","23","7.48","27","570","asset:composite_play_cand_141_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_141_composite_portrait150_032_composite_greedy_ab_03_hflip_keep_edge120.asset"
"normal_campaign500","432","hard","maze","126.2","composite_play_cand_116_composite_portrait150_032_composite_greedy_ab_03_identity_keep_edge120","28","42","132","0.969","0.978","23","7.49","27","570","asset:composite_play_cand_116_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_116_composite_portrait150_032_composite_greedy_ab_03_identity_keep_edge120.asset"
"normal_campaign500","433","hard","lock","125.8","composite_play_cand_057_composite_portrait150_002_composite_greedy_ab_00_vflip_keep_edge120","28","38","125","0.953","0.992","14","7.58","23","487","asset:composite_play_cand_057_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_057_composite_portrait150_002_composite_greedy_ab_00_vflip_keep_edge120.asset"
"normal_campaign500","434","hard","lock","125.8","composite_play_cand_084_composite_portrait150_002_composite_greedy_ab_00_rot180_keep_edge120","28","38","125","0.953","0.992","14","7.5","23","487","asset:composite_play_cand_084_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_084_composite_portrait150_002_composite_greedy_ab_00_rot180_keep_edge120.asset"
"normal_campaign500","435","hard","sweep","125.7","composite_play_cand_151_composite_portrait150_110_composite_greedy_ab_12_hflip_keep_edge120","32","42","139","0.949","0.972","23","10.12","33","597","asset:composite_play_cand_151_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_151_composite_portrait150_110_composite_greedy_ab_12_hflip_keep_edge120.asset"
"normal_campaign500","436","hard","sweep","125.5","composite_play_cand_029_composite_portrait150_001_composite_greedy_ab_00_hflip_keep_edge120","30","47","138","0.974","0.993","17","9.9","31","496","asset:composite_play_cand_029_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_029_composite_portrait150_001_composite_greedy_ab_00_hflip_keep_edge120.asset"
"normal_campaign500","437","hard","sweep","125.5","composite_play_cand_196_composite_portrait150_110_composite_greedy_ab_12_rot180_keep_edge120","32","42","139","0.949","0.972","23","10.48","32","597","asset:composite_play_cand_196_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_196_composite_portrait150_110_composite_greedy_ab_12_rot180_keep_edge120.asset"
"normal_campaign500","438","hard","sweep","125","composite_play_cand_060_composite_portrait150_006_composite_greedy_ab_00_vflip_keep_edge120","30","47","137","0.972","1","20","10.36","29","523","asset:composite_play_cand_060_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_060_composite_portrait150_006_composite_greedy_ab_00_vflip_keep_edge120.asset"
"normal_campaign500","439","hard","sweep","124","composite_play_cand_129_composite_portrait150_110_composite_greedy_ab_12_identity_keep_edge120","32","42","140","0.949","0.972","24","10.57","32","597","asset:composite_play_cand_129_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_129_composite_portrait150_110_composite_greedy_ab_12_identity_keep_edge120.asset"
"normal_campaign500","440","hard","section","123.8","composite_play_cand_161_composite_portrait150_032_composite_greedy_ab_03_vflip_keep_edge120","28","42","133","0.973","0.971","23","9.07","23","572","asset:composite_play_cand_161_composit","ok","composite_seed_variants_ab_playability_final150","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_161_composite_portrait150_032_composite_greedy_ab_03_vflip_keep_edge120.asset"
"normal_campaign500","441","hard","section","123.6","composite_play_cand_182_composite_portrait150_032_composite_greedy_ab_03_rot180_keep_edge120","28","42","133","0.973","0.971","23","9.07","23","572","asset:composite_play_cand_182_composit","ok","composite_seed_variants_ab_playability_final150","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_182_composite_portrait150_032_composite_greedy_ab_03_rot180_keep_edge120.asset"
"normal_campaign500","442","hard","maze","122.4","composite_play_cand_033_composite_portrait150_006_composite_greedy_ab_00_hflip_keep_edge120","30","47","137","0.97","0.987","19","8.74","31","525","asset:composite_play_cand_033_composit","ok","composite_seed_variants_ab_playability_balanced120|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_033_composite_portrait150_006_composite_greedy_ab_00_hflip_keep_edge120.asset"
"normal_campaign500","443","hard","section","122.4","composite_play_cand_189_composite_portrait150_073_composite_greedy_ab_08_rot180_keep_edge120","29","39","132","0.97","0.97","22","7.83","27","632","asset:composite_play_cand_189_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_189_composite_portrait150_073_composite_greedy_ab_08_rot180_keep_edge120.asset"
"normal_campaign500","444","hard","lock","122.3","composite_play_cand_178_composite_portrait150_134_composite_greedy_ab_14_vflip_keep_edge120","28","44","131","0.955","0.964","19","8.91","26","570","asset:composite_play_cand_178_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_178_composite_portrait150_134_composite_greedy_ab_14_vflip_keep_edge120.asset"
"normal_campaign500","445","hard","maze","122.1","r1_outer_strong_034_r1_054_a500","32","47","159","0.967","0.948","18","4.13","32","1027","r1:054","edge-short-heavy","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_034_r1_054_a500.asset"
"normal_campaign500","446","hard","maze","122.1","r1_ab_054_above300_level_500_final","32","47","159","0.967","0.948","18","4.13","32","1027","seed:500","edge-short-heavy","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_054_above300_level_500_final.asset"
"normal_campaign500","447","hard","lock","122","composite_play_cand_200_composite_portrait150_134_composite_greedy_ab_14_rot180_keep_edge120","28","44","131","0.955","0.964","19","8.69","26","570","asset:composite_play_cand_200_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_200_composite_portrait150_134_composite_greedy_ab_14_rot180_keep_edge120.asset"
"normal_campaign500","448","hard","maze","121.2","composite_play_cand_005_composite_portrait150_006_composite_greedy_ab_00_identity_keep_edge120","30","47","137","0.971","0.993","20","8.86","30","523","asset:composite_play_cand_005_composit","ok","composite_seed_variants_ab_playability_balanced120|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_005_composite_portrait150_006_composite_greedy_ab_00_identity_keep_edge120.asset"
"normal_campaign500","449","hard","section","121.2","composite_play_cand_146_composite_portrait150_073_composite_greedy_ab_08_hflip_keep_edge120","29","39","132","0.97","0.97","22","9.27","29","632","asset:composite_play_cand_146_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_146_composite_portrait150_073_composite_greedy_ab_08_hflip_keep_edge120.asset"
"normal_campaign500","450","hard","lock","120.5","composite_play_cand_049_composite_portrait150_078_composite_greedy_ab_08_hflip_keep_edge120","29","40","133","0.948","0.985","17","7.11","32","594","asset:composite_play_cand_049_composit","ok","composite_seed_variants_ab_playability_final150|composite_seed_variants_ab_playability_balanced120|composite_seed_variants_ab_playability_curated100|composite_seed_variants_ab_playability_curated85|r3_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_049_composite_portrait150_078_composite_greedy_ab_08_hflip_keep_edge120.asset"
"normal_campaign500","451","very_hard","section","146.9","direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03","24","44","171","0.983","1","19","8.4","33","1121","direct_polish:section_unlock:g6","ok","direct_polish_hard_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03.asset"
"normal_campaign500","452","very_hard","section","145.1","direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04","28","48","216","0.986","1","17","8","44","1573","direct_advanced:dual_zone:g3","ok","direct_advanced_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset"
"normal_campaign500","453","very_hard","lock","144.1","direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01","28","46","207","0.98","1","19","9.7","41","1370","direct_advanced:core_burst:g0","ok","direct_advanced_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset"
"normal_campaign500","454","very_hard","lock","141.8","direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01","26","41","172","0.986","0.985","22","9.4","31","881","direct_polish:core_burst:g4","ok","direct_polish_hard_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01.asset"
"normal_campaign500","455","very_hard","lock","141.7","direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03","27","45","189","0.979","1","17","9.05","41","1115","direct_polish:core_burst:g6","ok","direct_polish_hard_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03.asset"
"normal_campaign500","456","very_hard","section","141","direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04","26","44","186","0.985","1","15","12.5","37","1190","direct_advanced:section_unlock:g3","ok","direct_advanced_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04.asset"
"normal_campaign500","457","very_hard","sweep","140.4","direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06","26","49","213","0.984","0.986","16","11.05","48","1464","direct_advanced:sweep:g1","ok","direct_advanced_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06.asset"
"normal_campaign500","458","very_hard","section","138.3","direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02","25","44","185","0.987","1","24","8.54","41","1276","direct_advanced:quasi_symmetry:g1","ok","direct_advanced_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02.asset"
"normal_campaign500","459","very_hard","section","136.3","direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02","24","46","181","0.986","0.993","20","10.18","36","1046","direct_advanced:section_unlock:g1","ok","direct_advanced_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02.asset"
"normal_campaign500","460","very_hard","sweep","135.5","direct_advanced_15_direct_advanced_veryhard_rect_sweep_g1_v02","27","45","194","0.985","0.993","18","10.75","39","1421","direct_advanced:sweep:g1","ok","direct_advanced_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_15_direct_advanced_veryhard_rect_sweep_g1_v02.asset"
