order,stage,currentDifficulty,proposedDifficulty,difficultyDelta,reviewWarnings,evidenceScore,chainPctInStage,dependencyPctInStage,openerPressure,choicePressure,levelType,type,slotRole,relativeDifficulty,chains,score,openers,avgChoices,dependencyBlocks,validationMatched,validationStatus,validationFlags,shapeId,levelId,proposalReason,sourceAsset
382,351-400,1,2,1,,0.513,0.66,0.58,0.16,0.24,普通,section,Normal,Normal,150,151.0,24.0,15.74,616.0,1,Green,None,,direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset
383,351-400,1,1,0,,0.334,0.48,0.2,0.4,0.06,普通,shape_ocean,Shape,Novelty,142,370.0,20.0,17.2,14.0,1,Green,BottleneckHeavy,shape_transition_sailboat_tall,r2_outer_strong_005_r2_006_a401_procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall_20260611_111154.asset
384,351-400,2,3,1,,0.77,0.82,0.84,0.68,0.62,普通,lock,Pressure,Hard,172,148.1,22.0,9.4,881.0,1,Green,None,,direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01,rhythm=Hard;slot=Pressure;stage_chain_top25;dependency_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01.asset
385,351-400,3,1,-2,NeedRevalidate,0.197,0.08,0.02,0.84,0.98,hole,hole_rescue,HoleRescue,Mechanic,72,260.0,8.0,0.111,0.203,0,Missing,Missing,,hole_candidate_068_tall_28x30_dual,slot=HoleRescue;few_openers_relative;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_068_tall_28x30_dual.asset
386,351-400,1,1,0,,0.337,0.24,0.46,0.2,0.86,普通,dense,Normal,Normal,116,172.9,18.0,6.34,557.0,1,Green,None,,direct_normal_61_direct_normal_rect_outer_shell_g0_v07,low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_61_direct_normal_rect_outer_shell_g0_v07.asset
387,351-400,1,1,0,,0.442,0.68,0.26,0.52,0.04,普通,shape_vehicle,Shape,Novelty,152,389.0,21.0,18.06,14.8,1,Green,None,shape_transition_carrier02_tall,r2_outer_strong_005_r2_006_a401_procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall_20260611_112008.asset
388,351-400,2,4,2,NeedRevalidate,0.891,0.98,1.0,0.98,0.38,普通,section,Pressure,Hard,305,104.7,25.0,12.44,2383.0,0,Missing,Missing,,direct_advanced_70_direct_advanced_extreme_rect_quasi_symmetry_g6_v03,rhythm=Hard;slot=Pressure;stage_chain_top10;dependency_top10;few_openers_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_70_direct_advanced_extreme_rect_quasi_symmetry_g6_v03.asset
389,351-400,4,4,0,NeedRevalidate,0.971,0.88,0.86,0.64,0.72,普通,lock,Peak,RelativeExtreme,181,140.2,24.0,8.37,1025.0,0,Missing,Missing,,direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02,rhythm=RelativeExtreme;slot=Peak;stage_chain_top25;dependency_top25;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02.asset
390,351-400,1,1,0,,0.399,0.32,0.52,0.66,0.44,普通,section,Normal,Normal,136,160.2,18.0,11.64,593.0,1,Green,None,,direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04.asset
391,351-400,1,1,0,,0.381,0.36,0.66,0.7,0.7,普通,sweep,Recovery,Recovery,137,162.8,17.0,8.78,658.0,1,Green,None,,direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01,slot=Recovery,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset
392,351-400,3,1,-2,NeedRevalidate,0.216,0.1,0.12,0.62,0.94,hole,hole_rescue,HoleRescue,Mechanic,75,262.0,10.0,0.133,0.316,0,Missing,Missing,,hole_candidate_042_std_26x28_lock,slot=HoleRescue;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_042_std_26x28_lock.asset
393,351-400,1,1,0,,0.474,0.76,0.28,0.44,0.02,普通,shape_magic,Shape,Novelty,157,384.0,22.0,18.92,14.9,1,Green,None,shape_transition_castle_gate_tall,r2_outer_strong_005_r2_006_a401_procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall,slot=Shape;stage_chain_top25;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall_20260611_111115.asset
394,351-400,2,3,1,NeedRevalidate,0.823,0.94,0.9,0.76,0.22,普通,lock,Pressure,Hard,214,115.2,25.0,16.14,1178.0,0,Missing,Missing,,direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05,rhythm=Hard;slot=Pressure;stage_chain_top10;dependency_top10;few_openers_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset
395,351-400,1,1,0,NeedRevalidate,0.375,0.28,0.4,0.9,0.64,普通,dense,Normal,Normal,118,160.7,12.0,9.35,527.0,0,Missing,Missing,,direct_normal_94_direct_normal_rect_dense_weave_g3_v10,few_openers_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_94_direct_normal_rect_dense_weave_g3_v10.asset
396,351-400,4,4,0,NeedRevalidate,0.983,0.88,0.88,0.86,0.54,普通,section,Peak,RelativeExtreme,181,142.7,20.0,10.18,1046.0,0,Missing,Missing,,direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02,rhythm=RelativeExtreme;slot=Peak;stage_chain_top25;dependency_top25;few_openers_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02.asset
397,351-400,1,1,0,,0.208,0.16,0.42,0.34,0.78,普通,sweep,Recovery,Recovery,105,160.3,15.0,7.85,528.0,1,Green,None,,direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05,slot=Recovery;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05.asset
398,351-400,1,2,1,,0.483,0.78,0.3,0.38,0.0,普通,shape_landmark,Shape,Novelty,163,400.0,23.0,19.78,15.2,1,Green,BottleneckHeavy,shape_transition_dome_palace_tall,r2_outer_strong_005_r2_006_a401_procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall,slot=Shape;stage_chain_top25;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123.asset
399,351-400,1,2,1,,0.495,0.56,0.6,0.14,0.64,普通,section,Normal,Normal,144,161.7,25.0,9.35,639.0,1,Green,None,,direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset
400,351-400,1,2,1,,0.497,0.5,0.72,0.08,0.58,普通,section,Normal,Normal,143,160.3,26.0,10.02,673.0,1,Green,None,,direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset
401,401-450,3,1,-2,NeedRevalidate,0.194,0.02,0.08,0.92,0.96,hole,hole_rescue,HoleRescue,Mechanic,73,261.0,7.0,0.096,0.227,0,Missing,Missing,,hole_candidate_088_wide_32x26_section,slot=HoleRescue;few_openers_relative;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_088_wide_32x26_section.asset
402,401-450,1,1,0,,0.313,0.28,0.38,0.1,0.64,普通,dense,Normal,Normal,127,165.3,19.0,9.58,543.0,1,Green,None,,direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01.asset
403,401-450,1,1,0,,0.411,0.7,0.16,0.3,0.12,普通,shape_vehicle,Shape,Novelty,170,419.0,24.0,20.64,15.6,1,Green,BottleneckHeavy,shape_transition_carrier03_tall,r2_outer_strong_005_r2_006_a401_procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall_20260611_112015.asset
404,401-450,2,2,0,,0.525,0.48,0.58,0.54,0.24,普通,lock,Pressure,Hard,155,155.6,21.0,13.94,725.0,1,Green,None,,direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10,rhythm=Hard;slot=Pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset
405,401-450,1,1,0,NeedRevalidate,0.419,0.7,0.52,0.14,0.18,普通,maze,Recovery,Recovery,170,109.2,25.0,15.91,649.0,0,Missing,Missing,,direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09,slot=Recovery;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09.asset
406,401-450,1,1,0,,0.292,0.12,0.32,0.82,0.88,普通,dense,Normal,Normal,84,210.3,9.0,5.68,387.0,1,Green,None,,direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06,few_openers_relative;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06.asset
407,401-450,4,4,0,NeedRevalidate,0.999,0.9,0.98,0.62,0.46,普通,lock,Peak,RelativeExtreme,196,129.9,26.0,11.51,1246.0,0,Missing,Missing,,direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02,rhythm=RelativeExtreme;slot=Peak;stage_chain_top10;dependency_top10;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02.asset
408,401-450,1,1,0,,0.413,0.66,0.18,0.48,0.14,普通,shape_nature,Shape,Novelty,167,428.0,23.0,19.78,15.7,1,Green,None,shape_transition_distinct_butterfly_tall,r2_outer_strong_005_r2_006_a401_procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_111757.asset
409,401-450,2,2,0,,0.566,0.4,0.68,0.84,0.74,普通,section,Pressure,Hard,145,171.3,15.0,7.88,784.0,1,Green,None,,direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01,rhythm=Hard;slot=Pressure;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset
410,401-450,1,1,0,,0.271,0.34,0.56,0.0,0.22,普通,section,Recovery,Recovery,139,146.1,23.0,15.39,708.0,1,Green,None,,direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09,slot=Recovery,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset
411,401-450,1,1,0,,0.283,0.26,0.46,0.64,0.78,普通,sweep,Recovery,Recovery,114,180.4,15.0,6.78,613.0,1,Green,None,,direct_normal_145_direct_normal_rect_sweep_g2_v15,slot=Recovery;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_145_direct_normal_rect_sweep_g2_v15.asset
412,401-450,2,2,0,NeedRevalidate,0.575,0.5,0.66,0.72,0.36,普通,section,Pressure,Hard,157,157.4,19.0,12.81,763.0,0,Missing,Missing,,direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10,rhythm=Hard;slot=Pressure;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10.asset
413,401-450,1,1,0,,0.438,0.72,0.2,0.42,0.1,普通,shape_landmark,Shape,Novelty,179,429.0,25.0,21.5,16.2,1,Green,BottleneckHeavy,shape_big_mega_monument05_tall,r2_outer_strong_005_r2_006_a401_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516.asset
414,401-450,1,1,0,,0.229,0.2,0.42,0.34,0.86,普通,sweep,Recovery,Recovery,107,196.7,15.0,5.79,579.0,1,Green,None,,direct_normal_25_direct_normal_rect_sweep_g2_v03,slot=Recovery;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_25_direct_normal_rect_sweep_g2_v03.asset
415,401-450,1,1,0,,0.434,0.36,0.54,0.66,0.7,普通,section,Normal,Normal,141,165.6,18.0,9.43,683.0,1,Green,None,,direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04.asset
416,401-450,2,2,0,,0.525,0.46,0.64,0.12,0.66,普通,lock,Pressure,Hard,149,161.3,22.0,9.51,745.0,1,Green,None,,direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05,rhythm=Hard;slot=Pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05.asset
417,401-450,3,1,-2,NeedRevalidate,0.187,0.04,0.12,0.58,0.92,hole,hole_rescue,HoleRescue,Mechanic,75,262.0,10.0,0.133,0.241,0,Missing,Missing,,hole_topup_016_topup_tall_28x30_shell,slot=HoleRescue;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_016_topup_tall_28x30_shell.asset
418,401-450,1,1,0,,0.478,0.8,0.24,0.38,0.06,普通,shape_space,Shape,Novelty,186,455.0,26.0,22.36,16.6,1,Green,None,shape_big_giant_robot_tall,r2_outer_strong_005_r2_006_a401_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall,slot=Shape;stage_chain_top25;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158.asset
419,401-450,4,4,0,NeedRevalidate,0.996,0.94,0.9,0.84,0.2,普通,section,Peak,RelativeExtreme,203,113.2,21.0,15.76,1018.0,0,Missing,Missing,,direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05,rhythm=RelativeExtreme;slot=Peak;stage_chain_top10;dependency_top10;few_openers_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05.asset
420,401-450,1,1,0,,0.286,0.38,0.48,0.06,0.54,普通,dense,Recovery,Recovery,143,153.0,22.0,11.01,627.0,1,Green,None,,direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08,slot=Recovery,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08.asset
421,401-450,1,3,2,NeedRevalidate|RecoveryButHeavy,0.587,0.74,0.86,0.74,0.46,普通,sweep,Recovery,Recovery,180,128.8,21.0,11.51,968.0,0,Missing,Missing,,direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01,slot=Recovery;dependency_top25;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01.asset
422,401-450,1,1,0,,0.348,0.24,0.36,0.78,0.82,普通,dense,Normal,Normal,113,180.5,13.0,6.44,536.0,1,Green,None,,direct_normal_14_direct_normal_rect_dense_weave_g1_v02,few_openers_relative;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_14_direct_normal_rect_dense_weave_g1_v02.asset
423,401-450,1,1,0,,0.478,0.8,0.24,0.38,0.06,普通,shape_vehicle,Shape,Novelty,186,458.0,26.0,22.36,16.6,1,Green,None,shape_big_carrier04_tall,r2_outer_strong_005_r2_006_a401_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall,slot=Shape;stage_chain_top25;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535.asset
424,401-450,1,1,0,,0.399,0.3,0.44,0.9,0.72,普通,maze,Normal,Normal,129,168.9,13.0,8.55,593.0,1,Green,None,,direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02,few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02.asset
425,401-450,2,3,1,NeedRevalidate,0.857,1.0,0.96,0.7,0.16,普通,lock,Pressure,Hard,213,107.9,27.0,18.34,1221.0,0,Missing,Missing,,direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05,rhythm=Hard;slot=Pressure;stage_chain_top10;dependency_top10;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05.asset
426,401-450,3,1,-2,NeedRevalidate,0.203,0.06,0.04,0.96,0.98,hole,hole_rescue,HoleRescue,Mechanic,77,264.0,7.0,0.091,0.215,0,Missing,Missing,,hole_topup_050_topup_wide_30x26_dense,slot=HoleRescue;few_openers_relative;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_050_topup_wide_30x26_dense.asset
427,401-450,1,1,0,,0.483,0.82,0.26,0.28,0.02,普通,shape_nature,Shape,Novelty,191,467.0,27.0,23.22,16.8,1,Green,None,shape_big_grove02_tall,r2_outer_strong_005_r2_006_a401_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall,slot=Shape;stage_chain_top25;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549.asset
428,401-450,1,1,0,,0.448,0.42,0.6,0.22,0.76,普通,section,Normal,Normal,146,162.3,21.0,7.03,726.0,1,Green,None,,direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08,low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset
429,401-450,2,4,2,,0.892,0.96,1.0,0.98,0.58,普通,dense,Pressure,Hard,205,136.8,18.0,10.39,1275.0,1,Green,None,,direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02,rhythm=Hard;slot=Pressure;stage_chain_top10;dependency_top10;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02.asset
430,401-450,1,2,1,,0.524,0.44,0.8,0.5,0.6,普通,section,Normal,Normal,147,159.0,20.0,10.05,869.0,1,Green,None,,direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05,dependency_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset
431,401-450,1,1,0,,0.376,0.22,0.5,0.76,0.8,普通,dense,Normal,Normal,112,167.8,13.0,6.69,645.0,1,Green,None,,direct_normal_54_direct_normal_rect_dense_weave_g5_v06,few_openers_relative;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset
432,401-450,2,3,1,,0.612,0.62,0.7,0.18,0.62,普通,lock,Pressure,Hard,164,160.2,24.0,9.84,804.0,1,Green,None,,direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02,rhythm=Hard;slot=Pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset
433,401-450,1,2,1,,0.518,0.86,0.28,0.46,0.02,普通,shape_vehicle,Shape,Novelty,195,464.0,27.0,23.22,17.2,1,Green,None,shape_big_carrier06_tall,r2_outer_strong_005_r2_006_a401_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall,slot=Shape;stage_chain_top25;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547.asset
434,401-450,1,2,1,,0.527,0.58,0.76,0.02,0.38,普通,section,Normal,Normal,162,157.9,26.0,12.09,862.0,1,Green,None,,direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02,dependency_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset
435,401-450,4,1,-3,NeedRevalidate,0.221,0.08,0.1,0.88,0.94,hole,hole_rescue,HoleRescue,Mechanic,79,265.0,8.0,0.101,0.234,0,Missing,Missing,,hole_candidate_096_wide_34x26_lock,slot=HoleRescue;few_openers_relative;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_096_wide_34x26_lock.asset
436,401-450,4,4,0,,0.892,0.84,0.74,0.56,0.26,普通,lock,Peak,RelativeExtreme,194,115.0,26.0,13.88,819.0,1,Green,None,,direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04,rhythm=RelativeExtreme;slot=Peak;stage_chain_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset
437,401-450,1,2,1,,0.55,0.62,0.72,0.32,0.3,普通,section,Normal,Normal,164,149.9,23.0,13.57,806.0,1,Green,None,,direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset
438,401-450,1,2,1,,0.566,0.98,0.3,0.36,0.0,普通,shape_nature,Shape,Novelty,207,506.0,29.0,24.94,17.8,1,Green,None,shape_big_grove04_tall,r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall,slot=Shape;stage_chain_top10;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600.asset
439,401-450,1,1,0,,0.372,0.52,0.62,0.08,0.28,普通,maze,Recovery,Recovery,158,159.2,24.0,13.7,730.0,1,Green,None,,direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01,slot=Recovery,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset
440,401-450,1,2,1,,0.541,0.56,0.78,0.24,0.4,普通,section,Normal,Normal,161,148.5,23.0,12.01,866.0,1,Green,None,,direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05,dependency_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset
441,401-450,1,1,0,,0.213,0.18,0.34,0.58,0.82,普通,sweep,Recovery,Recovery,105,179.3,14.0,6.44,474.0,1,Green,None,,direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06,slot=Recovery;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset
442,401-450,4,1,-3,NeedRevalidate,0.191,0.1,0.06,0.52,0.9,hole,hole_rescue,HoleRescue,Mechanic,81,267.0,11.0,0.136,0.22,0,Missing,Missing,,hole_candidate_101_wide_34x28_shell,slot=HoleRescue;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset
