order,experienceRole,oldLevelId,newLevelId,newAssetPath,sourcePool,gateClass,sourceClass,sourceOrder,style,chain,band,coverage,maxChoices,local,near,sts,collapse,copyRequired,sourceRoot
205,Recovery,direct_normal_topup_24_direct_normal_topup_rect_sweep_g8_v03,campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,376,,mixed_chain,Peak,0.985,9,4,4,0.884,0.169,False,
206,Normal,direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01,c5nep_w11d_14_nutation_strict_mixed_hard_v1_rect_s25_o249_v03_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11d/c5nep_w11d_14_nutation_strict_mixed_hard_v1_rect_s25_o249_v03_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,249,,rail_chain,Hard,0.99,10,6,6,0.843,0.223,False,
208,Pressure,nutation_longchain_candidate80_holefix_v1_06_nutation_longchain_rail_v1_rect_c80hf_02_d1_maze_rail,c5nep_w12b_16_nutation_strict_mixed_hard_v1_rect_s28_o276_v07_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12b/c5nep_w12b_16_nutation_strict_mixed_hard_v1_rect_s28_o276_v07_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,276,,mixed_chain,Peak,0.988,10,3,3,0.885,0.212,False,
209,Peak,c5nep_w13a_16_nutation_strict_mixed_axisbreak_v1_rect_s21_o209_v03_strictmixedaxisbreak_axis_break_chain,nutation_longchain_candidate80_v1_52_nutation_longchain_spine_v1_rect_c80_13_d3_weave_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_52_nutation_longchain_spine_v1_rect_c80_13_d3_weave_spine.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,spine_chain,,0.938,8,7,7,0.91,0.134,False,
210,Normal,direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15,c5nep_w11b_16_nutation_strict_mixed_hard_v1_rect_s27_o269_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_16_nutation_strict_mixed_hard_v1_rect_s27_o269_v00_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,269,,mixed_chain,Peak,0.986,10,5,3,0.852,0.21,False,
211,Recovery,direct_normal_135_direct_normal_rect_sweep_g1_v14,c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,405,,curve_chain,Hard,0.988,9,5,2,0.862,0.161,False,
212,Normal,campaign500_normal_full_v1_s14_s26_101_nutation_mixed_neutral_v1_rect_s22_o212_v01_neutralmixed_mixed_chain,c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,309,,mixed_chain,Peak,0.985,10,5,3,0.907,0.113,False,
214,Pressure,direct_normal_66_direct_normal_rect_core_burst_g0_v07,c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,296,,rail_chain,Hard,0.981,10,5,4,0.868,0.169,False,
215,Normal,direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05,c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,305,,rail_chain,Hard,0.992,10,5,5,0.877,0.174,False,
216,Peak,c5nep_w10smp_35_nutation_strict_mixed_peak_v1_rect_s22_o216_v02_strictmixedpeak_mixed_chain,c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,196,,,,0.982,11,7,3,0.842,0.22,False,
219,Normal,nutation_longchain_candidate80_holefix_s3_v1_05_nutation_longchain_curve_v1_rect_c80hf3_02_d1_maze_curve,c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,316,,mixed_chain,Peak,0.99,10,4,4,0.854,0.138,False,
220,Normal,campaign500_normal_early_plus_v1_topup_fastlane1_30_nutation_flow_rail_v1_rect_s22_o220_v02_flowrail_rail_chain,c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,445,,rail_chain,Hard,0.981,9,7,3,0.844,0.213,False,
221,Recovery,nutation_longchain_candidate80_holefix_s3_v1_08_nutation_longchain_spine_v1_rect_c80hf3_02_d1_maze_spine,nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,spine_chain,,0.947,6,3,2,0.903,0.176,False,
222,Normal,campaign500_normal_full_v1_s14_s26_112_nutation_mixed_neutral_v1_rect_s23_o222_v00_neutralmixed_mixed_chain,campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,369,,rail_chain,Hard,0.991,10,6,3,0.891,0.127,False,
224,Pressure,direct_normal_27_direct_normal_rect_dual_zone_g2_v03,c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,459,,curve_chain,Hard,0.987,9,6,5,0.823,0.225,False,
226,Normal,direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07,nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,spine_chain,,0.95,6,5,5,0.862,0.248,False,
227,Peak,c5nep_w10smp_40_nutation_strict_mixed_peak_v1_rect_s23_o227_v03_strictmixedpeak_mixed_chain,campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,289,,,Hard,0.966,11,3,3,0.875,0.182,False,
229,Pressure,direct_normal_152_direct_normal_rect_section_unlock_g3_v16,c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,44,,curve_chain,Hard,0.98,10,4,3,0.862,0.177,False,
230,Recovery,campaign500_normal_early_plus_v1_topup_fastlane1_33_nutation_flow_rail_v1_rect_s23_o230_v02_flowrail_rail_chain,nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,spine_chain,,0.95,7,3,3,0.917,0.137,False,
231,Recovery,direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07,c5nep_w4pl_04_nutation_peel_rect_s01_o008_v03_peellight_curve_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_04_nutation_peel_rect_s01_o008_v03_peellight_curve_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,8,,curve_chain,Hard,0.986,10,5,5,0.912,0.095,False,
232,Pressure,direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01,c5nep_w9smp_02_nutation_strict_mixed_peak_v1_rect_s03_o029_v01_strictmixedpeak_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smp/c5nep_w9smp_02_nutation_strict_mixed_peak_v1_rect_s03_o029_v01_strictmixedpeak_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,29,,rail_chain,Peak,0.989,10,3,3,0.886,0.188,False,
234,Recovery,campaign500_normal_early_plus_v1_topup_fastlane1_36_nutation_flow_rail_v1_rect_s24_o234_v02_flowrail_patch_chain,nutation_longchain_candidate80_holefix_v1_12_nutation_longchain_spine_v1_rect_c80hf_03_d1_weave_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_12_nutation_longchain_spine_v1_rect_c80hf_03_d1_weave_spine.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,spine_chain,,0.947,7,5,5,0.885,0.151,False,
236,Pressure,c5nep_w10smh_17_nutation_strict_mixed_hard_v1_rect_s24_o236_v00_strictmixedhard_mixed_chain,c5hole_lowchoice_v1_h01r_19_nutation_strict_mixed_peak_v1_rect_s04_o039_v00_strictmixedpeak_strict_peak_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_19_nutation_strict_mixed_peak_v1_rect_s04_o039_v00_strictmixedpeak_strict_peak_chain_hf1.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,39,,,,0.98,10,7,3,0.868,0.214,False,
237,Normal,direct_normal_71_direct_normal_rect_outer_shell_g1_v08,c5nep_w11a_57_nutation_strict_mixed_hard_v1_rect_s50_o491_v01_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_57_nutation_strict_mixed_hard_v1_rect_s50_o491_v01_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,491,,curve_chain,Hard,0.976,10,4,3,0.924,0.113,False,
239,Peak,nutation_longchain_candidate80_holefix_v1_17_nutation_longchain_curve_v1_rect_c80hf_05_d1_section_curve,c5lcf_06_l045_long_normal_b_lock_s05_slot_seedlock_keyhole_carrier,Assets/ArrowMagic/SOData/Levels/C5LCFamLabV1/c5lcf_06_l045_long_normal_b_lock_s05_slot_seedlock_keyhole_carrier.asset,ExternalHardGateDedupFront300,CampaignHardGateDedupSupplementFront300,longchain,,CampaignLongChainLab,,CampaignLongChainLab,0.9497,10,4,4,0.951,0.069,False,
240,Recovery,direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01,c5nep_w11a_01_nutation_strict_mixed_hard_v1_rect_s01_o010_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_01_nutation_strict_mixed_hard_v1_rect_s01_o010_v00_strictmixedhard_mixed_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,10,,rail_chain,Peak,0.986,10,4,4,0.835,0.224,False,
241,Recovery,direct_diff120_105_direct_diff_hard_long_spine_long_corridor_g1_v07,nutation_longchain_candidate80_holefix_s3_v1_02_nutation_longchain_rail_v1_rect_c80hf3_01_d1_lock_rail,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_02_nutation_longchain_rail_v1_rect_c80hf3_01_d1_lock_rail.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,rail_chain,,0.945,7,7,7,0.909,0.15,False,
244,Normal,direct_normal_topup_62_direct_normal_topup_rect_stair_push_g7_v08,campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,407,,,PeakReview,0.975,11,6,2,0.831,0.234,False,
245,Pressure,c5nep_w11c_13_nutation_strict_mixed_hard_v1_rect_s25_o245_v02_strictmixedhard_mixed_chain,campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,92,slot_headmix_outerclean,slot_headmix_outerclean;slot_seedlock_gate_carrier;slot_seedmaze_chamber_corridor;slot_seedweave_braid_carrier,LongNormalA,0.9540,8,5,4,0.925,0.1,False,
246,Recovery,direct_normal_150_direct_normal_rect_maze_long_chain_g2_v15,c5hole_lowchoice_v1_h01r_36_nutation_strict_mixed_peak_v1_rect_s05_o047_v05_strictmixedpeak_strict_peak_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_36_nutation_strict_mixed_peak_v1_rect_s05_o047_v05_strictmixedpeak_strict_peak_chain_hf1.asset,Campaign500_HardGateUntil0910,CampaignHardGateFront300Priority,hardgate_hard,47,,,,0.983,11,6,3,0.846,0.222,False,
248,Normal,direct_normal_07_direct_normal_rect_dual_zone_g0_v01,nutation_longchain_candidate80_v1_24_nutation_longchain_spine_v1_rect_c80_06_d2_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_24_nutation_longchain_spine_v1_rect_c80_06_d2_lock_spine.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,spine_chain,,0.929,7,5,4,0.909,0.157,False,
249,Pressure,c5nep_w11d_14_nutation_strict_mixed_hard_v1_rect_s25_o249_v03_strictmixedhard_mixed_chain,campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,41,slot_seedmaze_section_weave,slot_seedmaze_chamber_corridor;slot_seedmaze_section_weave;slot_seedweave_braid_carrier,LongNormalA,0.9437,8,3,3,0.93,0.022,False,
250,Normal,campaign500_normal_full_v1_s14_s26_137_nutation_mixed_neutral_v1_rect_s25_o250_v01_neutralmixed_mixed_chain,nutation_longchain_candidate80_holefix_s3_v1_16_nutation_longchain_spine_v1_rect_c80hf3_04_d1_core_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_16_nutation_longchain_spine_v1_rect_c80hf3_04_d1_core_spine.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,spine_chain,,0.947,7,3,3,0.831,0.177,False,
252,Pressure,nutation_longchain_candidate80_holefix_v1_18_nutation_longchain_rail_v1_rect_c80hf_05_d1_section_rail,campaign500_longchain_prod200_pool_v1_17_l022_long_normal_b_section_s03_slot_seedweave_braid_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_17_l022_long_normal_b_section_s03_slot_seedweave_braid_carrier.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,22,slot_seedweave_braid_carrier,slot_dense_support;slot_seedweave_dense_support;slot_seedmaze_chamber_corridor;slot_seedweave_braid_carrier,LongNormalB,0.9524,8,3,2,0.919,0.054,False,
254,Normal,direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05,nutation_longchain_candidate80_holefix_v1_16_nutation_longchain_spine_v1_rect_c80hf_04_d1_core_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_16_nutation_longchain_spine_v1_rect_c80hf_04_d1_core_spine.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,spine_chain,,0.946,8,4,3,0.848,0.261,False,
255,Recovery,direct_normal_151_direct_normal_rect_outer_shell_g3_v16,campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_headmix_outerclean,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_headmix_outerclean.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,3,slot_headmix_outerclean,slot_headmix_outerclean;slot_seedlock_gate_carrier;slot_seedmaze_chamber_corridor;slot_seedweave_braid_carrier,LongNormalA,0.9375,8,3,3,0.947,0.06,False,
256,Peak,c5nep_w12a_14_nutation_strict_mixed_hard_v1_rect_s26_o256_v05_strictmixedhard_mixed_chain,nutation_longchain_candidate80_holefix_s2_v1_07_nutation_longchain_patch_v1_rect_c80hf2_02_d1_maze_patch,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_07_nutation_longchain_patch_v1_rect_c80hf2_02_d1_maze_patch.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,patch_chain,,0.947,9,7,5,0.848,0.226,False,
257,Normal,direct_normal_153_direct_normal_rect_lock_buckle_g3_v16,campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedmaze_chamber_corridor,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedmaze_chamber_corridor.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,5,slot_seedmaze_chamber_corridor,slot_seedlock_gate_carrier;slot_headmix_outerclean;slot_seedmaze_chamber_corridor;slot_seedweave_braid_carrier,LongNormalB,0.9332,8,2,2,0.904,0.045,False,
259,Recovery,direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09,nutation_longchain_candidate80_v1_36_nutation_longchain_spine_v1_rect_c80_09_d2_core_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_36_nutation_longchain_spine_v1_rect_c80_09_d2_core_spine.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,spine_chain,,0.918,8,5,2,0.895,0.174,False,
260,Normal,campaign500_normal_full_v1_s14_s26_150_nutation_mixed_neutral_v1_rect_s26_o260_v02_neutralmixed_mixed_chain,campaign500_longchain_prod200_pool_v1_02_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_02_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,3,slot_seedweave_braid_carrier,slot_headmix_outerclean;slot_seedlock_gate_carrier;slot_seedmaze_chamber_corridor;slot_seedweave_braid_carrier,LongNormalA,0.9427,8,3,3,0.924,0.123,False,
261,Recovery,sgp_merged_final_outer_repair_quality_filtered26_harde_09_sgp_linework_maze_05_sgp_linework_maze_bluepri,nutation_longchain_candidate80_holefix_v1_03_nutation_longchain_patch_v1_rect_c80hf_01_d1_lock_patch,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_03_nutation_longchain_patch_v1_rect_c80hf_01_d1_lock_patch.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,patch_chain,,0.948,8,5,5,0.833,0.184,False,
262,Normal,campaign500_normal_full_v1_s27_s38_06_nutation_mixed_neutral_v1_rect_s27_o262_v02_neutralmixed_mixed_chain,campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,3,slot_seedweave_braid_carrier,slot_headmix_outerclean;slot_seedlock_gate_carrier;slot_seedmaze_chamber_corridor;slot_seedweave_braid_carrier,LongNormalA,0.9427,8,3,3,0.924,0.123,False,
264,Pressure,nutation_longchain_candidate80_holefix_v1_26_nutation_longchain_rail_v1_rect_c80hf_07_d2_maze_rail,nutation_longchain_candidate80_holefix_v1_36_nutation_longchain_spine_v1_rect_c80hf_09_d2_core_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_36_nutation_longchain_spine_v1_rect_c80hf_09_d2_core_spine.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,spine_chain,,0.949,8,7,4,0.867,0.227,False,
265,Recovery,direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07,campaign500_longchain_prod200_pool_v1_26_l031_long_normal_a_sweep_s04_slot_seedweave_braid_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_26_l031_long_normal_a_sweep_s04_slot_seedweave_braid_carrier.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,31,slot_seedweave_braid_carrier,slot_headmix_outerclean;slot_seedlock_gate_carrier;slot_seedmaze_chamber_corridor;slot_seedweave_braid_carrier,LongNormalA,0.9463,9,3,3,0.96,0.062,False,
266,Normal,campaign500_normal_full_v1_s27_s38_99_nutation_flow_rail_v1_rect_s35_o346_v02_flowrail_rail_chain,nutation_longchain_candidate80_holefix_v1_32_nutation_longchain_spine_v1_rect_c80hf_08_d2_weave_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_32_nutation_longchain_spine_v1_rect_c80hf_08_d2_weave_spine.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,spine_chain,,0.947,9,5,5,0.822,0.273,False,
269,Peak,c5nep_w11b_16_nutation_strict_mixed_hard_v1_rect_s27_o269_v00_strictmixedhard_mixed_chain,campaign500_longchain_prod200_pool_v1_164_l212_long_normal_b_maze_s22_slot_seedmaze_chamber_corridor,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_164_l212_long_normal_b_maze_s22_slot_seedmaze_chamber_corridor.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,212,slot_seedmaze_chamber_corridor,slot_seedlock_gate_carrier;slot_headmix_outerclean;slot_seedmaze_chamber_corridor;slot_seedweave_braid_carrier,LongNormalB,0.9460,10,5,2,0.885,0.058,True,.worktrees/campaign500-longchain-prod200-pool
270,Normal,direct_normal_147_direct_normal_rect_dual_zone_g2_v15,nutation_longchain_candidate80_holefix_v1_44_nutation_longchain_spine_v1_rect_c80hf_11_d2_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_44_nutation_longchain_spine_v1_rect_c80hf_11_d2_lock_spine.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,spine_chain,,0.954,9,5,3,0.849,0.174,False,
