"order","oldLevelId","newLevelId","oldAssetPath","newAssetPath","copiedAssetPath","oldGuid","newGuid","oldChains","newChains","oldMaxChainLength","newMaxChainLength","newCategory","newType","newRelativeDifficulty","newSlotRole","newStatus","newFlags","newShapeId","newShapeNameZh"
"359","direct_advanced_61_direct_advanced_extreme_rect_stair_push_g5_v02","direct_diff120_126_direct_diff_veryhard_room_gate_key_door_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_61_direct_advanced_extreme_rect_stair_push_g5_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_126_direct_diff_veryhard_room_gate_key_door_g1_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L359_direct_diff120_126_direct_diff_veryhard_room_gate_.asset","98902660b0018a642a68b7a3c38cb58c","6918abdfb25f22146b48e088204b4308","270","176","10","13","normal","section","RelativeExtreme","Peak","Green","None","",""
"363","r2_outer_strong_005_r2_006_a401_procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall","r2_outer_strong_005_r2_006_a401_maskonlyb09_26_large_bell","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall_20260611_111133.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L363_bell_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L363_r2_outer_strong_005_r2_006_a401_maskonlyb09_26_lar.asset","6d78543fbfb5ec04fb1108be13d4d967","a5f583db518a02c4481092fac405fe5f","138","138","13","17","shape","shape_landmark","Novelty","Shape","Green","BottleneckHeavy","bell","铃铛"
"368","r2_outer_strong_005_r2_006_a401_procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall","r2_outer_strong_005_r2_006_a401_maskonlyb01_08_large_hourglass","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall_20260611_111402.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L368_hourglass_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L368_r2_outer_strong_005_r2_006_a401_maskonlyb01_08_lar.asset","fe41b34ab75c40d48b66957c0c8e1567","7413436d08bb0ff498b585b47f2e81f3","139","140","13","17","shape","shape_magic","Novelty","Shape","Green","None","hourglass","沙漏"
"370","direct_pure_topup_09_19_direct_polish_hard_pure_rect_quasi_symmetry_g9_v07","direct_diff120_141_direct_diff_veryhard_long_spine_snake_spine_g0_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_19_direct_polish_hard_pure_rect_quasi_symmetry_g9_v07.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_141_direct_diff_veryhard_long_spine_snake_spine_g0_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L370_direct_diff120_141_direct_diff_veryhard_long_spine.asset","922b831e59da79f4d871205064873c7e","f61bb2a4a65caf74c962e825d0a12657","149","148","10","13","normal","section","Normal","Normal","Green","None","",""
"371","direct_pure_normal_extra_01_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v01","direct_diff120_69_direct_diff_normal_long_spine_zig_river_g2_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_69_direct_diff_normal_long_spine_zig_river_g2_v08.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L371_direct_diff120_69_direct_diff_normal_long_spine_zi.asset","30cc5bbcc23edc343aeece28ed445bf4","41e849a2209c64d4381811a7e337fd25","100","94","13","13","normal","maze","Normal","Normal","Green","None","",""
"373","r2_outer_strong_005_r2_006_a401_procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall","r2_outer_strong_005_r2_006_a401_maskonlyb05_07_main_glove","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall_20260611_111307.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L373_glove_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L373_r2_outer_strong_005_r2_006_a401_maskonlyb05_07_mai.asset","d4811f5a98fc97647a6bd1f7a1ac1048","6f760d4d4bc8c984e99a279aeac92b8d","142","142","13","13","shape","shape_ocean","Novelty","Shape","Green","None","glove","手套"
"376","direct_advanced_67_direct_advanced_extreme_rect_core_burst_g6_v03","direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_67_direct_advanced_extreme_rect_core_burst_g6_v03.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L376_direct_advanced_32_direct_advanced_veryhard_rect_s.asset","ba3de539896274440be49b92eab5b079","b7d920328e729a547a11dd7b62f26332","306","186","10","10","normal","lock","RelativeExtreme","Peak","Yellow","BottleneckHeavy|GrindyLowClear","",""
"378","r2_outer_strong_005_r2_006_a401_procmask_55_onion_maskproceduralvertical_36x50-transitionbridgetowertall","r2_outer_strong_005_r2_006_a401_maskonlyb05_15_large_pretzel","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_55_onion_maskproceduralvertical_36x50-transitionbridgetowertall_20260611_111130.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L378_maskonlyb05_15_large_pretzel_20260615_191026.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L378_r2_outer_strong_005_r2_006_a401_maskonlyb05_15_lar.asset","6e7527acaedd8674790581c175634a35","b92dea197bcb1a740ae3df734395deb1","144","134","13","17","shape","shape_landmark","Novelty","Shape","Yellow","GrindyLowClear","pretzel","椒盐卷饼"
"383","r2_outer_strong_005_r2_006_a401_procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall","r2_outer_strong_005_r2_006_a401_maskonlyb04_05_main_alarmclock","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall_20260611_111154.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L383_alarmclock_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L383_r2_outer_strong_005_r2_006_a401_maskonlyb04_05_mai.asset","f0b1d3b17d26eec4b897184a6c235c5c","dd02d69cfae157c4e8239940a54f6188","142","142","13","13","shape","shape_ocean","Novelty","Shape","Green","None","alarmclock","闹钟"
"385","hole_candidate_068_tall_28x30_dual","hole_candidate_034_std_24x30_section","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_068_tall_28x30_dual.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_034_std_24x30_section.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L385_hole_candidate_034_std_24x30_section.asset","a1a23148a31ccb641a45a1379b4dfdb2","56ce1fe0caa7e9c4eba3787f9879442a","72","71","22","22","hole","hole_rescue","Mechanic","HoleRescue","Green","None","",""
"387","r2_outer_strong_005_r2_006_a401_procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall","r2_outer_strong_005_r2_006_a401_maskonlyb07_04_main_d20die","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall_20260611_112008.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L387_d20die_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L387_r2_outer_strong_005_r2_006_a401_maskonlyb07_04_mai.asset","e66afe685d2c13f418124c17fbc505ba","a0417c0e2ac15624ab438dece1847099","152","149","13","13","shape","shape_vehicle","Novelty","Shape","Green","BottleneckHeavy","d20die","二十面骰"
"388","direct_advanced_70_direct_advanced_extreme_rect_quasi_symmetry_g6_v03","sgp_manual_keep_outer1_repair_02_sgp_seed_hard_skeleton_newseed20260618_100431_dive","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_70_direct_advanced_extreme_rect_quasi_symmetry_g6_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L388_sgp_manual_keep_outer1_repair_02_sgp_seed_hard_skeleton_newseed2026061.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L388_sgp_manual_keep_outer1_repair_02_sgp_seed_hard_ske.asset","be6926e0a57fdea4daa819e5a53aedbf","07612276f7059c34a8420a95e1671b17","305","164","10","79","normal","section","Hard","Pressure","Green","StartTooNarrow","",""
"393","r2_outer_strong_005_r2_006_a401_procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall","r2_outer_strong_005_r2_006_a401_maskonlyb07_03_large_chessknight","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall_20260611_111115.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L393_chessknight_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L393_r2_outer_strong_005_r2_006_a401_maskonlyb07_03_lar.asset","3b4f08cbcb9d8a24485b90b78fa92392","59383b4836588b743966d82edfcafdb6","157","149","17","17","shape","shape_magic","Novelty","Shape","Green","None","chessknight","国际象棋马"
"394","direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05","direct_diff120_140_direct_diff_veryhard_dag_unlock_stair_ladder_g4_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_140_direct_diff_veryhard_dag_unlock_stair_ladder_g4_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L394_direct_diff120_140_direct_diff_veryhard_dag_unlock.asset","b99e7a390c7fecd48bfa13b00a98a966","1c2d13e4708055742a36257050435848","214","173","10","13","normal","lock","Hard","Pressure","Green","BottleneckHeavy","",""
"395","direct_normal_94_direct_normal_rect_dense_weave_g3_v10","direct_diff120_94_direct_diff_hard_room_gate_vertical_gate_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_94_direct_normal_rect_dense_weave_g3_v10.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_94_direct_diff_hard_room_gate_vertical_gate_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L395_direct_diff120_94_direct_diff_hard_room_gate_verti.asset","b0e5deabd891bcc49ba3665b064c790a","8a3e48f43b4c57b4d839637da293088b","118","123","13","13","normal","dense","Normal","Normal","Green","None","",""
"396","direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02","direct_diff120_124_direct_diff_veryhard_dag_unlock_stair_ladder_g0_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_124_direct_diff_veryhard_dag_unlock_stair_ladder_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L396_direct_diff120_124_direct_diff_veryhard_dag_unlock.asset","c696e0dcdeb6a6241ab02bae931a55c1","da5f7d8ced2df754f8f2800355bad82a","181","174","10","13","normal","section","RelativeExtreme","Peak","Green","None","",""
"398","r2_outer_strong_005_r2_006_a401_procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall","r2_outer_strong_005_r2_006_a401_maskonlyb02_17_large_butterfly","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L398_butterfly_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L398_r2_outer_strong_005_r2_006_a401_maskonlyb02_17_lar.asset","c276df185df63d245aec6b334f89a583","989d1169e3a313e47a1239dc3a6a9726","163","153","17","17","shape","shape_landmark","Novelty","Shape","Green","BottleneckHeavy","butterfly","蝴蝶"
"402","direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01","direct_diff120_107_direct_diff_hard_near_square_dense_kernel_g1_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_107_direct_diff_hard_near_square_dense_kernel_g1_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L402_direct_diff120_107_direct_diff_hard_near_square_de.asset","b1a1f118005cbfd43bda4fda43021ea8","0a3235d254abd1444b94cb78a70ff262","127","129","10","13","normal","dense","Normal","Normal","Green","None","",""
"403","r2_outer_strong_005_r2_006_a401_procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall","r2_outer_strong_005_r2_006_a401_maskonlyb06_05_large_dialphone","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall_20260611_112015.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L403_dialphone_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L403_r2_outer_strong_005_r2_006_a401_maskonlyb06_05_lar.asset","8972e0283004b034e97e2573f0b5150a","7801a567caf2a324d978716f409fcae7","170","150","16","17","shape","shape_vehicle","Novelty","Shape","Green","None","dialphone","转盘电话"
"408","r2_outer_strong_005_r2_006_a401_procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall","r2_outer_strong_005_r2_006_a401_maskonlyb06_04_main_arcadecabinet","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_111757.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L408_arcadecabinet_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L408_r2_outer_strong_005_r2_006_a401_maskonlyb06_04_mai.asset","71cf6e164a57dc041855c89708fc9d5a","7dd9bb466b10a3f428efa8c86580283a","167","153","13","13","shape","shape_nature","Novelty","Shape","Green","None","arcadecabinet","街机"
"412","direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10","direct_diff120_139_direct_diff_veryhard_near_square_center_cross_g4_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_139_direct_diff_veryhard_near_square_center_cross_g4_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L412_direct_diff120_139_direct_diff_veryhard_near_squar.asset","a58d71d568c52bf46962bc38e878e666","7e7df8669b6e48246990cb2a0aafca02","157","158","10","13","normal","section","Hard","Pressure","Green","None","",""
"413","r2_outer_strong_005_r2_006_a401_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall","r2_outer_strong_005_r2_006_a401_maskonlyb06_06_large_payphone","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L413_payphone_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L413_r2_outer_strong_005_r2_006_a401_maskonlyb06_06_lar.asset","b61170b4d55004049b3664106f2b912c","a029d7d7fa0561044b933cbb6b14cddc","179","153","17","17","shape","shape_landmark","Novelty","Shape","Yellow","GrindyLowClear","payphone","公用电话"
"418","r2_outer_strong_005_r2_006_a401_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall","r2_outer_strong_005_r2_006_a401_maskonlyb08_04_main_crystalcluster","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L418_crystalcluster_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L418_r2_outer_strong_005_r2_006_a401_maskonlyb08_04_mai.asset","19379a58781cfa041bc778ade025fb3e","6fb70c93bfed65745ab8cc2a0150b769","186","157","13","13","shape","shape_space","Novelty","Shape","Green","None","crystalcluster","水晶簇"
"423","r2_outer_strong_005_r2_006_a401_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall","r2_outer_strong_005_r2_006_a401_maskonlyb05_01_large_artistpalette","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L423_artistpalette_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L423_r2_outer_strong_005_r2_006_a401_maskonlyb05_01_lar.asset","f6d4c63e4d7342f4a8bdc945ce9b8c20","b85afea4934a0dc47a5a09ffcd851ecb","186","136","13","17","shape","shape_vehicle","Novelty","Shape","Green","None","artistpalette","调色盘"
"426","hole_topup_050_topup_wide_30x26_dense","hole_candidate_086_wide_32x24_dense","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_050_topup_wide_30x26_dense.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_086_wide_32x24_dense.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L426_hole_candidate_086_wide_32x24_dense.asset","deab1cf5790453541826ca0315d72bfc","85a4d8d7e9000c44c8d0c66e74189d1f","77","80","21","19","hole","hole_rescue","Mechanic","HoleRescue","Green","None","",""
"427","r2_outer_strong_005_r2_006_a401_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall","r2_outer_strong_005_r2_006_a401_maskonlyb09_25_large_treasurechest","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L427_treasurechest_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L427_r2_outer_strong_005_r2_006_a401_maskonlyb09_25_lar.asset","6a275f9bff1e78f48952ae5713392398","88194f3f0d2299a498d2e3c38c4325a8","191","161","13","17","shape","shape_nature","Novelty","Shape","Green","BottleneckHeavy","treasurechest","宝箱"
"433","r2_outer_strong_005_r2_006_a401_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall","r2_outer_strong_005_r2_006_a401_maskonlyb06_10_large_filmroll","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L433_filmroll_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L433_r2_outer_strong_005_r2_006_a401_maskonlyb06_10_lar.asset","3ffa89ad85829974b84e18fd668c3eea","f33da85f11d83074c98ddf4f87ccdbf6","195","161","17","17","shape","shape_vehicle","Novelty","Shape","Green","BottleneckHeavy","filmroll","胶片"
"435","hole_candidate_096_wide_34x26_lock","hole_candidate_051_std_28x28_lock","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_096_wide_34x26_lock.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_051_std_28x28_lock.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L435_hole_candidate_051_std_28x28_lock.asset","8aa78bbfc7b1cf34da7b8b001bf9d3c6","943f79282dee10141b8dd2103ac3cb56","79","76","21","22","hole","hole_rescue","Mechanic","HoleRescue","Green","None","",""
"438","r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall","r2_outer_strong_005_r2_006_a401_maskonlyb09_24_large_giftbox","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L438_giftbox_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L438_r2_outer_strong_005_r2_006_a401_maskonlyb09_24_lar.asset","ee605d18585be6d46953def69f82ff59","ac75b57d9b0270044a7db34fcc35a557","207","166","13","17","shape","shape_nature","Novelty","Shape","Green","None","giftbox","礼盒"
"443","r2_outer_strong_005_r2_006_a401_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall","r2_outer_strong_005_r2_006_a401_maskonlyb08_10_large_ufo","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L443_ufo_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L443_r2_outer_strong_005_r2_006_a401_maskonlyb08_10_lar.asset","9e0cd5286b3fc3f469f8bb99949cae21","9bed04670b8862744bf04faa2bd7972f","90","84","13","17","shape","shape_symbol","Novelty","Shape","Green","BottleneckHeavy","ufo","飞碟"
"447","r2_outer_strong_005_r2_006_a401_procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall","r2_outer_strong_005_r2_006_a401_maskonlyb02_08_compact_magicbook","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall_20260611_111520.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L447_magicbook_compact.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L447_r2_outer_strong_005_r2_006_a401_maskonlyb02_08_com.asset","49a62546052c67d438a807cfea746c4b","dd6745363d0f5bf4994b577b038181cc","91","78","17","24","shape","shape_object","Novelty","Shape","Green","BottleneckHeavy","magicbook","魔法书"
"451","hole_highchain_extra_016_hc2_32x30_dual_b","hole_highchain_extra_018_hc2_32x30_lock_a","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_016_hc2_32x30_dual_b.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L451_hole_highchain_extra_018_hc2_32x30_lock_a.asset","b02a351c3a767bb419f30db7f3da8b82","dd24c797961165d4db54bd86e88b38f8","91","90","21","22","hole","hole_rescue","Mechanic","HoleRescue","Yellow","StartFakeWide|BottleneckHeavy","",""
"453","r2_outer_strong_005_r2_006_a401_procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall","r2_outer_strong_005_r2_006_a401_maskonlyb02_09_large_fish","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall_20260611_110513.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L453_fish_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L453_r2_outer_strong_005_r2_006_a401_maskonlyb02_09_lar.asset","7fe7ffcf6a2d4e74e80c5f2344af9817","165fe1d604847d4439c7b9acd492d023","88","106","17","17","shape","shape_character","Novelty","Shape","Green","None","fish","鱼"
"454","direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06","sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed20260618_100431_dive","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_ske.asset","8427886d08783d545ab2b81043235c66","3c09d12b09ea5304abc68b7d7c0cb543","159","156","10","79","normal","section","Hard","Pressure","Green","StartTooNarrow","",""
"458","r2_outer_strong_005_r2_006_a401_procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall","r2_outer_strong_005_r2_006_a401_maskonlyb09_22_main_star","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall_20260611_110411.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L458_star_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L458_r2_outer_strong_005_r2_006_a401_maskonlyb09_22_mai.asset","78ef7ed0b9136bb45b14cf689da0af7c","fcf708f1fdc0e0542b0960758be19ed5","86","112","13","13","shape","shape_nature","Novelty","Shape","Green","BottleneckHeavy","star","星星"
