packLabel,packPath,indexInPack,campaignOrder,status,leakScore,hardeningBudget,flags,recommendedOperators,levelId,assetPath,bucket,type,relativeDifficulty,slotRole,width,height,chains,arrowTiles,blockTiles,boardFill,playableFill,avgChainLength,maxChainLength,greedySolved,greedySteps,tuningDifficultyScore,initialClearableChains,openingChoices,openingGoodMoves,openingGoodMoveRatio,avgChoices,maxChoices,earlyAvgChoices,earlyMaxChoices,bottleneckRatio,forcedMoveRatio,avgClearPerMove,avgNewUnlocksPerMove,largestUnlockBurst,choiceWaveStdDev,averageStepsToNextUnlock,dependencyDepthProxy,directOuterExits,directClearableOuterExits,directOuterExitRatio,directClearableOuterExitRatio,longRayOuterExits,edgeShortChains,edgeShortDirectOuterExits,boundaryStraightOuterExits,earlyEntropyClass,entropyCurve,details
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,426,426,LowLeak,284,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,hole_candidate_086_wide_32x24_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_086_wide_32x24_dense.asset,normal,hole_rescue,Mechanic,HoleRescue,32,24,80,672,72,0.875,0.966,8.4,19,True,80,852,12,12,3,0.25,10.563,14,11.1,12,0.388,0.013,8.4,0.85,3,2.742,1.559,1.559,12,12,0.15,0.15,0,1,0,0,front_loaded_flat,12>12>11>11>10>11>12>11>11>10>11>10>9>9>8>8>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,427,427,LowLeak,305,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb09_25_large_treasurechest,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L427_treasurechest_large.asset,normal,shape_nature,Novelty,Shape,44,40,161,1311,0,0.745,0.745,8.143,17,True,161,1575,15,15,7,0.467,8.938,17,12.1,15,0.447,0.006,8.143,0.907,5,3.15,1.651,1.651,15,15,0.093,0.093,13,0,0,0,front_loaded_flat,15>15>14>13>12>11>11>10>10>10>10>10>9>8>7>6>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,428,428,LowLeak,424,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices,direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset,hard,section,Normal,Normal,24,39,146,910,0,0.972,0.972,6.233,10,True,146,1098,21,21,10,0.476,7.027,21,19.4,21,0.377,0.034,6.233,0.856,4,4.527,1.648,1.648,21,21,0.144,0.144,0,1,1,4,front_loaded_flat,21>20>21>20>21>20>19>18>17>17>17>16>15>14>13>12>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,429,429,LowLeak,409,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02.asset,very_hard,dense,Hard,Pressure,27,48,205,1261,0,0.973,0.973,6.151,10,True,205,1536,18,18,7,0.389,10.39,18,15.7,18,0.395,0.02,6.151,0.912,3,3.418,1.567,1.567,18,18,0.088,0.088,0,0,0,3,front_loaded_flat,18>17>17>17>17>16>15>14>13>13>13>13>12>11>12>12>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,430,430,MediumLeak,497,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset,hard,section,Normal,Normal,24,39,147,914,0,0.976,0.976,6.218,10,True,147,1108,20,20,11,0.55,10.048,21,17.9,21,0.231,0.007,6.218,0.864,4,3.443,1.583,1.583,20,20,0.136,0.136,0,3,2,5,front_loaded_flat,20>21>20>19>18>17>17>16>15>16>16>15>14>14>15>14>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,431,431,LowLeak,270,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices,direct_normal_54_direct_normal_rect_dense_weave_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset,normal,dense,Normal,Normal,23,39,112,879,0,0.98,0.98,7.848,13,True,112,1099,13,13,5,0.385,6.688,13,11,13,0.313,0.045,7.848,0.884,4,2.706,1.576,1.576,13,13,0.116,0.116,0,1,1,3,front_loaded_flat,13>13>12>11>11>10>11>10>10>9>8>9>8>8>8>7>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,432,432,MediumLeak,496,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset,hard,lock,Hard,Pressure,24,43,164,1010,0,0.979,0.979,6.159,10,True,164,1200,24,24,11,0.458,9.835,24,20,24,0.36,0.024,6.159,0.854,4,4.546,1.764,1.764,24,24,0.146,0.146,0,2,1,5,front_loaded_flat,24>23>22>21>20>19>18>17>18>18>17>17>16>15>15>15>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,433,433,LowLeak,374,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb06_10_large_filmroll,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L433_filmroll_large.asset,normal,shape_vehicle,Novelty,Shape,43,47,161,1410,0,0.698,0.698,8.758,17,True,161,1649,17,17,6,0.353,10.839,18,16.2,18,0.453,0.031,8.758,0.894,5,4.358,1.667,1.667,17,17,0.106,0.106,17,0,0,0,front_loaded_flat,17>16>16>15>16>18>17>16>16>15>14>14>13>14>14>15>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,434,434,MediumLeak,565,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset,hard,section,Normal,Normal,24,43,162,1007,0,0.976,0.976,6.216,10,True,162,1184,26,26,14,0.538,12.093,28,26,28,0.296,0.006,6.216,0.84,3,6.356,1.735,1.735,26,26,0.16,0.16,0,1,0,1,front_loaded_flat,26>27>28>27>27>26>25>25>25>24>24>23>22>22>22>21>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,435,435,Ok,21,0,WeakDependency,redirect_outer_heads|inject_region_gate,hole_candidate_051_std_28x28_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_051_std_28x28_lock.asset,normal,hole_rescue,Mechanic,HoleRescue,28,28,76,697,72,0.889,0.979,9.171,22,True,76,1055,5,5,2,0.4,7.737,15,7.4,9,0.395,0.026,9.171,0.934,4,2.441,1.803,1.803,5,5,0.066,0.066,0,1,0,0,wide_open,5>8>8>7>7>7>8>7>9>8>7>6>7>8>10>10>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,436,436,MediumLeak,577,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset,very_hard,lock,RelativeExtreme,Peak,27,45,194,1195,0,0.984,0.984,6.16,10,True,194,1391,26,26,10,0.385,13.876,27,25.4,26,0.34,0.01,6.16,0.866,5,6.764,1.554,1.554,26,26,0.134,0.134,0,1,0,4,front_loaded_flat,26>25>26>26>26>26>26>25>24>24>24>24>23>24>23>24>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,437,437,MediumLeak,534,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset,hard,section,Normal,Normal,25,41,164,1003,0,0.979,0.979,6.116,10,True,164,1191,23,23,12,0.522,13.567,23,20.5,23,0.323,0.006,6.116,0.86,4,4.199,1.511,1.511,23,23,0.14,0.14,0,1,0,3,front_loaded_flat,23>22>22>21>20>20>20>19>19>19>19>19>19>18>17>17>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,438,438,MediumLeak,467,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb09_24_large_giftbox,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L438_giftbox_large.asset,normal,shape_nature,Novelty,Shape,43,43,166,1373,0,0.743,0.743,8.271,17,True,166,1598,19,19,7,0.368,15.229,26,19.8,21,0.373,0.024,8.271,0.886,4,7.328,1.667,1.667,19,19,0.114,0.114,16,0,0,0,front_loaded_flat,19>19>20>21>20>20>20>20>19>20>20>20>19>19>18>18>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,439,439,MediumLeak,575,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset,hard,maze,Recovery,Recovery,24,40,158,942,0,0.981,0.981,5.962,10,True,158,1124,24,24,14,0.583,13.696,26,24.8,26,0.272,0.006,5.962,0.848,5,5.231,1.694,1.694,24,24,0.152,0.152,0,0,0,0,front_loaded_flat,24>26>25>25>25>24>26>25>24>24>23>23>22>21>20>19>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,440,440,MediumLeak,501,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset,hard,section,Normal,Normal,23,44,161,988,0,0.976,0.976,6.137,10,True,161,1180,23,23,11,0.478,12.012,23,22.3,23,0.342,0.006,6.137,0.857,4,5.555,1.725,1.725,23,23,0.143,0.143,0,1,0,0,front_loaded_flat,23>23>23>22>22>22>23>22>21>22>22>21>20>19>20>20>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,441,441,LowLeak,264,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset,normal,sweep,Recovery,Recovery,22,36,105,784,0,0.99,0.99,7.467,13,True,105,989,14,14,7,0.5,6.438,14,12.1,14,0.295,0.01,7.467,0.867,5,2.704,1.835,1.835,14,14,0.133,0.133,0,0,0,1,front_loaded_flat,14>13>13>12>11>13>12>12>11>10>9>9>8>9>8>12>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,442,442,LowLeak,350,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,hole_candidate_101_wide_34x28_shell,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset,normal,hole_rescue,Mechanic,HoleRescue,34,28,81,853,72,0.896,0.969,10.531,22,True,81,1055,11,11,4,0.364,13.519,21,15.8,19,0.296,0.037,10.531,0.864,6,5.004,1.829,1.829,11,11,0.136,0.136,0,3,0,1,front_loaded_flat,11>14>19>18>18>17>16>15>15>15>16>16>18>19>20>19>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,443,443,LowLeak,376,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb08_10_large_ufo,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L443_ufo_large.asset,normal,shape_symbol,Novelty,Shape,39,31,84,714,0,0.591,0.591,8.5,17,True,84,871,17,17,8,0.471,11.548,20,14.7,17,0.452,0.036,8.5,0.798,5,4.764,1.955,1.955,17,17,0.202,0.202,17,0,0,0,front_loaded_flat,17>16>16>15>15>14>14>13>13>14>15>14>14>14>13>12>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,444,444,LowLeak,380,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset,hard,dense,Hard,Pressure,23,43,159,970,0,0.981,0.981,6.101,10,True,159,1230,15,15,6,0.4,9.472,20,16.4,18,0.264,0.006,6.101,0.906,5,4.276,1.59,1.59,15,15,0.094,0.094,0,1,1,3,front_loaded_flat,15>15>15>17>18>17>17>17>17>16>17>20>20>20>20>19>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,445,445,MediumLeak,568,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04.asset,very_hard,sweep,Recovery,Recovery,24,51,197,1199,0,0.98,0.98,6.086,10,True,197,1408,25,25,15,0.6,11.569,26,23.9,26,0.371,0.01,6.086,0.873,4,5.602,1.698,1.698,25,25,0.127,0.127,0,2,1,3,front_loaded_flat,25>26>25>25>24>24>23>22>21>24>23>24>23>22>22>21>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,446,446,MediumLeak,503,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset,hard,dense,Normal,Normal,22,38,136,821,0,0.982,0.982,6.037,10,True,136,1006,20,20,12,0.6,10.596,21,18,21,0.25,0.022,6.037,0.853,4,5.76,1.629,1.629,20,20,0.147,0.147,0,1,1,4,front_loaded_flat,20>21>20>19>19>18>17>16>15>15>18>18>20>19>19>21>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,447,447,Ok,44,0,BoundaryLeak|DirectEscapeLeak,redirect_outer_heads,r2_outer_strong_005_r2_006_a401_maskonlyb02_08_compact_magicbook,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L447_magicbook_compact.asset,shape,shape_object,Novelty,Shape,31,36,78,790,0,0.708,0.708,10.128,24,True,78,1098,6,6,3,0.5,7.179,11,5.3,6,0.474,0.013,10.128,0.923,6,2.229,1.597,1.597,6,6,0.077,0.077,5,0,0,0,gated_release,6>5>5>5>6>6>6>5>5>4>4>5>5>6>6>8>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,448,448,MediumLeak,548,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset,very_hard,section,Hard,Pressure,24,48,196,1128,0,0.979,0.979,5.755,10,True,196,1362,22,22,14,0.636,12.964,22,20.6,22,0.281,0.015,5.755,0.888,5,4.707,1.851,1.851,22,22,0.112,0.112,0,2,1,3,front_loaded_flat,22>22>22>21>21>20>20>20>19>19>18>21>20>21>21>22>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,449,449,MediumLeak,598,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset,very_hard,lock,RelativeExtreme,Peak,27,41,181,1090,0,0.985,0.985,6.022,10,True,181,1270,28,28,18,0.643,11.547,28,26.2,28,0.243,0.017,6.022,0.845,4,7.123,1.706,1.706,28,28,0.155,0.155,0,2,1,1,front_loaded_flat,28>27>27>26>25>26>25>26>26>26>25>25>24>24>24>25>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,450,450,MediumLeak,535,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset,hard,section,Normal,Normal,24,44,165,1037,0,0.982,0.982,6.285,10,True,165,1228,23,23,10,0.435,12.861,23,22.1,23,0.285,0.006,6.285,0.861,4,4.527,1.592,1.592,23,23,0.139,0.139,0,0,0,7,front_loaded_flat,23>23>23>22>22>21>21>22>22>22>22>21>20>19>18>18>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,451,451,Ok,246,0,BoundaryLeak|DirectEscapeLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,hole_highchain_extra_018_hc2_32x30_lock_a,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset,normal,hole_rescue,Mechanic,HoleRescue,32,30,90,866,72,0.902,0.975,9.622,22,True,90,1117,9,9,2,0.222,9.122,15,13,15,0.422,0.011,9.622,0.9,4,3.47,1.691,1.691,9,9,0.1,0.1,0,2,0,0,front_loaded_flat,9>9>12>14>13>15>14>15>15>14>13>12>13>13>15>14>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,452,452,MediumLeak,594,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset,hard,lock,Normal,Normal,23,42,154,943,0,0.976,0.976,6.123,10,True,154,1121,25,25,14,0.56,15.396,25,22,25,0.24,0.006,6.123,0.838,4,5.491,1.829,1.829,25,25,0.162,0.162,0,0,0,2,front_loaded_flat,25>24>24>23>22>21>20>21>20>20>19>19>18>18>18>21>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,453,453,MediumLeak,467,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb02_09_large_fish,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L453_fish_large.asset,normal,shape_character,Novelty,Shape,44,38,106,902,0,0.539,0.539,8.509,17,True,106,1068,19,19,7,0.368,14.066,22,20.6,22,0.255,0.009,8.509,0.821,4,6.439,1.816,1.816,19,19,0.179,0.179,19,0,0,0,front_loaded_flat,19>19>22>22>22>21>20>19>21>21>22>21>20>19>20>22>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,454,454,LowLeak,424,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed20260618_100431_dive,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset,hard,section,Hard,Pressure,34,48,156,1609,0,0.986,0.986,10.314,79,True,156,1849,17,17,1,0.059,13.84,25,17.5,20,0.353,0.013,10.314,0.891,6,6.769,1.871,1.871,17,17,0.109,0.109,0,0,0,1,front_loaded_flat,17>17>18>17>17>16>15>18>20>20>19>20>25>25>24>25>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,455,455,MediumLeak,516,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03.asset,hard,dense,Normal,Normal,22,42,149,906,0,0.981,0.981,6.081,10,True,149,1094,22,22,13,0.591,10.859,22,18.8,22,0.329,0.013,6.081,0.852,4,3.664,1.764,1.764,22,22,0.148,0.148,0,1,0,3,front_loaded_flat,22>21>21>20>19>18>18>17>16>16>15>16>16>15>15>15>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,456,456,MediumLeak,533,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06.asset,very_hard,section,RelativeExtreme,Peak,28,50,224,1379,0,0.985,0.985,6.156,10,True,224,1604,26,26,14,0.538,10.214,26,24.1,26,0.268,0.004,6.156,0.884,6,5.258,1.742,1.742,26,26,0.116,0.116,0,0,0,5,front_loaded_flat,26>26>26>25>24>23>23>23>23>22>21>20>19>18>17>17>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,457,457,Ok,239,0,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09.asset,normal,sweep,Recovery,Recovery,23,40,117,903,0,0.982,0.982,7.718,13,True,117,1184,10,10,5,0.5,8.479,13,9,10,0.359,0.017,7.718,0.915,4,2.341,1.579,1.579,10,10,0.085,0.085,0,0,0,2,front_loaded_flat,10>9>8>8>8>10>9>9>9>10>9>10>9>9>8>7>...,
