order,bucket,bucketRank,type,score,levelId,path,packs,width,height,chains,coverage,outer1,openers,avgChoices,unlockBursts,dependencyBlocks,families,qualityFlags,portableSolved,portableScore,portableQuality,slotRole,relativeDifficulty,template,styleKey,pressureScore
379,hard,86,sweep,151.2,direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03.asset,direct_pure_topup_slice08_candidates,22,44,157,0.982,0.992,25,10.42,22,852,direct_polish:sweep:g11,ok,True,196.9,ok,Recovery,Recovery,E_early_peak,sweep,160.3
380,hard,99,section,148.0,direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04.asset,direct_pure_topup_slice08_candidates,22,40,144,0.986,1.000,26,11.22,33,645,direct_polish:section_unlock:g12,ok,True,196.1,ok,Normal,Normal,E_early_peak,section_unlock,136.6
381,hard,91,dense,150.1,direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09.asset,direct_pure_topup_slice10_candidates,24,38,145,0.978,0.983,27,14.78,30,661,direct_polish:dense_weave:g11,ok,True,194.7,too-open,Recovery,Recovery,A_peak9,dense_weave,130.7
382,hard,87,section,151.0,direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset,direct_pure_topup_slice10_candidates,22,44,150,0.976,0.977,24,15.74,27,616,direct_polish:stair_push:g11,ok,True,194.8,ok,Normal,Normal,A_peak9,stair_push,136.8
383,normal,57,shape_ocean,370,r2_outer_strong_005_r2_006_a401_procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall_20260611_111154.asset,shape_final_with_supplement,36,50,142,0.978,,20,17.2,,14,shape:Ocean:nautical:object:procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall_20260611_111154,rel:Normal:ShapeNormal:Shape:Ocean:nautical:object:transition,True,370,Normal,Shape,Novelty,A_peak9,Ocean,150.1
384,very_hard,5,lock,148.1,direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01.asset,direct_polish_hard_candidates,26,41,172,0.986,0.985,22,9.40,31,881,direct_polish:core_burst:g4,ok,True,198.7,ok,Pressure,Hard,A_peak9,core_burst,181.8
385,hard,97,sweep,148.4,direct_pure_topup_07_08_direct_polish_hard_pure_rect_sweep_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_08_direct_polish_hard_pure_rect_sweep_g9_v01.asset,direct_pure_topup_slice07_candidates,23,46,165,0.968,0.978,24,11.19,32,726,direct_polish:sweep:g9,ok,True,195.9,ok,Recovery,Recovery,A_peak9,sweep,163.4
386,normal,51,dense,172.9,direct_normal_61_direct_normal_rect_outer_shell_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_61_direct_normal_rect_outer_shell_g0_v07.asset,direct_normal_candidates,22,39,116,0.987,0.983,18,6.34,24,557,asset:direct_normal_61_direct_normal_r,ok,True,192.0,ok,Normal,Normal,A_peak9,direct_normal_61_direct_normal_r,130.0
387,normal,123,shape_vehicle,389,r2_outer_strong_005_r2_006_a401_procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall_20260611_112008.asset,shape_final_with_supplement,38,52,152,0.973,,21,18.06,,14.8,shape:Vehicle:transport:vehicle:procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall_20260611_112008,rel:Hard:ShapePressure:Shape:Vehicle:transport:vehicle:transition,True,389,Normal,Shape,Novelty,A_peak9,Vehicle,160.6
388,extreme,6,section,104.7,direct_advanced_70_direct_advanced_extreme_rect_quasi_symmetry_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_70_direct_advanced_extreme_rect_quasi_symmetry_g6_v03.asset,direct_advanced_candidates,32,59,305,0.972,0.989,25,12.44,68,2383,direct_advanced:quasi_symmetry:g6,ok,True,212.0,ok,Pressure,Hard,A_peak9,quasi_symmetry,349.9
389,very_hard,15,lock,140.2,direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02.asset,direct_pure_topup_slice07_candidates,25,45,181,0.984,0.978,24,8.37,44,1025,direct_polish:lock_buckle:g10,ok,True,199.3,ok,Peak,RelativeExtreme,A_peak9,lock_buckle,193.4
390,hard,49,section,160.2,direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04.asset,direct_pure_topup_slice08_candidates,21,41,136,0.978,0.983,18,11.64,29,593,direct_polish:dual_zone:g12,ok,True,193.6,ok,Normal,Normal,A_peak9,dual_zone,139.4
391,hard,31,sweep,162.8,direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset,direct_polish_clean_candidates,23,39,137,0.979,0.992,17,8.78,32,658,direct_polish:sweep:g0,ok,True,194.2,ok,Recovery,Recovery,F_chapter_breath,sweep,149.7
392,normal,57,hole_rescue,261,hole_proc_standard_24x32_late_922515_24x32_c91,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_24x32_late_922515_24x32_c91.asset,hole_procedural_candidates,24,32,91,0.906,,80,80,,41.8,hole_procedural:standard_24x32_late,procedural_hole_standard,True,261,procedural_hole_standard,HoleRescue,Mechanic,F_chapter_breath,standard_24x32_late,-116.6
393,normal,51,shape_magic,384,r2_outer_strong_005_r2_006_a401_procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall_20260611_111115.asset,shape_final_with_supplement,36,50,157,0.982,,22,18.92,,14.9,shape:Magic:fantasy-architecture:landmark:procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall_20260611_111115,rel:Hard:ShapePressure:Shape:Magic:fantasy-architecture:landmark:transition,True,384,Normal,Shape,Novelty,F_chapter_breath,Magic,161.8
394,very_hard,40,lock,115.2,direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset,direct_advanced_candidates,27,50,214,0.973,0.973,25,16.14,45,1178,direct_advanced:core_burst:g0,ok,True,202.0,ok,Pressure,Hard,F_chapter_breath,core_burst,211.9
395,normal,115,dense,160.7,direct_normal_94_direct_normal_rect_dense_weave_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_94_direct_normal_rect_dense_weave_g3_v10.asset,direct_normal_candidates,23,40,118,0.986,0.992,12,9.35,30,527,direct_normal:dense_weave:g3,ok,True,192.5,ok,Normal,Normal,F_chapter_breath,dense_weave,131.7
396,very_hard,10,section,142.7,direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_16_direct_advanced_veryhard_rect_section_unlock_g1_v02.asset,direct_advanced_candidates,24,46,181,0.986,0.993,20,10.18,36,1046,direct_advanced:section_unlock:g1,ok,True,200.2,ok,Peak,RelativeExtreme,F_chapter_breath,section_unlock,197.0
397,normal,118,sweep,160.3,direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05.asset,direct_normal_topup_candidates,23,35,105,0.994,0.991,15,7.85,23,528,direct_normal:sweep:g10,ok,True,191.6,ok,Recovery,Recovery,F_chapter_breath,sweep,117.2
398,normal,53,shape_landmark,400,r2_outer_strong_005_r2_006_a401_procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123.asset,shape_final_with_supplement,36,50,163,0.986,,23,19.78,,15.2,shape:Landmark:architecture:landmark:procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123,rel:Hard:ShapePressure:Shape:Landmark:architecture:landmark:transition,True,400,Normal,Shape,Novelty,F_chapter_breath,Landmark,167.7
399,hard,36,section,161.7,direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset,direct_pure_topup_slice08_candidates,24,38,144,0.977,0.967,25,9.35,29,639,direct_polish:dual_zone:g11,ok,True,193.7,ok,Normal,Normal,F_chapter_breath,dual_zone,143.6
400,hard,47,section,160.3,direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset,direct_pure_topup_slice09_candidates,23,38,143,0.979,0.983,26,10.02,25,673,direct_polish:stair_push:g9,ok,True,194.5,ok,Normal,Normal,F_chapter_breath,stair_push,141.0
401,hard,55,sweep,159.5,direct_pure_topup_09_12_direct_polish_hard_pure_rect_outer_shell_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_12_direct_polish_hard_pure_rect_outer_shell_g14_v06.asset,direct_pure_topup_slice09_candidates,25,43,169,0.977,0.970,25,9.29,40,901,asset:direct_pure_topup_09_12_direct_p,ok,True,196.8,ok,Recovery,Recovery,B_peak7_end_calm,direct_pure_topup_09_12_direct_p,177.5
402,hard,18,dense,165.3,direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01.asset,direct_polish_clean_candidates,22,36,127,0.982,1.000,19,9.58,26,543,direct_polish:dense_weave:g0,ok,True,193.6,ok,Normal,Normal,B_peak7_end_calm,dense_weave,131.9
403,normal,124,shape_vehicle,419,r2_outer_strong_005_r2_006_a401_procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall_20260611_112015.asset,shape_final_with_supplement,40,50,170,0.981,,24,20.64,,15.6,shape:Vehicle:transport:vehicle:procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall_20260611_112015,rel:Hard:ShapePressure:Shape:Vehicle:transport:vehicle:transition,True,419,Normal,Shape,Novelty,B_peak7_end_calm,Vehicle,175.2
404,hard,75,lock,155.6,direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset,direct_pure_topup_slice10_candidates,25,39,155,0.975,0.992,21,13.94,34,725,direct_polish:lock_buckle:g12,ok,True,196.0,ok,Pressure,Hard,B_peak7_end_calm,lock_buckle,153.9
405,very_hard,0,maze,109.2,direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09.asset,direct_pure_topup_slice10_candidates,25,43,170,0.977,0.970,25,15.91,29,649,direct_polish:maze_long_chain:g11,ok,True,196.9,ok,Recovery,Recovery,B_peak7_end_calm,maze_long_chain,148.7
406,normal,4,dense,210.3,direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06.asset,direct_pure_topup_slice05_candidates,18,36,84,0.992,1.000,9,5.68,20,387,asset:direct_pure_topup_05_17_direct_n,ok,True,189.4,ok,Normal,Normal,B_peak7_end_calm,direct_pure_topup_05_17_direct_n,112.6
407,very_hard,28,lock,129.9,direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02.asset,direct_advanced_candidates,24,49,196,0.981,0.986,26,11.51,42,1246,direct_advanced:core_burst:g1,ok,True,201.2,ok,Peak,RelativeExtreme,B_peak7_end_calm,core_burst,205.9
408,normal,112,shape_nature,428,r2_outer_strong_005_r2_006_a401_procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_111757.asset,shape_final_with_supplement,36,44,167,0.988,,23,19.78,,15.7,shape:Nature:plants-creatures:creature:procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_111757,rel:VeryHard:ShapePeak:Shape:Nature:plants-creatures:creature:transition,True,428,Normal,Shape,Novelty,B_peak7_end_calm,Nature,176.8
409,hard,6,section,171.3,direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset,direct_polish_hard_candidates,23,40,145,0.978,0.992,15,7.88,27,784,direct_polish:section_unlock:g4,ok,True,195.1,ok,Pressure,Hard,B_peak7_end_calm,section_unlock,168.1
410,hard,105,section,146.1,direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset,direct_pure_topup_slice10_candidates,21,42,139,0.986,0.975,23,15.39,26,708,direct_polish:dual_zone:g11,ok,True,194.3,ok,Recovery,Recovery,B_peak7_end_calm,dual_zone,130.2
411,normal,30,sweep,180.4,direct_normal_145_direct_normal_rect_sweep_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_145_direct_normal_rect_sweep_g2_v15.asset,direct_normal_candidates,22,41,114,0.981,0.992,15,6.78,25,613,direct_normal:sweep:g2,ok,True,191.6,ok,Recovery,Recovery,C_double_wave,sweep,134.7
412,hard,67,section,157.4,direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10.asset,direct_pure_topup_slice10_candidates,24,40,157,0.982,1.000,19,12.81,35,763,direct_polish:stair_push:g12,ok,True,197.2,ok,Pressure,Hard,C_double_wave,stair_push,162.4
413,normal,126,shape_landmark,429,r2_outer_strong_005_r2_006_a401_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516.asset,shape_final_with_supplement,42,58,179,0.982,,25,21.5,,16.2,shape:Landmark:architecture:landmark:procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516,rel:VeryHard:ShapePeak:Shape:Landmark:architecture:landmark:big,True,429,Normal,Shape,Novelty,C_double_wave,Landmark,183.1
414,normal,12,sweep,196.7,direct_normal_25_direct_normal_rect_sweep_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_25_direct_normal_rect_sweep_g2_v03.asset,direct_normal_candidates,22,37,107,0.988,0.991,15,5.79,24,579,direct_normal:sweep:g2,ok,True,191.3,ok,Recovery,Recovery,C_double_wave,sweep,131.2
415,hard,16,section,165.6,direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04.asset,direct_pure_topup_slice08_candidates,23,38,141,0.977,0.992,18,9.43,28,683,direct_polish:quasi_symmetry:g12,ok,True,194.5,ok,Normal,Normal,C_double_wave,quasi_symmetry,152.5
416,hard,42,lock,161.3,direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05.asset,direct_pure_topup_slice08_candidates,25,38,149,0.981,1.000,22,9.51,23,745,direct_polish:lock_buckle:g13,ok,True,196.2,ok,Pressure,Hard,C_double_wave,lock_buckle,156.2
417,normal,55,hole_rescue,257,hole_proc_standard_20x24_small_916239_20x24_c68,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_20x24_small_916239_20x24_c68.asset,hole_procedural_candidates,20,24,68,0.85,,64,64,,38.9,hole_procedural:standard_20x24_small,procedural_hole_standard,True,257,procedural_hole_standard,HoleRescue,Mechanic,C_double_wave,standard_20x24_small,-89.2
418,normal,58,shape_space,455,r2_outer_strong_005_r2_006_a401_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158.asset,shape_final_with_supplement,40,56,186,0.982,,26,22.36,,16.6,shape:Space:sci-fi:character:procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158,rel:VeryHard:ShapePeak:Shape:Space:sci-fi:character:big,True,455,Hard,Shape,Novelty,C_double_wave,Space,191.8
419,very_hard,0,section,113.2,direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05.asset,direct_advanced_candidates,27,47,203,0.985,0.993,21,15.76,37,1018,direct_advanced:section_unlock:g0,ok,True,202.7,ok,Peak,RelativeExtreme,C_double_wave,section_unlock,201.2
420,hard,80,dense,153.0,direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08.asset,direct_pure_topup_slice10_candidates,22,42,143,0.974,0.960,22,11.01,30,627,direct_polish:dense_weave:g10,ok,True,193.0,ok,Recovery,Recovery,C_double_wave,dense_weave,141.9
421,very_hard,29,sweep,128.8,direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01.asset,direct_polish_hard_candidates,25,45,180,0.978,1.000,21,11.51,41,968,direct_polish:sweep:g4,ok,True,199.6,ok,Recovery,Recovery,D_visual_middle,sweep,186.9
422,normal,29,dense,180.5,direct_normal_14_direct_normal_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_14_direct_normal_rect_dense_weave_g1_v02.asset,direct_normal_candidates,23,38,113,0.984,0.975,13,6.44,25,536,direct_normal:dense_weave:g1,ok,True,191.0,ok,Normal,Normal,D_visual_middle,dense_weave,134.5
423,normal,129,shape_vehicle,458,r2_outer_strong_005_r2_006_a401_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535.asset,shape_final_with_supplement,42,60,186,0.979,,26,22.36,,16.6,shape:Vehicle:transport:vehicle:procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535,rel:VeryHard:ShapePeak:Shape:Vehicle:transport:vehicle:big,True,458,Hard,Shape,Novelty,D_visual_middle,Vehicle,192.4
424,hard,11,maze,168.9,direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02.asset,direct_polish_clean_candidates,22,37,129,0.974,0.982,13,8.55,26,593,direct_polish:maze_long_chain:g1,ok,True,192.4,ok,Normal,Normal,D_visual_middle,maze_long_chain,146.6
425,very_hard,0,lock,107.9,direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05.asset,direct_advanced_candidates,28,48,213,0.982,0.980,27,18.34,38,1221,direct_advanced:lock_buckle:g0,ok,True,203.0,ok,Pressure,Hard,D_visual_middle,lock_buckle,204.3
426,very_hard,20,sweep,134.4,direct_advanced_39_direct_advanced_veryhard_rect_sweep_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_39_direct_advanced_veryhard_rect_sweep_g0_v05.asset,direct_advanced_candidates,25,46,182,0.977,0.978,22,10.90,38,956,direct_advanced:sweep:g0,ok,True,198.8,ok,Recovery,Recovery,D_visual_middle,sweep,189.2
427,normal,131,shape_nature,467,r2_outer_strong_005_r2_006_a401_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549.asset,shape_final_with_supplement,42,60,191,0.98,,27,23.22,,16.8,shape:Nature:plants-creatures:natural:procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549,rel:VeryHard:ShapePeak:Shape:Nature:plants-creatures:natural:big,True,467,Hard,Shape,Novelty,D_visual_middle,Nature,196.0
428,hard,34,section,162.3,direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset,direct_pure_topup_slice10_candidates,24,39,146,0.972,0.975,21,7.03,32,726,direct_polish:dual_zone:g10,ok,True,193.9,ok,Normal,Normal,D_visual_middle,dual_zone,158.6
429,very_hard,18,dense,136.8,direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02.asset,direct_advanced_candidates,27,48,205,0.973,0.993,18,10.39,43,1275,direct_advanced:dense_weave:g1,ok,True,201.9,ok,Pressure,Hard,D_visual_middle,dense_weave,230.3
430,hard,59,section,159.0,direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset,direct_pure_topup_slice08_candidates,24,39,147,0.976,0.975,20,10.05,30,869,direct_polish:stair_push:g13,ok,True,194.4,ok,Normal,Normal,D_visual_middle,stair_push,159.9
431,normal,70,dense,167.8,direct_normal_54_direct_normal_rect_dense_weave_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset,direct_normal_candidates,23,39,112,0.980,1.000,13,6.69,20,645,direct_normal:dense_weave:g5,ok,True,191.6,ok,Normal,Normal,E_early_peak,dense_weave,134.5
432,hard,48,lock,160.2,direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset,direct_polish_hard_candidates,24,43,164,0.979,0.977,24,9.84,33,804,direct_polish:core_burst:g5,ok,True,196.7,ok,Pressure,Hard,E_early_peak,core_burst,169.7
433,normal,130,shape_vehicle,464,r2_outer_strong_005_r2_006_a401_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547.asset,shape_final_with_supplement,46,60,195,0.979,,27,23.22,,17.2,shape:Vehicle:transport:vehicle:procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547,rel:VeryHard:ShapePeak:Shape:Vehicle:transport:vehicle:big,True,464,Hard,Shape,Novelty,E_early_peak,Vehicle,199.5
434,hard,65,section,157.9,direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset,direct_pure_topup_slice07_candidates,24,43,162,0.976,0.969,26,12.09,32,862,direct_polish:section_unlock:g10,ok,True,195.9,ok,Normal,Normal,E_early_peak,section_unlock,162.4
435,normal,80,sweep,166.0,direct_normal_topup_32_direct_normal_topup_rect_sweep_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_32_direct_normal_topup_rect_sweep_g9_v04.asset,direct_normal_topup_candidates,20,40,108,0.984,1.000,13,7.91,23,450,direct_normal:sweep:g9,ok,True,191.5,ok,Recovery,Recovery,E_early_peak,sweep,121.2
