order,slotRole,relativeDifficulty,target,bucket,type,chains,levelId,note
445,Recovery,Recovery,A_peak9,very_hard,sweep,197,direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04,direct_advanced_candidates;sweep;rhythm-v3
446,Normal,Normal,A_peak9,hard,dense,136,direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03,direct_polish_clean_candidates;dense_weave;rhythm-v3
447,Shape,Novelty,A_peak9,shape,shape_object,91,r2_outer_strong_005_r2_006_a401_procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall,shape_final_with_supplement;Object;rhythm-v3
448,Pressure,Hard,A_peak9,very_hard,section,196,direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06,direct_advanced_candidates;quasi_symmetry;rhythm-v3
449,Peak,RelativeExtreme,A_peak9,very_hard,lock,181,direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02,direct_pure_topup_slice07_candidates;core_burst;rhythm-v3
450,Normal,Normal,A_peak9,hard,section,165,direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10,direct_pure_topup_slice10_candidates;section_unlock;rhythm-v3
451,HoleRescue,Mechanic,hole10_block_451_460,normal,hole_rescue,64,hole_candidate_030_std_24x28_lock,direct_pure_topup_slice10_candidates;dense_weave;rhythm-v3;hole10-v4|LockBuckle|old=dense:direct_pure_topup_10_21_direct_polish_hard_pure_rect_dense_weave_g12_v10
452,Normal,Normal,F_chapter_breath,hard,lock,154,direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01,direct_pure_topup_slice07_candidates;lock_buckle;rhythm-v3
453,Shape,Novelty,F_chapter_breath,normal,shape_character,88,r2_outer_strong_005_r2_006_a401_procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall,shape_final_with_supplement;Character;rhythm-v3
454,Pressure,Hard,F_chapter_breath,hard,section,159,direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06,direct_pure_topup_slice09_candidates;dual_zone;rhythm-v3
455,Normal,Normal,F_chapter_breath,hard,dense,149,direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03,direct_pure_topup_slice07_candidates;dense_weave;rhythm-v3
456,Peak,RelativeExtreme,F_chapter_breath,very_hard,section,224,direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06,direct_advanced_candidates;section_unlock;rhythm-v3
457,Recovery,Recovery,F_chapter_breath,normal,sweep,117,direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09,direct_normal_topup_candidates;sweep;rhythm-v3
458,Shape,Novelty,F_chapter_breath,shape,shape_nature,86,r2_outer_strong_005_r2_006_a401_procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall,shape_final_with_supplement;Nature;rhythm-v3
459,Normal,Normal,F_chapter_breath,very_hard,section,180,direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02,direct_pure_topup_slice07_candidates;quasi_symmetry;rhythm-v3
460,Normal,Normal,F_chapter_breath,hard,lock,156,direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04,direct_pure_topup_slice08_candidates;core_burst;rhythm-v3
461,Recovery,Recovery,B_peak7_end_calm,hard,sweep,168,direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02,direct_pure_topup_slice07_candidates;sweep;rhythm-v3
462,Normal,Normal,B_peak7_end_calm,hard,dense,135,direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05,direct_pure_topup_slice08_candidates;dense_weave;rhythm-v3
463,Shape,Novelty,B_peak7_end_calm,shape,shape_landmark,86,r2_outer_strong_005_r2_006_a401_procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall,shape_final_with_supplement;Landmark;rhythm-v3
464,Pressure,Hard,B_peak7_end_calm,normal,lock,111,direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08,direct_normal_topup_candidates;lock_buckle;rhythm-v3
465,Recovery,Recovery,B_peak7_end_calm,very_hard,sweep,213,direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03,direct_advanced_candidates;sweep;rhythm-v3
466,Normal,Normal,B_peak7_end_calm,hard,section,166,direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01,direct_pure_topup_slice07_candidates;dual_zone;rhythm-v3
467,HoleRescue,Mechanic,hole10_block_461_470,normal,hole_rescue,63,hole_topup_031_topup_std_26x26_maze,hole_procedural_candidates;standard_19x23_small;rhythm-v3;hole10-v4|MazeLongChain|old=hole_rescue:hole_proc_standard_19x23_small_915193_19x23_c62
468,Shape,Novelty,B_peak7_end_calm,shape,shape_toolui,84,r2_outer_strong_005_r2_006_a401_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall,shape_final_with_supplement;ToolUI;rhythm-v3
469,Pressure,Hard,B_peak7_end_calm,extreme,maze,366,direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01,direct_polish_extreme_long_candidates;hui_spiral;rhythm-v3
470,Recovery,Recovery,B_peak7_end_calm,hard,section,149,direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08,direct_pure_topup_slice09_candidates;section_unlock;rhythm-v3
471,Recovery,Recovery,C_double_wave,normal,sweep,106,direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02,direct_normal_topup_candidates;sweep;rhythm-v3
472,Pressure,Hard,C_double_wave,very_hard,section,231,direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02,direct_advanced_candidates;stair_push;rhythm-v3
473,Shape,Novelty,C_double_wave,shape,shape_landmark,82,r2_outer_strong_005_r2_006_a401_procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall,shape_final_with_supplement;Landmark;rhythm-v3
474,Recovery,Recovery,C_double_wave,very_hard,dense,178,direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06,direct_advanced_candidates;dense_weave;rhythm-v3
475,Normal,Normal,C_double_wave,very_hard,section,195,direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05,direct_advanced_candidates;dual_zone;rhythm-v3
476,Pressure,Hard,C_double_wave,hard,lock,126,direct_normal_136_direct_normal_rect_core_burst_g1_v14,direct_normal_candidates;core_burst;rhythm-v3
477,HoleRescue,Mechanic,hole10_block_471_480,normal,hole_rescue,60,hole_candidate_032_std_24x28_dense,direct_pure_topup_slice09_candidates;dense_weave;rhythm-v3;hole10-v4|DenseWeave|old=dense:direct_pure_topup_09_15_direct_polish_hard_pure_rect_dense_weave_g9_v07
478,Shape,Novelty,C_double_wave,shape,shape_space,86,r2_outer_strong_005_r2_006_a401_procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall,shape_final_with_supplement;Space;rhythm-v3
479,Peak,RelativeExtreme,C_double_wave,very_hard,section,185,direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02,direct_advanced_candidates;quasi_symmetry;rhythm-v3
480,Recovery,Recovery,C_double_wave,hard,sweep,141,direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05,direct_pure_topup_slice08_candidates;sweep;rhythm-v3
481,Recovery,Recovery,D_visual_middle,normal,maze,108,direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13,direct_normal_candidates;maze_long_chain;rhythm-v3
482,Normal,Normal,D_visual_middle,hard,lock,150,direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10,direct_pure_topup_slice10_candidates;core_burst;rhythm-v3
483,Shape,Novelty,D_visual_middle,shape,shape_landmark,82,r2_outer_strong_005_r2_006_a401_procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall,shape_final_with_supplement;Landmark;rhythm-v3
484,HoleRescue,Mechanic,hole10_block_481_490,normal,hole_rescue,62,hole_candidate_103_notch_24x28_section_b,direct_pure_topup_slice08_candidates;dense_weave;rhythm-v3;hole10-v4|SectionUnlock|old=dense:direct_pure_topup_08_09_direct_polish_hard_pure_rect_dense_weave_g12_v04
485,Pressure,Hard,D_visual_middle,very_hard,section,189,direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06,direct_advanced_candidates;dual_zone;rhythm-v3
486,Recovery,Recovery,D_visual_middle,very_hard,sweep,213,direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01,direct_advanced_candidates;sweep;rhythm-v3
487,Shape,Novelty,D_visual_middle,shape,shape_object,84,r2_outer_strong_005_r2_006_a401_procmask_05_long_maskproceduralvertical_30x40-maintrophytall,shape_final_with_supplement;Object;rhythm-v3
488,Normal,Normal,D_visual_middle,very_hard,section,195,direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04,direct_advanced_candidates;stair_push;rhythm-v3
489,Pressure,Hard,D_visual_middle,normal,lock,108,direct_normal_46_direct_normal_rect_core_burst_g4_v05,direct_normal_candidates;core_burst;rhythm-v3
490,Normal,Normal,D_visual_middle,very_hard,section,199,direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03,direct_advanced_candidates;section_unlock;rhythm-v3
491,Normal,Normal,E_early_peak,extreme,sweep,337,direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01,direct_polish_extreme_long_candidates;snake_spine;rhythm-v3
492,HoleRescue,Mechanic,hole10_block_491_500,normal,hole_rescue,63,hole_candidate_041_std_26x26_maze,hole_procedural_candidates;standard_18x22_small;rhythm-v3;hole10-v4|MazeLongChain|old=hole_rescue:hole_proc_standard_18x22_small_915701_18x22_c61
493,Shape,Novelty,E_early_peak,shape,shape_object,81,r2_outer_strong_005_r2_006_a401_procmask_39_long_maskproceduralvertical_30x42-mainfoxtall,shape_final_with_supplement;Character;rhythm-v3
494,Normal,Normal,E_early_peak,very_hard,dense,192,direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01,direct_advanced_candidates;dense_weave;rhythm-v3
495,Recovery,Recovery,E_early_peak,refresh,sweep,97,direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09,direct_pure_topup_slice06_candidates;sweep;rhythm-v3
496,Peak,VeryHard,E_early_peak,normal,lock,108,direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05,direct_normal_topup_candidates;core_burst;rhythm-v3
497,Normal,Normal,E_early_peak,hard,dense,151,direct_polish_hard_12_direct_polish_hard_rect_dense_weave_g5_v02,direct_polish_hard_candidates;dense_weave;rhythm-v3
498,Shape,Novelty,E_early_peak,shape,shape_nature,84,r2_outer_strong_005_r2_006_a401_procmask_118_long_maskproceduralvertical_32x42-mainleaf03tall,shape_final_with_supplement;Nature;rhythm-v3
499,Recovery,Recovery,E_early_peak,hard,section,158,direct_pure_topup_09_09_direct_polish_hard_pure_rect_quasi_symmetry_g14_v06,direct_pure_topup_slice09_candidates;quasi_symmetry;rhythm-v3
500,Normal,Normal,E_early_peak,very_hard,section,200,direct_advanced_45_direct_advanced_veryhard_rect_stair_push_g1_v06,direct_advanced_candidates;stair_push;rhythm-v3
