rank,selected,selectRank,selectStatus,bucket,type,score,levelId,path,packs,width,height,chains,tiles,coverage,aspect,outer1,outer2,maxOuterEmptyRun,holeScore,localEmpty8,centerEmpty,openers,avgChoices,minChoices,maxChoices,unlockBursts,maxUnlockBurst,keyLockSteps,firstOuter,lastOuter,endingShort,avgChain,maxChain,regionSwitches,dependencyBlocks,dependencyCycles,dependencyLayerStuck,dependencyMaxRayBlockers,edgeShort,edgeLong,maxEdgeRun,families,qualityFlags,portableValid,portableSolved,portableOpeners,portableScore,portableQuality,details
484,1,34,selected,very_hard,section,125.0,direct_advanced_38_direct_advanced_veryhard_rect_quasi_symmetry_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_38_direct_advanced_veryhard_rect_quasi_symmetry_g0_v05.asset,direct_advanced_candidates,28,45,206,1239,0.983,0.622,0.986,0.989,1,13.9,0.078,0.019,26,10.19,1,26,46,5,15,0.808,0.038,0.357,6.01,10,89,1200,0,0,19,11,3,10,direct_advanced:quasi_symmetry:g0,ok,True,True,26,202.6,ok,type=sweep; play=77.8; deps=1200/0/0
485,1,35,selected,very_hard,section,122.0,direct_advanced_06_direct_advanced_veryhard_rect_quasi_symmetry_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_06_direct_advanced_veryhard_rect_quasi_symmetry_g0_v01.asset,direct_advanced_candidates,24,49,189,1158,0.985,0.490,1.000,0.996,0,11.1,0.063,0.015,24,14.71,1,26,39,4,10,0.646,0.125,0.395,6.13,10,93,931,0,0,27,14,1,10,direct_advanced:quasi_symmetry:g0,ok,True,True,24,201.3,ok,type=sweep; play=74.4; deps=931/0/0
486,1,36,selected,very_hard,dense,121.9,direct_advanced_18_direct_advanced_veryhard_rect_dense_weave_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_18_direct_advanced_veryhard_rect_dense_weave_g2_v03.asset,direct_advanced_candidates,28,51,233,1405,0.984,0.549,0.987,0.973,1,13.9,0.078,0.021,26,11.12,1,26,47,4,15,0.661,0.136,0.298,6.03,10,97,1525,0,0,29,21,0,9,direct_advanced:dense_weave:g2,ok,True,True,26,205.9,ok,type=sweep; play=71.8; deps=1525/0/0
487,1,37,selected,very_hard,lock,120.2,direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03.asset,direct_advanced_candidates,26,50,203,1270,0.977,0.520,0.986,0.979,1,13.7,0.063,0.023,21,13.53,1,22,42,4,12,0.588,0.098,0.415,6.26,10,91,1072,0,0,27,12,3,10,direct_advanced:lock_buckle:g2,ok,True,True,21,201.7,ok,type=sweep; play=72.3; deps=1072/0/0
488,1,38,selected,very_hard,lock,118.1,direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset,direct_pure_topup_slice07_candidates,27,41,181,1090,0.985,0.659,0.985,0.992,1,11.0,0.063,0.013,28,11.55,1,28,33,4,11,0.652,0.109,0.351,6.02,10,79,993,0,0,21,14,2,10,direct_polish:core_burst:g10,ok,True,True,28,199.7,ok,type=sweep; play=74.0; deps=993/0/0
489,1,39,selected,very_hard,sweep,115.8,direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02.asset,direct_polish_hard_candidates,23,47,177,1055,0.976,0.489,0.971,0.970,1,12.4,0.063,0.020,26,14.33,1,26,35,4,8,0.578,0.111,0.278,5.96,10,90,660,0,0,20,11,1,10,direct_polish:sweep:g5,ok,True,True,26,197.8,ok,type=sweep; play=73.1; deps=660/0/0
490,1,40,selected,very_hard,lock,115.2,direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset,direct_advanced_candidates,27,50,214,1313,0.973,0.540,0.973,0.973,1,15.5,0.078,0.024,25,16.14,1,29,45,5,13,0.630,0.074,0.372,6.14,10,96,1178,0,0,29,9,2,10,direct_advanced:core_burst:g0,ok,True,True,25,202.0,ok,type=sweep; play=74.3; deps=1178/0/0
491,1,1,selected,extreme,maze,127.7,direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01.asset,direct_polish_extreme_long_candidates,36,61,347,2148,0.978,0.590,0.984,0.992,1,14.7,0.078,0.022,19,12.62,1,25,84,5,18,0.621,0.000,0.214,6.19,11,110,2802,0,0,29,14,0,7,direct_polish:long_corridor:g9,ok,True,True,19,212.3,ok,type=sweep; play=76.2; deps=2802/0/0
492,1,2,selected,extreme,section,119.0,direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02.asset,direct_advanced_candidates,34,58,318,1924,0.976,0.586,0.989,0.989,1,15.7,0.078,0.035,26,9.07,1,26,77,4,18,0.663,0.050,0.234,6.05,10,115,2770,0,0,28,10,1,10,direct_advanced:dual_zone:g5,ok,True,True,26,212.3,ok,type=sweep; play=76.9; deps=2770/0/0
493,1,3,selected,extreme,lock,115.4,direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02.asset,direct_advanced_candidates,31,56,280,1703,0.981,0.554,0.982,0.985,1,13.9,0.078,0.014,26,11.43,1,26,51,4,17,0.600,0.000,0.339,6.08,10,119,2122,0,0,28,9,0,9,direct_advanced:lock_buckle:g5,ok,True,True,26,211.1,ok,type=sweep; play=75.7; deps=2122/0/0
494,1,4,selected,extreme,lock,112.2,direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01.asset,direct_advanced_candidates,32,60,318,1890,0.984,0.533,1.000,0.994,0,11.6,0.063,0.023,22,13.54,1,23,71,4,24,0.563,0.088,0.344,5.94,10,101,2470,0,0,30,13,2,10,direct_advanced:core_burst:g4,ok,True,True,22,213.6,ok,type=sweep; play=74.3; deps=2470/0/0
495,1,5,selected,extreme,section,105.0,direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03.asset,direct_advanced_candidates,31,56,286,1706,0.983,0.554,0.994,0.976,1,11.4,0.063,0.016,23,12.64,1,23,61,6,17,0.611,0.056,0.362,5.97,10,129,2059,0,0,25,24,1,10,direct_advanced:stair_push:g6,ok,True,True,23,212.5,ok,type=sweep; play=71.1; deps=2059/0/0
496,1,6,selected,extreme,section,104.7,direct_advanced_70_direct_advanced_extreme_rect_quasi_symmetry_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_70_direct_advanced_extreme_rect_quasi_symmetry_g6_v03.asset,direct_advanced_candidates,32,59,305,1835,0.972,0.542,0.989,0.986,1,17.4,0.094,0.037,25,12.44,1,25,68,4,24,0.636,0.143,0.344,6.02,10,120,2383,0,0,23,13,1,10,direct_advanced:quasi_symmetry:g6,ok,True,True,25,212.0,ok,type=sweep; play=72.9; deps=2383/0/0
497,1,7,selected,extreme,lock,101.3,direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01.asset,direct_advanced_candidates,30,54,263,1590,0.981,0.556,0.963,0.972,1,11.6,0.063,0.017,26,13.76,1,27,53,4,16,0.530,0.015,0.358,6.05,10,120,1923,0,0,28,15,0,9,direct_advanced:lock_buckle:g4,ok,True,True,26,208.2,ok,type=sweep; play=72.1; deps=1923/0/0
498,1,8,selected,extreme,maze,99.7,direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01.asset,direct_polish_extreme_long_candidates,38,62,366,2285,0.970,0.613,0.995,0.977,1,17.3,0.094,0.030,20,17.09,1,30,84,5,27,0.522,0.185,0.270,6.24,11,134,2922,0,0,32,24,0,7,direct_polish:hui_spiral:g9,ok,True,True,20,212.1,ok,type=sweep; play=68.1; deps=2922/0/0
499,1,9,selected,extreme,sweep,98.1,direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01.asset,direct_polish_extreme_long_candidates,35,63,337,2150,0.975,0.556,0.979,0.984,1,17.8,0.094,0.027,25,17.57,1,26,72,4,26,0.459,0.000,0.279,6.38,11,131,2334,0,0,27,11,0,9,direct_polish:snake_spine:g9,ok,True,True,25,211.8,ok,type=sweep; play=73.2; deps=2334/0/0
500,1,10,selected,extreme,lock,95.5,direct_advanced_59_direct_advanced_extreme_rect_core_burst_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_59_direct_advanced_extreme_rect_core_burst_g5_v02.asset,direct_advanced_candidates,33,55,300,1782,0.982,0.600,0.994,0.991,1,12.6,0.078,0.015,29,11.95,1,29,69,5,20,0.560,0.027,0.317,5.94,10,109,2333,0,0,32,17,1,10,direct_advanced:core_burst:g5,too-open,True,True,29,213.1,ok,type=sweep; play=73.0; deps=2333/0/0
501,0,0,not_selected,refresh,dense,154.7,direct_pure_topup_01_12_direct_refresh_topup_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_12_direct_refresh_topup_rect_dense_weave_g1_v02.asset,direct_pure_topup_slice01_candidates,17,29,65,484,0.982,0.586,0.989,0.988,1,13.7,0.078,0.012,18,8.38,1,18,12,4,3,0.882,0.059,0.154,7.45,13,43,201,0,0,11,2,2,12,direct_refresh:dense_weave:g1,ok,True,True,18,185.6,ok,type=dense; play=85.2; deps=201/0/0
502,0,0,not_selected,refresh,maze,154.7,nomask_style_expansion_21_long_corridor_mid,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_21_long_corridor_mid.asset,no_mask_style_expansion_preview,20,29,66,573,0.988,0.690,0.979,0.989,1,9.5,0.047,0.015,16,7.55,1,16,14,3,2,0.706,0.118,0.500,8.68,17,41,219,0,0,11,2,3,11,motif:long_corridor,ok,True,True,16,185.9,long-straight-run,type=dense; play=85.6; deps=219/0/0
503,0,0,not_selected,refresh,section,154.7,direct_pure_topup_02_15_direct_refresh_topup_rect_dual_zone_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_15_direct_refresh_topup_rect_dual_zone_g4_v05.asset,direct_pure_topup_slice02_candidates,14,26,53,355,0.975,0.538,0.961,0.972,1,12.1,0.047,0.033,13,9.32,1,15,9,4,5,0.857,0.357,0.545,6.70,11,33,120,0,0,8,8,0,5,direct_refresh:dual_zone:g4,ok,True,True,13,182.4,ok,type=lock; play=73.3; deps=120/0/0
504,0,0,not_selected,refresh,maze,154.3,direct_pure_topup_03_08_direct_refresh_topup_rect_maze_long_chain_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_08_direct_refresh_topup_rect_maze_long_chain_g0_v07.asset,direct_pure_topup_slice03_candidates,14,25,51,333,0.951,0.560,0.946,0.950,1,24.2,0.109,0.071,9,7.90,1,13,11,4,2,0.769,0.538,0.455,6.53,11,27,123,0,0,7,9,0,4,direct_refresh:maze_long_chain:g0,ok,True,True,9,179.3,ok,type=sweep; play=77.1; deps=123/0/0
505,0,0,not_selected,refresh,lock,154.1,direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05.asset,direct_normal_topup_candidates,21,34,100,700,0.980,0.618,0.981,0.985,1,11.7,0.063,0.017,16,7.74,1,16,19,4,6,0.680,0.000,0.300,7.00,13,62,462,0,0,16,2,0,9,direct_normal:lock_buckle:g10,ok,True,True,16,189.4,ok,type=dense; play=82.7; deps=462/0/0
506,0,0,not_selected,refresh,shell,154.0,nomask_style_expansion_24_double_shell_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_24_double_shell_a.asset,no_mask_style_expansion_preview,17,24,49,403,0.988,0.708,0.987,0.986,1,9.9,0.047,0.021,9,7.04,1,12,9,4,4,0.538,0.231,0.900,8.22,66,30,139,0,0,8,3,3,20,motif:double_shell,ok,True,True,9,176.2,long-straight-run,type=maze; play=81.6; deps=139/0/0
507,0,0,not_selected,refresh,maze,153.9,direct_pure_topup_02_16_direct_refresh_topup_rect_maze_long_chain_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_16_direct_refresh_topup_rect_maze_long_chain_g4_v05.asset,direct_pure_topup_slice02_candidates,16,27,49,427,0.988,0.593,0.988,0.994,1,8.6,0.047,0.021,9,7.67,1,12,9,4,5,0.692,0.923,0.500,8.71,15,30,144,0,0,10,7,0,5,direct_refresh:maze_long_chain:g4,ok,True,True,9,184.3,ok,type=dense; play=70.5; deps=144/0/0
508,0,0,not_selected,refresh,lock,153.9,direct_pure_topup_02_11_direct_refresh_topup_rect_lock_buckle_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_11_direct_refresh_topup_rect_lock_buckle_g4_v05.asset,direct_pure_topup_slice02_candidates,14,28,56,379,0.967,0.500,0.950,0.961,1,15.3,0.078,0.008,7,8.48,1,13,12,3,6,0.786,0.571,0.667,6.77,11,31,160,0,0,9,7,0,8,direct_refresh:lock_buckle:g4,ok,True,True,7,181.5,ok,type=dense; play=78.6; deps=160/0/0
509,0,0,not_selected,refresh,sweep,153.8,nomask_style_expansion_17_zig_river_b,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_17_zig_river_b.asset,no_mask_style_expansion_preview,18,27,57,480,0.988,0.667,0.988,0.994,1,8.2,0.047,0.013,10,7.49,1,12,11,3,3,0.600,0.533,0.333,8.42,51,34,196,0,0,14,5,3,11,motif:zig_river,ok,True,True,10,185.2,ok,type=dense; play=80.0; deps=196/0/0
510,0,0,not_selected,refresh,lock,153.4,direct_pure_topup_04_03_direct_normal_pure_rect_lock_buckle_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_03_direct_normal_pure_rect_lock_buckle_g6_v01.asset,direct_pure_topup_slice04_candidates,20,37,93,725,0.980,0.541,0.982,0.976,1,12.4,0.063,0.028,17,7.33,1,17,20,4,8,0.875,0.000,0.211,7.80,13,54,448,0,0,17,3,2,12,direct_normal:lock_buckle:g6,ok,True,True,17,188.5,ok,type=dense; play=90.6; deps=448/0/0
511,0,0,not_selected,refresh,lock,153.2,direct_pure_topup_06_03_direct_normal_pure_rect_lock_buckle_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_03_direct_normal_pure_rect_lock_buckle_g6_v07.asset,direct_pure_topup_slice06_candidates,18,35,79,620,0.984,0.514,0.980,0.990,1,11.7,0.063,0.025,15,8.78,1,15,15,6,4,0.800,0.000,0.063,7.85,13,48,295,0,0,9,3,3,12,direct_normal:lock_buckle:g6,ok,True,True,15,187.2,ok,type=lock; play=86.9; deps=295/0/0
512,0,0,not_selected,refresh,maze,153.2,nomask_style_expansion_19_long_corridor_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_19_long_corridor_a.asset,no_mask_style_expansion_preview,19,27,58,504,0.982,0.704,0.977,0.982,1,9.7,0.047,0.006,19,8.38,1,20,12,4,2,0.733,0.067,0.333,8.69,16,41,144,0,0,13,2,3,13,motif:long_corridor,ok,True,True,19,184.4,long-straight-run,type=dense; play=83.0; deps=144/0/0
513,0,0,not_selected,refresh,lock,153.0,nomask_style_expansion_08_double_room_lock_b,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_08_double_room_lock_b.asset,no_mask_style_expansion_preview,18,24,39,424,0.981,0.750,0.975,0.967,1,9.5,0.047,0.000,14,8.41,1,15,8,3,2,1.000,0.600,0.250,10.87,90,25,67,0,0,6,4,3,13,motif:double_room_lock,ok,True,True,14,181.9,long-straight-run,type=maze; play=79.5; deps=67/0/0
514,0,0,not_selected,refresh,shell,152.8,nomask_style_05_double_shell,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_05_double_shell.asset,no_mask_style_preview,17,24,48,407,0.998,0.708,1.000,1.000,0,3.1,0.016,0.007,6,7.98,1,14,11,3,2,0.500,0.250,0.800,8.48,66,37,151,0,0,9,3,4,20,motif:double_shell,ok,True,True,6,177.5,long-straight-run,type=maze; play=90.0; deps=151/0/0
515,0,0,not_selected,refresh,section,152.2,direct_pure_topup_01_18_direct_refresh_topup_rect_section_unlock_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_18_direct_refresh_topup_rect_section_unlock_g2_v03.asset,direct_pure_topup_slice01_candidates,14,29,58,397,0.978,0.483,0.963,0.981,1,13.1,0.063,0.037,11,7.52,1,11,12,3,3,0.800,0.867,0.500,6.84,11,32,170,0,0,9,11,0,6,direct_refresh:section_unlock:g2,ok,True,True,11,183.3,ok,type=section; play=70.7; deps=170/0/0
516,0,0,not_selected,refresh,sweep,152.1,direct_pure_topup_01_01_direct_refresh_topup_rect_outer_shell_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_01_direct_refresh_topup_rect_outer_shell_g0_v01.asset,direct_pure_topup_slice01_candidates,14,24,46,327,0.973,0.583,0.958,0.971,1,11.9,0.063,0.027,13,9.07,1,13,9,3,3,0.667,0.500,0.500,7.11,11,32,99,0,0,6,5,0,7,asset:direct_pure_topup_01_01_direct_r,ok,True,True,13,181.2,ok,type=sweep; play=67.9; deps=99/0/0
517,0,0,not_selected,refresh,sweep,152.1,direct_pure_topup_01_05_direct_refresh_topup_rect_sweep_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_05_direct_refresh_topup_rect_sweep_g0_v01.asset,direct_pure_topup_slice01_candidates,14,28,61,381,0.972,0.500,0.988,0.974,1,17.2,0.078,0.055,18,9.16,1,18,10,4,3,0.938,0.313,0.308,6.25,9,37,142,0,0,8,8,0,8,direct_refresh:sweep:g0,ok,True,True,18,184.2,ok,type=section; play=78.6; deps=142/0/0
518,0,0,not_selected,refresh,lock,151.9,direct_pure_topup_05_19_direct_normal_pure_rect_lock_buckle_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_19_direct_normal_pure_rect_lock_buckle_g11_v06.asset,direct_pure_topup_slice05_candidates,20,34,89,673,0.990,0.588,0.981,0.990,1,9.2,0.047,0.013,19,7.06,1,19,16,5,6,0.783,0.174,0.111,7.56,13,58,381,0,0,15,2,3,12,direct_normal:lock_buckle:g11,ok,True,True,19,188.9,ok,type=section; play=89.9; deps=381/0/0
519,0,0,not_selected,refresh,section,151.7,direct_pure_topup_05_18_direct_normal_pure_rect_section_unlock_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_18_direct_normal_pure_rect_section_unlock_g11_v06.asset,direct_pure_topup_slice05_candidates,19,31,79,581,0.986,0.613,1.000,1.000,0,9.0,0.047,0.025,14,9.72,1,14,15,4,9,0.900,0.150,0.438,7.35,13,40,271,0,0,10,3,3,13,direct_normal:section_unlock:g11,ok,True,True,14,188.3,long-straight-run,type=sweep; play=86.1; deps=271/0/0
520,0,0,not_selected,refresh,maze,151.3,direct_pure_topup_01_08_direct_refresh_topup_rect_maze_long_chain_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_08_direct_refresh_topup_rect_maze_long_chain_g0_v01.asset,direct_pure_topup_slice01_candidates,16,25,57,390,0.975,0.640,1.000,0.980,0,16.0,0.078,0.040,11,8.84,1,14,11,3,2,0.733,0.667,0.250,6.84,11,33,164,0,0,12,10,0,5,direct_refresh:maze_long_chain:g0,ok,True,True,11,184.6,ok,type=sweep; play=71.5; deps=164/0/0
521,0,0,not_selected,refresh,sweep,150.8,direct_normal_topup_64_direct_normal_topup_rect_sweep_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_64_direct_normal_topup_rect_sweep_g7_v08.asset,direct_normal_topup_candidates,20,39,100,763,0.978,0.513,0.991,0.982,1,13.6,0.078,0.025,13,7.20,1,13,26,3,3,0.680,0.040,0.250,7.63,13,54,444,0,0,17,2,3,12,direct_normal:sweep:g7,ok,True,True,13,189.6,ok,type=dense; play=86.3; deps=444/0/0
522,0,0,not_selected,refresh,section,150.5,nomask_style_expansion_26_stair_ladder_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_26_stair_ladder_a.asset,no_mask_style_expansion_preview,16,24,55,379,0.987,0.667,1.000,0.993,0,10.1,0.047,0.024,14,8.53,1,14,10,3,2,0.857,0.357,0.636,6.89,13,32,154,0,0,8,5,2,12,motif:stair_ladder,ok,True,True,14,185.4,ok,type=shell; play=76.6; deps=154/0/0
523,0,0,not_selected,refresh,section,149.7,direct_pure_topup_06_07_direct_normal_pure_rect_dual_zone_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_07_direct_normal_pure_rect_dual_zone_g6_v07.asset,direct_pure_topup_slice06_candidates,22,31,96,673,0.987,0.710,1.000,1.000,0,11.0,0.063,0.017,15,8.90,1,15,22,4,6,0.708,0.000,0.500,7.01,12,42,379,0,0,11,1,3,11,direct_normal:dual_zone:g6,ok,True,True,15,190.3,ok,type=lock; play=85.0; deps=379/0/0
524,0,0,not_selected,refresh,section,149.5,direct_pure_topup_01_15_direct_refresh_topup_rect_dual_zone_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_15_direct_refresh_topup_rect_dual_zone_g1_v02.asset,direct_pure_topup_slice01_candidates,15,26,60,379,0.972,0.577,0.974,0.980,1,12.6,0.063,0.015,8,9.60,1,14,10,4,5,0.800,0.600,0.583,6.32,11,34,148,0,0,6,9,0,5,direct_refresh:dual_zone:g1,ok,True,True,8,183.5,ok,type=sweep; play=74.3; deps=148/0/0
525,0,0,not_selected,refresh,sweep,149.5,nomask_style_expansion_36_snake_spine_tall,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_36_snake_spine_tall.asset,no_mask_style_expansion_preview,17,30,53,506,0.992,0.567,0.989,0.988,1,4.5,0.031,0.000,14,8.85,1,15,7,4,3,0.786,0.500,0.636,9.55,155,36,115,0,0,12,5,2,11,motif:snake_spine,ok,True,True,14,185.2,ok,type=maze; play=69.4; deps=115/0/0
526,0,0,not_selected,refresh,lock,149.3,direct_pure_topup_03_22_direct_refresh_topup_rect_core_burst_g2_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_22_direct_refresh_topup_rect_core_burst_g2_v09.asset,direct_pure_topup_slice03_candidates,16,27,51,423,0.979,0.593,0.976,0.968,1,9.3,0.047,0.014,16,9.78,1,17,9,3,1,0.692,0.615,0.364,8.29,15,25,97,0,0,6,4,0,7,direct_refresh:core_burst:g2,ok,True,True,16,183.1,ok,type=sweep; play=69.0; deps=97/0/0
527,0,0,not_selected,refresh,dense,149.1,nomask_style_11_dense_kernel,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_11_dense_kernel.asset,no_mask_style_preview,18,26,53,458,0.979,0.692,1.000,0.988,0,12.1,0.063,0.020,9,8.13,1,13,14,5,3,0.857,0.643,0.545,8.64,99,31,150,0,0,7,3,3,11,motif:dense_kernel,ok,True,True,9,184.4,ok,type=section; play=78.0; deps=150/0/0
528,0,0,not_selected,refresh,lock,148.6,direct_pure_topup_03_03_direct_refresh_topup_rect_lock_buckle_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_03_direct_refresh_topup_rect_lock_buckle_g0_v07.asset,direct_pure_topup_slice03_candidates,16,26,59,404,0.971,0.615,0.975,0.974,1,14.8,0.063,0.030,14,8.25,1,14,11,3,3,0.867,0.600,0.583,6.85,11,37,139,0,0,9,10,0,7,direct_refresh:lock_buckle:g0,ok,True,True,14,183.4,ok,type=dense; play=68.5; deps=139/0/0
529,0,0,not_selected,refresh,section,148.5,direct_pure_topup_05_23_direct_normal_pure_rect_dual_zone_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_23_direct_normal_pure_rect_dual_zone_g11_v06.asset,direct_pure_topup_slice05_candidates,19,38,96,713,0.988,0.500,1.000,1.000,0,11.3,0.063,0.025,14,9.38,1,17,19,5,7,0.792,0.167,0.300,7.43,13,42,404,0,0,19,3,2,10,direct_normal:dual_zone:g11,ok,True,True,14,190.4,ok,type=lock; play=85.0; deps=404/0/0
530,0,0,not_selected,refresh,lock,148.2,direct_normal_topup_02_direct_normal_topup_rect_lock_buckle_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_02_direct_normal_topup_rect_lock_buckle_g6_v01.asset,direct_normal_topup_candidates,21,36,100,745,0.985,0.583,0.991,0.991,1,8.4,0.047,0.012,17,8.24,1,18,18,5,8,0.720,0.000,0.450,7.45,13,52,381,0,0,15,1,3,11,direct_normal:lock_buckle:g6,ok,True,True,17,190.3,ok,type=dense; play=82.7; deps=381/0/0
