order,bucket,bucketRank,type,score,levelId,path,packs,width,height,chains,coverage,outer1,openers,avgChoices,unlockBursts,dependencyBlocks,families,qualityFlags,portableSolved,portableScore,portableQuality,order_i,chains_i,score_f,openers_i,avgChoices_f,dep_i,_style,_pressure,slotRole,relativeDifficulty,template,styleKey,pressureScore
398,hard,44,section,161.0,direct_pure_topup_10_05_direct_polish_hard_pure_rect_quasi_symmetry_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_05_direct_polish_hard_pure_rect_quasi_symmetry_g10_v08.asset,direct_pure_topup_slice10_candidates,21,43,143,0.980,0.992,20,9.31,31,759,direct_polish:quasi_symmetry:g10,ok;rel:Hard:Pressure,True,195.0,ok,398,143,161.0,20,9.31,759,quasi_symmetry,153.78699999999998,Pressure,Hard,A_peak9,quasi_symmetry,153.8
399,very_hard,5,lock,148.1,direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01.asset,direct_polish_hard_candidates,26,41,172,0.986,0.985,22,9.40,31,881,direct_polish:core_burst:g4,ok,True,198.7,ok,399,172,148.1,22,9.4,881,core_burst,181.77299999999997,Peak,RelativeExtreme,A_peak9,core_burst,181.8
400,very_hard,25,dense,131.8,direct_advanced_34_direct_advanced_veryhard_rect_dense_weave_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_34_direct_advanced_veryhard_rect_dense_weave_g0_v05.asset,direct_advanced_candidates,25,49,195,0.984,0.993,27,10.08,37,1248,direct_advanced:dense_weave:g0,ok;rel:VeryHard:Peak,True,201.6,ok,400,195,131.8,27,10.08,1248,dense_weave,206.45999999999998,Normal,Normal,A_peak9,dense_weave,206.5
401,hard,19,section,164.5,direct_polish_clean_14_direct_polish_normal_rect_dual_zone_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_14_direct_polish_normal_rect_dual_zone_g1_v02.asset,direct_polish_clean_candidates,22,37,134,0.990,0.991,20,10.69,28,604,direct_polish:dual_zone:g1,ok,True,194.8,ok,401,134,164.5,20,10.69,604,dual_zone,137.508,Recovery,Recovery,F_chapter_breath,dual_zone,137.5
402,very_hard,40,lock,115,direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset,direct_advanced_candidates,27,45,194,0.984,0.973,26,13.88,31,819,direct_advanced:lock_buckle:g3,ok|yellow_replacement:GrindyLowClear,True,201,ok,402,194,115.0,26,13.88,819,lock_buckle,181.98099999999997,Normal,Normal,F_chapter_breath,lock_buckle,182.0
403,normal,53,shape_landmark,400,r2_outer_strong_005_r2_006_a401_procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123.asset,shape_final_with_supplement,36,50,163,0.986,,23,19.78,,15.2,shape:Landmark:architecture:landmark:procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123,rel:Hard:ShapePressure:Shape:Landmark:architecture:landmark:transition,True,400,Normal,403,163,400.0,23,19.78,15,Landmark,167.721,Shape,Novelty,F_chapter_breath,Landmark,167.7
404,very_hard,22,section,132.7,direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06.asset,direct_advanced_candidates,28,50,224,0.985,0.993,26,10.21,45,1585,direct_advanced:section_unlock:g1,ok;rel:RelativeExtreme:Peak,True,205.2,ok,404,224,132.7,26,10.21,1585,section_unlock,248.583,Pressure,Hard,F_chapter_breath,section_unlock,248.6
405,very_hard,26,sweep,131.4,direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01.asset,direct_advanced_candidates,26,50,213,0.971,0.980,21,13.01,46,1329,direct_advanced:sweep:g0,ok;rel:VeryHard:Peak,True,202.0,ok,405,213,131.4,21,13.01,1329,sweep,230.34899999999996,Normal,Normal,F_chapter_breath,sweep,230.3
406,hard,48,lock,160.2,direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset,direct_polish_hard_candidates,24,43,164,0.979,0.977,24,9.84,33,804,direct_polish:core_burst:g5,ok;rel:Normal:Normal,True,196.7,ok,406,164,160.2,24,9.84,804,core_burst,169.66400000000004,Peak,VeryHard,F_chapter_breath,core_burst,169.7
407,refresh,115,sweep,144,nomask_style_expansion_18_zig_river_mid,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_18_zig_river_mid.asset,no_mask_style_expansion_preview,20,29,69,0.983,,13,11.91,14,223,motif:zig_river,ok|yellow_replacement:StartFakeWide|BottleneckHeavy,True,186,long-straight-run,407,69,144.0,13,11.91,223,zig_river,63.087,Recovery,Recovery,F_chapter_breath,zig_river,63.1
408,normal,124,shape_vehicle,419,r2_outer_strong_005_r2_006_a401_procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall_20260611_112015.asset,shape_final_with_supplement,40,50,170,0.981,,24,20.64,,15.6,shape:Vehicle:transport:vehicle:procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall_20260611_112015,rel:Hard:ShapePressure:Shape:Vehicle:transport:vehicle:transition,True,419,Normal,408,170,419.0,24,20.64,15,Vehicle,175.19300000000004,Shape,Novelty,F_chapter_breath,Vehicle,175.2
409,normal,114,lock,160.8,direct_pure_normal_extra_03_10_direct_normal_pure_extra_rect_lock_buckle_g16_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice03/direct_pure_normal_extra_03_10_direct_normal_pure_extra_rect_lock_buckle_g16_v08.asset,direct_pure_normal_extra_slice03_candidates,21,35,103,0.977,0.991,22,8.09,23,422,direct_normal:lock_buckle:g16,ok;rel:Recovery:Recovery,True,189.9,ok,409,103,160.8,22,8.09,422,lock_buckle,101.35200000000003,Normal,Normal,F_chapter_breath,lock_buckle,101.4
410,very_hard,7,sweep,147.1,direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06.asset,direct_advanced_candidates,26,49,213,0.984,0.986,16,11.05,48,1464,direct_advanced:sweep:g1,ok;rel:VeryHard:Peak,True,203.5,ok,410,213,147.1,16,11.05,1464,sweep,248.42800000000005,Normal,Normal,F_chapter_breath,sweep,248.4
411,hard,47,section,160.3,direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset,direct_pure_topup_slice09_candidates,23,38,143,0.979,0.983,26,10.02,25,673,direct_polish:stair_push:g9,ok;rel:Normal:Normal,True,194.5,ok,411,143,160.3,26,10.02,673,stair_push,140.97299999999998,Recovery,Recovery,B_peak7_end_calm,stair_push,141.0
412,normal,193,lock,148.5,direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01.asset,direct_normal_topup_candidates,23,34,103,0.981,0.973,23,8.34,19,515,direct_normal:core_burst:g6,ok;rel:Normal:Normal,True,189.4,ok,412,103,148.5,23,8.34,515,core_burst,100.543,Normal,Normal,B_peak7_end_calm,core_burst,100.5
413,normal,112,shape_nature,428,r2_outer_strong_005_r2_006_a401_procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_111757.asset,shape_final_with_supplement,36,44,167,0.988,,23,19.78,,15.7,shape:Nature:plants-creatures:creature:procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_111757,rel:VeryHard:ShapePeak:Shape:Nature:plants-creatures:creature:transition,True,428,Normal,413,167,428.0,23,19.78,15,Nature,176.761,Shape,Novelty,B_peak7_end_calm,Nature,176.8
414,hard,34,section,162.3,direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset,direct_pure_topup_slice10_candidates,24,39,146,0.972,0.975,21,7.03,32,726,direct_polish:dual_zone:g10,ok;rel:Normal:Normal,True,193.9,ok,414,146,162.3,21,7.03,726,dual_zone,158.57,Pressure,Hard,B_peak7_end_calm,dual_zone,158.6
415,refresh,91,dense,160.8,direct_pure_topup_04_01_direct_normal_pure_rect_outer_shell_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_01_direct_normal_pure_rect_outer_shell_g6_v01.asset,direct_pure_topup_slice04_candidates,18,31,81,0.982,1.000,14,8.36,13,308,asset:direct_pure_topup_04_01_direct_n,ok;rel:Recovery:Recovery,True,188.1,ok,415,81,160.8,14,8.36,308,direct_pure_topup_04_01_direct_n,86.07600000000001,Recovery,Recovery,B_peak7_end_calm,direct_pure_topup_04_01_direct_n,86.1
416,hard,70,section,156.7,direct_pure_topup_10_15_direct_polish_hard_pure_rect_quasi_symmetry_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_15_direct_polish_hard_pure_rect_quasi_symmetry_g11_v09.asset,direct_pure_topup_slice10_candidates,23,39,146,0.982,0.992,25,9.10,26,824,direct_polish:quasi_symmetry:g11,ok;rel:Normal:Normal,True,195.5,ok,416,146,156.7,25,9.1,824,quasi_symmetry,151.666,Normal,Normal,B_peak7_end_calm,quasi_symmetry,151.7
417,normal,55,hole_rescue,257,hole_proc_standard_20x24_small_916239_20x24_c68,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_20x24_small_916239_20x24_c68.asset,hole_procedural_candidates,20,24,68,0.85,,64,64,,38.9,hole_procedural:standard_20x24_small,procedural_hole_standard,True,257,procedural_hole_standard,417,68,257.0,64,64.0,38,standard_20x24_small,-89.21000000000001,HoleRescue,Mechanic,B_peak7_end_calm,standard_20x24_small,-89.2
418,normal,126,shape_landmark,429,r2_outer_strong_005_r2_006_a401_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516.asset,shape_final_with_supplement,42,58,179,0.982,,25,21.5,,16.2,shape:Landmark:architecture:landmark:procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516,rel:VeryHard:ShapePeak:Shape:Landmark:architecture:landmark:big,True,429,Normal,418,179,429.0,25,21.5,16,Landmark,183.08000000000004,Shape,Novelty,B_peak7_end_calm,Landmark,183.1
419,normal,151,lock,156.0,direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01.asset,direct_pure_normal_extra_slice01_candidates,21,32,88,0.990,1.000,18,7.61,19,392,direct_normal:core_burst:g15,ok;rel:Recovery:Recovery,True,189.6,ok,419,88,156.0,18,7.61,392,core_burst,90.90200000000002,Pressure,Hard,B_peak7_end_calm,core_burst,90.9
420,refresh,60,sweep,167.6,direct_pure_topup_05_13_direct_normal_pure_rect_sweep_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_13_direct_normal_pure_rect_sweep_g10_v05.asset,direct_pure_topup_slice05_candidates,19,31,79,0.993,1.000,14,7.95,18,320,direct_normal:sweep:g10,ok;rel:Recovery:Recovery,True,188.9,ok,420,79,167.6,14,7.95,320,sweep,86.45800000000001,Recovery,Recovery,B_peak7_end_calm,sweep,86.5
421,hard,61,section,158.4,direct_polish_hard_23_direct_polish_hard_rect_dual_zone_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_23_direct_polish_hard_rect_dual_zone_g6_v03.asset,direct_polish_hard_candidates,23,40,146,0.975,0.959,23,11.51,29,676,direct_polish:dual_zone:g6,ok;rel:Normal:Normal,True,193.4,ok,421,146,158.4,23,11.51,676,dual_zone,145.25400000000002,Recovery,Recovery,C_double_wave,dual_zone,145.3
422,refresh,85,lock,138,direct_pure_topup_06_17_direct_normal_pure_rect_outer_shell_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_17_direct_normal_pure_rect_outer_shell_g8_v09.asset,direct_pure_topup_slice06_candidates,22,31,87,0.977,0.990,18,9.17,13,358,asset:direct_pure_topup_06_17_direct_n,ok|yellow_replacement:StartFakeWide,True,187,long-straight-run,422,87,138.0,18,9.17,358,direct_pure_topup_06_17_direct_n,82.664,Pressure,Hard,C_double_wave,direct_pure_topup_06_17_direct_n,82.7
423,normal,58,shape_space,455,r2_outer_strong_005_r2_006_a401_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158.asset,shape_final_with_supplement,40,56,186,0.982,,26,22.36,,16.6,shape:Space:sci-fi:character:procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158,rel:VeryHard:ShapePeak:Shape:Space:sci-fi:character:big,True,455,Hard,423,186,455.0,26,22.36,16,Space,191.81199999999998,Shape,Novelty,C_double_wave,Space,191.8
424,hard,72,section,156.1,direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset,direct_pure_topup_slice09_candidates,25,38,149,0.968,0.984,21,13.08,32,650,direct_polish:section_unlock:g10,ok;rel:Normal:Normal,True,194.3,ok,424,149,156.1,21,13.08,650,section_unlock,146.904,Recovery,Recovery,C_double_wave,section_unlock,146.9
425,normal,197,lock,147.4,direct_normal_156_direct_normal_rect_core_burst_g3_v16,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_156_direct_normal_rect_core_burst_g3_v16.asset,direct_normal_candidates,21,38,107,0.981,0.982,25,10.85,18,514,direct_normal:core_burst:g3,ok;rel:Normal:Normal,True,190.4,ok,425,107,147.4,25,10.85,514,core_burst,96.99200000000002,Normal,Normal,C_double_wave,core_burst,97.0
426,very_hard,9,section,144.8,direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02.asset,direct_advanced_candidates,25,44,185,0.987,1.000,24,8.54,41,1276,direct_advanced:quasi_symmetry:g1,ok;rel:RelativeExtreme:Peak,True,201.1,ok,426,185,144.8,24,8.54,1276,quasi_symmetry,206.752,Pressure,Hard,C_double_wave,quasi_symmetry,206.8
427,refresh,12,maze,184.1,direct_pure_topup_05_08_direct_normal_pure_rect_maze_long_chain_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_08_direct_normal_pure_rect_maze_long_chain_g9_v04.asset,direct_pure_topup_slice05_candidates,19,31,77,0.986,0.990,15,5.74,18,291,direct_normal:maze_long_chain:g9,ok;rel:Recovery:Recovery,True,187.5,ok,427,77,184.1,15,5.74,291,maze_long_chain,88.99100000000001,Normal,Normal,C_double_wave,maze_long_chain,89.0
428,normal,129,shape_vehicle,458,r2_outer_strong_005_r2_006_a401_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535.asset,shape_final_with_supplement,42,60,186,0.979,,26,22.36,,16.6,shape:Vehicle:transport:vehicle:procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535,rel:VeryHard:ShapePeak:Shape:Vehicle:transport:vehicle:big,True,458,Hard,428,186,458.0,26,22.36,16,Vehicle,192.352,Shape,Novelty,C_double_wave,Vehicle,192.4
429,refresh,53,lock,169.7,direct_pure_topup_04_19_direct_normal_pure_rect_lock_buckle_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_19_direct_normal_pure_rect_lock_buckle_g8_v03.asset,direct_pure_topup_slice04_candidates,21,31,80,0.982,0.990,14,7.33,15,278,direct_normal:lock_buckle:g8,ok;rel:Recovery:Recovery,True,187.5,ok,429,80,169.7,14,7.33,278,lock_buckle,87.482,Peak,VeryHard,C_double_wave,lock_buckle,87.5
430,refresh,69,maze,155,nomask_style_expansion_21_long_corridor_mid,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_21_long_corridor_mid.asset,no_mask_style_expansion_preview,20,29,66,0.988,0.991,16,7.55,14,219,motif:long_corridor,ok|yellow_replacement:StartFakeWide,True,186,long-straight-run,430,66,155.0,16,7.55,219,long_corridor,65.57500000000002,Recovery,Recovery,C_double_wave,long_corridor,65.6
431,hard,49,section,160.2,direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04.asset,direct_pure_topup_slice08_candidates,21,41,136,0.978,0.983,18,11.64,29,593,direct_polish:dual_zone:g12,ok;rel:Normal:Normal,True,193.6,ok,431,136,160.2,18,11.64,593,dual_zone,139.43900000000002,Recovery,Recovery,D_visual_middle,dual_zone,139.4
432,normal,206,lock,143.9,direct_normal_116_direct_normal_rect_core_burst_g5_v12,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_116_direct_normal_rect_core_burst_g5_v12.asset,direct_normal_candidates,21,37,106,0.985,0.982,22,11.17,20,415,direct_normal:core_burst:g5,ok;rel:Normal:Normal,True,190.5,ok,432,106,143.9,22,11.17,415,core_burst,95.52099999999999,Normal,Normal,D_visual_middle,core_burst,95.5
433,normal,131,shape_nature,467,r2_outer_strong_005_r2_006_a401_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549.asset,shape_final_with_supplement,42,60,191,0.98,,27,23.22,,16.8,shape:Nature:plants-creatures:natural:procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549,rel:VeryHard:ShapePeak:Shape:Nature:plants-creatures:natural:big,True,467,Hard,433,191,467.0,27,23.22,16,Nature,196.024,Shape,Novelty,D_visual_middle,Nature,196.0
434,hard,94,section,149.4,direct_pure_topup_07_07_direct_polish_hard_pure_rect_quasi_symmetry_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_07_direct_polish_hard_pure_rect_quasi_symmetry_g9_v01.asset,direct_pure_topup_slice07_candidates,22,44,155,0.981,0.984,21,15.34,30,638,direct_polish:quasi_symmetry:g9,ok;rel:Normal:Normal,True,196.2,ok,434,155,149.4,21,15.34,638,quasi_symmetry,147.21,Normal,Normal,D_visual_middle,quasi_symmetry,147.2
435,refresh,145,lock,130,direct_pure_topup_04_09_direct_normal_pure_rect_outer_shell_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_09_direct_normal_pure_rect_outer_shell_g7_v02.asset,direct_pure_topup_slice04_candidates,21,32,87,0.978,0.990,19,9.17,16,326,asset:direct_pure_topup_04_09_direct_n,ok|yellow_replacement:StartFakeWide,True,188,long-straight-run,435,87,130.0,19,9.17,326,direct_pure_topup_04_09_direct_n,78.70400000000001,Pressure,Hard,D_visual_middle,direct_pure_topup_04_09_direct_n,78.7
436,hard,36,section,161.7,direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset,direct_pure_topup_slice08_candidates,24,38,144,0.977,0.967,25,9.35,29,639,direct_polish:dual_zone:g11,ok;rel:Normal:Normal,True,193.7,ok,436,144,161.7,25,9.35,639,dual_zone,143.64100000000002,Recovery,Recovery,D_visual_middle,dual_zone,143.6
437,normal,130,shape_vehicle,464,r2_outer_strong_005_r2_006_a401_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547.asset,shape_final_with_supplement,46,60,195,0.979,,27,23.22,,17.2,shape:Vehicle:transport:vehicle:procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547,rel:VeryHard:ShapePeak:Shape:Vehicle:transport:vehicle:big,True,464,Hard,437,195,464.0,27,23.22,17,Vehicle,199.519,Shape,Novelty,D_visual_middle,Vehicle,199.5
438,refresh,7,dense,185.9,direct_pure_topup_03_20_direct_refresh_topup_rect_dense_weave_g2_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_20_direct_refresh_topup_rect_dense_weave_g2_v09.asset,direct_pure_topup_slice03_candidates,16,25,63,0.980,1.000,13,6.62,13,178,direct_refresh:dense_weave:g2,ok;rel:Recovery:Recovery,True,185.8,ok,438,63,185.9,13,6.62,178,dense_weave,72.57600000000001,Normal,Normal,D_visual_middle,dense_weave,72.6
439,normal,43,lock,174.6,direct_pure_normal_extra_02_12_direct_normal_pure_extra_rect_core_burst_g19_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_12_direct_normal_pure_extra_rect_core_burst_g19_v05.asset,direct_pure_normal_extra_slice02_candidates,21,31,81,0.975,0.980,16,6.68,13,308,direct_normal:core_burst:g19,ok;rel:Recovery:Recovery,True,186.6,ok,439,81,174.6,16,6.68,308,core_burst,88.78399999999999,Pressure,Hard,D_visual_middle,core_burst,88.8
440,refresh,9,sweep,185.0,direct_pure_topup_02_21_direct_refresh_topup_rect_sweep_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_21_direct_refresh_topup_rect_sweep_g5_v06.asset,direct_pure_topup_slice02_candidates,15,26,62,0.987,0.987,15,6.15,13,192,direct_refresh:sweep:g5,ok;rel:Recovery:Recovery,True,185.7,ok,440,62,185.0,15,6.15,192,sweep,69.94999999999999,Normal,Normal,D_visual_middle,sweep,69.9
441,hard,65,section,157.9,direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset,direct_pure_topup_slice07_candidates,24,43,162,0.976,0.969,26,12.09,32,862,direct_polish:section_unlock:g10,ok;rel:Hard:Pressure,True,195.9,ok,441,162,157.9,26,12.09,862,section_unlock,162.42999999999998,Normal,Normal,E_early_peak,section_unlock,162.4
442,normal,37,hole_rescue,248,hole_proc_standard_18x22_small_914147_18x22_c65,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_18x22_small_914147_18x22_c65.asset,hole_procedural_candidates,18,22,65,0.818,,60,60,,37.7,hole_procedural:standard_18x22_small,procedural_hole_standard,True,248,procedural_hole_standard,442,65,248.0,60,60.0,37,standard_18x22_small,-81.065,HoleRescue,Mechanic,E_early_peak,standard_18x22_small,-81.1
443,normal,133,shape_nature,506,r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600.asset,shape_final_with_supplement,40,60,207,0.974,,29,24.94,,17.8,shape:Nature:plants-creatures:natural:procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600,rel:VeryHard:ShapePeak:Shape:Nature:plants-creatures:natural:big,True,506,Hard,443,207,506.0,29,24.94,17,Nature,213.18300000000005,Shape,Novelty,E_early_peak,Nature,213.2
444,hard,93,section,149.9,direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset,direct_pure_topup_slice08_candidates,25,41,164,0.979,0.984,23,13.57,27,806,direct_polish:quasi_symmetry:g13,ok;rel:Normal:Normal,True,197.0,ok,444,164,149.9,23,13.57,806,quasi_symmetry,162.56600000000003,Normal,Normal,E_early_peak,quasi_symmetry,162.6
445,refresh,21,dense,180.6,direct_pure_topup_02_01_direct_refresh_topup_rect_outer_shell_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_01_direct_refresh_topup_rect_outer_shell_g3_v04.asset,direct_pure_topup_slice02_candidates,17,24,63,0.966,1.000,17,6.27,10,136,asset:direct_pure_topup_02_01_direct_r,ok;rel:Recovery:Recovery,True,184.5,ok,445,63,180.6,17,6.27,136,direct_pure_topup_02_01_direct_r,65.182,Recovery,Recovery,E_early_peak,direct_pure_topup_02_01_direct_r,65.2
446,very_hard,30,section,128.8,direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset,direct_advanced_candidates,28,51,231,0.977,0.981,27,9.88,47,1467,direct_advanced:stair_push:g1,ok;rel:VeryHard:Peak,True,204.8,ok,446,231,128.8,27,9.88,1467,stair_push,249.945,Peak,VeryHard,E_early_peak,stair_push,249.9
