"order","section10","category","difficultyCode","difficultyLabel","replacementMark","changedFromOriginalTemplate","changedFromC5V4FSC","originalTemplateAssetPath","originalTemplateCopiedAssetPath","baseC5V4FSCAssetPath","finalAssetPath","finalGuid","projectionReason","linkedOrder","rhythmBucket","sourcePool","productionLane","chainLanguage","originalTargetChains","baseChain","finalChain","canvasAdjustedChain","chainDeltaVsBase","chainDeltaVsInitial","note"
"375","38","normal","1","??1","KEPT_ORIGINAL_TEMPLATE","False","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L375_direct_pure_topup_10_16_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09.asset","159bdab4a17c43a4c8d3c1e8dc68fef9","keep_current","","Ordinary","","","","157","157","157","157","0","0",""
"376","38","normal","4","??4","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L376_direct_advanced_32_direct_advanced_veryhard_rect_s.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset","faaa6a67c34b5bf4db4723ee8f7b1e12","keep_current","","Peak","Campaign500HardGateUntil0910After300Reclaimed","PressurePeak","mixed_chain","186","89","89","89","0","-97",""
"377","38","hole","1","??1","KEPT_ORIGINAL_TEMPLATE","False","False","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_085_wide_32x24_section.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L377_hole_candidate_085_wide_32x24_section.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_085_wide_32x24_section.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_085_wide_32x24_section.asset","d6476dddc95ab8141b253e1ad711a29c","keep_current","","HoleRescue","","","","72","72","72","72","0","0",""
"378","38","shape","1","??1","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L378_maskonlyb05_15_large_pretzel_20260615_191026.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L378_r2_outer_strong_005_r2_006_a401_maskonlyb05_15_lar.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_137_L378_pretzel_sweep.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_137_L378_pretzel_sweep.asset","96d04854831cc7b4ab89b5c8dc4deaf2","keep_current","","Shape","ShapeMaskInventory","","","134","138","138","138","0","4",""
"379","38","normal","1","??1","KEPT_ORIGINAL_TEMPLATE","False","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L379_direct_pure_topup_08_04_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03.asset","437ce48f48e96e14080a034bb62dcfad","keep_current","","Ordinary","","","","157","157","157","157","0","0",""
"380","38","normal","1","??1","KEPT_ORIGINAL_TEMPLATE","False","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L380_direct_pure_topup_08_07_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04.asset","6f976d69057b2944f95943c4af9259c4","keep_current","","Ordinary","","","","144","144","144","144","0","0",""
"381","39","normal","1","??1","KEPT_ORIGINAL_TEMPLATE","False","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L381_direct_pure_topup_10_11_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09.asset","16e8dcbf57d060c41b8f6c277c0bb385","keep_current","","Ordinary","","","","145","145","145","145","0","0",""
"382","39","normal","1","??1","KEPT_ORIGINAL_TEMPLATE","False","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L382_direct_pure_topup_10_14_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset","d73fb9fd0a58f86499ebd84a1439c110","keep_current","","Ordinary","","","","150","150","150","150","0","0",""
"383","39","shape","1","??1","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L383_alarmclock_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L383_r2_outer_strong_005_r2_006_a401_maskonlyb04_05_mai.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock.asset","aa3bcf5bee7f541459786b450357aee8","keep_current","","Shape","ShapeMaskInventory","","","142","141","141","141","0","-1",""
"384","39","normal","3","????3","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L384_direct_polish_hard_04_direct_polish_hard_rect_core.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset","949ce8d7c727cfd4783a0a031fb44a16","keep_current","","Hard","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","rail_chain","172","84","84","84","0","-88",""
"385","39","hole","1","??1","KEPT_ORIGINAL_TEMPLATE","False","False","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_034_std_24x30_section.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L385_hole_candidate_034_std_24x30_section.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_034_std_24x30_section.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_034_std_24x30_section.asset","56ce1fe0caa7e9c4eba3787f9879442a","keep_current","","HoleRescue","","","","71","71","71","71","0","0",""
"386","39","normal","1","??1","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_61_direct_normal_rect_outer_shell_g0_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L386_direct_normal_61_direct_normal_rect_outer_shell_g0.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset","42c02a1ed9bc9854d93f7e5d7b720051","keep_current","","Ordinary","Campaign500HardGateUntil0910After300Reclaimed","FlowCurve","curve_chain","116","66","66","66","0","-50",""
"387","39","shape","2","??2","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L387_d20die_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L387_r2_outer_strong_005_r2_006_a401_maskonlyb07_04_mai.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_12_L387_d20die_r5mazeA.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_12_L387_d20die_r5mazeA.asset","19beaa61100d0d440b0f6660bb5a0780","keep_current","","Shape","ShapeMaskInventory","","","149","135","135","135","0","-14",""
"388","39","normal","3","????3","KEPT_ORIGINAL_TEMPLATE","False","False","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L388_sgp_manual_keep_outer1_repair_02_sgp_seed_hard_skeleton_newseed2026061.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L388_sgp_manual_keep_outer1_repair_02_sgp_seed_hard_ske.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L388_sgp_manual_keep_outer1_repair_02_sgp_seed_hard_skeleton_newseed2026061.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L388_sgp_manual_keep_outer1_repair_02_sgp_seed_hard_skeleton_newseed2026061.asset","07612276f7059c34a8420a95e1671b17","keep_current","","Hard","","","","164","164","164","164","0","0",""
"389","39","normal","4","??4","V5_DONOR_REVERT_FOR_UNIQUENESS","False","True","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L389_direct_pure_topup_07_12_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_15_nutation_longchain_patch_v1_rect_c80hf_04_d1_core_patch.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02.asset","76e6470cba49477499502bc362f19dc4","v11_review_donor_revert","29","Peak","InitialTemplateDonorRevertReviewOnly","","","181","75","181","181","106","0","projected donor revert if target move is accepted"
"390","39","normal","1","??1","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L390_direct_pure_topup_08_11_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/gap8a/c5v4f_gapfill_v1_gap8a_27_nutation_mixed_neutral_v1_rect_s39_o390_v02_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/gap8a/c5v4f_gapfill_v1_gap8a_27_nutation_mixed_neutral_v1_rect_s39_o390_v02_neutralmixed_mixed_chain.asset","c2df2902a3186a8419641fdeaa6bea0c","keep_current","","Ordinary","C5V4FGapfillStrictSelected","NeutralMixed","mixed_chain","136","84","84","84","0","-52",""
"391","40","normal","1","??1","KEPT_ORIGINAL_TEMPLATE","False","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L391_direct_polish_clean_08_direct_polish_normal_rect_s.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset","ec7f013201eb9a04ea32536707ef1e80","keep_current","","Ordinary","","","","137","137","137","137","0","0",""
"392","40","hole","1","??1","KEPT_ORIGINAL_TEMPLATE","False","False","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_019_hc2_34x28_dual_b.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L392_hole_highchain_extra_019_hc2_34x28_dual_b.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_019_hc2_34x28_dual_b.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_019_hc2_34x28_dual_b.asset","6b12052729116134ca353e2d5f973b32","keep_current","","HoleRescue","","","","87","87","87","87","0","0",""
"393","40","shape","2","??2","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L393_chessknight_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L393_r2_outer_strong_005_r2_006_a401_maskonlyb07_03_lar.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_33_L393_chessknight_r4lock.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_33_L393_chessknight_r4lock.asset","da657434047071f4d8a58aafe7ede64a","keep_current","","Shape","ShapeMaskInventory","","","149","149","149","149","0","0",""
"394","40","normal","3","????3","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_140_direct_diff_veryhard_dag_unlock_stair_ladder_g4_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L394_direct_diff120_140_direct_diff_veryhard_dag_unlock.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset","599de6e79d577704a8a83d3cd9ac9476","keep_current","","Hard","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","rail_chain","173","81","81","81","0","-92",""
"395","40","normal","1","??1","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_94_direct_diff_hard_room_gate_vertical_gate_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L395_direct_diff120_94_direct_diff_hard_room_gate_verti.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain.asset","c23c8d32ba49eac4ca58b5839da20ef8","keep_current","","Ordinary","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","123","72","72","72","0","-51",""
"396","40","normal","4","??4","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_124_direct_diff_veryhard_dag_unlock_stair_ladder_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L396_direct_diff120_124_direct_diff_veryhard_dag_unlock.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_19_nutation_longchain_patch_v1_rect_c80hf3_05_d1_section_patch.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_19_nutation_longchain_patch_v1_rect_c80hf3_05_d1_section_patch.asset","0444eb48c8cbfec47ac6334d0ad81233","keep_current","","Peak","NutationLongChainStrict60","PressurePeak","mixed_chain","174","84","84","91","0","-90",""
"397","40","normal","1","??1","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L397_direct_normal_topup_40_direct_normal_topup_rect_sw.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/gap8a/c5v4f_gapfill_v1_gap8a_48_nutation_mixed_neutral_v1_rect_s40_o397_v11_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/gap8a/c5v4f_gapfill_v1_gap8a_48_nutation_mixed_neutral_v1_rect_s40_o397_v11_neutralmixed_mixed_chain.asset","001d35d4221528c4192b59a9c4e6ba19","keep_current","","Ordinary","C5V4FGapfillStrictSelected","NeutralMixed","mixed_chain","105","75","75","75","0","-30",""
"398","40","shape","2","??2","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L398_butterfly_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L398_r2_outer_strong_005_r2_006_a401_maskonlyb02_17_lar.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10G/campaign500_shape_psg_next10g_06_L398_butterfly.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10G/campaign500_shape_psg_next10g_06_L398_butterfly.asset","7a9a3303a4021814d9d2e081407101a0","keep_current","","Shape","ShapeMaskInventory","","","153","154","154","154","0","1",""
"399","40","normal","1","??1","KEPT_ORIGINAL_TEMPLATE","False","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L399_direct_pure_topup_08_01_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset","0cb69abcca4ca2d4cbb69aa5c38c1e48","keep_current","","Ordinary","","","","144","144","144","144","0","0",""
"400","40","normal","1","??1","KEPT_ORIGINAL_TEMPLATE","False","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L400_direct_pure_topup_09_18_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset","63e0b2e1a859f5440b3073c013ce0d2a","keep_current","","Ordinary","","","","143","143","143","143","0","0",""
"401","41","hole","1","??1","KEPT_ORIGINAL_TEMPLATE","False","False","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_088_wide_32x26_section.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L401_hole_candidate_088_wide_32x26_section.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_088_wide_32x26_section.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_088_wide_32x26_section.asset","f66a843edd816be4aa95180be64d6538","keep_current","","HoleRescue","","","","73","73","73","73","0","0",""
"402","41","normal","1","??1","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_107_direct_diff_hard_near_square_dense_kernel_g1_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L402_direct_diff120_107_direct_diff_hard_near_square_de.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset","b8d0d31661bcf254aa75399eb2c7d126","keep_current","","Ordinary","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","curve_chain","129","68","68","68","0","-61",""
"403","41","shape","2","??2","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L403_dialphone_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L403_r2_outer_strong_005_r2_006_a401_maskonlyb06_05_lar.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_24_L403_dialphone_r3dense.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_24_L403_dialphone_r3dense.asset","bad3b1f2049ef0a45a2c6c1f5ea5d391","keep_current","","Shape","ShapeMaskInventory","","","150","139","139","139","0","-11",""
"404","41","normal","3","????3","KEPT_ORIGINAL_TEMPLATE","False","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L404_direct_pure_topup_10_20_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset","1b50a94b786ab07489444cadbfdcc1b9","keep_current","","Hard","","","","155","155","155","155","0","0",""
"405","41","normal","2","??2","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L405_direct_pure_topup_10_17_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset","b6fe6e357ab64ff45a2089a8ab7b118f","keep_current","","Hard","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","curve_chain","170","80","80","80","0","-90",""
"406","41","normal","1","??1","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L406_direct_pure_topup_05_17_direct_normal_pure_rect_ou.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain.asset","c1240b101dbd5be4eb60e402e01addc8","keep_current","","Ordinary","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","84","71","71","71","0","-13",""
"407","41","normal","4","??4","V5_DONOR_REVERT_FOR_UNIQUENESS","False","True","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L407_direct_advanced_11_direct_advanced_veryhard_rect_c.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02.asset","e76629abfdca7bb4f82f41634e0ba756","v11_review_donor_revert","72","Peak","InitialTemplateDonorRevertReviewOnly","","","196","92","196","196","104","0","projected donor revert if target move is accepted"
