"order","section10","category","difficultyCode","difficultyLabel","difficultyNameZh","rhythmBucket","rhythmExperienceRole","finalLevelAssetPath","finalLevelGuid","syncAssetPath","replacementMark","changedFromOriginalTemplate","changedFromC5V4FSC","projectionReason","linkedOrder","sourcePool","productionLane","chainLanguage","targetChains","baseChain","finalChain","canvasAdjustedChain","finalArrow","finalArea","originalTemplateAssetPath","baseC5V4FSCAssetPath","finalReviewNote"
"433","44","shape","2","??2","困难","Shape","Shape","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_14_L433_filmroll_r5coreA.asset","ca3fb9873e1b7424f8658f9dcd79541d","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_14_L433_filmroll_r5coreA.asset","KEPT_C5V4FSC_REPLACEMENT","True","False","keep_current","","ShapeMaskInventory","","","161","162","162","162","1427","2021","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L433_filmroll_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_14_L433_filmroll_r5coreA.asset",""
"434","44","normal","1","??1","普通/恢复","Ordinary","Normal","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset","9bc9ce0022d50774889a27fe916f66e2","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset","KEPT_ORIGINAL_TEMPLATE","False","False","keep_current","","","","","162","162","162","162","1007","1032","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset",""
"435","44","hole","1","??1","普通/恢复","HoleRescue","HoleRescue","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_051_std_28x28_lock.asset","943f79282dee10141b8dd2103ac3cb56","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_051_std_28x28_lock.asset","KEPT_ORIGINAL_TEMPLATE","False","False","keep_current","","","","","76","76","76","76","697","784","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_051_std_28x28_lock.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_051_std_28x28_lock.asset",""
"436","44","normal","4","??4","极难","Peak","Peak","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch.asset","b376af9c7297ac8498f58805780ed119","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch.asset","KEPT_C5V4FSC_REPLACEMENT","True","False","keep_current","","NutationLongChainStrict60","LongChainProbe","curve_chain","194","84","84","92","849","910","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch.asset",""
"437","44","normal","1","??1","普通/恢复","Ordinary","Normal","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset","1f296124da1e315479b6231f7c2d62af","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset","KEPT_ORIGINAL_TEMPLATE","False","False","keep_current","","","","","164","164","164","164","1003","1025","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset",""
"438","44","shape","2","??2","困难","Shape","Shape","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_37_L438_giftbox_r3lock.asset","d7aaca864b24ff84da6807949572cf3d","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_37_L438_giftbox_r3lock.asset","KEPT_C5V4FSC_REPLACEMENT","True","False","keep_current","","ShapeMaskInventory","","","166","172","172","172","1386","1849","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L438_giftbox_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_37_L438_giftbox_r3lock.asset",""
"439","44","normal","1","??1","普通/恢复","Ordinary","Recovery","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset","5c17884fb2fd54e45a63d125d6e1b516","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset","KEPT_C5V4FSC_REPLACEMENT","True","False","keep_current","","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","rail_chain","158","79","79","79","759","768","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset",""
"440","44","normal","1","??1","普通/恢复","Ordinary","Normal","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset","f3517bba5d7848e428421fb39a8312c1","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset","KEPT_ORIGINAL_TEMPLATE","False","False","keep_current","","","","","161","161","161","161","988","1012","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset",""
"441","45","normal","1","??1","普通/恢复","Ordinary","Recovery","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/c/c5s2_c_05_nutation_strict_mixed_localbreak_v1_rect_s45_o441_v00_strictmixedlocalbreak_mixed_chain.asset","fcaa52fa6c100fd488feada71446d567","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/c/c5s2_c_05_nutation_strict_mixed_localbreak_v1_rect_s45_o441_v00_strictmixedlocalbreak_mixed_chain.asset","KEPT_C5V4FSC_REPLACEMENT","True","False","keep_current","","C5V4FGapfillStrictSelected","StrictMixedLocalBreak","mixed_chain","105","83","83","83","782","792","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/c/c5s2_c_05_nutation_strict_mixed_localbreak_v1_rect_s45_o441_v00_strictmixedlocalbreak_mixed_chain.asset",""
"442","45","hole","1","??1","普通/恢复","HoleRescue","HoleRescue","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset","2108406254a7548408a49a2669086551","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset","KEPT_ORIGINAL_TEMPLATE","False","False","keep_current","","","","","81","81","81","81","853","952","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset",""
"443","45","shape","1","??1","普通/恢复","Shape","Shape","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_05_L443_ufo.asset","3d6d27dc652d12b43a1295c70778a62b","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_05_L443_ufo.asset","KEPT_C5V4FSC_REPLACEMENT","True","False","keep_current","","ShapeMaskInventory","","","84","86","86","86","714","1209","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L443_ufo_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_05_L443_ufo.asset",""
"444","45","normal","3","????3","特别困难","Hard","Pressure","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset","48698c3e7f7377841b5cdbd5af1b6c76","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset","KEPT_ORIGINAL_TEMPLATE","False","False","keep_current","","","","","159","159","159","159","970","989","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset",""
"445","45","normal","2","??2","困难","Hard","Recovery","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04.asset","574cf8d49e5912e479a2be4d269e89dc","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04.asset","V5_DONOR_REVERT_FOR_UNIQUENESS","False","True","v11_review_donor_revert","75","InitialTemplateDonorRevertReviewOnly","","","197","87","197","197","1199","1224","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","projected donor revert if target move is accepted"
"446","45","normal","1","??1","普通/恢复","Ordinary","Normal","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_51_nutation_peel_rect_s45_o446_v02_peellight_curve_chain.asset","dae20c70eb53e8845ba17b897aeb357f","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_51_nutation_peel_rect_s45_o446_v02_peellight_curve_chain.asset","KEPT_C5V4FSC_REPLACEMENT","True","False","keep_current","","C5V4FGapfillStrictSelected","PeelLight","curve_chain","136","75","75","75","650","660","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_51_nutation_peel_rect_s45_o446_v02_peellight_curve_chain.asset",""
"447","45","shape","1","??1","普通/恢复","Shape","Shape","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_06_L447_magicbook.asset","b55b51da3be50fb4cb11486a3744e9b5","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_06_L447_magicbook.asset","KEPT_C5V4FSC_REPLACEMENT","True","False","keep_current","","ShapeMaskInventory","","","78","95","95","95","791","1116","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L447_magicbook_compact.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_06_L447_magicbook.asset",""
"448","45","normal","3","????3","特别困难","Hard","Pressure","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset","866208997f8604449aca97923c0479b2","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset","KEPT_ORIGINAL_TEMPLATE","False","False","keep_current","","","","","196","196","196","196","1128","1152","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset",""
"449","45","normal","4","??4","极难","Peak","Peak","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset","69bcb585957b98347a7a7cb9c9703d33","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset","KEPT_C5V4FSC_REPLACEMENT","True","False","keep_current","","NutationLongChainStrict60","LongChainProbe","rail_chain","181","86","86","96","928","972","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset",""
"450","45","normal","1","??1","普通/恢复","Ordinary","Normal","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset","de870f60ad55e0048bf0bd7fb441ba75","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset","KEPT_ORIGINAL_TEMPLATE","False","False","keep_current","","","","","165","165","165","165","1037","1056","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset",""
"451","46","hole","1","??1","普通/恢复","HoleRescue","HoleRescue","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset","dd24c797961165d4db54bd86e88b38f8","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset","KEPT_ORIGINAL_TEMPLATE","False","False","keep_current","","","","","90","90","90","90","866","960","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset",""
"452","46","normal","1","??1","普通/恢复","Ordinary","Normal","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset","d8a81999f50821f468af4fcbe3b6f4f5","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset","KEPT_ORIGINAL_TEMPLATE","False","False","keep_current","","","","","154","154","154","154","943","966","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset",""
"453","46","shape","1","??1","普通/恢复","Shape","Shape","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_07_L453_fish.asset","a4036af41c398ef41a2e1c67272ce372","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_07_L453_fish.asset","KEPT_C5V4FSC_REPLACEMENT","True","False","keep_current","","ShapeMaskInventory","","","106","111","111","111","917","1672","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L453_fish_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_07_L453_fish.asset",""
"454","46","normal","3","????3","特别困难","Hard","Pressure","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset","3c09d12b09ea5304abc68b7d7c0cb543","U/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset","KEPT_ORIGINAL_TEMPLATE","False","False","keep_current","","","","","156","156","156","156","1609","1632","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset",""
"455","46","normal","1","??1","普通/恢复","Ordinary","Normal","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset","a6d89b6943155ef45971eaf89871e5a2","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset","KEPT_C5V4FSC_REPLACEMENT","True","False","keep_current","","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","rail_chain","149","82","82","82","757","768","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset",""
"456","46","normal","4","??4","极难","Peak","Peak","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve.asset","be6703660a5a1ce4e878b67b37eb9e1b","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve.asset","KEPT_C5V4FSC_REPLACEMENT","True","False","keep_current","","NutationLongChainStrict60","LongChainProbe","patch_chain","224","92","92","104","1045","1102","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve.asset",""
"457","46","normal","1","??1","普通/恢复","Ordinary","Recovery","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset","b21b73112dfd4bc695089a20f26eaa07","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset","KEPT_C5V4FSC_REPLACEMENT","True","False","keep_current","","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","117","74","74","74","648","660","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset",""
"458","46","shape","1","??1","普通/恢复","Shape","Shape","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_08_L458_star.asset","50f721a2d7f25884aa9cb7b91e41030b","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_08_L458_star.asset","KEPT_C5V4FSC_REPLACEMENT","True","False","keep_current","","ShapeMaskInventory","","","112","95","95","95","766","1444","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L458_star_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_08_L458_star.asset",""
"459","46","normal","2","??2","困难","Hard","Normal","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset","c8858d8fa53432346ab0f5fe05ce6515","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset","KEPT_C5V4FSC_REPLACEMENT","True","False","keep_current","","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","curve_chain","180","81","81","81","814","825","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset",""
"460","46","normal","1","??1","普通/恢复","Ordinary","Normal","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset","2211828ffbbd76243b3ee735e2a6ecd4","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset","KEPT_ORIGINAL_TEMPLATE","False","False","keep_current","","","","","156","156","156","156","953","975","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset",""
"461","47","normal","1","??1","普通/恢复","Ordinary","Recovery","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset","1ec4341505996ca4d9e7c49c0671bda0","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset","KEPT_ORIGINAL_TEMPLATE","False","False","keep_current","","","","","168","168","168","168","1010","1025","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset",""
"462","47","normal","1","??1","普通/恢复","Ordinary","Normal","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/c/c5s2_c_17_nutation_strict_mixed_localbreak_v1_rect_s47_o462_v00_strictmixedlocalbreak_mixed_chain.asset","05eba23e295428549b8acccdc3358843","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/c/c5s2_c_17_nutation_strict_mixed_localbreak_v1_rect_s47_o462_v00_strictmixedlocalbreak_mixed_chain.asset","KEPT_C5V4FSC_REPLACEMENT","True","False","keep_current","","C5V4FGapfillStrictSelected","StrictMixedLocalBreak","mixed_chain","135","83","83","83","829","840","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/c/c5s2_c_17_nutation_strict_mixed_localbreak_v1_rect_s47_o462_v00_strictmixedlocalbreak_mixed_chain.asset",""
