"order","levelId","assetPath","guid","category","type","relativeDifficulty","slotRole","status","flags","width","height","chains","arrowTiles","maxChainLength","shapeId","shapeNameZh"
"247","r2_outer_strong_005_r2_006_a401_maskonlyb02_18_large_lollipop","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L247_lollipop_large.asset","edd80fbfbeec4784e8b85939e2c1adc8","shape","shape_object","Novelty","Shape","Green","BottleneckHeavy","38","47","109","902","17","lollipop","棒棒糖"
"248","direct_normal_07_direct_normal_rect_dual_zone_g0_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_07_direct_normal_rect_dual_zone_g0_v01.asset","9abd23f7b0fd65a48a16e8b722d2ae82","normal","section","Normal","Normal","Green","BottleneckHeavy","20","38","102","751","13","",""
"249","direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03.asset","2b224433fcc28e244a2c792ba7db9497","normal","lock","Hard","Pressure","Green","None","21","41","137","840","10","",""
"250","direct_normal_134_direct_normal_rect_dense_weave_g1_v14","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_134_direct_normal_rect_dense_weave_g1_v14.asset","73cc1fdadb1c4054d84d2b81fcdf463c","normal","dense","Normal","Normal","Green","None","23","35","107","793","13","",""
"251","hole_candidate_047_std_28x24_shell","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_047_std_28x24_shell.asset","1b48f18a8be93ff4bb26cd6a47a9e609","hole","hole_rescue","Mechanic","HoleRescue","Green","None","28","24","59","590","22","",""
"252","direct_pure_topup_09_06_direct_polish_hard_pure_rect_core_burst_g14_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_06_direct_polish_hard_pure_rect_core_burst_g14_v06.asset","ab63430e29ec7824798935e9a79ea089","normal","lock","Hard","Pressure","Green","None","24","38","147","894","10","",""
"253","r2_outer_strong_005_r2_006_a401_maskonlyb04_12_main_gear","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L253_gear_main.asset","129b28c3bab63114eb8c6cd35138c641","shape","shape_space","Novelty","Shape","Green","None","38","38","117","817","13","gear","齿轮"
"254","direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05.asset","b75fffe2bd1618d49b762ebcbf07b354","normal","section","Normal","Normal","Green","None","21","36","101","740","13","",""
"255","direct_normal_151_direct_normal_rect_outer_shell_g3_v16","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_151_direct_normal_rect_outer_shell_g3_v16.asset","d1c0310e97d97694aacf756f2408df55","normal","dense","Recovery","Recovery","Green","None","23","37","110","839","13","",""
"256","direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01.asset","4276a82b3ff447d4d967d199d1a07def","normal","section","VeryHard","Peak","Green","None","24","42","159","986","10","",""
"257","direct_normal_153_direct_normal_rect_lock_buckle_g3_v16","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_153_direct_normal_rect_lock_buckle_g3_v16.asset","cf540e65f758aa7489bc9779eda6553c","normal","lock","Normal","Normal","Green","None","23","36","107","809","13","",""
"258","r2_outer_strong_005_r2_006_a401_maskonlyb09_02_main_questionmarkvarianta","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L258_questionmarkvarianta_main.asset","1b0ba6b794e85c24285300ec9da240b4","shape","shape_ocean","Novelty","Shape","Green","None","34","44","110","783","13","questionmarkvarianta","问号"
"259","direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09.asset","86dcefe83bc72534f8bbe2d3d43d4540","normal","sweep","Recovery","Recovery","Green","None","21","38","126","777","10","",""
"260","direct_normal_78_direct_normal_rect_stair_push_g1_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_78_direct_normal_rect_stair_push_g1_v08.asset","5ed138b2f2aabbe41b48bfbeaef4a60a","normal","section","Normal","Normal","Green","None","21","34","101","707","13","",""
"261","sgp_merged_final_outer_repair_quality_filtered26_harde_09_sgp_linework_maze_05_sgp_linework_maze_bluepri","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L261_sgp_merged_final_outer_repair_quality_filtered26_harde_09_sgp_linework.asset","4bb782656ebd2b84ca08539cc8e5f443","normal","sweep","Recovery","Recovery","Green","PeakTooFlat","23","37","107","851","17","",""
"262","direct_normal_44_direct_normal_rect_dense_weave_g4_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_44_direct_normal_rect_dense_weave_g4_v05.asset","3238b246088bc9c4f85a14af9343ba02","normal","dense","Normal","Normal","Green","None","22","37","102","802","13","",""
"263","r2_outer_strong_005_r2_006_a401_maskonlyb05_04_main_cherries","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L263_cherries_main.asset","20f630b834763d14696163561a091522","shape","shape_toolui","Novelty","Shape","Green","None","36","42","116","738","13","cherries","樱桃"
"264","direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09.asset","d6b2be69805a3b34fae4d0bf8faa4159","normal","lock","Hard","Pressure","Green","None","25","40","157","978","10","",""
"265","direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07.asset","7861b510d5b640d4c91a3fb6cab1fd5a","normal","maze","Recovery","Recovery","Green","None","20","39","104","767","13","",""
"266","direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02.asset","6e1a3adf37de94f418b9df3fa0ed72a9","normal","section","Normal","Normal","Green","None","22","35","97","753","13","",""
"267","hole_highchain_extra_001_hc2_32x28_dual_b","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_001_hc2_32x28_dual_b.asset","393a2e0c92c98ca40bfb2928201fdaa9","hole","hole_rescue","Mechanic","HoleRescue","Green","BottleneckHeavy","32","28","82","809","22","",""
"268","r2_outer_strong_005_r2_006_a401_maskonlyb05_02_main_boot","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L268_boot_main.asset","9c3a95efacdfd3a43bb500a6bdf1a9b7","shape","shape_magic","Novelty","Shape","Green","None","34","42","118","813","13","boot","靴子"
"269","direct_diff120_136_direct_diff_veryhard_dag_unlock_center_cross_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_136_direct_diff_veryhard_dag_unlock_center_cross_g3_v04.asset","685cdebfc99aa0346b4a6861e83dab1a","normal","lock","RelativeExtreme","Peak","Green","None","28","50","184","1378","13","",""
"270","direct_normal_147_direct_normal_rect_dual_zone_g2_v15","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_147_direct_normal_rect_dual_zone_g2_v15.asset","2b5a7b20737d77a41a41b2befc0d8261","normal","section","Normal","Normal","Green","None","22","39","114","843","13","",""
"271","direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05.asset","2603e90fe61232241a8e1c3fda64e45e","normal","maze","Recovery","Recovery","Green","None","22","32","114","693","10","",""
"272","direct_normal_33_direct_normal_rect_lock_buckle_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_33_direct_normal_rect_lock_buckle_g3_v04.asset","98d368a4400e0334f9667013baf0ee73","normal","lock","Normal","Normal","Green","None","23","39","115","880","13","",""
"273","r2_outer_strong_005_r2_006_a401_maskonlyb07_10_main_gameportal","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L273_gameportal_main.asset","2eca74f956fe68a468e08a074fc8b629","shape","shape_toolui","Novelty","Shape","Green","None","36","44","113","824","13","gameportal","游戏传送门"
"274","direct_diff120_95_direct_diff_hard_near_square_stair_ladder_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_95_direct_diff_hard_near_square_stair_ladder_g3_v04.asset","c8068269f5fc74e459117be259b05556","normal","section","Hard","Pressure","Green","None","31","35","131","1068","13","",""
"275","direct_normal_04_direct_normal_rect_dense_weave_g0_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_04_direct_normal_rect_dense_weave_g0_v01.asset","33b58ff5c91f3064b8086571755df539","normal","dense","Normal","Normal","Green","None","22","36","106","776","13","",""
"276","direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03.asset","2407842590ccc1c499e9726441d1b8eb","normal","section","RelativeExtreme","Peak","Green","None","27","45","201","1187","10","",""
"277","hole_topup_030_topup_std_26x26_dual","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_030_topup_std_26x26_dual.asset","9e73faad266f64a4987c09abb4c526bb","hole","hole_rescue","Mechanic","HoleRescue","Green","None","26","26","61","586","22","",""
"278","r2_outer_strong_005_r2_006_a401_maskonlyb04_02_main_tree","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L278_tree_main.asset","3f37fc5c886d49046a74e8fe2ad69d86","shape","shape_ocean","Novelty","Shape","Green","None","36","42","119","873","13","tree","树"
"279","direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02.asset","6d6e2d086ef035f42b1efd0e34d721b9","normal","section","Normal","Normal","Green","None","20","39","107","766","13","",""
"280","direct_normal_113_direct_normal_rect_lock_buckle_g5_v12","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_113_direct_normal_rect_lock_buckle_g5_v12.asset","c7e6cf13c01a65147b0770968214114c","normal","lock","Normal","Normal","Green","None","23","35","107","791","13","",""
"281","direct_normal_95_direct_normal_rect_sweep_g3_v10","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_95_direct_normal_rect_sweep_g3_v10.asset","4cfc9e40a2e8a9e459d23dd6177f3e16","normal","sweep","Recovery","Recovery","Green","None","21","37","107","759","13","",""
"282","direct_normal_114_direct_normal_rect_dense_weave_g5_v12","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_114_direct_normal_rect_dense_weave_g5_v12.asset","9834225961486c74c9c51ab0d39a3410","normal","dense","Normal","Normal","Green","None","21","38","107","784","13","",""
"283","r2_outer_strong_005_r2_006_a401_maskonlyb08_02_main_volcano","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L283_volcano_main.asset","ab932845ecda8de4f894ed5c4c3f1b7a","shape","shape_toolui","Novelty","Shape","Green","None","40","42","119","906","13","volcano","火山"
"284","direct_pure_topup_07_22_direct_polish_hard_pure_rect_lock_buckle_g11_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_22_direct_polish_hard_pure_rect_lock_buckle_g11_v03.asset","9fec62e8508f61346adb3ee6ba9efd21","normal","lock","Hard","Pressure","Green","None","27","40","172","1054","10","",""
"285","hole_topup_025_topup_std_24x28_maze","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_025_topup_std_24x28_maze.asset","23eed199cbf0b6b46872faed2b7da3bb","hole","hole_rescue","Mechanic","HoleRescue","Green","None","24","28","62","587","22","",""
"286","direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05.asset","ce800802839c5fd42988d3c7b7fb343f","normal","section","Normal","Normal","Green","None","22","38","107","823","13","",""
"287","direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset","b99e7a390c7fecd48bfa13b00a98a966","normal","lock","RelativeExtreme","Peak","Yellow","GrindyLowClear","27","50","214","1313","10","",""
"288","r2_outer_strong_005_r2_006_a401_maskonlyb07_02_main_knighthelmet","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L288_knighthelmet_main.asset","8626c7ff2dc0f19409a7a637c9558b9c","shape","shape_ocean","Novelty","Shape","Green","None","36","44","120","827","13","knighthelmet","骑士头盔"
"289","direct_normal_38_direct_normal_rect_stair_push_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_38_direct_normal_rect_stair_push_g3_v04.asset","fbd4146d7e59bd94bb8c56221b13e626","normal","section","Hard","Pressure","Green","PeakTooFlat","21","40","115","820","13","",""
"290","direct_normal_82_direct_normal_rect_section_unlock_g2_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_82_direct_normal_rect_section_unlock_g2_v09.asset","84c0bfa54f1ba1f42a0b8cd71eb6cb64","normal","section","Recovery","Recovery","Green","None","22","39","114","839","13","",""
"291","direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06.asset","74b85562f58baec418314a049380ea62","normal","dense","Recovery","Recovery","Green","None","21","37","106","765","13","",""
"292","hole_candidate_028_std_24x26_section","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_028_std_24x26_section.asset","86110219364f24b49ad2563279237b6c","hole","hole_rescue","Mechanic","HoleRescue","Green","BottleneckHeavy","24","26","60","539","20","",""
"293","r2_outer_strong_005_r2_006_a401_maskonlyb02_04_large_potionbottle","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L293_potionbottle_large.asset","b7f960bd076dfea4e88d0c54610634e2","shape","shape_landmark","Novelty","Shape","Green","None","36","47","118","1015","17","potionbottle","药水瓶"
"294","direct_normal_155_direct_normal_rect_sweep_g3_v16","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_155_direct_normal_rect_sweep_g3_v16.asset","02e68ac2afd134e488bf1fdc3128d2ff","normal","sweep","Recovery","Recovery","Green","None","23","36","110","814","13","",""
"295","direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07.asset","2d1de8d86ab34e74889212c184aaa15c","normal","section","Normal","Normal","Green","None","22","37","105","805","13","",""
"296","direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08.asset","f4984af6a92d9854b93ea93e9b4b5b0d","normal","lock","Hard","Pressure","Green","None","23","44","163","997","10","",""
"297","direct_normal_128_direct_normal_rect_stair_push_g0_v13","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_128_direct_normal_rect_stair_push_g0_v13.asset","a3a451431d9e6e248bba6df836b34a12","normal","section","Normal","Normal","Green","None","22","38","114","814","13","",""
"298","r2_outer_strong_005_r2_006_a401_maskonlyb09_10_main_rocketvarianta","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L298_rocketvarianta_main.asset","e2ecc959fb3dbbd4f9a70a0e2c7bfed2","shape","shape_magic","Novelty","Shape","Green","None","34","44","123","832","13","rocketvarianta","火箭"
"299","direct_diff120_138_direct_diff_veryhard_room_gate_double_room_lock_g4_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_138_direct_diff_veryhard_room_gate_double_room_lock_g4_v05.asset","d3273fca0cbfd4546b7ace4c49ccbed2","normal","lock","RelativeExtreme","Peak","Green","None","29","46","178","1315","13","",""
"300","direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11.asset","6a47ba28c58335741ad1c6f719ebda53","normal","maze","Recovery","Recovery","Green","None","20","41","110","806","13","",""
"301","hole_highchain_extra_012_hc2_28x30_lock_a","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_012_hc2_28x30_lock_a.asset","44cde841852e1534eac028d511a81937","hole","hole_rescue","Mechanic","HoleRescue","Yellow","GrindyLowClear","28","30","82","752","19","",""
"302","direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset","961fc1d2e0d6c5d45bcf1ee1e357bbe9","normal","dense","Normal","Normal","Green","None","20","39","102","773","13","",""
"303","r2_outer_strong_005_r2_006_a401_maskonlyb06_08_main_virtualpetkeychain","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L303_virtualpetkeychain_main.asset","381829532fa5b3340b076f7ee5db9211","shape","shape_landmark","Novelty","Shape","Green","None","34","44","120","819","13","virtualpetkeychain","电子宠物钥匙扣"
"304","direct_normal_138_direct_normal_rect_stair_push_g1_v14","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_138_direct_normal_rect_stair_push_g1_v14.asset","97f86af713b850f47995508e9e0edfa5","normal","section","Normal","Normal","Green","None","23","40","122","906","13","",""
"305","direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03.asset","37de43227753b85459cfe6625012545d","normal","lock","Hard","Pressure","Green","None","25","44","181","1078","10","",""
"306","direct_diff120_101_direct_diff_hard_long_spine_snake_spine_g0_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_101_direct_diff_hard_long_spine_snake_spine_g0_v06.asset","5a56cbdc7d078a541bbaffa356b72e25","normal","maze","Recovery","Recovery","Green","None","22","41","117","889","13","",""
"307","r2_outer_strong_005_r2_006_a401_maskonlyb05_13_large_pear","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L307_pear_large.asset","d9cde7677895a25429bba9dc36d25e69","shape","shape_ocean","Novelty","Shape","Green","BottleneckHeavy","36","47","121","982","17","pear","梨"
"308","direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05.asset","eab1ccb3663ae3640b0e9b65dc7cd2ff","normal","section","Normal","Normal","Green","None","21","37","106","767","13","",""
"309","direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06.asset","169563565f3f2b847b8cd397e880a3ba","normal","lock","Hard","Pressure","Green","None","24","51","200","1201","10","",""
"310","direct_normal_58_direct_normal_rect_stair_push_g5_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset","1f80c8409af375040a773a1016f0d8db","normal","section","Normal","Normal","Green","None","23","37","111","838","13","",""
"311","direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08.asset","9777cb24916a9834b8777ec00bdba9c3","normal","maze","Normal","Normal","Green","None","21","35","103","728","13","",""
"312","direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07.asset","756f705e84821fd439b311b7ef58ceb2","normal","lock","Hard","Pressure","Green","None","22","39","134","837","10","",""
"313","r2_outer_strong_005_r2_006_a401_maskonlyb02_02_main_apple","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L313_apple_main.asset","4902d777a26095e469cc2335208c3bc1","shape","shape_music","Novelty","Shape","Green","None","34","38","121","857","13","apple","苹果"
"314","direct_normal_101_direct_normal_rect_outer_shell_g4_v11","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_101_direct_normal_rect_outer_shell_g4_v11.asset","0f0106719ed490f41af3c88ca16f81ca","normal","dense","Normal","Normal","Green","None","22","41","112","887","13","",""
"315","direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10.asset","d0aeed016d6296d43b0ed9776117f1c0","normal","sweep","Recovery","Recovery","Green","None","22","41","116","887","13","",""
"316","direct_advanced_18_direct_advanced_veryhard_rect_dense_weave_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_18_direct_advanced_veryhard_rect_dense_weave_g2_v03.asset","df73e8d56d5439748aad10ab18bf774c","normal","section","RelativeExtreme","Peak","Green","None","28","51","233","1405","10","",""
"317","hole_candidate_053_std_28x28_maze","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_053_std_28x28_maze.asset","fb83654f5ff93dc4eabe8425ef38b692","hole","hole_rescue","Mechanic","HoleRescue","Green","None","28","28","65","694","22","",""
"318","r2_outer_strong_005_r2_006_a401_maskonlyb04_10_main_flame","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L318_flame_main.asset","d24f455ca963c7b49b9172bcf84ea2c2","shape","shape_character","Novelty","Shape","Green","None","34","42","125","867","13","flame","火焰"
"319","direct_normal_143_direct_normal_rect_lock_buckle_g2_v15","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset","e0ec5697a17b22a438860675d497282a","normal","lock","Recovery","Recovery","Green","None","22","41","115","878","13","",""
"320","direct_normal_18_direct_normal_rect_stair_push_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset","e28401ab8af059949962d4633bc25dab","normal","section","Normal","Normal","Green","None","23","36","114","814","13","",""
"321","direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset","19971790b4686a24d95b8093476ea3fd","normal","maze","Recovery","Recovery","Green","None","23","38","108","858","13","",""
"322","direct_normal_51_direct_normal_rect_outer_shell_g5_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_51_direct_normal_rect_outer_shell_g5_v06.asset","ad937095c654dcc4bb6ee998b2742c70","normal","dense","Normal","Normal","Green","None","21","37","101","760","13","",""
"323","r2_outer_strong_005_r2_006_a401_maskonlyb02_06_main_hotairballoon","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L323_hotairballoon_main.asset","229ad98aee68c37429cee4835b6b4817","shape","shape_ocean","Novelty","Shape","Green","None","34","44","124","848","12","hotairballoon","热气球"
"324","direct_diff120_130_direct_diff_veryhard_room_gate_four_pockets_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_130_direct_diff_veryhard_room_gate_four_pockets_g2_v03.asset","d0e88229f174256479e1f02098c2dd46","normal","section","Hard","Pressure","Green","None","28","48","174","1329","13","",""
"325","hole_candidate_044_std_26x28_dense","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_044_std_26x28_dense.asset","765f16a1aeb37054bb38a75fae838408","hole","hole_rescue","Mechanic","HoleRescue","Green","None","26","28","66","644","20","",""
"326","direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset","523ea3154a445644b9c5c4863f9a611b","normal","lock","Normal","Normal","Green","None","22","35","104","751","13","",""
"327","r2_outer_strong_005_r2_006_a401_maskonlyb01_04_large_compass","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L327_compass_large.asset","c2f8e461971d14b4cb690ac06c35c397","shape","shape_landmark","Novelty","Shape","Green","None","38","47","130","1066","17","compass","指南针"
"328","direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset","0c40fe0b1b802be4e96b1b482bd7020c","normal","section","Hard","Pressure","Green","None","24","43","165","1011","10","",""
"329","direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03.asset","1ae395954c7efb74c90f064efdea10cc","normal","lock","RelativeExtreme","Peak","Yellow","GrindyLowClear","26","50","203","1270","10","",""
