"chokeClass","chokeScore","levelId","order","category","difficultyCode","sampleRole","chains","arrows","solved","processTier","avgChoices","choiceP80","maxChoices","remoteChokes","remoteScore","compositeBreakWindows","afterLocalFrontierBreaks","switchFrontierBreaks","choiceChokeWindows","meaningfulOptionRate","localOnlyRate","usefulTensionRate","flatConsequenceRate","branchDivergenceAvg","localRun","nearOuterRun","depFollowRun","sts","collapse","riskTags","assetPath","sourceFile"
"ChokeSignalRisky","9.608","sgp_rdcm_v2_s01_05_c22","","","","","57","","","B","4.61","6","8","0","0","0","0","0","3","0","0","0","0","0","4","4","4","0.902","0.192","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s01_05_c22.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","9.608","sgp_rdcm_v2_s01_03_t36","","","","","57","","","B","4.63","6","8","0","0","0","0","0","3","0","0","0","0","0","4","4","4","0.902","0.192","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s01_03_t36.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","9.608","sgp_rdcm_v2_s01_07_c50","","","","","57","","","B","4.61","6","8","0","0","0","0","0","3","0","0","0","0","0","4","4","4","0.902","0.192","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s01_07_c50.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","9.604","sgp_rdcm_v2_s01_09_t25","","","","","57","","","B","4.6","6","8","0","0","0","0","0","3","0","0","0","0","0","4","4","4","0.901","0.192","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s01_09_t25.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","9.604","sgp_rdcm_v2_s01_04_t25_t36","","","","","57","","","B","4.61","6","8","0","0","0","0","0","3","0","0","0","0","0","4","4","4","0.901","0.192","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s01_04_t25_t36.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","9.604","sgp_rdcm_v2_s01_10_c27","","","","","57","","","B","4.58","6","8","0","0","0","0","0","3","0","0","0","0","0","4","4","4","0.901","0.192","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s01_10_c27.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","9.6","sgp_rdcm_v2_s01_06_c33","","","","","57","","","B","4.51","6","7","0","0","0","0","0","3","0","0","0","0","0","4","4","4","0.9","0.192","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s01_06_c33.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","9.54","sgp_rdcm_v2_s03_11_t42_c34","","","","","66","","","B","4.65","7","8","0","0","0","0","0","3","0","0","0","0","0","5","5","4","0.885","0.164","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_11_t42_c34.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","9.524","sgp_rdcm_v2_s03_12_t42","","","","","66","","","B","5.03","7","9","0","0","0","0","0","3","0","0","0","0","0","5","5","4","0.881","0.194","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_12_t42.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","9.524","sgp_rdcm_v2_s03_16_c29","","","","","66","","","B","5.02","7","9","0","0","0","0","0","3","0","0","0","0","0","4","4","4","0.881","0.196","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_16_c29.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","9.524","sgp_rdcm_v2_s03_10_t42_c23","","","","","66","","","B","5.03","7","9","0","0","0","0","0","3","0","0","0","0","0","5","5","4","0.881","0.194","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_10_t42_c23.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","9.524","sgp_rdcm_v2_s03_08_t42_c6","","","","","66","","","B","5.03","7","9","0","0","0","0","0","3","0","0","0","0","0","5","5","4","0.881","0.194","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_08_t42_c6.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","9.524","sgp_rdcm_v2_s03_09_t42_c1","","","","","66","","","B","5.03","7","9","0","0","0","0","0","3","0","0","0","0","0","5","5","4","0.881","0.194","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_09_t42_c1.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","9.524","sgp_rdcm_v2_s03_06_t42_c58","","","","","66","","","B","5.03","7","9","0","0","0","0","0","3","0","0","0","0","0","5","5","4","0.881","0.194","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_06_t42_c58.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","9.524","sgp_rdcm_v2_s03_04_t42_c29","","","","","66","","","B","5.03","7","9","0","0","0","0","0","3","0","0","0","0","0","5","5","4","0.881","0.194","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_04_t42_c29.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","9.524","sgp_rdcm_v2_s03_07_t42_c55","","","","","66","","","B","5.03","7","9","0","0","0","0","0","3","0","0","0","0","0","5","5","4","0.881","0.194","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_07_t42_c55.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","9.516","sgp_rdcm_v2_s03_13_c48","","","","","66","","","B","4.65","7","8","0","0","0","0","0","3","0","0","0","0","0","4","4","4","0.879","0.196","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_13_c48.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","9.516","sgp_rdcm_v2_s03_07_c48","","","","","66","","","B","4.65","7","8","0","0","0","0","0","3","0","0","0","0","0","4","4","4","0.879","0.196","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_07_c48.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"ChokeSignalRisky","9.516","sgp_rdcm_v2_s03_03_t42_c48","","","","","66","","","B","4.67","7","8","0","0","0","0","0","3","0","0","0","0","0","5","5","4","0.879","0.194","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_03_t42_c48.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"ChokeSignalRisky","9.492","sgp_rdcm_v2_s03_04_c14","","","","","66","","","B","4.92","7","9","0","0","0","0","0","3","0","0","0","0","0","4","4","4","0.873","0.213","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_04_c14.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"ChokeSignalRisky","9.492","sgp_rdcm_v2_s03_05_c14","","","","","66","","","B","4.92","7","9","0","0","0","0","0","3","0","0","0","0","0","4","4","4","0.873","0.213","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_05_c14.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak1_review_v1_ranked.csv"
"ChokeSignalRisky","9.492","sgp_rdcm_v2_s03_01_t42_c14","","","","","66","","","B","4.94","7","9","0","0","0","0","0","3","0","0","0","0","0","5","5","4","0.873","0.211","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_01_t42_c14.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak2_review_v1_ranked.csv"
"ChokeSignalRisky","9.464","sgp_rdcm_v2_s01_02_c37","","","","","57","","","A","4.72","6","8","0","0","0","0","0","3","0","0","0","0","0","3","3","4","0.866","0.226","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s01_02_c37.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","9.268","sgp_rdcm_v2_s02_04_c61_c13","","","","","63","","","B","4.37","5","7","0","0","0","0","0","3","0","0","0","0","0","5","4","5","0.817","0.309","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_04_c61_c13.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","8.608","sgp_rdcm_v2_s05_12_c54","","","","","65","","","B","4.98","7","10","0","0","1","0","0","3","0","0","0","0","0","6","4","4","0.902","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_12_c54.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","8.608","sgp_rdcm_v2_s05_13_c3","","","","","65","","","B","4.98","7","10","0","0","1","0","0","3","0","0","0","0","0","6","4","4","0.902","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_13_c3.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","8.608","sgp_rdcm_v2_s05_11_c13","","","","","65","","","B","4.98","7","10","0","0","1","0","0","3","0","0","0","0","0","6","4","4","0.902","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_11_c13.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","8.608","sgp_rdcm_v2_s05_10_c20","","","","","65","","","B","4.98","7","10","0","0","1","0","0","3","0","0","0","0","0","6","4","4","0.902","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_10_c20.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","8.6","sgp_rdcm_v2_s05_02_c24","","","","","65","","","B","4.95","7","10","0","0","1","0","0","3","0","0","0","0","0","6","4","4","0.9","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_02_c24.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_ranked.csv"
"ChokeReview","8.6","sgp_rdcm_v2_s05_06_c24","","","","","65","","","B","4.95","7","10","0","0","1","0","0","3","0","0","0","0","0","6","4","4","0.9","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_06_c24.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","8.6","sgp_rdcm_v2_s05_01_t34","","","","","65","","","B","4.98","7","10","0","0","1","0","0","3","0","0","0","0","0","6","4","4","0.9","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_01_t34.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_ranked.csv"
"ChokeReview","8.6","sgp_rdcm_v2_s05_02_t34_c54","","","","","65","","","B","4.98","7","10","0","0","1","0","0","3","0","0","0","0","0","6","4","4","0.9","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_02_t34_c54.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","8.56","sgp_rdcm_v2_s05_06_c14","","","","","65","","","B","4.88","7","10","0","0","1","0","0","3","0","0","0","0","0","6","4","4","0.89","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_06_c14.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_ranked.csv"
"ChokeReview","8.56","sgp_rdcm_v2_s05_09_c39","","","","","65","","","B","4.92","7","10","0","0","1","0","0","3","0","0","0","0","0","6","4","4","0.89","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_09_c39.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","8.56","sgp_rdcm_v2_s05_15_c14","","","","","65","","","B","4.88","7","10","0","0","1","0","0","3","0","0","0","0","0","6","4","4","0.89","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_15_c14.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"WeakOrNoChoke","7.668","sgp_rdcm_v2_s04_11_t48","","","","","64","","","B","4.88","6","8","0","0","0","0","0","2","0","0","0","0","0","5","3","4","0.917","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_11_t48.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"WeakOrNoChoke","7.668","sgp_rdcm_v2_s04_04_t48","","","","","64","","","B","4.88","6","8","0","0","0","0","0","2","0","0","0","0","0","5","3","4","0.917","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_04_t48.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_ranked.csv"
"WeakOrNoChoke","7.668","sgp_rdcm_v2_s04_07_t48","","","","","64","","","B","4.88","6","8","0","0","0","0","0","2","0","0","0","0","0","5","3","4","0.917","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_07_t48.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak1_review_v1_ranked.csv"
"WeakOrNoChoke","7.612","sgp_rdcm_v2_s04_12_t12","","","","","64","","","B","4.77","6","8","0","0","0","0","0","2","0","0","0","0","0","5","3","4","0.903","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_12_t12.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"WeakOrNoChoke","7.612","sgp_rdcm_v2_s04_09_t12","","","","","64","","","B","4.77","6","8","0","0","0","0","0","2","0","0","0","0","0","5","3","4","0.903","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_09_t12.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_ranked.csv"
"WeakOrNoChoke","7.484","sgp_rdcm_v2_s02_08_c29","","","","","63","","","B","5.1","6","7","0","0","0","0","0","2","0","0","0","0","0","5","3","4","0.871","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_08_c29.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"WeakOrNoChoke","7.484","sgp_rdcm_v2_s02_01_c29","","","","","63","","","B","5.1","6","7","0","0","0","0","0","2","0","0","0","0","0","5","3","4","0.871","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_01_c29.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak1_review_v1_ranked.csv"
"WeakOrNoChoke","7.484","sgp_rdcm_v2_s02_02_c29","","","","","63","","","B","5.1","6","7","0","0","0","0","0","2","0","0","0","0","0","5","3","4","0.871","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_02_c29.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"WeakOrNoChoke","7.472","sgp_rdcm_v2_s02_07_t3","","","","","63","","","A","5.11","6","8","0","0","0","0","0","2","0","0","0","0","0","3","3","3","0.868","0.158","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_07_t3.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak2_review_v1_ranked.csv"
"WeakOrNoChoke","7.472","sgp_rdcm_v2_s02_09_t8","","","","","63","","","B","5.13","6","8","0","0","0","0","0","2","0","0","0","0","0","5","3","3","0.868","0.16","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_09_t8.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"WeakOrNoChoke","7.472","sgp_rdcm_v2_s02_08_t8_t40","","","","","63","","","B","5.11","6","8","0","0","0","0","0","2","0","0","0","0","0","5","3","3","0.868","0.16","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_08_t8_t40.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
