"order","category","finalStatus","finalLevelId","loadMode","loadedAssetPath","loadedAssetGuid","syncAssetPath","assemblyAction","assemblySourcePool","assemblyGateClass","productionLane","productionStyle","productionChainLanguage","chains","sourceCoverage","maxChoices","localPatchSolveRunMax","solveTraceQualityScore","templateTargetChains","actualChains","effectiveChainLoad","rhythmStageBand","sectionWaveRole","rhythmStyleGroup","rhythmPlacementReason"
"424","normal","After300DeferredForFront300PriorityV3","direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset","428f43c1d82505e4e9888c9760d4558b","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset","KeepCurrent","","After300DeferredFront300Priority","","","","","","","","","129","","","S04_after300_deferred","Normal","","unchanged_from_v3_or_non_normal"
"425","normal","ExternalCandidatePlanned","nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve","ManifestAsset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve.asset","ff8e17157c0848546b6b508037e14d34","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve.asset","ActiveReplace","NutationLongChainStrict60","CampaignHardGateGenericMatch","LongChainProbe","maze_long_chain","patch_chain","86","0.948","9","6","0.862","213","86","","S04_after300_deferred","PeakExtreme","","unchanged_from_v3_or_non_normal"
"426","hole","OriginalNonTarget","hole_candidate_086_wide_32x24_dense","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_086_wide_32x24_dense.asset","85a4d8d7e9000c44c8d0c66e74189d1f","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_086_wide_32x24_dense.asset","KeepCurrent","","","","","","","","","","","80","","","S04_after300_deferred","HoleRescue","","unchanged_from_v3_or_non_normal"
"427","shape","ShapeCandidatePlanned","campaign500_shape_psg_no_b_r4_46_L427_treasurechest_r4sweep","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_46_L427_treasurechest_r4sweep.asset","914fe9745ff275e479758bc8e6d25e04","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_46_L427_treasurechest_r4sweep.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","Sweep","","166","0.988","9","12","","161","166","","S04_after300_deferred","Shape","","unchanged_from_v3_or_non_normal"
"428","normal","OriginalNonTarget","direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset","a687290fde52330498ae2a87eacdd6db","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset","KeepCurrent","","","","","","","","","","","146","","","S04_after300_deferred","Normal","","unchanged_from_v3_or_non_normal"
"429","normal","ExternalCandidatePlanned","nutation_longchain_candidate80_holefix_v1_34_nutation_longchain_rail_v1_rect_c80hf_09_d2_core_rail","ManifestAsset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_34_nutation_longchain_rail_v1_rect_c80hf_09_d2_core_rail.asset","dfab3bb46de81e24faed16c14983bcd1","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_34_nutation_longchain_rail_v1_rect_c80hf_09_d2_core_rail.asset","ActiveReplace","NutationLongChainStrict60","CampaignHardGateGenericMatch","PeelMid","maze_long_chain","rail_chain","84","0.955","10","3","0.881","205","84","","S04_after300_deferred","Hard","","unchanged_from_v3_or_non_normal"
"430","normal","OriginalNonTarget","direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset","9e41036c526906f408660469dc37f81e","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset","KeepCurrent","","","","","","","","","","","147","","","S04_after300_deferred","Normal","","unchanged_from_v3_or_non_normal"
"431","normal","OriginalTargetMissingHardGate","direct_normal_54_direct_normal_rect_dense_weave_g5_v06","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset","9a3a907bddda0a349b5f27ab2eea5619","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset","KeepOriginalTargetGap","OriginalV11Fallback","NoStrictCandidateYet","NeutralMixed","","mixed_chain","","","","","","112","","","S04_after300_deferred","Normal","","unchanged_from_v3_or_non_normal"
"432","normal","ExternalCandidatePlanned","nutation_hub_mixed_v1_strict30_refill_06_s02_r02","ManifestAsset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_06_s02_r02.asset","d313dc43f4790e14eb434fc23609b364","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_06_s02_r02.asset","ActiveReplace","HubMixedStrict30Refill","StyleLocal9ManualAllowed","PeelMid","hub_spoke","rail_chain","99","0.951","9","9","0.842","164","99","","S04_after300_deferred","Hard","","unchanged_from_v3_or_non_normal"
"433","shape","ShapeCandidatePlanned","campaign500_shape_psg_no_b_r5_14_L433_filmroll_r5coreA","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_14_L433_filmroll_r5coreA.asset","ca3fb9873e1b7424f8658f9dcd79541d","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_14_L433_filmroll_r5coreA.asset","ActiveReplace","ShapeMaskInventory","ManualAcceptedProposed","","CoreBurst","","162","0.989","10","12","","161","162","","S04_after300_deferred","Shape","","unchanged_from_v3_or_non_normal"
"434","normal","OriginalNonTarget","direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset","9bc9ce0022d50774889a27fe916f66e2","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset","KeepCurrent","","","","","","","","","","","162","","","S04_after300_deferred","Normal","","unchanged_from_v3_or_non_normal"
"435","hole","OriginalNonTarget","hole_candidate_051_std_28x28_lock","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_051_std_28x28_lock.asset","943f79282dee10141b8dd2103ac3cb56","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_051_std_28x28_lock.asset","KeepCurrent","","","","","","","","","","","76","","","S04_after300_deferred","HoleRescue","","unchanged_from_v3_or_non_normal"
"436","normal","ExternalCandidatePlanned","nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch","ManifestAsset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch.asset","b376af9c7297ac8498f58805780ed119","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch.asset","ActiveReplace","NutationLongChainStrict60","CampaignHardGateGenericMatch","LongChainProbe","maze_long_chain","curve_chain","84","0.933","10","4","0.851","194","84","","S04_after300_deferred","PeakExtreme","","unchanged_from_v3_or_non_normal"
"437","normal","OriginalNonTarget","direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset","1f296124da1e315479b6231f7c2d62af","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset","KeepCurrent","","","","","","","","","","","164","","","S04_after300_deferred","Normal","","unchanged_from_v3_or_non_normal"
"438","shape","ShapeCandidatePlanned","campaign500_shape_psg_remaining_hard_r3_37_L438_giftbox_r3lock","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_37_L438_giftbox_r3lock.asset","d7aaca864b24ff84da6807949572cf3d","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_37_L438_giftbox_r3lock.asset","ActiveReplace","ShapeMaskInventory","NeedsFinalManualReview","","LockBuckle","","172","0.987","12","10","","166","172","","S04_after300_deferred","Shape","","unchanged_from_v3_or_non_normal"
"439","normal","After300DeferredForFront300PriorityV3","direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset","5c17884fb2fd54e45a63d125d6e1b516","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset","KeepCurrent","","After300DeferredFront300Priority","","","","","","","","","158","","","S04_after300_deferred","Recovery","","unchanged_from_v3_or_non_normal"
"440","normal","OriginalNonTarget","direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset","f3517bba5d7848e428421fb39a8312c1","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset","KeepCurrent","","","","","","","","","","","161","","","S04_after300_deferred","Normal","","unchanged_from_v3_or_non_normal"
"441","normal","OriginalTargetMissingHardGate","direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset","d6460c3145bb1eb489931095e6bbeeba","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset","KeepOriginalTargetGap","OriginalV11Fallback","NoStrictCandidateYet","FlowPatch","","patch_chain","","","","","","105","","","S04_after300_deferred","Recovery","","unchanged_from_v3_or_non_normal"
"442","hole","OriginalNonTarget","hole_candidate_101_wide_34x28_shell","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset","2108406254a7548408a49a2669086551","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset","KeepCurrent","","","","","","","","","","","81","","","S04_after300_deferred","HoleRescue","","unchanged_from_v3_or_non_normal"
"443","shape","ShapeCandidatePlanned","campaign500_shape_psg_next10h_05_L443_ufo","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_05_L443_ufo.asset","3d6d27dc652d12b43a1295c70778a62b","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_05_L443_ufo.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","Sweep","","86","0.986","9","15","","84","86","","S04_after300_deferred","Shape","","unchanged_from_v3_or_non_normal"
"444","normal","OriginalNonTarget","direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset","48698c3e7f7377841b5cdbd5af1b6c76","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset","KeepCurrent","","","","","","","","","","","159","","","S04_after300_deferred","Hard","","unchanged_from_v3_or_non_normal"
"445","normal","After300DeferredForFront300PriorityV3","direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","9c30ad7f13f813e4da37101fd6be3ff6","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","KeepCurrent","","After300DeferredFront300Priority","","","","","","","","","197","","","S04_after300_deferred","Hard","","unchanged_from_v3_or_non_normal"
"446","normal","OriginalTargetMissingHardGate","direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset","dd5abd8f2e041e54e8eb8adbc33fc348","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset","KeepOriginalTargetGap","OriginalV11Fallback","NoStrictCandidateYet","PeelLight","","curve_chain","","","","","","136","","","S04_after300_deferred","Normal","","unchanged_from_v3_or_non_normal"
"447","shape","ShapeCandidatePlanned","campaign500_shape_psg_next10h_06_L447_magicbook","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_06_L447_magicbook.asset","b55b51da3be50fb4cb11486a3744e9b5","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_06_L447_magicbook.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","LockBuckle","","95","0.991","7","9","","78","95","","S04_after300_deferred","Shape","","unchanged_from_v3_or_non_normal"
"448","normal","OriginalNonTarget","direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset","866208997f8604449aca97923c0479b2","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset","KeepCurrent","","","","","","","","","","","196","","","S04_after300_deferred","Hard","","unchanged_from_v3_or_non_normal"
"449","normal","ExternalCandidatePlanned","nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail","ManifestAsset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset","69bcb585957b98347a7a7cb9c9703d33","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset","ActiveReplace","NutationLongChainStrict60","CampaignHardGateGenericMatch","LongChainProbe","maze_long_chain","rail_chain","86","0.955","11","4","0.913","181","86","","S04_after300_deferred","PeakExtreme","","unchanged_from_v3_or_non_normal"
"450","normal","OriginalNonTarget","direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset","de870f60ad55e0048bf0bd7fb441ba75","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset","KeepCurrent","","","","","","","","","","","165","","","S04_after300_deferred","Normal","","unchanged_from_v3_or_non_normal"
"451","hole","OriginalNonTarget","hole_highchain_extra_018_hc2_32x30_lock_a","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset","dd24c797961165d4db54bd86e88b38f8","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset","KeepCurrent","","","","","","","","","","","90","","","S04_after300_deferred","HoleRescue","","unchanged_from_v3_or_non_normal"
"452","normal","OriginalNonTarget","direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset","d8a81999f50821f468af4fcbe3b6f4f5","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset","KeepCurrent","","","","","","","","","","","154","","","S04_after300_deferred","Normal","","unchanged_from_v3_or_non_normal"
"453","shape","ShapeCandidatePlanned","campaign500_shape_psg_next10h_07_L453_fish","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_07_L453_fish.asset","a4036af41c398ef41a2e1c67272ce372","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_07_L453_fish.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","Sweep","","111","0.988","9","8","","106","111","","S04_after300_deferred","Shape","","unchanged_from_v3_or_non_normal"
"454","normal","OriginalNonTarget","sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed20260618_100431_dive","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset","3c09d12b09ea5304abc68b7d7c0cb543","U/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset","KeepCurrent","","","","","","","","","","","156","","","S04_after300_deferred","Hard","","unchanged_from_v3_or_non_normal"
"455","normal","After300DeferredForFront300PriorityV3","direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset","a6d89b6943155ef45971eaf89871e5a2","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset","KeepCurrent","","After300DeferredFront300Priority","","","","","","","","","149","","","S04_after300_deferred","Normal","","unchanged_from_v3_or_non_normal"
"456","normal","ExternalCandidatePlanned","nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve","ManifestAsset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve.asset","be6703660a5a1ce4e878b67b37eb9e1b","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve.asset","ActiveReplace","NutationLongChainStrict60","CampaignHardGateGenericMatch","LongChainProbe","maze_long_chain","patch_chain","92","0.948","9","5","0.828","224","92","","S04_after300_deferred","PeakExtreme","","unchanged_from_v3_or_non_normal"
"457","normal","After300DeferredForFront300PriorityV3","direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset","b21b73112dfd4bc695089a20f26eaa07","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset","KeepCurrent","","After300DeferredFront300Priority","","","","","","","","","117","","","S04_after300_deferred","Recovery","","unchanged_from_v3_or_non_normal"
"458","shape","ShapeCandidatePlanned","campaign500_shape_psg_next10h_08_L458_star","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_08_L458_star.asset","50f721a2d7f25884aa9cb7b91e41030b","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_08_L458_star.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","CoreBurst","","95","0.982","10","11","","112","95","","S04_after300_deferred","Shape","","unchanged_from_v3_or_non_normal"
"459","normal","After300DeferredForFront300PriorityV3","direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset","c8858d8fa53432346ab0f5fe05ce6515","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset","KeepCurrent","","After300DeferredFront300Priority","","","","","","","","","180","","","S04_after300_deferred","Hard","","unchanged_from_v3_or_non_normal"
"460","normal","OriginalNonTarget","direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset","2211828ffbbd76243b3ee735e2a6ecd4","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset","KeepCurrent","","","","","","","","","","","156","","","S04_after300_deferred","Normal","","unchanged_from_v3_or_non_normal"
"461","normal","OriginalNonTarget","direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset","1ec4341505996ca4d9e7c49c0671bda0","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset","KeepCurrent","","","","","","","","","","","168","","","S04_after300_deferred","Recovery","","unchanged_from_v3_or_non_normal"
"462","normal","OriginalTargetMissingHardGate","direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset","32e833476b455384f85b6bc0ea5587d4","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset","KeepOriginalTargetGap","OriginalV11Fallback","NoStrictCandidateYet","PeelLight","","curve_chain","","","","","","135","","","S04_after300_deferred","Normal","","unchanged_from_v3_or_non_normal"
"463","shape","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_172_L463_castletower_section","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_172_L463_castletower_section.asset","58316465886219a44b1a646bbd9554e8","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_172_L463_castletower_section.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","SectionUnlock","","89","0.986","7","11","","71","89","","S04_after300_deferred","Shape","","unchanged_from_v3_or_non_normal"
"464","normal","After300DeferredForFront300PriorityV3","direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain.asset","a3f185398f5a4acea898eb12fd644a7c","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain.asset","KeepCurrent","","After300DeferredFront300Priority","","","","","","","","","111","","","S04_after300_deferred","Hard","","unchanged_from_v3_or_non_normal"
