"Row","Mode","Order","Section10","StyleHint","DifficultyCode","ExperienceRole","ProfileHint","SpecId","LevelId","AssetPath","Width","Height","Chains","TemplateTargetChains","SpecTargetChains","TargetChainsMin","TargetChainsMax","Arrows","Coverage","OuterBandCoverage","InitialMovableChains","EdgeHeadChains","AvgChain","MaxChain","PortableSolved","PortableOpeners","Attempts","Status","sourceReportCsv","sourceProjectRoot","originalAssetPath","absoluteAssetPath","traceEligible"
"11","language_b","156","16","section","3","Peak","PSG_Normal_section_VeryHard_Peak","sgp_pressure_hard_campaign500_language_b_l156_section","campaign500_psg_prod200_c03_o011_s100_n050_11_sgp_pressure_hard_campaign500_language_b_l156_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_11_sgp_pressure_hard_campaign500_language_b_l156_section.asset","26","29","91","94","88","85","103","746","0.989","0.995","2","12","8.20","14","True","2","230","Style=PressureCampaignSectionLang | Score=21856 | TargetInitial=5 | OpeningRatio=0.022 | EarlyChoices=24.2/46 | LocalRun=11 | Jump=7.2 | NearRate=0.74 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=26248711 fill=746/754(0.989) chains=91 remaining=8 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_11_sgp_pressure_hard_campaign500_language_b_l156_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_11_sgp_pressure_hard_campaign500_language_b_l156_section.asset","True"
"12","pure_relaxed","156","16","section","3","Peak","PSG_Normal_section_VeryHard_Peak","sgp_pressure_hard_campaign500_pure_relaxed_l156_section","campaign500_psg_prod200_c03_o011_s100_n050_12_sgp_pressure_hard_campaign500_pure_relaxed_l156_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_12_sgp_pressure_hard_campaign500_pure_relaxed_l156_section.asset","26","29","95","94","85","85","103","746","0.989","0.995","5","11","7.85","16","True","5","236","Style=PressureCampaignRelaxed | Score=20426 | TargetInitial=7 | OpeningRatio=0.053 | EarlyChoices=22.4/46 | LocalRun=5 | Jump=9.2 | NearRate=0.58 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=26888751 fill=746/754(0.989) chains=95 remaining=8 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=5->5 edgeHeads=13->11 earlyChoices=21.9/43 localRun=5 jump=9.2 near=0.58 targetInitial=4","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_12_sgp_pressure_hard_campaign500_pure_relaxed_l156_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_12_sgp_pressure_hard_campaign500_pure_relaxed_l156_section.asset","True"
"13","language_a","157","16","sweep","1","Recovery","PSG_Normal_sweep_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_a_l157_sweep","campaign500_psg_prod200_c03_o011_s100_n050_13_sgp_pressure_hard_campaign500_language_a_l157_sweep","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_13_sgp_pressure_hard_campaign500_language_a_l157_sweep.asset","20","33","68","84","72","76","92","659","0.998","1.000","2","10","9.69","16","True","2","271","Style=PressureCampaignSweepLang | Score=5952 | TargetInitial=5 | OpeningRatio=0.029 | EarlyChoices=29.9/55 | LocalRun=9 | Jump=6.9 | NearRate=0.58 | Direction=n/a | Peel style=PressureCampaignSweepLang seed=30558971 fill=659/660(0.998) chains=68 remaining=1 rejectedShort=0 failedPeels=0","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_13_sgp_pressure_hard_campaign500_language_a_l157_sweep.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_13_sgp_pressure_hard_campaign500_language_a_l157_sweep.asset","True"
"14","language_b","157","16","sweep","1","Recovery","PSG_Normal_sweep_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_b_l157_sweep","campaign500_psg_prod200_c03_o011_s100_n050_14_sgp_pressure_hard_campaign500_language_b_l157_sweep","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_14_sgp_pressure_hard_campaign500_language_b_l157_sweep.asset","20","33","67","84","72","76","92","659","0.998","0.995","1","7","9.84","16","True","1","185","Style=PressureCampaignSweepLang | Score=11446 | TargetInitial=5 | OpeningRatio=0.015 | EarlyChoices=27.1/66 | LocalRun=5 | Jump=8.8 | NearRate=0.61 | Direction=n/a | Peel style=PressureCampaignSweepLang seed=21563081 fill=659/660(0.998) chains=67 remaining=1 rejectedShort=0 failedPeels=0","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_14_sgp_pressure_hard_campaign500_language_b_l157_sweep.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_14_sgp_pressure_hard_campaign500_language_b_l157_sweep.asset","True"
"15","language_c","157","16","sweep","1","Recovery","PSG_Normal_sweep_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_c_l157_sweep","campaign500_psg_prod200_c03_o011_s100_n050_15_sgp_pressure_hard_campaign500_language_c_l157_sweep","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_15_sgp_pressure_hard_campaign500_language_c_l157_sweep.asset","20","33","73","84","72","76","92","657","0.995","0.990","2","10","9.00","16","True","2","122","Style=PressureCampaignSweepLang | Score=9696 | TargetInitial=5 | OpeningRatio=0.027 | EarlyChoices=30.8/61 | LocalRun=6 | Jump=8.6 | NearRate=0.52 | Direction=n/a | Peel style=PressureCampaignSweepLang seed=14976272 fill=657/660(0.995) chains=73 remaining=3 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_15_sgp_pressure_hard_campaign500_language_c_l157_sweep.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_15_sgp_pressure_hard_campaign500_language_c_l157_sweep.asset","True"
"16","pure_relaxed","157","16","sweep","1","Recovery","PSG_Normal_sweep_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_pure_relaxed_l157_sweep","campaign500_psg_prod200_c03_o011_s100_n050_16_sgp_pressure_hard_campaign500_pure_relaxed_l157_sweep","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_16_sgp_pressure_hard_campaign500_pure_relaxed_l157_sweep.asset","20","33","86","84","76","76","92","652","0.988","0.990","3","11","7.58","16","True","3","72","Style=PressureCampaignRelaxed | Score=15737 | TargetInitial=6 | OpeningRatio=0.035 | EarlyChoices=21.4/36 | LocalRun=6 | Jump=6.8 | NearRate=0.55 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=9749958 fill=652/660(0.988) chains=86 remaining=8 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_16_sgp_pressure_hard_campaign500_pure_relaxed_l157_sweep.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_16_sgp_pressure_hard_campaign500_pure_relaxed_l157_sweep.asset","True"
"17","layout_soft","157","16","sweep","1","Recovery","PSG_Normal_sweep_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_layout_soft_l157_sweep","","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_17_sgp_pressure_hard_campaign500_layout_soft_l157_sweep.asset","22","29","0","81","70","73","89","0","0.000","0.000","0","0","0.00","0","False","0","0","ChainTargetMiss chains=84 target=70 | Style=PressureCampaignMedium | Score=3933 | TargetInitial=6 | OpeningRatio=0.024 | EarlyChoices=22.6/39 | LocalRun=6 | Jump=6.7 | NearRate=0.61 | Direction=n/a | Peel style=PressureCampaignMedium seed=17299528 fill=620/638(0.972) chains=84 remaining=18 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_17_sgp_pressure_hard_campaign500_layout_soft_l157_sweep.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_17_sgp_pressure_hard_campaign500_layout_soft_l157_sweep.asset","False"
"18","language_a","159","16","section","2","Normal","PSG_Normal_section_Hard_Normal","sgp_pressure_hard_campaign500_language_a_l159_section","campaign500_psg_prod200_c03_o011_s100_n050_18_sgp_pressure_hard_campaign500_language_a_l159_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_18_sgp_pressure_hard_campaign500_language_a_l159_section.asset","21","37","105","100","94","90","110","767","0.987","0.981","1","12","7.30","14","True","1","367","Style=PressureCampaignSectionLang | Score=22120 | TargetInitial=6 | OpeningRatio=0.010 | EarlyChoices=19.9/47 | LocalRun=9 | Jump=5.6 | NearRate=0.61 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=40659321 fill=767/777(0.987) chains=105 remaining=10 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_18_sgp_pressure_hard_campaign500_language_a_l159_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_18_sgp_pressure_hard_campaign500_language_a_l159_section.asset","True"
"19","language_b","159","16","section","2","Normal","PSG_Normal_section_Hard_Normal","sgp_pressure_hard_campaign500_language_b_l159_section","campaign500_psg_prod200_c03_o011_s100_n050_19_sgp_pressure_hard_campaign500_language_b_l159_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_19_sgp_pressure_hard_campaign500_language_b_l159_section.asset","21","37","104","100","94","90","110","761","0.979","0.972","2","11","7.32","14","True","2","207","Style=PressureCampaignSectionLang | Score=25129 | TargetInitial=6 | OpeningRatio=0.019 | EarlyChoices=22.0/46 | LocalRun=9 | Jump=7.6 | NearRate=0.61 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=23913493 fill=761/777(0.979) chains=104 remaining=16 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_19_sgp_pressure_hard_campaign500_language_b_l159_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_19_sgp_pressure_hard_campaign500_language_b_l159_section.asset","True"
"20","pure_relaxed","159","16","section","2","Normal","PSG_Normal_section_Hard_Normal","sgp_pressure_hard_campaign500_pure_relaxed_l159_section","campaign500_psg_prod200_c03_o011_s100_n050_20_sgp_pressure_hard_campaign500_pure_relaxed_l159_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_20_sgp_pressure_hard_campaign500_pure_relaxed_l159_section.asset","21","37","96","100","90","90","110","761","0.979","0.981","4","6","7.93","16","True","4","243","Style=PressureCampaignRelaxed | Score=20993 | TargetInitial=7 | OpeningRatio=0.052 | EarlyChoices=30.7/58 | LocalRun=7 | Jump=8.6 | NearRate=0.61 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=27695439 fill=761/777(0.979) chains=96 remaining=16 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=5->4 edgeHeads=8->6 earlyChoices=24.1/44 localRun=7 jump=6.2 near=0.68 targetInitial=4","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_20_sgp_pressure_hard_campaign500_pure_relaxed_l159_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_20_sgp_pressure_hard_campaign500_pure_relaxed_l159_section.asset","True"
"21","layout_soft","159","16","section","2","Normal","PSG_Normal_section_Hard_Normal","sgp_pressure_hard_campaign500_layout_soft_l159_section","campaign500_psg_prod200_c03_o011_s100_n050_21_sgp_pressure_hard_campaign500_layout_soft_l159_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_21_sgp_pressure_hard_campaign500_layout_soft_l159_section.asset","24","32","100","98","92","89","109","762","0.992","0.981","5","6","7.62","14","True","5","46","Style=PressureCampaignMedium | Score=17494 | TargetInitial=7 | OpeningRatio=0.050 | EarlyChoices=34.8/62 | LocalRun=7 | Jump=8.4 | NearRate=0.68 | Direction=n/a | Peel style=PressureCampaignMedium seed=7072912 fill=762/768(0.992) chains=100 remaining=6 rejectedShort=0 failedPeels=1 | FlipGate=ops=5 initial=5->5 edgeHeads=8->6 earlyChoices=25.4/57 localRun=7 jump=7.3 near=0.71 targetInitial=4","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_21_sgp_pressure_hard_campaign500_layout_soft_l159_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_21_sgp_pressure_hard_campaign500_layout_soft_l159_section.asset","True"
"22","language_a","160","16","lock","1","Normal","PSG_Normal_lock_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_language_a_l160_lock","campaign500_psg_prod200_c03_o011_s100_n050_22_sgp_pressure_hard_campaign500_language_a_l160_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_22_sgp_pressure_hard_campaign500_language_a_l160_lock.asset","21","31","80","76","71","68","84","638","0.980","0.984","3","5","7.98","15","True","3","191","Style=PressureCampaignLockLang | Score=23438 | TargetInitial=4 | OpeningRatio=0.038 | EarlyChoices=20.8/41 | LocalRun=7 | Jump=5.9 | NearRate=0.81 | Direction=n/a | Peel style=PressureCampaignLockLang seed=22263664 fill=638/651(0.980) chains=80 remaining=13 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_22_sgp_pressure_hard_campaign500_language_a_l160_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_22_sgp_pressure_hard_campaign500_language_a_l160_lock.asset","True"
"23","language_b","160","16","lock","1","Normal","PSG_Normal_lock_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_language_b_l160_lock","campaign500_psg_prod200_c03_o011_s100_n050_23_sgp_pressure_hard_campaign500_language_b_l160_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_23_sgp_pressure_hard_campaign500_language_b_l160_lock.asset","21","31","82","76","71","68","84","641","0.985","1.000","1","8","7.82","15","True","1","90","Style=PressureCampaignLockLang | Score=23448 | TargetInitial=4 | OpeningRatio=0.012 | EarlyChoices=18.4/33 | LocalRun=4 | Jump=5.7 | NearRate=0.61 | Direction=n/a | Peel style=PressureCampaignLockLang seed=11696851 fill=641/651(0.985) chains=82 remaining=10 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_23_sgp_pressure_hard_campaign500_language_b_l160_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_23_sgp_pressure_hard_campaign500_language_b_l160_lock.asset","True"
"24","pure_relaxed","160","16","lock","1","Normal","PSG_Normal_lock_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_pure_relaxed_l160_lock","campaign500_psg_prod200_c03_o011_s100_n050_24_sgp_pressure_hard_campaign500_pure_relaxed_l160_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_24_sgp_pressure_hard_campaign500_pure_relaxed_l160_lock.asset","21","31","80","76","68","68","84","636","0.977","0.984","3","10","7.95","16","True","3","38","Style=PressureCampaignRelaxed | Score=11928 | TargetInitial=6 | OpeningRatio=0.038 | EarlyChoices=23.3/37 | LocalRun=7 | Jump=6.8 | NearRate=0.61 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=6262757 fill=636/651(0.977) chains=80 remaining=15 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_24_sgp_pressure_hard_campaign500_pure_relaxed_l160_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_24_sgp_pressure_hard_campaign500_pure_relaxed_l160_lock.asset","True"
"25","layout_soft","160","16","lock","1","Normal","PSG_Normal_lock_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_layout_soft_l160_lock","","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_25_sgp_pressure_hard_campaign500_layout_soft_l160_lock.asset","22","29","0","76","71","67","82","0","0.000","0.000","0","0","0.00","0","False","0","0","ChainTargetMiss chains=87 target=71 | Style=PressureCampaignMedium | Score=3890 | TargetInitial=6 | OpeningRatio=0.057 | EarlyChoices=29.2/44 | LocalRun=6 | Jump=7.6 | NearRate=0.58 | Direction=n/a | Peel style=PressureCampaignMedium seed=34548675 fill=626/638(0.981) chains=87 remaining=12 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_25_sgp_pressure_hard_campaign500_layout_soft_l160_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_25_sgp_pressure_hard_campaign500_layout_soft_l160_lock.asset","False"
"26","language_a","161","17","sweep","1","Recovery","PSG_Normal_sweep_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_a_l161_sweep","campaign500_psg_prod200_c03_o011_s100_n050_26_sgp_pressure_hard_campaign500_language_a_l161_sweep","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_26_sgp_pressure_hard_campaign500_language_a_l161_sweep.asset","17","30","49","53","46","48","58","509","0.998","0.994","2","6","10.39","16","True","2","274","Style=PressureCampaignSweepLang | Score=-2802 | TargetInitial=3 | OpeningRatio=0.041 | EarlyChoices=30.2/57 | LocalRun=5 | Jump=6.2 | NearRate=0.58 | Direction=n/a | Peel style=PressureCampaignSweepLang seed=30992618 fill=509/510(0.998) chains=49 remaining=1 rejectedShort=0 failedPeels=0","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_26_sgp_pressure_hard_campaign500_language_a_l161_sweep.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_26_sgp_pressure_hard_campaign500_language_a_l161_sweep.asset","True"
